inv_declare,nbr_adi,nbr_emploi_pervu,mois,gouvernorat,feuille
464975,8,8,10,تــونس,SQL Results
1547000,25,30,10,القيروان,SQL Results
1982000,4,7,10,سوسة,SQL Results
4669318,10,97,10,نابل,SQL Results
1540915,23,2,11,جندوبة,SQL Results
3574087,71,71,11,القصرين,SQL Results
1509000,21,25,11,القيروان,SQL Results
63000,2,2,11,تطاوين,SQL Results
393490,6,5,11,قبلي,SQL Results
1470909,10,9,11,زغوان,SQL Results
406000,8,5,11,سوسة,SQL Results
746761,11,21,11,قابس,SQL Results
951900,29,4,11,سليانة,SQL Results
440298,4,4,11,أريانة,SQL Results
1663412,12,11,11,منــوبة,SQL Results
3735161,55,55,11,نابل,SQL Results
489000,10,9,11,المنستير,SQL Results
2353998,23,28,11,سيدي بوزيد,SQL Results
1835657,32,22,11,الكاف,SQL Results
242771,3,8,11,توزر,SQL Results
7937697,12,36,11,بنزرت,SQL Results
1239364,23,15,11,باجة,SQL Results
2999245,35,28,11,صفاقس,SQL Results
6546500,43,56,11,المهدية,SQL Results
6986000,12,145,11,بن عروس,SQL Results
604607,10,9,11,مدنين,SQL Results
69450,3,13,11,تــونس,SQL Results
915608,9,11,11,قفصة,SQL Results
2885950,31,31,12,قفصة,SQL Results
1933144,45,34,12,الكاف,SQL Results
14156447,61,94,12,بنزرت,SQL Results
1437474,19,3,12,سليانة,SQL Results
1537120,7,17,12,تــونس,SQL Results
1106823,22,32,12,قابس,SQL Results
2099000,9,13,12,سوسة,SQL Results
7652036,57,156,12,نابل,SQL Results
6369277,16,14,12,زغوان,SQL Results
11723731,14,111,12,باجة,SQL Results
1591347,18,15,12,قبلي,SQL Results
32800,5,5,12,تطاوين,SQL Results
1444055,18,3,12,جندوبة,SQL Results
10670950,47,67,12,صفاقس,SQL Results
680590,11,8,12,توزر,SQL Results
897572,6,12,12,القصرين,SQL Results
628873,5,6,12,أريانة,SQL Results
1329318,16,105,12,بن عروس,SQL Results
4350487,5,22,12,منــوبة,SQL Results
4358113,25,40,12,سيدي بوزيد,SQL Results
1557731,18,20,12,مدنين,SQL Results
1252000,19,17,12,المهدية,SQL Results
2922100,12,32,12,المنستير,SQL Results
3040000,21,72,12,القيروان,SQL Results
