nbr_projets,inv_approuve,prime_approuvee,nbr_emploi,gouv_ar,gouv_fr,delegation_ar,delegation_fr,secteur_act_ar,secteur_act_ar_1,mois_ar,mois_fr,annee_doa,feuille
1,73000,37722.0,1,المنستير,MOUNASTIR,بني حسان,BENI HASSEN,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
1,36918,11957.0,1,قابس,GABES,مطماطة الجديدة,MATMATA ELJADIDA,الخدمات,SERVICE,أكتوبر,oct.,2017,SQL Results
1,157000,79160.0,2,بنزرت,BIZERTE,الغزالة,GZELA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
1,2300000,573602.0,23,باجة,BEJA,مجاز الباب,MJEZ ELBEB,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
1,106219,58420.0,1,قبلي,KEBELLI,دوز الشما لية,DOUZ NORD,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
1,67000,8354.0,2,سوسة,SOUSSE,أكودة,AKOUDA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1,192587,66629.0,4,نابل,NABEUL,قليبية,KLIBYA,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
1,114250,17168.0,1,زغوان,ZAGHOUANE,زغوان,ZAGOUAN,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
1,78000,10125.0,1,المهدية,MAHDIA,الجم,EL JEM,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1,110022,36203.3333333333,1,توزر,TOZEUR,نفطة,NAFTA,الخدمات,SERVICE,سبتمبر,sept.,2018,SQL Results
1,50000,26648.0,1,المهدية,MAHDIA,سيدي علوان,SIDI ALWEN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1,83000,27500.0,1,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الخدمات,SERVICE,أوت,août,2018,SQL Results
1,135000,53319.0,12,بنزرت,BIZERTE,غار الملح,GAR EL MELH,الصيد البحري,PECHE,أكتوبر,oct.,2018,SQL Results
1,922000,134511.0,8,أريانة,ARIANA,أريانة المدينة,ARIANA,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1,63000,33963.0,1,المهدية,MAHDIA,قصور الساف,KSOUR ESSEF,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
1,1524000,523601.0,23,بن عروس,BEN AROUSSE,فوشانة,FOUCHANA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
1,4500,2475.0,1,القصرين,KASSERINE,العيون,EL AYOUN,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
1,62850,20950.0,1,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,الخدمات,SERVICE,نوفمبر,nov.,2018,SQL Results
1,114317,36870.6666666667,1,توزر,TOZEUR,الحامة,El Hama,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
6,436000,135769.0,6,القيروان,KAIROUAN,الشبيكة,CHBIKA,الخدمات,SERVICE,نوفمبر,nov.,2017,SQL Results
2,157200,74108.0,4,المنستير,MOUNASTIR,المكنين,MEKNIN,الفلاحي,AGRICULTURE,أكتوبر,oct.,2017,SQL Results
1,14618,6940.0,1,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
10,777682,343206.0,11,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
1,41000,5798.0,1,المهدية,MAHDIA,سيدي علوان,SIDI ALWEN,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
6,363000,182301.0,6,تطاوين,TATAWINE,رمادة,REMEDA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
1,62000,32714.0,1,تطاوين,TATAWINE,تطاوين الجنوبية,TATAWIN SUD,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
8,9836310,1302111.0,23,سيدي بوزيد,SIDI BOUZIDE,أولاد حفوز,AWLED HAFOUZ,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
8,505207,270918.0,8,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,جانفي,janv.,2018,SQL Results
4,261747,140763.0,4,مدنين,MEDENINE,جرجيس,JERJIS,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
3,372536,117624.0,6,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2,223500,79685.0,3,سوسة,SOUSSE,بوفيشة,BOUFICHA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
8,554994,301601.0,8,القصرين,KASSERINE,حاسي الفريد,HASSI ELFRID,الفلاحي,AGRICULTURE,جانفي,janv.,2018,SQL Results
1,69500,23166.6666666667,1,جندوبة,JENDOUBA,عين دراهم,AIN DRAHEM,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
7,399000,128816.0,7,القيروان,KAIROUAN,الوسلاتية,WESLATIYA,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
7,529000,173423.0,7,القيروان,KAIROUAN,السبيخة,SBIKHA,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
2,92000,11775.0,2,المهدية,MAHDIA,قصور الساف,KSOUR ESSEF,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1,105000,32439.0,2,المنستير,MOUNASTIR,المكنين,MEKNIN,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
7,478244,243441.0,8,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
5,307134,134462.0,5,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الفلاحي,AGRICULTURE,أكتوبر,oct.,2017,SQL Results
2,298000,110624.0,3,المهدية,MAHDIA,ملولش,MLOULECH,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
3,221633,117484.0,3,القصرين,KASSERINE,سبيبة,SBIBA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
1,94899,51816.0,1,الكاف,KEF,الكاف الشرقية,KEF EST,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2,204653,112559.0,2,قبلي,KEBELLI,الفوار,ELFAWAR,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
6,583156,227740.0,8,سيدي بوزيد,SIDI BOUZIDE,بئر الحفي,BIR HFAY,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1,11000,5151.0,1,القيروان,KAIROUAN,الشراردة,CHRARDA,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
3,435000,205914.0,8,بنزرت,BIZERTE,جومين,JOUMIN,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
1,140500,40361.0,2,قفصة,GAFSA,القصر,EL KSSAR,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
6,395000,208671.0,6,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
1,58959,16419.0,1,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,الخدمات,SERVICE,أكتوبر,oct.,2018,SQL Results
3,279022,79917.0,5,منــوبة,MANOUBA,طبربة,TOUBOURBA,الفلاحي,AGRICULTURE,أوت,août,2018,SQL Results
6,1274600,371688.0,41,القيروان,KAIROUAN,حاجب العيون,HAJEB LAYOUN,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
3,173868,75924.0,3,تطاوين,TATAWINE,الصمّار,SAMMAR,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
4,362354,90613.6666666667,4,قبلي,KEBELLI,دوز الشما لية,DOUZ NORD,التحويل الأولي,PREMIERE TRANSFORMATION,جويلية,juill.,2018,SQL Results
6,563155,246088.0,6,سيدي بوزيد,SIDI BOUZIDE,سوق الجديد,SOUK EJDID,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
3,137070,36331.0,3,سليانة,SILIANA,الروحية,ROUHIYA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1,550000,245566.0,7,نابل,NABEUL,منزل تميم,MANZEL TMIM,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
3,543000,165576.0,24,بنزرت,BIZERTE,غار الملح,GAR EL MELH,الصيد البحري,PECHE,ماي,mai,2018,SQL Results
6,636374,312964.0,7,سيدي بوزيد,SIDI BOUZIDE,المكناسي,EL MEKNASSI,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
9,716321,358334.0,14,قفصة,GAFSA,السند,ESNAD,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
2,179000,61967.0,4,قفصة,GAFSA,بلخير,BELKHIR,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
13,2208554,781830.333333333,15,القصرين,KASSERINE,سبيطلة,SBITLA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
1,129799,67650.0,1,جندوبة,JENDOUBA,بلطة بوعوان,BALTA BOU OUN,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
1,77200,30927.0,1,صفاقس,SFAXE,الحنشة,HANCHA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
2,190505,104778.0,2,جندوبة,JENDOUBA,واد مليز,WAD MLIZ,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
3,445120,176939.0,3,باجة,BEJA,تبرسق,TBORSOK,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
2,152475,83862.0,2,القصرين,KASSERINE,حيدرة,HIDRA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
10,457894,172894.0,10,القصرين,KASSERINE,فوسانة,FOUSENA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
3,359668,108227.0,3,القصرين,KASSERINE,سبيطلة,SBITLA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
3,232435,115051.0,3,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
2,25439,11201.0,0,مدنين,MEDENINE,جرجيس,JERJIS,الصيد البحري,PECHE,نوفمبر,nov.,2018,SQL Results
1,181273,45490.0,1,القصرين,KASSERINE,ماجل با لعباس,MAJEL BELABBES,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
1,6800000,802654.0,14,المهدية,MAHDIA,المهدية,MAHDIA,الصيد البحري,PECHE,ديسمبر,déc.,2018,SQL Results
2,536279,186600.0,4,سيدي بوزيد,SIDI BOUZIDE,المكناسي,EL MEKNASSI,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
1,75000,38399.0,3,المهدية,MAHDIA,الشابة,CHEBBA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
1,198000,69385.0,2,أريانة,ARIANA,سيدي ثابت,SID THABET,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
10,745380,387363.0,10,مدنين,MEDENINE,بن قردان,BEN GERDAN,الفلاحي,AGRICULTURE,جانفي,janv.,2018,SQL Results
2,126000,60539.0,2,تطاوين,TATAWINE,غمراسن,GOMRASSEN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
9,869869,410280.0,9,القصرين,KASSERINE,سبيبة,SBIBA,الفلاحي,AGRICULTURE,جانفي,janv.,2018,SQL Results
2,165000,77988.0,3,بنزرت,BIZERTE,سجنان,SAJNEN,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
4,266822,130765.0,4,قبلي,KEBELLI,قبلي الجنوبية,KEBELLI SUD,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
7,539000,175733.0,7,القيروان,KAIROUAN,الشبيكة,CHBIKA,الخدمات,SERVICE,ديسمبر,déc.,2017,SQL Results
6,530290,258499.0,7,مدنين,MEDENINE,سيدي مخلوف,SID MAKHLOUF,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
7,542820,240218.0,7,مدنين,MEDENINE,مدنين الشما لية,MEDNI NORD,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
1,38060,19030.0,1,القصرين,KASSERINE,تا لة,TELA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
6,456463,165146.0,7,قابس,GABES,قابس الجنوبية,GABES SUD,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
3,207483,92627.0,3,الكاف,KEF,نبر,NEBR,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
3,184500,85363.0,2,المنستير,MOUNASTIR,الوردانين,WIRDANIN,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
3,221433,84582.0,3,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1,65500,21831.0,1,سليانة,SILIANA,سيدي بورويس,SIDI BOURWIS,الخدمات,SERVICE,مارس,mars,2018,SQL Results
3,207380,91051.0,3,سيدي بوزيد,SIDI BOUZIDE,المكناسي,EL MEKNASSI,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
5,380196,125704.666666667,5,قفصة,GAFSA,سيدي عيش,SIDI ICH,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1,143205,57723.0,2,القيروان,KAIROUAN,عين جلولة,AIN JALOULA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1,1900000,463210.0,7,نابل,NABEUL,تاكلسة,TAKELSSA,التحويل الأولي,PREMIERE TRANSFORMATION,جويلية,juill.,2018,SQL Results
3,3064210,651820.0,13,منــوبة,MANOUBA,برج العامري,BOURJ EL AMRI,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
1,37570,5637.0,3,أريانة,ARIANA,رواد,RAWED,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
3,186000,96264.0,3,سوسة,SOUSSE,القلعة الكبرى,KALAA ELKOUBRA,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
1,82000,42625.0,1,القيروان,KAIROUAN,سيدي علي نصرالله,SIDI ALI NASR ALLAH,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
1,545000,78536.0,0,صفاقس,SFAXE,صفاقس المدينة,SFAXE MEDINA,الصيد البحري,PECHE,سبتمبر,sept.,2018,SQL Results
1,77000,40693.0,1,المنستير,MOUNASTIR,المكنين,MEKNIN,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
1,111916,28488.0,5,مدنين,MEDENINE,حومة السوق,HOUMMET SOUK,الصيد البحري,PECHE,جوان,juin,2018,SQL Results
2,179210,50333.3333333333,2,جندوبة,JENDOUBA,جندوبة,JENDOUBA,الخدمات,SERVICE,جوان,juin,2018,SQL Results
13,459537,140439.0,13,قبلي,KEBELLI,الفوار,ELFAWAR,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
3,243000,79071.0,3,القيروان,KAIROUAN,الشراردة,CHRARDA,الخدمات,SERVICE,أكتوبر,oct.,2018,SQL Results
2,2322000,1011540.0,20,القيروان,KAIROUAN,سيدي عمر بوحجلة,SIDI OMOR BOUHAJLA,التحويل الأولي,PREMIERE TRANSFORMATION,ديسمبر,déc.,2018,SQL Results
1,52000,7278.0,1,المنستير,MOUNASTIR,صيادة لمطة بوحجر,SAYADAT LAMTA BOUHJAR,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
1,89983,49491.0,1,سليانة,SILIANA,العروسة,ALAROUSSA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2018,SQL Results
1,56959,7137.0,1,قابس,GABES,قابس المدينة,GABES MEDINA,الخدمات,SERVICE,نوفمبر,nov.,2018,SQL Results
4,299000,154812.0,4,القيروان,KAIROUAN,الشبيكة,CHBIKA,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
3,280000,130042.0,7,بنزرت,BIZERTE,أوتيك,UTIK,الفلاحي,AGRICULTURE,أكتوبر,oct.,2018,SQL Results
3,217151,98656.0,3,سيدي بوزيد,SIDI BOUZIDE,سوق الجديد,SOUK EJDID,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
1,30925,9583.0,1,منــوبة,MANOUBA,واد الليل,WAD ELIL,الفلاحي,AGRICULTURE,أكتوبر,oct.,2017,SQL Results
1,84000,26946.0,0,القيروان,KAIROUAN,العلا,AL ALAA,الخدمات,SERVICE,جويلية,juill.,2017,SQL Results
1,850000,232530.0,12,زغوان,ZAGHOUANE,الفحص,FAHS,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
6,1311426,435727.0,9,سيدي بوزيد,SIDI BOUZIDE,المكناسي,EL MEKNASSI,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1,76950,24664.0,1,سليانة,SILIANA,سليانة الجنوبية,SILIANA SUD,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1,280000,139664.0,1,سليانة,SILIANA,سليانة الجنوبية,SILIANA SUD,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
1,195825,74958.0,2,قبلي,KEBELLI,سوق الأحد,SOUK LAHAD,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
1,337000,168040.0,2,سليانة,SILIANA,سليانة الشما لية,SILIANA NORD,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
1,44846,22423.0,1,سيدي بوزيد,SIDI BOUZIDE,السعيدة,ASSAIDA,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
1,100000,28216.0,13,تــونس,TUNIS,حلق الوادي,LA GOULETTE,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
1,50133,16710.0,1,الكاف,KEF,ساقية سيدي يوسف,SAKIYET SIDI YOUSSEF,الخدمات,SERVICE,أفريل,avr.,2018,SQL Results
1,54500,5905.0,1,المنستير,MOUNASTIR,البقا لطة,BKALTA,الخدمات,SERVICE,أفريل,avr.,2018,SQL Results
1,59150,19715.0,1,باجة,BEJA,باجة الشما لية,BEJANORD,الخدمات,SERVICE,أفريل,avr.,2018,SQL Results
1,1674000,332029.0,15,سليانة,SILIANA,العروسة,ALAROUSSA,الفلاحي,AGRICULTURE,أوت,août,2017,SQL Results
2,131000,66777.0,2,سوسة,SOUSSE,القلعة الكبرى,KALAA ELKOUBRA,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
4,271519,134505.0,4,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
6,285099,75897.3333333333,6,قبلي,KEBELLI,سوق الأحد,SOUK LAHAD,التحويل الأولي,PREMIERE TRANSFORMATION,جوان,juin,2018,SQL Results
1,77124,25708.0,1,سيدي بوزيد,SIDI BOUZIDE,المزونة,ELMZOUNA,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
2,168958,56319.3333333333,2,قبلي,KEBELLI,دوز الجنوبية,DOUZ SUD,الخدمات,SERVICE,أكتوبر,oct.,2018,SQL Results
1,1600000,516827.0,5,سوسة,SOUSSE,سيدي الهاني,SIDI ELHANI,التحويل الأولي,PREMIERE TRANSFORMATION,سبتمبر,sept.,2018,SQL Results
1,55000,28988.0,1,المهدية,MAHDIA,سيدي علوان,SIDI ALWEN,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
6,661956,242050.0,8,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
2,136365,43056.0,2,جندوبة,JENDOUBA,فرنانة,FERNANA,الخدمات,SERVICE,جوان,juin,2018,SQL Results
1,66872,36780.0,1,باجة,BEJA,عمدون,AMDOUN,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
1,63850,35118.0,1,مدنين,MEDENINE,بن قردان,BEN GERDAN,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
1,50000,11841.0,1,بنزرت,BIZERTE,أوتيك,UTIK,الخدمات,SERVICE,أكتوبر,oct.,2018,SQL Results
1,58902,6750.0,1,الكاف,KEF,السرس,SERS,الفلاحي,AGRICULTURE,ديسمبر,déc.,2018,SQL Results
6,456929,213854.0,6,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الفلاحي,AGRICULTURE,نوفمبر,nov.,2018,SQL Results
1,102804,34268.0,1,قبلي,KEBELLI,قبلي الشما لية,KEBELLI NORD,الخدمات,SERVICE,أكتوبر,oct.,2018,SQL Results
1,36000,19448.0,1,بن عروس,BEN AROUSSE,بومهل البساتين,BOUMHAL ALBASSATIN,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
2,157366,51627.3333333333,2,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الخدمات,SERVICE,نوفمبر,nov.,2017,SQL Results
1,2000000,567625.0,14,المهدية,MAHDIA,بو مرداس,BOU MERDES,التحويل الأولي,PREMIERE TRANSFORMATION,ديسمبر,déc.,2017,SQL Results
1,34000,17380.0,1,سوسة,SOUSSE,سيدي بوعلي,SIDI BOUALI,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
1,845000,367171.0,12,قفصة,GAFSA,قفصة الشما لية,GAFSSA NORD,التحويل الأولي,PREMIERE TRANSFORMATION,ديسمبر,déc.,2017,SQL Results
1,92000,33710.0,0,بن عروس,BEN AROUSSE,مرناق,MORNAG,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
2,1922000,673543.0,9,بنزرت,BIZERTE,ماطر,MATEUR,الفلاحي,AGRICULTURE,نوفمبر,nov.,2017,SQL Results
3,248000,120265.0,3,المهدية,MAHDIA,هبيرة,HBIRA,الفلاحي,AGRICULTURE,جوان,juin,2018,SQL Results
1,79240,43582.0,1,الكاف,KEF,قلعة الخصبة,KALAA KHESBA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2,197591,65855.0,2,الكاف,KEF,الجريصة,JERISSA,الخدمات,SERVICE,أكتوبر,oct.,2017,SQL Results
2,29700,8460.0,0,المنستير,MOUNASTIR,بنبلة,BENBLA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2,87613,25770.0,2,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2,164616,32085.0,2,مدنين,MEDENINE,جرجيس,JERJIS,الخدمات,SERVICE,أفريل,avr.,2018,SQL Results
1,58970,18844.0,1,قفصة,GAFSA,المظيلة,ELMTHILA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
3,536680,271549.0,3,سليانة,SILIANA,سليانة الشما لية,SILIANA NORD,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2,63453,20881.0,2,قابس,GABES,مطماطة الجديدة,MATMATA ELJADIDA,الخدمات,SERVICE,أفريل,avr.,2018,SQL Results
1,81573,25298.0,1,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1,181562,36905.3333333333,1,قبلي,KEBELLI,سوق الأحد,SOUK LAHAD,التحويل الأولي,PREMIERE TRANSFORMATION,جويلية,juill.,2018,SQL Results
3,967763,313635.0,9,سيدي بوزيد,SIDI BOUZIDE,الرقاب,ERGAB,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1,82165,27388.3333333333,1,سليانة,SILIANA,سليانة الشما لية,SILIANA NORD,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
1,12500,1647.0,1,تــونس,TUNIS,باردو,BARDO,الخدمات,SERVICE,أوت,août,2018,SQL Results
1,31208,17164.0,1,نابل,NABEUL,قرمبا لية,GROUMBELIA,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
2,183294,97137.0,2,سليانة,SILIANA,سيدي بورويس,SIDI BOURWIS,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
2,152386,83192.0,2,قابس,GABES,قابس الغربية,GABES WEST,الفلاحي,AGRICULTURE,ماي,mai,2018,SQL Results
1,69540,37653.0,1,سليانة,SILIANA,كسرى,KESSRA,الفلاحي,AGRICULTURE,جويلية,juill.,2018,SQL Results
1,55420,6943.0,1,صفاقس,SFAXE,ساقية الدائر,SAKIYET EDAYER,الخدمات,SERVICE,جويلية,juill.,2018,SQL Results
3,214266,59512.0,4,صفاقس,SFAXE,منزل شاكر,MANZEL CHAKKER,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
1,63500,21052.0,2,تطاوين,TATAWINE,غمراسن,GOMRASSEN,الخدمات,SERVICE,نوفمبر,nov.,2018,SQL Results
1,87588,29195.3333333333,1,قبلي,KEBELLI,الفوار,ELFAWAR,الخدمات,SERVICE,نوفمبر,nov.,2018,SQL Results
1,54379,6985.0,1,صفاقس,SFAXE,طينة,TINA,الخدمات,SERVICE,ديسمبر,déc.,2018,SQL Results
1,171138,39343.3333333333,1,قبلي,KEBELLI,دوز الجنوبية,DOUZ SUD,التحويل الأولي,PREMIERE TRANSFORMATION,نوفمبر,nov.,2018,SQL Results
1,69311,,1,زغوان,ZAGHOUANE,الفحص,FAHS,الفلاحي,AGRICULTURE,أكتوبر,oct.,2017,SQL Results
3,149433,63718.0,3,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,سبتمبر,sept.,2017,SQL Results
2,124000,36108.0,2,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الخدمات,SERVICE,نوفمبر,nov.,2017,SQL Results
1,34130,11333.3333333333,1,قفصة,GAFSA,بلخير,BELKHIR,الخدمات,SERVICE,نوفمبر,nov.,2017,SQL Results
3,145600,20721.0,3,المنستير,MOUNASTIR,المكنين,MEKNIN,الخدمات,SERVICE,أكتوبر,oct.,2017,SQL Results
1,57765,19255.0,1,قبلي,KEBELLI,رجيم معتوق,ٌRegim Maatoug,الخدمات,SERVICE,أفريل,avr.,2018,SQL Results
1,1549000,519664.0,3,المنستير,MOUNASTIR,بني حسان,BENI HASSEN,التحويل الأولي,PREMIERE TRANSFORMATION,أكتوبر,oct.,2017,SQL Results
1,100458,55253.0,1,قبلي,KEBELLI,رجيم معتوق,ٌRegim Maatoug,الفلاحي,AGRICULTURE,ديسمبر,déc.,2017,SQL Results
1,41000,6150.0,1,المهدية,MAHDIA,ملولش,MLOULECH,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1,35000,8502.0,0,المنستير,MOUNASTIR,طبلبة,TBOLBA,الصيد البحري,PECHE,أفريل,avr.,2018,SQL Results
2,129213,58876.0,2,سيدي بوزيد,SIDI BOUZIDE,سوق الجديد,SOUK EJDID,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1,76901,42295.0,1,جندوبة,JENDOUBA,فرنانة,FERNANA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2,296240,98746.6666666667,6,قفصة,GAFSA,قفصة الشما لية,GAFSSA NORD,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1,116408,32021.6666666667,4,قبلي,KEBELLI,قبلي الشما لية,KEBELLI NORD,التحويل الأولي,PREMIERE TRANSFORMATION,أفريل,avr.,2018,SQL Results
2,96587,49658.0,2,منــوبة,MANOUBA,طبربة,TOUBOURBA,الفلاحي,AGRICULTURE,أفريل,avr.,2018,SQL Results
