pepiniere,espece,qte,gouvernorat,latitude,longitude,feuille
منبت  برج العامري,فلفل اكحل كاذب,300.0,منوبة,36.7118675,9.88226650000001,Feuil1
منبت  برج العامري,ميليا,0.0,منوبة,36.7118676,9.88226650000001,Feuil1
منبت  برج العامري,هيبسكيس,450.0,منوبة,36.7118677,9.88226650000001,Feuil1
منبت  برج العامري,دفلة,1700.0,منوبة,36.7118678,9.88226650000001,Feuil1
منبت  برج العامري,pomme a caffre,400.0,منوبة,36.7118679,9.88226650000001,Feuil1
منبت  برج العامري,ورد,0.0,منوبة,36.711868,9.88226650000001,Feuil1
منبت  برج العامري,جستيسيا,800.0,منوبة,36.7118681,9.88226650000001,Feuil1
منبت  برج العامري,قزانيا,1200.0,منوبة,36.7118682,9.88226650000001,Feuil1
منبت  برج العامري,فيجل,600.0,منوبة,36.7118683,9.88226650000001,Feuil1
منبت  برج العامري,بيتسبروم,1800.0,منوبة,36.7118684,9.88226650000001,Feuil1
منبت  برج العامري,جرانيوم,1000.0,منوبة,36.7118685,9.88226650000001,Feuil1
منبت  برج العامري,عطرشاء,800.0,منوبة,36.7118686,9.88226650000001,Feuil1
منبت  برج العامري,مرتقوش,50.0,منوبة,36.7118687,9.88226650000001,Feuil1
منبت  برج العامري,فليو,50.0,منوبة,36.7118688,9.88226650000001,Feuil1
منبت  برج العامري,عنبر,25.0,منوبة,36.7118689,9.88226650000001,Feuil1
منبت  برج العامري,زعتر أروبي,3000.0,منوبة,36.711869,9.88226650000001,Feuil1
منبت  برج العامري,زعتر حر,300.0,منوبة,36.7118691,9.88226650000001,Feuil1
منبت  برج العامري,غياردية,300.0,منوبة,36.7118692,9.88226650000001,Feuil1
منبت  برج العامري,زعتر ملوك,20.0,منوبة,36.7118693,9.88226650000001,Feuil1
منبت  برج العامري,سنرار,800.0,منوبة,36.7118694,9.88226650000001,Feuil1
منبت  برج العامري,هنديات,0.0,منوبة,36.7118695,9.88226650000001,Feuil1
منبت  برج العامري,ديمورفوتيكا,1800.0,منوبة,36.7118696,9.88226650000001,Feuil1
منبت  برج العامري,بوقنفيلي,250.0,منوبة,36.7118697,9.88226650000001,Feuil1
منبت  برج العامري,طير النار,200.0,منوبة,36.7118698,9.88226650000001,Feuil1
منبت  برج العامري,الاكليل,2600.0,منوبة,36.7118699,9.88226650000001,Feuil1
منبت  برج العامري,لنتنا,900.0,منوبة,36.71187,9.88226650000001,Feuil1
منبت  برج العامري,الصوجا,0.0,منوبة,36.7118701,9.88226650000001,Feuil1
منبت  برج العامري,الخزامة,1500.0,منوبة,36.7118702,9.88226650000001,Feuil1
منبت الصادقية,الصنوبر الحلبي,10000.0,منوبة,36.8093284,10.0863269,Feuil1
منبت الصادقية,الكلتوس,2600.0,منوبة,36.8093285,10.0863269,Feuil1
منبت الصادقية,السنط الازرق,8000.0,منوبة,36.8093286,10.0863269,Feuil1
منبت الصادقية,فصة شجرية,2000.0,منوبة,36.8093287,10.0863269,Feuil1
منبت الصادقية,سرول,80000.0,منوبة,36.8093288,10.0863269,Feuil1
منبت الصادقية,كازورينا,10000.0,منوبة,36.8093289,10.0863269,Feuil1
منبت الصادقية,ليسيوم,12000.0,منوبة,36.809329,10.0863269,Feuil1
منبت الصادقية,خروب,500.0,منوبة,36.8093291,10.0863269,Feuil1
منبت الصادقية,ارقان,0.0,منوبة,36.8093292,10.0863269,Feuil1
منبت الصادقية,توت,0.0,منوبة,36.8093293,10.0863269,Feuil1
منبت الصادقية,كبار,0.0,منوبة,36.8093294,10.0863269,Feuil1
منبت الصادقية,سنتلين,0.0,منوبة,36.8093295,10.0863269,Feuil1
منبت الصادقية,نخل,0.0,منوبة,36.8093296,10.0863269,Feuil1
منبت الصادقية,واشنطونيا,0.0,منوبة,36.8093297,10.0863269,Feuil1
منبت الصادقية,فيكيس بنشي,500.0,منوبة,36.8093298,10.0863269,Feuil1
منبت الصادقية,فيكيس نتدا,200.0,منوبة,36.8093299,10.0863269,Feuil1
منبت الصادقية,الدوم,0.0,منوبة,36.80933,10.0863269,Feuil1
منبت الصادقية,فلفل اكحل كاذب,0.0,منوبة,36.8093301,10.0863269,Feuil1
منبت الصادقية,ميليا,400.0,منوبة,36.8093302,10.0863269,Feuil1
منبت الصادقية,هيبسكيس,0.0,منوبة,36.8093303,10.0863269,Feuil1
منبت الصادقية,دفلة,700.0,منوبة,36.8093304,10.0863269,Feuil1
منبت الصادقية,pomme a caffre,0.0,منوبة,36.8093305,10.0863269,Feuil1
منبت الصادقية,ورد,600.0,منوبة,36.8093306,10.0863269,Feuil1
منبت الصادقية,جستيسيا,1500.0,منوبة,36.8093307,10.0863269,Feuil1
منبت الصادقية,قزانيا,1000.0,منوبة,36.8093308,10.0863269,Feuil1
منبت الصادقية,فيجل,0.0,منوبة,36.8093309,10.0863269,Feuil1
منبت الصادقية,بيتسبروم,3000.0,منوبة,36.809331,10.0863269,Feuil1
منبت الصادقية,جرانيوم,1500.0,منوبة,36.8093311,10.0863269,Feuil1
منبت الصادقية,عطرشاء,2000.0,منوبة,36.8093312,10.0863269,Feuil1
منبت الصادقية,مرتقوش,0.0,منوبة,36.8093313,10.0863269,Feuil1
منبت الصادقية,فليو,0.0,منوبة,36.8093314,10.0863269,Feuil1
منبت الصادقية,عنبر,600.0,منوبة,36.8093315,10.0863269,Feuil1
منبت الصادقية,زعتر أروبي,0.0,منوبة,36.8093316,10.0863269,Feuil1
منبت الصادقية,زعتر حر,0.0,منوبة,36.8093317,10.0863269,Feuil1
منبت الصادقية,غياردية,0.0,منوبة,36.8093318,10.0863269,Feuil1
منبت الصادقية,زعتر ملوك,0.0,منوبة,36.8093319,10.0863269,Feuil1
منبت الصادقية,سنرار,800.0,منوبة,36.809332,10.0863269,Feuil1
منبت الصادقية,هنديات,500.0,منوبة,36.8093321,10.0863269,Feuil1
منبت الصادقية,ديمورفوتيكا,0.0,منوبة,36.8093322,10.0863269,Feuil1
منبت الصادقية,بوقنفيلي,30.0,منوبة,36.8093323,10.0863269,Feuil1
منبت الصادقية,طير النار,0.0,منوبة,36.8093324,10.0863269,Feuil1
منبت الصادقية,الاكليل,1000.0,منوبة,36.8093325,10.0863269,Feuil1
منبت الصادقية,لنتنا,0.0,منوبة,36.8093326,10.0863269,Feuil1
منبت الصادقية,الصوجا,500.0,منوبة,36.8093327,10.0863269,Feuil1
منبت الصادقية,الخزامة,0.0,منوبة,36.8093328,10.0863269,Feuil1
منبت مرناق,الصنوبر الحلبي,117000.0,بن عروس,36.6852895,10.2880580999999,Feuil1
منبت مرناق,الكلتوس,250.0,بن عروس,36.6852896,10.2880580999999,Feuil1
منبت مرناق,السنط الازرق,20000.0,بن عروس,36.6852897,10.2880580999999,Feuil1
منبت مرناق,قطف هليميس,0.0,بن عروس,36.6852898,10.2880580999999,Feuil1
منبت مرناق,سرول,53000.0,بن عروس,36.6852899,10.2880580999999,Feuil1
منبت مرناق,كازورينا,8000.0,بن عروس,36.68529,10.2880580999999,Feuil1
منبت مرناق,أكاسيا شوكية,5000.0,بن عروس,36.6852901,10.2880580999999,Feuil1
منبت مرناق,خروب,700.0,بن عروس,36.6852902,10.2880580999999,Feuil1
منبت مرناق,فيكيس,10.0,بن عروس,36.6852903,10.2880580999999,Feuil1
منبت مرناق,ميليا,0.0,بن عروس,36.6852904,10.2880580999999,Feuil1
منبت مرناق,ابيسكيس,50.0,بن عروس,36.6852905,10.2880580999999,Feuil1
منبت مرناق,دفلة,0.0,بن عروس,36.6852906,10.2880580999999,Feuil1
منبت مرناق,ورد,0.0,بن عروس,36.6852907,10.2880580999999,Feuil1
منبت مرناق,زيزفون,30.0,بن عروس,36.6852908,10.2880580999999,Feuil1
منبت مرناق,جيستسيا,300.0,بن عروس,36.6852909,10.2880580999999,Feuil1
منبت مرناق,مالفسيكس,0.0,بن عروس,36.685291,10.2880580999999,Feuil1
منبت مرناق,جرنيوم,800.0,بن عروس,36.6852911,10.2880580999999,Feuil1
منبت مرناق,عطرشاء,0.0,بن عروس,36.6852912,10.2880580999999,Feuil1
منبت مرناق,قزانيا,0.0,بن عروس,36.6852913,10.2880580999999,Feuil1
منبت مرناق,بوقنفيلي,100.0,بن عروس,36.6852914,10.2880580999999,Feuil1
منبت مرناق,ميبروم,500.0,بن عروس,36.6852915,10.2880580999999,Feuil1
منبت مرناق,الاكليل,100.0,بن عروس,36.6852916,10.2880580999999,Feuil1
منبت مرناق,لنتنا,500.0,بن عروس,36.6852917,10.2880580999999,Feuil1
منبت مرناق,الصوجا,0.0,بن عروس,36.6852918,10.2880580999999,Feuil1
منبت بو ستيتة,الصنوبر الحلبي,0.0,بن عروس,36.5288819,10.3115037,Feuil1
منبت بو ستيتة,الكلتوس,0.0,بن عروس,36.528882,10.3115038,Feuil1
منبت بو ستيتة,السنط الازرق,30000.0,بن عروس,36.5288821,10.3115039,Feuil1
منبت بو ستيتة,قطف هليميس,0.0,بن عروس,36.5288822,10.311504,Feuil1
منبت بو ستيتة,سرول,0.0,بن عروس,36.5288823,10.3115041,Feuil1
منبت بو ستيتة,كازورينا,0.0,بن عروس,36.5288824,10.3115042,Feuil1
منبت بو ستيتة,أكاسيا شوكية,28000.0,بن عروس,36.5288825,10.3115043,Feuil1
منبت بو ستيتة,خروب,0.0,بن عروس,36.5288826,10.3115044,Feuil1
منبت بو ستيتة,فيكيس,0.0,بن عروس,36.5288827,10.3115045,Feuil1
منبت بو ستيتة,ميليا,0.0,بن عروس,36.5288828,10.3115046,Feuil1
منبت بو ستيتة,ابيسكيس,0.0,بن عروس,36.5288829,10.3115047,Feuil1
منبت بو ستيتة,دفلة,0.0,بن عروس,36.528883,10.3115048,Feuil1
منبت بو ستيتة,ورد,0.0,بن عروس,36.5288831,10.3115049,Feuil1
منبت بو ستيتة,زيزفون,0.0,بن عروس,36.5288832,10.311505,Feuil1
منبت بو ستيتة,جيستسيا,0.0,بن عروس,36.5288833,10.3115051,Feuil1
منبت بو ستيتة,مالفسيكس,0.0,بن عروس,36.5288834,10.3115052,Feuil1
منبت بو ستيتة,جرنيوم,0.0,بن عروس,36.5288835,10.3115053,Feuil1
منبت بو ستيتة,عطرشاء,0.0,بن عروس,36.5288836,10.3115054,Feuil1
منبت بو ستيتة,قزانيا,0.0,بن عروس,36.5288837,10.3115055,Feuil1
منبت بو ستيتة,بوقنفيلي,0.0,بن عروس,36.5288838,10.3115056,Feuil1
منبت بو ستيتة,ميبروم,0.0,بن عروس,36.5288839,10.3115057,Feuil1
منبت بو ستيتة,الاكليل,0.0,بن عروس,36.528884,10.3115058,Feuil1
منبت بو ستيتة,لنتنا,0.0,بن عروس,36.5288841,10.3115059,Feuil1
منبت بو ستيتة,الصوجا,0.0,بن عروس,36.5288842,10.311506,Feuil1
منبت رادس,الصنوبر الحلبي,37864.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,الكلتوس,4315.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,السنط الازرق,27892.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,قطف هليميس,1100.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,سرول,30505.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,كازورينا,17600.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,أكاسيا شوكية,8411.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,خروب,0.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,فيكيس,379.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,ميليا,1045.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,ابيسكيس,0.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,دفلة,3879.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,ورد,513.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,زيزفون,0.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,جيستسيا,0.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,مالفسيكس,6173.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,جرنيوم,3241.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,عطرشاء,4916.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,قزانيا,5389.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,بوقنفيلي,700.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,ميبروم,5530.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,الاكليل,7275.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,لنتنا,3891.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت رادس,الصوجا,2566.0,بن عروس,36.7715983999999,10.2768387999999,Feuil1
منبت زغوان,الصنوبر الحلبي,120000.0,زغوان,36.4091188,10.1423171999999,Feuil1
منبت زغوان,الكالتوس,0.0,زغوان,36.4091189,10.1423171999999,Feuil1
منبت زغوان,أكاسيا سيانو,58500.0,زغوان,36.409119,10.1423171999999,Feuil1
منبت زغوان,سرول,78000.0,زغوان,36.4091191,10.1423171999999,Feuil1
منبت زغوان,كازورينا,132000.0,زغوان,36.4091192,10.1423171999999,Feuil1
منبت زغوان,ليسيوم,3200.0,زغوان,36.4091193,10.1423171999999,Feuil1
منبت زغوان,أكاسيا شوكية,4000.0,زغوان,36.4091194,10.1423171999999,Feuil1
منبت زغوان,خروب,2800.0,زغوان,36.4091195,10.1423171999999,Feuil1
منبت زغوان,نخل,0.0,زغوان,36.4091196,10.1423171999999,Feuil1
منبت زغوان,فيكيس نتدا,100.0,زغوان,36.4091197,10.1423171999999,Feuil1
منبت زغوان,ميليا,0.0,زغوان,36.4091198,10.1423171999999,Feuil1
منبت زغوان,دفلة,0.0,زغوان,36.4091199,10.1423171999999,Feuil1
منبت زغوان,أنواع أخرى,1100.0,زغوان,36.40912,10.1423171999999,Feuil1
منبت زغوان,جرنيوم,0.0,زغوان,36.4091201,10.1423171999999,Feuil1
منبت زغوان,ميبروم,0.0,زغوان,36.4091202,10.1423171999999,Feuil1
منبت زغوان,لنتنا,0.0,زغوان,36.4091203,10.1423171999999,Feuil1
منبت زغوان,دادونا,0.0,زغوان,36.4091204,10.1423171999999,Feuil1
منبت جوقار,الصنوبر الحلبي,48000.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,الكالتوس,400.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,أكاسيا سيانو,64000.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,سرول,287000.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,كازورينا,7300.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,ليسيوم,0.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,أكاسيا شوكية,11000.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,خروب,0.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,نخل,500.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,فيكيس نتدا,0.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,ميليا,0.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,دفلة,0.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,أنواع أخرى,1200.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,جرنيوم,60.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,ميبروم,30.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,لنتنا,0.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت جوقار,دادونا,1500.0,زغوان,36.2652327,9.94091960000003,Feuil1
منبت الناظور,الصنوبر الحلبي,22600.0,زغوان,36.1206242,10.0947231999999,Feuil1
منبت الناظور,الكالتوس,23400.0,زغوان,36.1206243,10.0947231999999,Feuil1
منبت الناظور,أكاسيا سيانو,24500.0,زغوان,36.1206244,10.0947231999999,Feuil1
منبت الناظور,سرول,79000.0,زغوان,36.1206245,10.0947231999999,Feuil1
منبت الناظور,كازورينا,14800.0,زغوان,36.1206246,10.0947231999999,Feuil1
منبت الناظور,ليسيوم,0.0,زغوان,36.1206247,10.0947231999999,Feuil1
منبت الناظور,أكاسيا شوكية,6900.0,زغوان,36.1206248,10.0947231999999,Feuil1
منبت الناظور,خروب,800.0,زغوان,36.1206249,10.0947231999999,Feuil1
منبت الناظور,نخل,0.0,زغوان,36.120625,10.0947231999999,Feuil1
منبت الناظور,فيكيس نتدا,0.0,زغوان,36.1206251,10.0947231999999,Feuil1
منبت الناظور,ميليا,400.0,زغوان,36.1206252,10.0947231999999,Feuil1
منبت الناظور,دفلة,400.0,زغوان,36.1206253,10.0947231999999,Feuil1
منبت الناظور,أنواع أخرى,840.0,زغوان,36.1206254,10.0947231999999,Feuil1
منبت الناظور,جرنيوم,0.0,زغوان,36.1206255,10.0947231999999,Feuil1
منبت الناظور,ميبروم,4000.0,زغوان,36.1206256,10.0947231999999,Feuil1
منبت الناظور,لنتنا,0.0,زغوان,36.1206257,10.0947231999999,Feuil1
منبت الناظور,دادونا,3500.0,زغوان,36.1206258,10.0947231999999,Feuil1
منبت صواف,الصنوبر الحلبي,25000.0,زغوان,36.1955821,10.1927388999999,Feuil1
منبت صواف,الكالتوس,9300.0,زغوان,36.1955822,10.1927388999999,Feuil1
منبت صواف,أكاسيا سيانو,23000.0,زغوان,36.1955823,10.1927388999999,Feuil1
منبت صواف,سرول,69000.0,زغوان,36.1955824,10.1927388999999,Feuil1
منبت صواف,كازورينا,4300.0,زغوان,36.1955825,10.1927388999999,Feuil1
