سنة_الادراج_بالميزانية,العناصر,البرنامج,المحتوى_المادي,المحتوى_المالي_اد,ملاحظات,feuille
2017.0,تهيئة مسالك فلاحية,مشروع شمال الولاية,"14,9 كلم",3179.0,"تقدم الإنجاز : (5 كلم بمسلك التاقسيم 60%- 3,6 كام بمسللك العزعازية - 6,3 كلم بمسلك ماجورة 80%- )",Feuil1
2017.0,إحداث بئر قرعة السند3(230 م),شركة فسفاط قفصة,1,280.0,بصدد اعلان طلب العروض,Feuil1
2017.0,إحداث بئر الصمايرية 3 (220 م),شركة فسفاط قفصة,1,190.0,"100%(28ل/ث,0,6غ/ل)",Feuil1
2017.0,إحداث بئر تعويضية الصمايرية 1 مكرر,البرنامج الوطني,1,220.0,"تقدم الإنجاز 100% (9 ل/ث 0,93 غ/ل)",Feuil1
2017.0,إحداث بئر ماء صالح للشراب بالسند الجبل(الأراضي الدولية 250م),BAD,1,280.0,"تقدم الإنجاز 100% (8ل/ث و 1,7 غ/ل)",Feuil1
2016.0,تعهد مشروع الماء الصالح للشراب عبد الصادق,BAD,,1000.0,الغي ماء غير صالح للشراب,Feuil1
,تزويد منطقة الجديدة الجرارة بالماء الصالح للشراب,البرنامج الجهوي,1,350.0,1,Feuil1
2014.0,مد شبكة الماء الصالح للشراب بمشروع الجديدة الجرارة,البرنامج الجهوي,,500.0,1,Feuil1
2017.0,البياضة 4 (350 م),البرنامج الجهوي,,260.0,بئر سلبية 100%,Feuil1
2017.0,الجرارة 3  (350 م),البرنامج الجهوي,,260.0,بئر سلبية 100%,Feuil1
2017.0,البناعسية  (200 م),البرنامج الجهوي,,170.0,"تقدم الإنجاز 100% (5ل/ث و 3,5 غ/ل) ماء غير صالح للشرب تمت برمجة دراسة لاحداث منطقة سقوية ري تكميلي",Feuil1
2015.0,مد شبكة الماء الصالح للشراب بمشروع العزعازية,البرنامج الجهوي,,500.0,في انتظار تجهيز المحطة,Feuil1
2015.0,مد شبكة الماء الصالح للشراب بمشروع باطن عليم,البرنامج الجهوي,,500.0,1,Feuil1
2017.0,تجهيز ابار عميقة بالطاقة الشمسية : تجهيز محطة الضخ للماء الصالح للشراب أم العلق بالطاقة الشمسية,البرنامج الوطني,,120.0,1,Feuil1
2018.0,ااحداث منطقة سقوية الصمايرية (50هك),البرنامج الوطني,50هك,800.0,تسجيل الصفقة,Feuil1
2019.0,احداث منطقة سقوية مكثفة قرعة السند,مشروع شمال الولاية,,,سيتم الاعلان عن طلب العروض,Feuil1
,,,,18779.132986,,Feuil1
