annee,auteur_affil,isn,langue,m_coll_auteur,m_lieu_edition,m_titre_orig,projet_develop,resume,titre,source,feuille
1980.0,DGRCNEA,3247,(FR),DGRCNEA,Tunis,"Identification de projets d'exploitation des nappes profondes Gouvernorat de Kasserine. Nappe de Foussana. Nappe d'Oum Ali Thelepte (perimetres de Thelepte, Ras El Ain). Nappe Kalaa Khasba (perimetre Ain Hedia). Nappe de Maknassy. Nappe de Bragua (perimetres Sengdal et Oglat Jedra). Nappe de Sidi Bouzid. Nappe Bled Abida. Nappe Ouslatia. Nappe Ain Beida. Nappe de Kairouan. Nappe de Souassi",,"/Document technique/ sur l/analyse de projet/ d/exploitation de nappe/ en partic. les /nappe profonde/s de /Foussana/, d/Oum Ali/ /Thelepte/, de /Kalaa El Khasba/, d/El Maknassy/ de Bragua, de /Sidi Bouzid/ et de /Bled Abida/, de /Oueslatia/ de /Ain El Baidha/ de /Kairouan/ et de /Souassi/ - Caracteristiques de la nappe les /ressources en eau/ et leur exploitation, objectifs du projet. Presentation de la zone du projet avec données sur la population, la /mise en valeur agricole/ les /structures foncières/ et les /ressources en sol/. Emplacement et dimensionnement du /perimètre d'irrigation/ a creer, variantes d'utilisation des /forage d'eau/. Actions a entreprendre pour la rehabilitation de perimètres existants. En annexe carte de localisation des perimètres","Identification de projets d'exploitation des nappes profondes Gouvernorat de Kasserine. Nappe de Foussana. Nappe d'Oum Ali Thelepte (perimetres de Thelepte, Ras El Ain). Nappe Kalaa Khasba (perimetre Ain Hedia). Nappe de Maknassy. Nappe de Bragua (perimetres Sengdal et Oglat Jedra). Nappe de Sidi Bouzid. Nappe Bled Abida. Nappe Ouslatia. Nappe Ain Beida. Nappe de Kairouan. Nappe de Souassi",Microfiche,Feuil1
2015.0,"AYED SOUHIR , A.",14252,(FR),INAT,Tunis,IDENTIFICATION DE SYMBIOSES LATHYRUS SATIVUS-RHIZOBIUM EFFICIENTES ET A INTERET DE PHYTOREMEDIATION.,,/MEMOIRE D'ETUDE//SYMBIOSE/PHYTOREMEDIATION,IDENTIFICATION DE SYMBIOSES LATHYRUS SATIVUS-RHIZOBIUM EFFICIENTES ET A INTERET DE PHYTOREMEDIATION.,CD:553*ONAGRI,Feuil1
2005.0,"Sta-Baba, R.",11641,(FR),INAT,Tunis,Identification des chiffres de selection pour l'adaptation variétale de l'oignon (allium cepa L.),,/THESE//OIGNON//ALLIUM CEPA//VARIETE//CARACTERISTIQUE//MORPHOLOGIE VEGETALE//PHYSIOLOGIE VEGETALE//CYCLE VEGETATIF//SELECTION VEGETALE/,Identification des chiffres de selection pour l'adaptation variétale de l'oignon (allium cepa L.),,Feuil1
1988.0,"Gouiaa, M.",7169,(Fr),INAT,Tunis,"Identification des concentrations de GA3 et des périodes d'application optimales pour une meilleure adéquation entre la production et la végétation durant deux cycles de croissance chez l'olivier à huile ""Chetoui"" (Olea europea L.)",,"/Mémoire d'étude/ concern. l'identification des /concentration/s de l'/acide gibberellique/ et des périodes d'application optimales durant deux /cycle biologique/s chez l'/olivier/ - Influence des gibberellines sur le /poids/, la /pulpe d'olive/, la /nouaison/ et les /bourgeon/s","Identification des concentrations de GA3 et des périodes d'application optimales pour une meilleure adéquation entre la production et la végétation durant deux cycles de croissance chez l'olivier à huile ""Chetoui"" (Olea europea L.)",Microfiche,Feuil1
1997.0,"Nasraoui, R.",9820,(Fr),INAT,Tunis,Identification des critères de sélection contrôlant le rendement en grains chez quarante deux génotypes du blé tendre (Triticum aestivum L.) dans quatre zones du semi-aride tunisien: Etude de la stabilité du rendement,,/Mémoire d'étude/ relatif à l'identification de critères de /sélection végétale/ contrôlant le /rendement/ en grains chez quelques /génotype/s de /blé tendre/ dans la /zone semi aride/ de la /Tunisie/ - Etude de la variabilité /génétique/ et de l'interaction génotype /environnement/,Identification des critères de sélection contrôlant le rendement en grains chez quarante deux génotypes du blé tendre (Triticum aestivum L.) dans quatre zones du semi-aride tunisien: Etude de la stabilité du rendement,Microfiche,Feuil1
2013.0,"Said,Y",13466,(FR),ENMV,Sidi Thabet,Identification des espèces de dermatophytes affectant les carnivores domestiques et les bovins en Tunisie.,,,Identification des espèces de dermatophytes affectant les carnivores domestiques et les bovins en Tunisie.,Birsa.agrinet.Tn/Bibliothéque l'onagri,Feuil1
2014.0,"Haddad, A.",13510,(FR),ENMV,Sidi Thabet,Identification des espèces de tiques et depistage de l'infection piroplasmique des ovins en parcours commun avec des dromadaires au sud de la Tunisie.,,/THESE//MEDECINE VETERINAIRE//TIQUE//PIROPLASMOSE ANIMALE//OVIN//DROMADAIRE//TUNISIE DU SUD//EL FJE//PARCOURS/,Identification des espèces de tiques et depistage de l'infection piroplasmique des ovins en parcours commun avec des dromadaires au sud de la Tunisie.,Birsa.agrinet.Tn/Bibliothéque l'onagri,Feuil1
2005.0,"Ben Smida,B.",11490,(FR),ENMV,Tunis,Identification des especes de tiques parasites des ovins et dépistage des piroplasmoses ovines dans un troupeau d'ovins lors d'utilisation des parcours communs avec le dromadaire,,/THESE//MEDECINE VETERINAIRE//TIQUE//PIROPLASMOSE ANIMALE//OVIN/,Identification des especes de tiques parasites des ovins et dépistage des piroplasmoses ovines dans un troupeau d'ovins lors d'utilisation des parcours communs avec le dromadaire,,Feuil1
1993.0,"Jaoudi, T.Khaldi, R.",8454,(Fr),,Tunis,"Identification des ménages à risque nutritionnel. Alexandrie-Egypte, 7-11 novembre 1993",,"/Rapport de mission/ relatif en la participation tunisienne en /Egypte/ au seminaire concern. la /nutrition humaine/, la /consommation alimentaire/ et la /pauvreté/ en /Tunisie/, en Egypte, en /Algerie/, au /Maroc/ et en /Mauritanie/ - Données sur les /politique agricole/s, les politiques alimentaires et les techniques de ciblage des familles à risque nutritionnel","Identification des ménages à risque nutritionnel. Alexandrie-Egypte, 7-11 novembre 1993",Microfiche,Feuil1
1988.0,"Ayachi, M.",7168,(Fr),INAT,Tunis,Identification des principaux facteurs édaphiques interférant avec la production du pois chiche en Tunisie,,"/Mémoire d'étude/ concern. les facteurs relatifs à la /pédologie/ et à la /microbiologie/ déterminant les /rendement agricole/s du /pois chiche/ en /Tunisie/ - Etude des effets de la /texture du sol/ sur la production du pois chiche, ce dernier peut être cultivé sur plusieurs /type de sol/. La /composition chimique/ du /sol/ a une grande influence sur le rendement. La richesse du sol en /azote/ affecte la formation de /nodule/s sur les /racine/s et réduit la production de la /matière sèche/ du pois chiche. Tous les sols étudiés sont pourvus de /rhizobium/ léguminosarum infectueux. L'efficience des /souche microbienne/s de rhizobium est le principal facteur de production du pois chiche dans les différents sols",Identification des principaux facteurs édaphiques interférant avec la production du pois chiche en Tunisie,Microfiche,Feuil1
1973.0,,31010,(FR),MIN. AGR.,TUNIS,IDENTIFICATION DES PROJETS DE L'ELEVAGE,,"/DOCUMENT TECHNIQUE/ SUR LES /PROGRAMME DE DEVELOPPEMENT/ DU /SECTEUR ELEVAGE/ ET DES /PLANTE FOURRAGERE/ - COUT ET ECHEANCIER DES /INVESTISSEMENT/S, PROGRAMMES POUR L/AMELIORATION DES PARCOURS/, LA CREATION DE /PRAIRIE/S ET L/AMENAGEMENT DES PARCOURS/",IDENTIFICATION DES PROJETS DE L'ELEVAGE,Microfiche,Feuil1
1974.0,"DJERBI, M.GHODBANE, A.",36364,(FR),,PARIS (FR),IDENTIFICATION DES SOURCES DE RESISTANCE A LA SEPTORIOSE DU BLE (SEPTORIA TRITICI ROB. ET DESM.),,/DOCUMENT DE REUNION/ SUR LES RESULTATS D'UNE /EXPERIMENTATION/ RELATIVE A L'IDENTIFICATION DE /VARIETE/S DE /BLE/ RESISTANTES A LA /SEPTORIOSE DU BLE/ CAUSEE PAR SEPTORIA TRITICI,IDENTIFICATION DES SOURCES DE RESISTANCE A LA SEPTORIOSE DU BLE (SEPTORIA TRITICI ROB. ET DESM.),Microfiche,Feuil1
2009.0,"Khtiri, D.",12798,(FR),INAT,Tunis,Identification des sources de résistance de vicia faba L. à ascochyta speg. et étude de quelques mécanismes biochimiques liés à la résistance,,/MEMOIRE D'ETUDE//RESISTANCE A LA MALADIE//VICIA FABA//ANTHRACNOSE/,Identification des sources de résistance de vicia faba L. à ascochyta speg. et étude de quelques mécanismes biochimiques liés à la résistance,,Feuil1
2008.0,"Klai, F.",12602,(FR),INAT,Tunis,Identification des systèmes d'alimentation des ovins dans les régions du Centre (cas du gouvernorat de Kairouan),,/MEMOIRE D'ETUDE//ALIMENTATION ANIMALE//OVIN//GOUVERNORAT DE KAIROUAN//TUNISIE CENTRALE/,Identification des systèmes d'alimentation des ovins dans les régions du Centre (cas du gouvernorat de Kairouan),,Feuil1
1984.0,"Hassainya, J.",5861,(FR),IAM (MONTPELLIER),Montpellier (FR),"Identification des sytèmes de production et typologie des exploitations agricoles, application à la région de Mateur (Nord de la Tunisie)",,"/Document technique/ sur l/analyse de système/ de /production/ et les /type d'exploitation/ dans la /Tunisie du Nord/, application à la région de /Mateur/ - Identification et classification des systèmes de production par des méthodes multidimensionnelles pour l'analyse des /exploitation agricole/. /Méthode de recherche/ et /collecte de données/. Méthodes de réduction des données et de partition des données. Identification des systèmes de production par l'AFC, resultats de la classification CAH, identification des /système de culture/. Répartition géographique des exploitations","Identification des sytèmes de production et typologie des exploitations agricoles, application à la région de Mateur (Nord de la Tunisie)",Microfiche,Feuil1
2005.0,"Jerou, F.",11568,(FR),ENMV,Sidi Thabet,Identification des tiques et dépistage de l'infection piroplasmique dans un troupeau d'ovins et de dromadaires dans le Sud de la Tunisie,,/THESE//MEDECINE VETERINAIRE//OVIN//DROMADAIRE//PIROPLASMOSE ANIMALE//PROPHYLAXIE ANIMALE/,Identification des tiques et dépistage de l'infection piroplasmique dans un troupeau d'ovins et de dromadaires dans le Sud de la Tunisie,,Feuil1
2006.0,"Hniche,M.",11814,(FR),ENMV,Sidi thabet,Identification des tiques et dépistage de l'intection piroplasmique des bovins au sein d'un elevage mixte de bovins et de dromadaires dans le sud ouest de la Tunisie,,/THESE//MEDECINE VETERINAIRE//PIROPLASMOSE ANIMALE//BOVIN//DROMADAIRE/,Identification des tiques et dépistage de l'intection piroplasmique des bovins au sein d'un elevage mixte de bovins et de dromadaires dans le sud ouest de la Tunisie,,Feuil1
1984.0,"Ouahchi, S.",5868,(FR),,Tunis,Identification d'un projet: possibilités d'utilisations agricoles et industrielles des plantes marines en Tunisie,,/Mémoire d'etude/ sur les possibilités d'utilisation agricole et industrielle des /plante aquatique/s notam. /algue/ en Tunisie - Identification et utilisation des /cryptogame vasculaire/s et des /phanérogame/s. /commerce/ des algues dans le monde. Utilisation des /rhodophycee/s en vue de la préparation de l'agar agar. Utilisation des phanérogames dans l/alimentation animale/ et en vue de l/amendement du sol/ en utilisant des feuilles de /posidonie/,Identification d'un projet: possibilités d'utilisations agricoles et industrielles des plantes marines en Tunisie,Microfiche,Feuil1
1984.0,"Sghaier, M.",4197,(Fr),INAT,Tunis,Identification et analyse des systèmes de production agricole dans les oasis de Nefzaoua,,"/Mémoire d'étude/ concernant l'identification et l'analyse des systèmes de /production agricole/ dans les /Oasis/ de /Nefzaoua/ - Données sur le milieu naturel, le /milieu humain/, le /milieu économique/, le milieu institutionnel. /Méthodologie/ d'analyse, et applications. Données sur la /production végétale/, la /production animale/, les relations avec l'exterieur, l/emploi/. Projet de /mise en valeur agricole/ de Nefzaoua",Identification et analyse des systèmes de production agricole dans les oasis de Nefzaoua,Microfiche,Feuil1
2002.0,"Ben Hassen, S.R.",7810,(Fr),ENMV,Sidi Thabet,Identification et caracterisation des espèces de staphylococcus isolées de lait de vaches atteints ou non de mamite,,/Thèse/ /medecine véterinaire/ /staphylococcus/ /lait/ /mammite animale/ /prophylaxie animale/,Identification et caracterisation des espèces de staphylococcus isolées de lait de vaches atteints ou non de mamite,Microfiche,Feuil1
2012.0,"SELMI, I.",14232,(FR),INAT,Tunis,IDENTIFICATION ET CARACTERISATION\n,,,IDENTIFICATION ET CARACTERISATION\n,CD:533*ONAGRI,Feuil1
2004.0,"Zribi, F.",11448,(FR),INAT,Tunis,Identification et description pomologique et phénologique des variétés mâles et femelles du pistachier (Pistachia vera L.) dans deux sites différents,,/MEMOIRE D'ETUDE//PISTACHIER/,Identification et description pomologique et phénologique des variétés mâles et femelles du pistachier (Pistachia vera L.) dans deux sites différents,,Feuil1
2003.0,"Zouaoui, M.",11148,(FR),INAT,Tunis,Identification et évaluation des champignons ayant un potentiel dans la lutte biologique contre l'orobanche crenata Forsk. sur la lentille (lens culinaris L.),,/MEMOIRE D'ETUDE//LUTTE BIOLOGIQUE//OROBANCHE//LENTILLE//LENS CULINARIS/,Identification et évaluation des champignons ayant un potentiel dans la lutte biologique contre l'orobanche crenata Forsk. sur la lentille (lens culinaris L.),,Feuil1
2006.0,"Hamdi, S",11796,(FR),INAT,Tunis,"Identification, description et caracterisation des specimens males, et femelles de pistachier (Pitacia vera L. ) dans la région de GAFSA",,/MEMOIRE D'ETUDE//PISTACHIER//PHYSIOLOGIE VEGETALE//VARIETE//FLORAISON/,"Identification, description et caracterisation des specimens males, et femelles de pistachier (Pitacia vera L. ) dans la région de GAFSA",,Feuil1
1989.0,"Sunil-Gunadasa, A.M.S.",83095,(En),IIMI,Colombo (LK),IIMI case study No.2 : The kimbulwana oya irrigation scheme : An approach to improved system management,,/Document technique/ concern. l'/irrigation/ au /Sri lanka/,IIMI case study No.2 : The kimbulwana oya irrigation scheme : An approach to improved system management,,Feuil1
1978.0,"GAULTIER, T.",1477,(FR),IRST,TUNIS,ILE DE LA GALITE ET SES ILOTS. APERCU FAUNISTIQUE ET REMARQUES SUR QUELQUES ESPECES PARTICULIEREMENT RARES ET MENACEES,,/REPERTOIRE/ DE LA /FAUNE/ DE L/ILE DE LA GALITE/ EN 1977 EN PARTIC. LES /OISEAU/X. PROBLEMES DE /PROTECTION DE LA NATURE/,ILE DE LA GALITE ET SES ILOTS. APERCU FAUNISTIQUE ET REMARQUES SUR QUELQUES ESPECES PARTICULIEREMENT RARES ET MENACEES,Microfiche,Feuil1
1983.0,,81103,(FR),,Paris (FR),Image et signification,,,Image et signification,,Feuil1
2004.0,"Gamblin, A.",84823,(FR),,Paris (FR),Images économiques du monde,,/DOCUMENT TECHNIQUE//ECONOMIE INTERNATIONALE//GEOGRAPHIE ECONOMIQUE/\n,Images économiques du monde,,Feuil1
1988.0,"Beaujeu,GGamblin, ADelobez,A",85138,(FR),,Paris (Fr ),Images économiques du monde 1988,,/DOCUMENT TECHNIQUE//ECONOMIE INTERNATIONALE//GEOGRAPHIE ECONOMIQUE/\n,Images économiques du monde 1988,,Feuil1
2018.0,"Bost, F. Carroué L.",15437,(FR),"Bost, F. Carroué L.",,Images économiques du monde 2019 géopolitique- géoéconomie,,,,Bibliothéque l'onagri,Feuil1
1997.0,"Bel-Hadj, S.",9791,(Fr),INAT,Tunis,Impact de la charge et de la complémentation sur le comportement alimentaire et les performances des ovins sur parcours du semi aride superieur,,/Mémoire d'étude/ étudiant l'impact de la charge et de la /complémentation d'aliment/ sur le /comportement alimentaire/ et les performances des /ovin/s sur /parcours/ du semi aride supérieur - Etude de l'effet de la période de /pâturage/ et de la /charge en bétail/ sur la productivié végétale et animale,Impact de la charge et de la complémentation sur le comportement alimentaire et les performances des ovins sur parcours du semi aride superieur,Microfiche,Feuil1
2008.0,"Mahdhi,S",12267,(FR),INAT,Tunis,"Impact de la mise en défens sur la dynamique de la végétation et la régénération des parcours en milieux arides Tunisiens : Gouvernorats de Gabès, Médenine et Tataouine.",,/MEMOIRE D'ETUDE//GABES//MEDENINE//TATAOUINE//PARCOURS//REGENERATION ARTIFICIELLE//REGENERATION NATURELLE//MISE EN DEFENS//AMELIORATION DES PARCOURS/,"Impact de la mise en défens sur la dynamique de la végétation et la régénération des parcours en milieux arides Tunisiens : Gouvernorats de Gabès, Médenine et Tataouine.",,Feuil1
2008.0,"Mahdhi, S.",12167,(FR),INAT,Tunis,"Impact de la mise en défens sur la dynamique de la végétation et la régération des parcours des parcours en milieux arides Tunisiens: gouvernorat de Gabès, médenine et Tatatouine",,/DOCUMENT DE REUNION//OLIVIER//BOUTURAGE//OLEA//OLIVE DE TABLE//CROISSANCE VEGETALE/,"Impact de la mise en défens sur la dynamique de la végétation et la régération des parcours des parcours en milieux arides Tunisiens: gouvernorat de Gabès, médenine et Tatatouine",,Feuil1
1995.0,"Chaouch, M.",9212,(Fr),INAT,Tunis,Impact de la politique des prix sur les systèmes de production et les revenus des agriculteurs. Etude de cas: la région de Mateur,,"/Mémoire d'étude/ concern. l'impact de la /politique des prix/ sur les systèmes de production et les /revenu/s des agriculteurs - Cas de la région de /Mateur/. Elaboration des /type d'exploitation/, afin d'identifier les mécanismes de fonctionnement des systèmes de production à l'aide de l'/analyse factorielle/. Utilisation de la /programmation linéaire/ pour chaque exploitation type afin d'apprehender la rationalité des agriculteurs",Impact de la politique des prix sur les systèmes de production et les revenus des agriculteurs. Etude de cas: la région de Mateur,Microfiche,Feuil1
2003.0,"Dhaou, H.",11212,(FR),INAT,Tunis,Impact de la secheresse sur les oliviers dans les zones arides tunisiennes: cas du bassin versant d'Oum Zessar (Medenine),,/MEMOIRE D'ETUDE//SECHERESSE//OLIVIER//ZONE ARIDE//OUM ZESSAR//MEDENINE/,Impact de la secheresse sur les oliviers dans les zones arides tunisiennes: cas du bassin versant d'Oum Zessar (Medenine),,Feuil1
2004.0,"Badri, R.",11393,(FR),INAT,Tunis,Impact de l'activité petrolière sur le biotope et la biocenose: cas du champ petrolier de cercina.,,,Impact de l'activité petrolière sur le biotope et la biocenose: cas du champ petrolier de cercina.,,Feuil1
2004.0,"Labidi, S.",11510,(FR),INAT,Tunis,Impact de l'addition du compost sur la croissance de la biomasse mycorhizienne chez acacia tortilis subsp. raddiana (Savi)Breman,,/MEMOIRE D'ETUDE//COMPOST//ACACIA TORTILIS//BIOMASSE/MYCORRHIZE/,Impact de l'addition du compost sur la croissance de la biomasse mycorhizienne chez acacia tortilis subsp. raddiana (Savi)Breman,,Feuil1
1990.0,"Dridi, N.",7301,(Fr),INAT,Tunis,Impact de l'élevage bovin laitier sur l'économie des petites et moyennes exploitations: Evaluation par programmation linéaire. Cas du projet intégré d'élevage Tuniso-Autrichien,,/Mémoire d'étude/ relatif à l'impact de l'/élevage bovin/ /lait/ier sur l'/économie/ des /PMEA/: évaluation par /programmation linéaire/ - Cas du projet integré d'élevage Tuniso-Autrichien. Présentation d'une /modélisation/ dont l'objectif est de déterminer les facteurs de blocage et les facteurs d'impulsion tant dans les /structures foncières/ que dans la /conduite du troupeau/,Impact de l'élevage bovin laitier sur l'économie des petites et moyennes exploitations: Evaluation par programmation linéaire. Cas du projet intégré d'élevage Tuniso-Autrichien,Microfiche,Feuil1
1991.0,"Blaxall, M.Pace, R.Gati, P.Katz, N.",7876,(Fr),DGPDIAUSAIDAPIP,Tunis,"Impact de l'élimination des subventions. Etude tripartite relative à la politique de l'élimination des subventions et ses effets sur les revenus des agriculteurs, la demande d'inputs et les décisions de production",,"/Rapport final/ du projet APIP relatif aux stratégies de croissance des /exportation/s, des /produits de la pêche/ en /Tunisie/ - Description générale du /secteur pêche/: place de ce secteur dans l'/économie/ du pays, tendances de la /production/, des /exportation/s, les /type de pêche/ notamm. la /pêche côtière/, la /pêche aux feux/, la /pêche au chalut/ et la pêche au /thon/. Présentation des méthodes de /manutention/. Evaluation des travaux des /ressources halieutiques/ et la protection de l'/environnement/. Appréciation des /facteur de production/ de l'/industrie des conserves de poisson/ en particulier les /coût de production/, les /coût de la main d'oeuvre/, le /conditionnement/, l'/emballage/ des /crevette/s, du thon, de la /poulpe/ et du /calmar/. Données sur le secteur de l'/aquaculture/. Identification des problèmes du /marché extérieur/ notamm. les /Etats unis/, la /CEE/ et le /Japon/",Stratégies de croissance des exportations de produits de la mer Tunisiens. Rapport final 91-7,http://www.onagri.tn/uploads/docagri/7876.PDF,Feuil1
1989.0,,7877,(Fr),DGPDIAUSAIDAPIP,Tunis,"Impact de l'élimination des subventions. Etude tripartite relative à la politique de l'élimination des subventions et ses effets sur les revenus des agriculteurs, la demande d'inputs et les décisions de production",,"/Document technique/ relatif à la /politique/ de l'élimination des /subvention/s et ses effets sur les /revenus agricoles/, la /demande/ des /intrants/ et les décisions de /production/ - Evaluation des utilisations des /engrais/ chimiques des /herbicide/s et des /semence/s par /système de culture/, par /région économique/ et par /type d'exploitation/. Evolution des /taux de croissance/ de la /consommation/ des engrais en particulier l'ammonitre, la /potasse/ et le /fumier/. Estimation des élasticités /prix/ de la /demande/ d'engrais, des /superficies cultivées/, du /rendement/ et de la /production/ dans les secteurs des /céréales/ et du /maraîchage/. Evolution des /indice des prix/ des engrais chimiques et des /produit céréalier/s. /Analyse économique/ de l'incidence de la réduction des subventions sur les /revenu/s des /agriculteur/s et sur la /rentabilité/ économique et financière. L'étude comporte des /données numériques/ concern l'utilisation des inputs par type de culture: céréales, /légumineuses/, /fourrage/s, maraîchage, et /arboriculture/ dans la /Tunisie du Nord/ la /Tunisie Centrale/ et la /Tunisie du Sud/. Données sur l'/importation/, l'/exportation/ des principaux intrants","Impact de l'élimination des subventions. Etude tripartite relative à la politique de l'élimination des subventions et ses effets sur les revenus des agriculteurs, la demande d'inputs et les décisions de production",Microfiche,Feuil1
1988.0,"Koutsou, S.",83246,(Fr),"IAMM (FR)CIHEAM, MONTPELLIER (FR)",Montpellier (FR),Impact de l'émigration sur les systèmes agraires et le marché foncier (Etude comparative de deux villages de la Thrace du Nord-Est de la Grèce),,/Thèse/ /émigration/ /structures foncières/ /Grèce/ /marché foncier/,Impact de l'émigration sur les systèmes agraires et le marché foncier (Etude comparative de deux villages de la Thrace du Nord-Est de la Grèce),,Feuil1
2003.0,"Abichou, M.",11201,(FR),INAT,Tunis,Impact de l'épondage de la marfine sur les propriétés physiques et chimiques du sol et sur la composition floristique naturelle des parcelles traitées,,/MEMOIRE D'ETUDE//MARGINE//SOL//PEDOLOGIE/,Impact de l'épondage de la marfine sur les propriétés physiques et chimiques du sol et sur la composition floristique naturelle des parcelles traitées,,Feuil1
2000.0,"Salhi, A.",10479,(Fr),INAT,Tunis,"Impact de l'incorporation de la litiére ensilée de poulets de chair et du monesin dans des regimes a base d'ensilage d'avoine, sur les performances quantitatives et qualitatives de jeunes bovins a l'engraissement",,,"Impact de l'incorporation de la litiére ensilée de poulets de chair et du monesin dans des regimes a base d'ensilage d'avoine, sur les performances quantitatives et qualitatives de jeunes bovins a l'engraissement",Microfiche,Feuil1
2003.0,"Abdouli, R.",11141,(FR),INAT,Tunis,Impact de l'institution d'une zone de libre échange entre la Tunisie et l'Union Européenne sur les échanges agricoles et agroalimentaires : cas de l'huile d'olive et des céréales (blé dur et blé tendre).,,/MEMOIRE D'ETUDE//UNION EUROPEENNE//TUNISIE//LIBERATION DES ECHANGES//ANALYSE ECONOMIQUE//HUILE D'OLIVE//BLE DUR//BLE TENDRE/,Impact de l'institution d'une zone de libre échange entre la Tunisie et l'Union Européenne sur les échanges agricoles et agroalimentaires : cas de l'huile d'olive et des céréales (blé dur et blé tendre).,,Feuil1
2013.0,"Andolsi, M.",13904,(FR),INAT,Tunis,Impact de l'introduction du pur sang arabe étranger sur la population pur arabe tunisienne: étude morphologique des performances reproductives et des performances coursières,,,Impact de l'introduction du pur sang arabe étranger sur la population pur arabe tunisienne: étude morphologique des performances reproductives et des performances coursières,CD:205*ONAGRI,Feuil1
1995.0,"Ouni, N.",8804,(Fr),INAT,Tunis,Impact de l'utilisation de la matière grasse sur les performances de la pondeuse commerciale en période de stress thermique,,/Mémoire d'étude/ concern. l'impact de l'utilisation de la matière grasse sur les performances de la /poule pondeuse/ commerciale en pèriode de stress thermique - Rôle de l'incorporation de l'/huile/ végétale en /alimentation animale/ et la /nutrition animale/sur les performances de /ponte/,Impact de l'utilisation de la matière grasse sur les performances de la pondeuse commerciale en période de stress thermique,Microfiche,Feuil1
1996.0,"Djemali, I.",9208,(Fr),INAT,Tunis,Impact des activités piscicoles en marais sur l'environnement: effets du renouvellement d'eau,,/Mémoire d'étude/ concern. l'impact de la /pisciculture/ en marais sur l'/environnement/ - Etude de l'impact de la /matière organique/ et minérale sur l'/ecosystème/,Impact des activités piscicoles en marais sur l'environnement: effets du renouvellement d'eau,Microfiche,Feuil1
2008.0,,85280,(FR),FAOOMS,Rome (IT),Impact des aliments pour animaux sur la sécurité des aliments,,/DOCUMENT TECHNIQUE//ALIMENTATION ANIMALE//HYGIENE ALIMENTAIRE//MICROORGANISME/,Impact des aliments pour animaux sur la sécurité des aliments,,Feuil1
2010.0,"KAHRI, ch.",14260,(FR),INAT,Tunis,Impact des aménagements d’El Kantara sur les communautés\n,,/MEMOIRE D'ETUDE//AMENAGEMENT DU MILIEU//EL KANTARA//BOUGHRARA/,Impact des aménagements d’El Kantara sur les communautés\n,CD:261*ONAGRI,Feuil1
2012.0,"Mbarki, M",14222,(FR),INAT,Tunis,Impact des Aménagements Hydrauliques sur la Ressource en Eau (Bassin Versant Lebna)\n,,/MEMOIRE D'ETUDE//AMENAGEMENT HYDRAULIQUE//BASSIN VERSANT//LEBNA/,Impact des Aménagements Hydrauliques sur la Ressource en Eau (Bassin Versant Lebna)\n,CD:518*ONAGRI,Feuil1
1990.0,"Ghali, A.",7487,(Fr),INAT,Tunis,Impact des crédits agricoles supervisés sur les conditions de la femme rurale cas du projet FIDA dans la région du Kef,,"Cas du projet FIDA dans la région d/El Kef/. Etude du /système de crédit/ et des /institution de crédit/ en /Tunisie/: /banque agricole/s , /office de mise en valeur agricole/ notamm. l'/OEP/ l'/OC/ et l'/OMVVM PPI/. Données sur le /climat/ les /sol/s et la /propriété foncière/ de la région du Kef. Exploitation de l'/enquête/ sur les conditions des /travailleur féminin/s et leur intégration dans le projet FIDA",Impact des crédits agricoles supervisés sur les conditions de la femme rurale cas du projet FIDA dans la région du Kef,Microfiche,Feuil1
1989.0,FAO,82746,(Fr),FAO,Rome (IT),"Impact des facteurs technologiques et économiques sur le marché des fibres industrielles naturelles: Etudes de cas sur le juste, le kénaf, le sisal et l'abaca",,"/Document technique/ concern. les facteurs relatives à la /technologie générale/ et l'/économie/ sur le /marché/ des /plante à fibre/ pour l'/industrie/. Etude du jute, du kénaf, du /sisal/, de l'/abaca/ - Données concern. l'influence de l'évolution des techniques de mise en balles et du secteur des machines de récolte sur l'utilisation de matériels de bottelage naturels et synthétiques. Utilisation des sacs en jute et en polypropylène dans les /pays en voie de développement/. Utilisation du jute et du kénaf dans l'/industrie des pâtes et papiers/. Utilisation de l'abaca et du sisal pour la fabrication de /papier/s à usages spéciaux. Données sur la compétitivité de l'abaca par rapport aux produits synthétiques de remplacement dans la fabrication d'articles de corderie et de/pâte à papier/, sur le /conditionnement/ de l'/aide alimentaire/ et l'utilisation des sacs en jute","Impact des facteurs technologiques et économiques sur le marché des fibres industrielles naturelles: Etudes de cas sur le juste, le kénaf, le sisal et l'abaca",,Feuil1
1991.0,"Hajjem, L.",7469,(Fr),INAT,Tunis,Impact des investissements sur les systèmes agraires en Tunisie cas des projets APIA,,,Impact des investissements sur les systèmes agraires en Tunisie cas des projets APIA,Microfiche,Feuil1
2011.0,ZOUGARI-ELWEDI. B.,14256,(FR),INAT,Tunis,Impact des mycorhizes sur la nutrition minerale du palmier dattier (phoenix datylifera) dans la region du Jerid,,,Impact des mycorhizes sur la nutrition minerale du palmier dattier (phoenix datylifera) dans la region du Jerid,CD:557*ONAGRI,Feuil1
2012.0,"MEFTI, I",14047,(FR),INAT,Tunis,IMPACT DES PERFORMANCES DE PRODUCTION SUR LA REPRODUCTION DES VACHES \n,,,IMPACT DES PERFORMANCES DE PRODUCTION SUR LA REPRODUCTION DES VACHES \n,CD:348*ONAGRI,Feuil1
