annee,auteur_affil,isn,langue,m_coll_auteur,m_lieu_edition,m_titre_orig,projet_develop,resume,titre,source,feuille
1998.0,,12143,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//TOLERANCE A LA SECHERESSE//BLE DUR//SELECTION VEGETALE//TEMPERATURE/:RENDEMENT:,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12144,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//CEREALES//PAILLE//EL KEF//BLE//ORGE//RENDEMENT//PLUVIOMETRIE//PLAINE//CROISSANCE VEGETALE/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12145,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//RENDEMENT//CEREALES//CULTIVAR//VARIETE//PAILLE//BLE DUR//BLE TENDRE//ORGE//BEJA//EL KEF/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12146,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//FERTILISATION//PHOSPHORE//POTASSE//CEREALES//CEREALES GRAINS/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12147,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//SEPTORIOSE DU BLE//RESISTANCE A LA MALADIE//BLE DUR//RENDEMENT/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12148,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//LUTTE CHIMIQUE//CARIE DU BLE//OIDIUM//BLE//ORGE//,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12149,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//GERMINATION//BLE TENDRE//AMYLASE//PAIN//FARINE/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12150,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//CUISSON//PRODUIT DE CUISSON//SACCHAROSE//PROPRIETE ORGANOLEPTIQUE/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12151,(FR),,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//STOCKAGE//BLE//IMPORTATION//PRIX AGRICOLE//ANALYSE ECONOMIQUE/CAPACITE DE PRODUCTION/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12152,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//ORGE//VARIETE//SELECTION VEGETALE/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12153,(FR),,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//GENE//RESISTANCE A LA MALADIE//ORGE//TOURNESOL/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12154,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//SEMENCE//MULTIPLICATION DES PLANTES//FETUQUE//RAY GRASS//PHALARIS//TREFLE/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12155,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//VARIETE//AVOINE//MATIERE SECHE/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12156,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//MAIS//GENOTYPE//HUMIDITE/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12157,(FR),IRESA,TUNIS,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//HARICOT//RENDEMENT//MORPHOLOGIE VEGETALE//LIGNEE//PHYSIOLOGIE VEGETALE/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12158,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//SEMIS//GRAINE//HARICOT//PHASEOLUS//PHASEOLUS VULGARIS//LEGUMINEUSES//TOLERANCE A LA SECHERESSE/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12159,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//LEGUMINEUSES//INSECTE NUISIBLE//PUCERON//FEVE/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12160,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//TRITICALE//LIGNEE//TUNISIE//GENOTYPE//FOURRAGE/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12169,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//OLIVIER//CULTURE INTENSIVE//AMIDON//TOLERANCE A LA SECHERESSE//STOMATE/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1999.0,,12170,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//DESHERBAGE CHIMIQUE//OLIVIER//SOUSSE/LABOUR/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12171,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//LUTTE CHIMIQUE//HYLESINE//LUTTE ANTI INSECTE//OLIVIER/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1999.0,,12172,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//HUILE D'OLIVE//CARACTERISTIQUE//MATURATION//CAROTENOIDE/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1998.0,,12173,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//STOCKAGE//CONSERVATION//OLIVE//HUILE D'OLIVE//PATE D'OLIVE//QUALITE/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1999.0,,12174,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//COMPOSITION CHIMIQUE//ANALYSE CHIMIQUE//HUILE D'OLIVE//OLIVIER//GAFSA/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1999.0,,12175,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//MATURATION//OLIVE//FERMENTATION/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1999.0,,12176,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//OLIVIER//NADHOUR//ZAGHOUAN//EXPLOITATION AGRICOLE//REVENU/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1999.0,,12210,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//TOXOPLASMOSE//SALMONELLOSE//OVIN/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1999.0,,12211,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//TAUX DE MORTALITE//OVIN/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1999.0,,12212,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//INTOXICATION//UREE//TOXICITE//BOVIN//OVIN/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1999.0,,12213,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//CAPRIN//APPAREIL LOCOMOTEUR/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
1999.0,,12214,(FR),IRESA,Tunis,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,/DOCUMENT DE REUNION//ESCHERICHIA COLI//MALADIE PARASITAIRE DE L'ANIMAL//VOLAILLE//APPAREIL DIGESTIF/,Les acquis de la recherche agricole  - actes des 5èmes journées nationales Nabeul 3 et 4 Décembre 1998,,Feuil1
2010.0,"Achour Chouk, N.",13831,(FR),INAT,Tunis,Les boissons 'light' : conservation et effet sur l'équilibre du diabète \n,,,Les boissons 'light' : conservation et effet sur l'équilibre du diabète \n,CD:132*ONAGRI,Feuil1
2010.0,"Bouraoui, L.",13781,(FR),INAT,Tunis,Les Récifs artificiels dans le golfe de Gabès (région de Zarrat) Pêche et colonisation,,,,,Feuil1
2018.0,ONAGRI,15363,(FR),ONAGRI,Tunis,Lettre N°1- 2018 :  Article : -Structure et évolution des échanges commerciaux agroalimentaires entre la Tunisie et l'Union Européenne (28),,Structure //évolution des échanges commerciaux// agroalimentaires //Tunisie et l'Union Européenne,Lettre N°1- 2018 :  Article : -Structure et évolution des échanges commerciaux agroalimentaires entre la Tunisie et l'Union Européenne (28),Bibliothéque l'onagri,Feuil1
2011.0,INAT,14119,(FR),INAT,Tunis,Mise au point d'une stratégie d'échantillonnage acoustique pour l'évaluation de la ressource halieutique dans les retenues de barrages de Tunisie\n,,,Mise au point d'une stratégie d'échantillonnage acoustique pour l'évaluation de la ressource halieutique dans les retenues de barrages de Tunisie\n,CD:420*ONAGRI,Feuil1
2011.0,INAT,14157,(FR),INAT,Tunis,Modélisation des habitats des ressources halieutiques dans le golfe de Gabès et projections selon un scénario de changement global\n,,,Modélisation des habitats des ressources halieutiques dans le golfe de Gabès et projections selon un scénario de changement global\n,CD:457*ONAGRI,Feuil1
2012.0,"Oussaifi, D.",13950,(FR),INAT,Tunis,Modélisation hydrologique des apports liquides du bassin versant du barrage Nebhana \n,,,Modélisation hydrologique des apports liquides du bassin versant du barrage Nebhana \n,CD:251ONAGRI,Feuil1
2004.0,"Sonaiya, E.B.Swan, S.E.J.",84840,(FR),FAO,Rome (IT),Production en aviculture familiale un manuel technique,,/DOCUMENT TECHNIQUE//AVICULTURE//TECHNIQUE D'ELEVAGE//SANTE ANIMALE/,Production en aviculture familiale un manuel technique,,Feuil1
2012.0,INAT,14216,(FR),INAT,Tunis,Quantification des picoeucaryotes dans le Golfe de Gabès par la technique moléculaire TSA-FISH en réponse aux paramètres physicochimiques du milieu\n,,,Quantification des picoeucaryotes dans le Golfe de Gabès par la technique moléculaire TSA-FISH en réponse aux paramètres physicochimiques du milieu\n,CD:517*ONAGRI,Feuil1
1976.0,"El-Amami, S.",1840,(FR),DRE,TUNIS,Rapport de mission en 1976 sur la modernisation agricole et la politique agricole au Maroc,,/Rapport de mission/ en 1976 sur la /modernisation agricole/ et la /politique agricole/ au /Maroc/,Rapport de mission en 1976 sur la modernisation agricole et la politique agricole au Maroc,http://www.onagri.tn/uploads/docagri/1840K.PDF,Feuil1
2012.0,INAT,14227,(FR),INAT,Tunis,Résultats préliminaires sur les performances de croissance et les caractéristiques des carcasses de taurillons issus du croisement terminal dans les Doukkala au Maroc\n,,/MEMOIRE D'ETUDE//CROISSANCE ANIMALE//CARCASSE//TAURILLON//MAROC/,Résultats préliminaires sur les performances de croissance et les caractéristiques des carcasses de taurillons issus du croisement terminal dans les Doukkala au Maroc\n,CD:528*ONAGRI,Feuil1
2012.0,INAT,14233,(FR),INAT,Tunis,Sélection préliminaire d'une collection de luzerne (Médicago Sativa L.) pour le fanage\n,,,Sélection préliminaire d'une collection de luzerne (Médicago Sativa L.) pour le fanage\n,CD:534*ONAGRI,Feuil1
1969.0,DIR. SERV. PECHES,30621,(FR),DIR. SERV. PECHES,TUNIS,STATISTIQUES DES PRODUITS DE LA PECHE 1969,,"/STATISTIQUES AGRICOLES/ DES /PRODUITS DE LA PECHE/ EN 1969 - EVOLUTION DE LA /PRODUCTION/ DE 1960 A 1969 PAR /TYPE DE PECHE/, PAR /PORT DE PECHE/, PAR ESPECE ET PAR /GOUVERNORAT/",STATISTIQUES DES PRODUITS DE LA PECHE 1969,Microfiche,Feuil1
2002.0,,84854,(FR),INS,Tunis,"Statistiques du commerce exterieur annee 2002 : Vol A importations,Vol B exportations",,/statistiques commerciales/ relatives au /commerce extérieur/ de la /Tunisie/ - Données concern. les /importation/s et les /exportation/s\n,"Statistiques du commerce exterieur annee 2002 : Vol A importations,Vol B exportations",,Feuil1
2009.0,,12681,(FR),INS,Tunis,Statistiques du commerce exterieur annee 2008 N°39,,/statistiques commerciales/ relatives au /commerce extérieur/ de la /Tunisie/ - Données concern. les /importation/s et les /exportation/s\n,Statistiques du commerce exterieur annee 2008 N°39,,Feuil1
2009.0,INAT,13752,(FR),INAT,Tunis,Télédétection et analyse spatiale pour l'évaluation des besoins et des consommations en eau agricole à l'échelle régionale : Cas de la plaine de Kairouan .\n,,/MEMOIRE D'ETUDE//TELEDETECTION//EAU A USAGE AGRICOLE//CONSOMMATION//KAIROUAN/,Télédétection et analyse spatiale pour l'évaluation des besoins et des consommations en eau agricole à l'échelle régionale : Cas de la plaine de Kairouan .\n,,Feuil1
2009.0,"Jlassi, F.",85411,"(FR,EN)","CRDA, Nabeul",Tunis,"""Application d'un outil d'aide à la décision pour la gestion intégrée des ressources eau"".Rapport de stage Syrie (-Damas) 25-27 Mai 2009",,/RAPPORT DE MISSION//RESSOURCES EN EAU/,"""Application d'un outil d'aide à la décision pour la gestion intégrée des ressources eau"".Rapport de stage Syrie (-Damas) 25-27 Mai 2009",,Feuil1
2017.0,"PIERCE,B.N.",15350,(FR),U.S. DEPARTMENT OF AGRICULTURE.,France,"""California vine disease"" :premier détection à anaheim (Ca)en 1884 (Pierce 1892)",,,"""California vine disease"" :premier détection à anaheim (Ca)en 1884 (Pierce 1892)",http://www.onagri.tn/uploads/docagri/15350.pdf,Feuil1
1995.0,"Romdhane, M.",8916,(Fr),INAT,Tunis,"""Effets du stade de cycle sexuel au moment du traitement par le Norgestomet sur le comportement oestral et la fertilité des génisses de race Holstein""",,/Mémoire d'étude/ concern. l'effet du stade du cycle oestral au moment du traitement Norgestomet sur le comportement oestral et la /fertilité/ des /génisse/s de /race holstein/ - Présentation d'une /méthodologie/ permettant d'augmenter le taux de réussite chez les génisses inséminées aprés détection des chaleurs,"""Effets du stade de cycle sexuel au moment du traitement par le Norgestomet sur le comportement oestral et la fertilité des génisses de race Holstein""",Microfiche,Feuil1
1996.0,MIN. AGR.,9437,(Fr),MIN. AGR.,,"""Etude et recherches sur l'érosion hydrique"" actes de séminaire organisé à Kairouan (Centre Tunisien) 3-4 mai 1995",,/Document de réunion/ relatif à l'étude de la /pluie/ facteur d'/érosion/ - Présentation et application de /méthode de mesure/ de l'érosion et du /ruissellement/,"""Etude et recherches sur l'érosion hydrique"" actes de séminaire organisé à Kairouan (Centre Tunisien) 3-4 mai 1995",Microfiche,Feuil1
1996.0,MIN. AGR.,9438,(Fr),MIN. AGR.,,"""Etude et recherches sur l'érosion hydrique"" actes de séminaire organisé à Kairouan (Centre Tunisien) 3-4 mai 1995",,"/Document de réunion/ concern. l'/érosion/ et les /transports solides/ en /Tunisie/ - Aprés avoir inventorié toutes les données relatives à l'érosion, aux transports solides et à l'envasement des /barrage/s, une étude de synthèse a été effectuée en mettant au point des corrélations appropriées pour la prévision des transports solides afin d'envisager des techniques de /lutte anti érosion/","""Etude et recherches sur l'érosion hydrique"" actes de séminaire organisé à Kairouan (Centre Tunisien) 3-4 mai 1995",Microfiche,Feuil1
1996.0,MIN. AGR.,9440,(Fr),MIN. AGR.,,"""Etude et recherches sur l'érosion hydrique"" actes de séminaire organisé à Kairouan (Centre Tunisien) 3-4 mai 1995",,"/Document de réunion/ étudiant les effets de quelques /technique culturale/s sur l'/érosion/ hydrique, le /ruissellement/ et la /fertilité/ du /sol/ dans le /Nord Ouest Tunisien/ - Etude de la relation érosion et certains types d'/assolement/s. L'auteur constate que les assolements /blé/-/médicago/ et blé-/Jachère/ en courbes de niveau génèrent une faible érosion par rapport à d'autres assolements expérimentés notamm. /orge/-Jachère, orge-médicago et blé-Jachère traditionnelle.","""Etude et recherches sur l'érosion hydrique"" actes de séminaire organisé à Kairouan (Centre Tunisien) 3-4 mai 1995",Microfiche,Feuil1
