inv_declare,nbr_adi,nbr_emploi_pervu,mois,gouvernorat,feuille
609615,8,4,6,زغوان,SQL Results
1659547,24,51,6,تطاوين,SQL Results
854698,14,20,6,مدنين,SQL Results
6891411,22,121,6,قابس,SQL Results
601800,8,4,6,بن عروس,SQL Results
3878708,57,65,6,الكاف,SQL Results
263040,18,2,6,توزر,SQL Results
753476,11,2,6,المنستير,SQL Results
62794,3,8,6,تــونس,SQL Results
1758232,27,8,6,نابل,SQL Results
505932,4,4,6,قبلي,SQL Results
3210300,18,13,6,سليانة,SQL Results
2078008,19,35,6,قفصة,SQL Results
5991286,68,104,6,سيدي بوزيد,SQL Results
3487544,68,69,6,القصرين,SQL Results
1248386,28,12,6,بنزرت,SQL Results
942343,5,17,6,أريانة,SQL Results
940983,14,13,6,باجة,SQL Results
3992000,29,27,6,المهدية,SQL Results
3995500,9,55,6,سوسة,SQL Results
1028524,10,19,6,منــوبة,SQL Results
5564245,35,6,6,القيروان,SQL Results
541945,7,7,7,منــوبة,SQL Results
1355029,19,23,7,مدنين,SQL Results
3626500,35,69,7,المهدية,SQL Results
744154,19,20,7,جندوبة,SQL Results
2950422,26,44,7,صفاقس,SQL Results
264313,6,13,7,تــونس,SQL Results
3680577,14,19,7,قفصة,SQL Results
1223607,21,14,7,قابس,SQL Results
1203787,10,20,7,باجة,SQL Results
1335234,14,25,7,بنزرت,SQL Results
1573100,17,32,7,المنستير,SQL Results
29000,2,2,7,سوسة,SQL Results
774478,10,9,7,الكاف,SQL Results
208636,2,2,7,أريانة,SQL Results
164953,3,2,7,توزر,SQL Results
665882,9,4,7,قبلي,SQL Results
4332719,61,272,7,سيدي بوزيد,SQL Results
1964276,10,9,7,بن عروس,SQL Results
1666918,7,16,7,القصرين,SQL Results
572000,17,0,7,سليانة,SQL Results
1235221,15,2,7,زغوان,SQL Results
2979000,28,191,7,القيروان,SQL Results
521285,10,11,7,تطاوين,SQL Results
1493987,15,25,7,نابل,SQL Results
1306000,25,2,8,سليانة,SQL Results
1409000,32,13,8,القيروان,SQL Results
1314000,15,13,8,المهدية,SQL Results
2859332,8,8,8,منــوبة,SQL Results
476346,14,6,8,بنزرت,SQL Results
217548,2,0,8,قبلي,SQL Results
252925,3,5,8,أريانة,SQL Results
49500,4,2,8,سوسة,SQL Results
1038500,3,4,8,بن عروس,SQL Results
2322591,40,39,8,سيدي بوزيد,SQL Results
988641,13,9,8,زغوان,SQL Results
3658556,12,38,8,نابل,SQL Results
593060,15,11,8,الكاف,SQL Results
523664,11,10,8,جندوبة,SQL Results
1433621,9,8,8,باجة,SQL Results
1216659,11,17,8,قفصة,SQL Results
1747950,12,25,8,مدنين,SQL Results
852700,8,16,8,تطاوين,SQL Results
2477194,11,30,8,صفاقس,SQL Results
812191,6,5,8,تــونس,SQL Results
4426908,86,77,8,القصرين,SQL Results
2571500,11,26,8,المنستير,SQL Results
232264,3,2,8,قابس,SQL Results
1196561,21,27,9,جندوبة,SQL Results
788147,15,5,9,قفصة,SQL Results
902803,23,31,9,تطاوين,SQL Results
1489529,13,12,9,منــوبة,SQL Results
2128063,55,57,9,الكاف,SQL Results
245150,7,3,9,سوسة,SQL Results
2602657,20,27,9,باجة,SQL Results
4228600,26,36,9,المهدية,SQL Results
2653000,27,34,9,سليانة,SQL Results
893500,21,38,9,القيروان,SQL Results
707920,16,4,9,زغوان,SQL Results
652290,14,9,9,مدنين,SQL Results
1030949,8,10,9,أريانة,SQL Results
414659,7,8,9,قبلي,SQL Results
1171412,14,8,9,بن عروس,SQL Results
4180563,74,97,9,نابل,SQL Results
1083360,8,22,9,تــونس,SQL Results
20963565,21,127,9,صفاقس,SQL Results
808700,14,28,9,المنستير,SQL Results
766548,15,16,9,قابس,SQL Results
5666253,43,43,9,سيدي بوزيد,SQL Results
2002036,16,27,9,القصرين,SQL Results
7696999,18,70,9,بنزرت,SQL Results
1549796,18,53,10,الكاف,SQL Results
261867,5,5,10,تــونس,SQL Results
610000,1,5,10,قابس,SQL Results
3212338,84,92,10,القصرين,SQL Results
868547,5,15,10,أريانة,SQL Results
14500,1,1,10,سوسة,SQL Results
3114101,12,40,10,بنزرت,SQL Results
3414865,10,69,10,بن عروس,SQL Results
2686459,15,62,10,نابل,SQL Results
1140550,14,15,10,مدنين,SQL Results
1274627,25,44,10,جندوبة,SQL Results
1226554,16,28,10,تطاوين,SQL Results
784329,7,5,10,قفصة,SQL Results
2120772,21,20,10,باجة,SQL Results
97270,3,2,10,قبلي,SQL Results
2571165,29,44,10,صفاقس,SQL Results
4847537,10,27,10,زغوان,SQL Results
3809892,34,54,10,القيروان,SQL Results
30785,7,2,10,توزر,SQL Results
949491,7,3,10,منــوبة,SQL Results
3142000,32,35,10,المهدية,SQL Results
3762832,32,43,10,سيدي بوزيد,SQL Results
1161000,25,2,10,سليانة,SQL Results
1755500,18,27,10,المنستير,SQL Results
3860543,89,85,11,القصرين,SQL Results
6021541,23,42,11,صفاقس,SQL Results
1208493,8,11,11,بن عروس,SQL Results
358306,4,2,11,قبلي,SQL Results
333000,7,5,11,سوسة,SQL Results
2688806,52,58,11,الكاف,SQL Results
15660106,34,53,11,قابس,SQL Results
4522951,75,29,11,نابل,SQL Results
5267322,35,56,11,سيدي بوزيد,SQL Results
6262788,16,85,11,زغوان,SQL Results
1810190,7,11,11,أريانة,SQL Results
2830922,25,25,11,قفصة,SQL Results
965927,18,22,11,جندوبة,SQL Results
244000,4,3,11,تــونس,SQL Results
6925500,30,37,11,المهدية,SQL Results
683500,8,3,11,سليانة,SQL Results
74511,6,3,11,توزر,SQL Results
1436402,22,23,11,بنزرت,SQL Results
818037,11,16,11,تطاوين,SQL Results
639610,10,14,11,منــوبة,SQL Results
837191,15,10,11,مدنين,SQL Results
17667098,37,22,11,القيروان,SQL Results
463473,7,9,11,باجة,SQL Results
1425600,13,3,11,المنستير,SQL Results
2381960,13,5,12,منــوبة,SQL Results
1338148,19,30,12,تطاوين,SQL Results
4803255,88,86,12,الكاف,SQL Results
1607003,26,24,12,بنزرت,SQL Results
11568314,13,73,12,جندوبة,SQL Results
5023328,24,60,12,قفصة,SQL Results
601818,17,10,12,قابس,SQL Results
5481918,19,41,12,سيدي بوزيد,SQL Results
6130953,63,142,12,نابل,SQL Results
1294000,28,9,12,القيروان,SQL Results
435760,8,14,12,تــونس,SQL Results
3701100,13,129,12,بن عروس,SQL Results
1403964,18,25,12,مدنين,SQL Results
882565,7,12,12,القصرين,SQL Results
151863,7,4,12,توزر,SQL Results
8569300,26,62,12,المهدية,SQL Results
903000,21,11,12,سليانة,SQL Results
339000,7,5,12,سوسة,SQL Results
1290400,20,15,12,المنستير,SQL Results
919974,8,14,12,قبلي,SQL Results
3854669,30,25,12,صفاقس,SQL Results
6978952,5,64,12,باجة,SQL Results
3328166,10,13,12,زغوان,SQL Results
