code,produits,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,feuille
20230,"Viandes des animaux de l'espèce bovine,congelées désosses*",0,0,0,25351,51506,44183,0,0,0,0,0,0,1000,0,0,0,0,0,0,Feuil1
20312,"Viandes des animaux de l'espèces porcine,fraîches,réfrigérées ou congelées,jambons,épaules et leurs morceaux non désosses*",0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,Feuil1
20319,"Autres viandes des animaux de l'espèce porcine,fraîches,réfrigérées ou congelées *",0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
20322,"Viandes des animaux de l'espèce porcine,fraîches,réfrigérées ou congelées;jambons,épaules non désosses*",0,0,139,0,0,0,0,0,0,0,0,0,0,4696,0,0,0,0,0,Feuil1
20422,"Autres viandes des animaux de l'espèces ovine,fraîches ou réfrigérées autre morceaux non désosses*",0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,Feuil1
20430,"Autres viandes des animaux de l'espèces ovine,fraîches ou réfrigérées carcasses et demi carcasses d'agneau,congelées *",0,0,0,0,0,0,0,0,0,0,0,23838,0,0,0,0,0,0,0,Feuil1
20450,Viandes des animaux de l'espèces caprine*,0,0,0,0,0,0,0,0,0,1079,0,0,0,0,0,0,0,0,0,Feuil1
20500,"Viandes des animaux des espèces chevaline,asine ou mulassière,fraîche,réfrigérées ou congelées*",0,0,0,0,0,0,0,210,35,0,0,0,0,0,0,0,0,0,0,Feuil1
20621,"Abats comestibles des animaux des espèces bovine,congelés;langues*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6048,0,0,0,0,Feuil1
20622,"Abats comestibles des animaux des espèces bovine,congelés foies*",0,0,0,0,0,0,0,0,0,0,0,0,39503,8506,0,0,32003,10000,10000,Feuil1
20680,"Autres de l'espèce porcine,frais ou réfrigérés*",0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,Feuil1
20690,"Viandes des animaux de l'espèce porcine,fraîches,réfrigérées ou autres congelés*",0,0,0,0,0,0,0,0,0,0,0,0,11450,3000,0,0,21800,0,0,Feuil1
20711,"Viandes et abats comestibles,frais,réfrigères ou congelés,des volailles du n° 01.05,de coqs et de poules non découpés en morceaux,frais ou réfrigérés",0,0,0,0,0,0,0,0,0,0,0,0,401175,34500,165819,350789,227236,248908,908355,Feuil1
20712,"Viandes et abats comestibles,frais,réfrigérés ou congelés des volailles du n° :01.05;non découpés en morceaux congelés*",0,0,17000,6300,0,0,0,0,78,98263,0,0,2348988,228000,137902,70000,38500,21384,348138,Feuil1
20713,"Viandes et abats comestibles,morceaux frais ou réfrigérés*",0,0,0,0,0,0,0,27550,0,0,0,195985,130620,28010,28406,414793,410429,386300,925756,Feuil1
20714,"Viandes et abats comestibles,morceaux et abats congelés;de dinde et dindon*",0,0,0,0,0,0,0,0,76015,294753,1173010,2032306,1643150,715070,1045268,1195500,342700,460699,556594,Feuil1
20724,"Viandes de dinde et dindons non découpés en morceaux ,frais ou réfrigérés*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2578,Feuil1
20725,"Viandes et abats comestible,frais,réfrigères ou congelés des volailles non découpes en morceaux congelés*",0,0,0,0,0,0,0,0,0,0,0,0,0,5000,29098,30000,3000,0,6717,Feuil1
20726,"Morceaux et abats ,frais ou réfrigères*",5800,2500,224390,78,0,0,0,0,888,3060,201800,511100,494678,480800,346250,85600,56000,224073,127572,Feuil1
20727,"Morceaux et abats ,congelés *",527010,557250,456826,651380,663222,108910,31450,0,0,70600,204740,156200,201695,186270,106040,595982,927000,1185400,1076559,Feuil1
20736,"Autres viandes et abats comestibles,congelées *",910,0,0,594,59,0,0,1580,0,0,0,0,0,0,0,0,0,0,0,Feuil1
20760,"Viandes et abats comestibles, frais, réfrigérés ou congelés, des volailles De pintades",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,Feuil1
20890,"Autres viandes et abats comestibles,frais,réfrigères ou congelés;autres*",1077,31618,30495,73560,21310,30874,49696,22040,36286,26454,20602,35935,38083,25694,24398,11040,3000,5359,0,Feuil1
21091,"Autres,y compris les farines et poudres,comestibles,de viandes ou d'abats de primates*",0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,Feuil1
21099,"Autres,y compris les farines et poudres,comestibles,de viandes ou d'abats autres*",0,0,0,0,0,15,0,0,0,0,500,18866,3428,6121,3426,4453,0,0,0,Feuil1
30110,"Poissons vivants ,poissons d'ornement *",0,0,0,0,0,0,0,0,0,223,4906,1146,0,0,0,0,0,0,0,Feuil1
30119,Autres Poissons vivants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,3738,1620,Feuil1
30192,Autres poissons vivants (anguille spp)*,67000,24800,47660,31100,30110,42600,70050,93150,95280,85300,25002,62021,12000,10685,56134,63042,68890,61195,75630,Feuil1
30194,Thons rouges (Thunnus thynnus),0,0,0,0,0,0,0,0,0,321980,232000,94500,78079,216700,322242,117800,510314,693159,1067066,Feuil1
30195,Thons rouges du sud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217000,762900,600000,702137,Feuil1
30199,Poissons vivants;autres*,0,0,4200,418225,9232,0,1180000,0,300000,1720,1251,9550,7049,12116,9282,8671,328620,333152,302490,Feuil1
30211,"Poissons frais ou réfrigérés a l'exception des filets de poissons et autre chair de poissons du n° 03.04 salmonides a l'exclusion des foies,oeufs et l",0,0,39444,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,Feuil1
30212,"Saumons du pacifique (oncorhynchus nerka,oncorhynchus *",0,0,0,0,0,0,0,0,0,0,4703,0,0,0,0,0,0,0,0,Feuil1
30222,Poissons frais ou réfrigères a l'exception des filets de poissons et autres chair de poissons du n° 03.04(plies ou carrelets *,0,0,0,0,0,0,0,0,0,7590,0,0,0,0,0,0,0,0,10368,Feuil1
30223,Poissons plats (soles),0,0,0,0,0,27,24,16,6,0,0,0,0,374,0,0,0,0,17,Feuil1
30229,"Autres poissons (sardine) ,frais ou réfrigères a l'exclusion des filets et chair de poissons du n° 03.04 et a l'exclusion des foies,oeufs et laitances",8238,1000,2772,7925,10,839,120750,10275,23112,31008,31298,1130,9991,34666,44768,54673,113737,361072,276309,Feuil1
30231,"Thons (du genre thunnus),listaos ou bonites a ventre raye (euthynnus(katsuwonus)pelamis)a l'exclusion des foies oeufs et laitances *",7414,0,15826,246079,29544,0,0,0,0,3394,379,12,7,0,0,0,1173,0,1060,Feuil1
30232,Thons a nageoires jaunes (thunnus albacares)*,9685,1816,0,376,19713,0,0,0,0,0,0,0,4,0,100,0,0,0,0,Feuil1
30233,Listaos ou bonites a ventre raye*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,53,Feuil1
30234,Thons obèses*,0,0,0,377,0,0,0,0,0,9888,0,0,0,0,0,0,0,0,0,Feuil1
30235,Thons rouges*,0,0,0,1705068,303609,812358,1500849,2490681,1911734,2186845,2010762,1202060,506514,497954,1428213,1368488,669698,0,0,Feuil1
30236,Thons rouges du sud*,0,0,0,0,0,818,599023,436336,1456,437216,8317,0,0,61000,0,0,0,0,0,Feuil1
30239,Autres destines a la fabrication industrielle des produits relevant du n° 16.04*,641595,583226,1603097,483613,64715,39229,56627,44317,207753,133128,5732,0,531801,98667,325162,7,0,0,0,Feuil1
30240,"Harengs a l'exclusion des foies ,oeufs et laitances*",0,0,0,12991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30242,Anchois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5662,Feuil1
30243,"Sardines, sardinelles , sprats ou esprots",0,0,0,0,0,0,0,0,0,0,0,0,0,554616,682215,577238,789706,205620,11737,Feuil1
30244,Maqueraux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,Feuil1
30245,Chinchards,0,0,0,0,0,0,0,0,0,0,0,0,0,717,0,250,15490,23342,164,Feuil1
30247,Espadons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5665,13009,17709,8139,817,Feuil1
30250,"Morues(gadus morhua,gadus ogac,macrocephalus),a l'exclusion des foies,oeufs et laitances*",0,0,0,0,120,0,0,0,0,0,0,0,12,0,0,0,0,0,0,Feuil1
30251,Morues,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,Feuil1
30254,Merlus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2992,0,0,0,Feuil1
30256,Merlans bleus,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,113,Feuil1
30259,Autres harengs,0,0,0,0,0,0,0,0,0,0,0,0,0,40672,145239,155087,182897,71815,2825,Feuil1
30261,"Autres poissons a l'exclusion des foies oeufs et laitances,sardine*",26625,0,10500,62380,51901,0,38766,9304,157152,629768,235203,338304,522196,191478,0,0,0,0,0,Feuil1
30264,Maquereaux(scomber)*,0,0,0,0,0,0,0,0,0,0,1590,0,0,0,0,0,0,0,0,Feuil1
30266,Anguilles(anguilla spp) a l'exception des filets et chair de poisson*,100,0,0,0,0,0,1408,428,1636,350,5535,1746,5199,0,0,0,0,0,0,Feuil1
30267,Espadons (Xiphias gladius),0,0,0,0,0,0,0,0,0,24026,10494,12220,11868,0,0,0,0,0,0,Feuil1
30269,"Capres d'eau douce ,frais ou réfrigères a l'exception des filets et chair de poissons du n° 03.04 et a exclusion des foies ,oeufs et laitances *",1307394,1253351,1119213,1234461,1410578,1459769,1543506,1945931,2281776,1536348,1509027,1123165,1244511,317347,0,7702,833,120754,0,Feuil1
30270,"Foies,oeufs et laitances*",14037,6541,0,441,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30273,Carpes tilapias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,Feuil1
30274,Anguilles tilapias,0,0,0,0,0,0,0,0,0,0,0,0,0,4360,33270,975,0,649,512,Feuil1
30282,Raies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3036,1334,13,Feuil1
30284,Bars,0,0,0,0,0,0,0,0,0,0,0,0,0,170362,122136,60754,19275,86692,191644,Feuil1
30285,Dorades,0,0,0,0,0,0,0,0,0,0,0,0,0,236628,281501,190791,100196,683332,1665892,Feuil1
30289,Autres tilapias,0,0,0,0,0,0,0,0,0,0,0,0,0,340295,401886,454521,775131,705808,857928,Feuil1
30290,"Foies, oufs et laitances d'autres poissons,frais ou refrigeres",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,106,0,Feuil1
30291,Fois et œufs de poissons frais ou réfrigérés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,Feuil1
30323,Tilapias salmonidés,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,Feuil1
30325,Carpes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,Feuil1
30326,Anguilles tilapias,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,6048,26360,8290,27190,47799,Feuil1
30333,Soles(solea spp)*,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,35,30,0,Feuil1
30334,Turbots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12904,17335,7190,1946,Feuil1
30339,"Flets communs a l'exception des filets et autre chair de poissons du n° 03.04 et l'exclusion des foies ,oeufs et laitances ,congelés*",52,0,0,3386,6621,0,1673,2316,156,1956,0,4042,0,4302,1862,5750,0,0,15907,Feuil1
30341,"Thons(du genre thunnus),listaos ou bonites a ventre raye a l'exclusion des foies oeufs et laitances *",0,0,0,4078,1566,253,0,3750,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30342,Thons a nageoires jaunes (thunnus albacares)*,2050,953,0,1192,943,0,50000,109224,129505,85393,6258,0,0,0,0,0,0,0,0,Feuil1
30343,Listaos ou bonites a ventre raye*,0,0,54,0,0,0,238,0,0,0,0,0,500,0,0,0,0,0,0,Feuil1
30344,Thons obèses*,0,0,0,0,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30345,Thons rouges*,0,0,0,0,8470,946307,0,3205,0,241501,0,0,0,0,0,0,0,0,0,Feuil1
30346,Thons rouges du sud*,0,0,0,0,0,0,0,0,0,0,0,0,0,387468,0,0,0,0,0,Feuil1
30349,Autres destines a la fabrication industrielle des produits relevant du n° 1604*,1608,32255,121699,192661,194638,283796,331557,57341,1100,85,0,0,0,0,0,0,0,0,0,Feuil1
30351,"Harengs (clupea harengus, clupea pallasii) et morues (gadus morhua,gadus ogac,gadus macrocephalus), à l'exclusion des foies,oeufs et laitances*",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280,0,1017,Feuil1
30353,"Sardines a l'exception des filets et chair de poissons du n 0304 et a l'exclusion des foies,oeufs et laitances,congeles",0,0,0,0,0,0,0,0,0,0,0,0,0,450203,713706,334378,358281,1379228,309696,Feuil1
30354,"Maquereaux congeles, a l'exception des filets et autre chair de poissons du n?0304 et a l'exclusion des foies, oeufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,Feuil1
30355,"Chinchards congeles, a l'exception des filets et autre chair de poissons du n?0304 et a l'exclusion des foies, oeufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,23728,18128,25072,18912,24000,24000,Feuil1
30356,"Mafous congeles, a l'exception des filets et autre chair de poissons du n?0304 et a l'exclusion des foies, oeufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,Feuil1
30359,"Autres poissons congelés de la sous 0 position 0303,5, y compris les anchois",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8379,Feuil1
30361,"Espadons (Xiphias gladius) et légines ( Dissostichus spp.), à l'exclusion d",0,0,0,0,0,0,0,0,0,222,651,0,0,0,0,0,0,0,0,Feuil1
30366,"Merlus du genre merluccius, congeles, a l'exception des filets et autre chair de poissons du n 03 04 et a l'exclusion des foies, oeufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,Feuil1
30368,"Merlans bleux congelés à l'exception des filets et chair de poissons du n 0304 et a l'exclusion des foies,oeufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,Feuil1
30369,Autres poissons des familles bregmaceroitidas,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,16564,6793,4185,0,0,Feuil1
30371,"Autres poissons a l'exclusion des foies,oeufs et laitance;sardines*",0,600,5000,18335,253964,31350,281350,417351,980819,1237540,1186210,673400,972503,70292,0,0,0,0,0,Feuil1
30372,"Eglefins(melanogrammus aeglefinus),congelés,a l'exclusion des filets et autres chair de poissons du n° 03.04 et a l'exclusion des foies ,œufs et lait",0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30374,"Maquereaux (scomber,scombrus,scomber australasicus scomber japonicus)*",0,0,0,0,0,0,0,0,0,0,13800,0,18000,0,0,0,0,0,0,Feuil1
30375,Squales*,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30376,Anguilles(anguilla spp)*,0,0,0,0,225,0,0,2085,19668,2406,2213,0,0,210,0,0,0,0,0,Feuil1
30377,"Bars,(loups)(dicentrarchus labrax,dicentrarchus punctatus)*",0,0,0,0,0,0,44,15,0,0,0,30900,15100,1800,0,0,0,3000,0,Feuil1
30378,Merlus(merluccius spp.urophycis spp)*,0,0,0,0,145,0,0,0,0,0,1465,0,0,0,0,0,0,0,0,Feuil1
30379,"Capres;d'eaux douce ,congelés a l'exception des filets et autre chair de poissons du n° 03.04 et a l'exclusion des foies,oeufs et laitances *",8312,20808,60588,310163,63268,304953,406114,415442,386094,217077,78691,201139,307327,50100,0,0,0,5050,0,Feuil1
30380,"Foies,oeufs et laitances *",0,0,18451,10023,395,1207,0,97,0,0,0,1040,0,0,0,0,0,0,0,Feuil1
30384,"Bars(loups) a l'exception des filets et autre chair de poissons du n? 0304 et a l'exclusion des foies, oeufs et laitance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4128,4112,664,0,Feuil1
30389,"Autres poissons congelés à l'exclusion des foies ,oufs et laitances",0,0,0,0,0,0,0,0,0,0,0,0,0,22409,20902,64831,157017,139805,150926,Feuil1
30390,"Foies, oufs et laitances d'autres poissons, congeles",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,24,0,0,Feuil1
30391,"Foies, œufs et laitances de poissons, congelés",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Feuil1
30410,"Filets de poissons et autre chair de poissons (même hachée)frais,réfrigères ou congelés*",13173,0,1000,19213,80215,40622,2820,12216,69180,0,0,0,0,0,0,0,0,0,0,Feuil1
30419,"Filets de poissons et autre chair de poissons, même hachée, frais ou réfrigérés (à l''excl. d''espadons et de légines)",0,0,0,0,0,0,0,0,126375,151252,156,211,156090,825,0,0,0,0,0,Feuil1
30420,Filets de poissons congelés*,48220,27500,46903,3381,1958,25000,0,12600,57510,0,0,0,0,0,0,0,0,0,0,Feuil1
30429,"Filets de poissons, congelés (à l''excl. d''espadons et de légines)",0,0,0,0,0,0,0,0,0,8502,66783,33775,36408,1320,0,0,0,0,0,Feuil1
30446,Légines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,Feuil1
30449,"Autres filets d'autres poissons ,frais ou réfrigérés",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7400,110,Feuil1
30459,"Autres poissons ,frais ou réfrigérés",0,0,0,0,0,0,0,0,0,0,0,0,0,6767,2932,7260,5937,7629,6969,Feuil1
30463,"Filets de perche de Nil, congelé",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7381,Feuil1
30483,Poissons plats,0,0,0,0,0,0,0,0,0,0,0,0,0,18438,0,0,886,8026,882,Feuil1
30489,Autres filet d'autres poissons congelés,0,0,0,0,0,0,0,0,0,0,0,0,0,24029,10837,0,600,4842,11622,Feuil1
30490,Autre filets de poissons et autres chairs de poissons congelés*,0,0,35696,16000,12873,0,2475,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30499,"Chair de poissons, même hachée, congélée (à l''excl. d''espadons, de légines ainsi que de fillets)",0,0,0,0,0,0,0,0,0,0,1300,34440,2565,0,19000,0,0,0,0,Feuil1
30510,"Poissons sèches,salés ou en saumures;poissons fumes,même cuits avant ou pendant le fumage;farines ,poudres et agglomérés sous forme de pellets de pois",0,0,0,0,0,0,0,0,0,630,800,0,0,0,0,0,0,0,0,Feuil1
30520,"Foies,oeufs et laitances de poissons ,sèches,fumes,sales ou en saumures*",730,0,0,0,0,1137,1,0,0,0,0,2900,0,0,0,55,0,0,0,Feuil1
30530,"Filets de poissons,sèches,sales ou en saumure,mais non fumes*",29029,8379,16572,73081,99317,203115,489020,1218364,981074,756100,686585,317919,245651,41885,0,0,0,0,0,Feuil1
30532,"poissons des familles bregmaceroitidas,euclichthyidae,gadidas,maccrouridae,melanonidae,merluccidae,moridae et muraenolepididae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,Feuil1
30539,"Autres poissons séchés,salés ou en saumure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,1069,687,90078,Feuil1
30541,"Poissons fumes,y compris les filets *",0,0,0,19853,14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30549,Filets de poissons et autres chair de poissons(même hachée)frais ou congelés*,0,1,0,1386,25910,0,0,0,0,0,1650,0,30,2023,0,0,0,0,0,Feuil1
30559,"Autres poissons ,même salés mais non fumes*",0,0,0,0,3390,14141,30540,354814,21047,180,54826,1765,9862,6805,0,0,115,0,5776,Feuil1
30562,"Morues(gadus morhua,gadus macrocephalus)",0,19700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feuil1
30563,Anchois(engraulis spp),83653,68054,48254,4220,64495,239137,540512,178953,525418,469684,100165,134070,77726,240785,49175,113184,195037,186283,184134,Feuil1
30569,Poissons sèchés;autres*,25200,0,18080,28785,103627,0,21926,0,0,715,0,0,0,0,0,0,0,0,0,Feuil1
30572,"Têtes de poissons, tails & Maws salade Salées Sèches Fumées",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,Feuil1
30611,"Crustacés,même décortiqués ,vivants,frais réfrigèrés,congelés,sèches,sales,ou en saumures;crustacés non decoratiques,cuits a l'eau ou a la vapeur,m",550,850,224,0,336,757,323,582,1798,2598,1991,1963,1748,12730,20640,11411,14159,39368,13287,Feuil1
30612,Homards (homarus spp),4,0,0,0,0,0,0,0,0,0,0,0,16,5,20,1435,11923,6780,6486,Feuil1
30613,Crustacés même décortiques;crevettes,4444433,5846738,3657880,3006170,3151824,3098711,3368673,3233687,2430425,1999304,1821044,2415040,2891683,441866,0,0,0,0,0,Feuil1
30614,Crustacés même décortiques;crabes,0,0,0,0,0,5595,0,0,0,595,0,0,0,0,0,0,1812,97914,714434,Feuil1
30615,Langoustines,0,0,0,0,0,0,0,0,0,0,0,0,0,6876,3134,6775,5918,14884,16108,Feuil1
30616,Crevettes d’eau froide congelés,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,7723,52068,37,0,Feuil1
30617,Autres crevettes,0,0,0,0,0,0,0,0,0,0,0,0,0,1929992,3167933,3567694,4007581,3919168,3122398,Feuil1
30619,Crustacés compris les farines poudres et agglomères propre a l'alimentation humaines,20759,246,0,124,328,15754,16049,9784,11664,16240,4065,10347,15020,2364,0,429,6671,12548,44704,Feuil1
30621,Langouste non congelées(palinurus spp.jasus spp)*,28949,23539,8289,9182,20268,25642,21857,8566,14511,18880,16403,18331,16851,6698,2225,1265,1734,3899,1118,Feuil1
30622,"Homards même sépares de leurs coquille,vivants ,frais,,congelés,séchés,salés ou en saumures invertébrés aquatiques autres que les crustacé",2,0,10,0,184,111,82,50,212,30,13,0,0,0,0,350,0,400,7,Feuil1
30623,Crevettes*,348398,1120386,736327,562516,505961,722413,1119575,1129269,655846,1476065,1001087,494011,414062,92339,0,0,0,0,0,Feuil1
30624,Crabes*,0,0,0,0,1670,25,0,11745,0,0,0,0,0,56,0,0,36596,42979,19301,Feuil1
30625,Langoustines Non congelés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,1012,535,676,36,Feuil1
30626,Crevettes d'eau froides,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,245,0,Feuil1
30627,Autres crevettes,0,0,0,0,0,0,0,0,0,0,0,0,0,195711,92899,126027,107052,76090,28756,Feuil1
30629,"Autres,y compris les farines;poudres et agglomérées sous forme de pellets de crustacés,propres",21,63442,46895,70027,2619,15628,6029,333,635,17140,8479,2182,10226,1680,3026,9488,12158,20864,3104,Feuil1
30631,"Crustacés; Vivants, frais ou réfrigérés, les langoustines et autres écrevisses de mer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5026,Feuil1
30632,"Crustacés; Vivants, frais ou réfrigérés, les homards Qu'ils soient en coquille ou non",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Feuil1
30633,"Crustacés; Vivants, frais ou réfrigérés, les crabes, qu'ils soient en coquille ou non",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14634,Feuil1
30636,"Crustacés; Vivants, frais ou réfrigérés, crevettes et crevettes, à l'exclusion des variétés d'eau froide, en coque ou non",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31603,Feuil1
30639,Crustacés; frais ou réfrigérés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28959,Feuil1
30693,"Crustacés; Les crabes, fumés, cuits ou non",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21708,Feuil1
30710,"Mollusques,même séparés de leurs coquille,vivants,frais ,réfrigérés,congelés ,séchés,sales ou en saumures,,invertébrés aquatiques autres que les crust",0,0,0,679,1151,100,0,0,0,230,981,94,171,57,0,0,0,0,0,Feuil1
30711,"Huîtres Vivantes, fraîches ou réfrigérées",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,Feuil1
