date,gouvernorat,production_tonne,feuille
2013,بن عروس,6405.0,evolution-de-la-production-du-p
2013,نابل,2035.0,evolution-de-la-production-du-p
2013,بنزرت,13000.0,evolution-de-la-production-du-p
2013,باجة,3800.0,evolution-de-la-production-du-p
2013,جندوبة,1712.0,evolution-de-la-production-du-p
2013,الكاف,1980.0,evolution-de-la-production-du-p
2013,سليانة,20000.0,evolution-de-la-production-du-p
2013,زغوان,966.0,evolution-de-la-production-du-p
2013,سوسة,350.0,evolution-de-la-production-du-p
2013,المنستير,250.0,evolution-de-la-production-du-p
2013,المهدية,104.0,evolution-de-la-production-du-p
2013,صفاقس,550.0,evolution-de-la-production-du-p
2013,القيروان,4520.0,evolution-de-la-production-du-p
2013,القصرين,48000.0,evolution-de-la-production-du-p
2013,سيدي بوزيد,480.0,evolution-de-la-production-du-p
2013,قفصة,862.0,evolution-de-la-production-du-p
2013,توزر,150.0,evolution-de-la-production-du-p
2013,قبلي,60.0,evolution-de-la-production-du-p
2013,قابس,2000.0,evolution-de-la-production-du-p
2013,مدنين,261.0,evolution-de-la-production-du-p
2013,تطاوين,7.0,evolution-de-la-production-du-p
2012,تونس,30.0,evolution-de-la-production-du-p
2012,أريانة,3578.0,evolution-de-la-production-du-p
2012,منوبة,6700.0,evolution-de-la-production-du-p
2012,بن عروس,7566.0,evolution-de-la-production-du-p
2012,نابل,1870.0,evolution-de-la-production-du-p
2012,بنزرت,12070.0,evolution-de-la-production-du-p
2012,باجة,3800.0,evolution-de-la-production-du-p
2012,جندوبة,1523.0,evolution-de-la-production-du-p
2012,الكاف,1800.0,evolution-de-la-production-du-p
2012,سليانة,22000.0,evolution-de-la-production-du-p
2012,زغوان,707.0,evolution-de-la-production-du-p
2012,سوسة,405.0,evolution-de-la-production-du-p
2012,المنستير,360.0,evolution-de-la-production-du-p
2012,المهدية,540.0,evolution-de-la-production-du-p
2012,صفاقس,723.0,evolution-de-la-production-du-p
2012,القيروان,4900.0,evolution-de-la-production-du-p
2012,القصرين,36000.0,evolution-de-la-production-du-p
2012,سيدي بوزيد,542.0,evolution-de-la-production-du-p
2012,قفصة,765.0,evolution-de-la-production-du-p
2012,توزر,205.0,evolution-de-la-production-du-p
2012,قبلي,85.0,evolution-de-la-production-du-p
2012,قابس,3295.0,evolution-de-la-production-du-p
2012,مدنين,1200.0,evolution-de-la-production-du-p
2012,تطاوين,52.0,evolution-de-la-production-du-p
2011,تونس,38.0,evolution-de-la-production-du-p
2011,أريانة,2078.0,evolution-de-la-production-du-p
2011,منوبة,9500.0,evolution-de-la-production-du-p
2011,بن عروس,7487.0,evolution-de-la-production-du-p
2011,نابل,1700.0,evolution-de-la-production-du-p
2011,بنزرت,16550.0,evolution-de-la-production-du-p
2011,باجة,2760.0,evolution-de-la-production-du-p
2011,جندوبة,1493.0,evolution-de-la-production-du-p
2011,الكاف,1360.0,evolution-de-la-production-du-p
2011,سليانة,16000.0,evolution-de-la-production-du-p
2011,زغوان,2800.0,evolution-de-la-production-du-p
2011,سوسة,351.0,evolution-de-la-production-du-p
2011,المنستير,500.0,evolution-de-la-production-du-p
2011,المهدية,361.0,evolution-de-la-production-du-p
2011,صفاقس,930.0,evolution-de-la-production-du-p
2011,القيروان,4400.0,evolution-de-la-production-du-p
2011,القصرين,54625.0,evolution-de-la-production-du-p
2011,سيدي بوزيد,462.0,evolution-de-la-production-du-p
2011,قفصة,655.0,evolution-de-la-production-du-p
2011,توزر,230.0,evolution-de-la-production-du-p
2011,قبلي,0.0,evolution-de-la-production-du-p
2011,قابس,3295.0,evolution-de-la-production-du-p
2011,مدنين,500.0,evolution-de-la-production-du-p
2011,تطاوين,95.0,evolution-de-la-production-du-p
2010,تونس,34.0,evolution-de-la-production-du-p
2010,أريانة,2000.0,evolution-de-la-production-du-p
2010,منوبة,9645.0,evolution-de-la-production-du-p
2010,بن عروس,10700.0,evolution-de-la-production-du-p
2010,نابل,1220.0,evolution-de-la-production-du-p
2010,بنزرت,16955.0,evolution-de-la-production-du-p
2010,باجة,2670.0,evolution-de-la-production-du-p
2010,جندوبة,1340.0,evolution-de-la-production-du-p
2010,الكاف,1680.0,evolution-de-la-production-du-p
2010,سليانة,12000.0,evolution-de-la-production-du-p
2010,زغوان,2620.0,evolution-de-la-production-du-p
2010,سوسة,210.0,evolution-de-la-production-du-p
2010,المنستير,322.0,evolution-de-la-production-du-p
2010,المهدية,160.0,evolution-de-la-production-du-p
2010,صفاقس,702.0,evolution-de-la-production-du-p
2010,القيروان,4150.0,evolution-de-la-production-du-p
2010,القصرين,54000.0,evolution-de-la-production-du-p
2010,سيدي بوزيد,800.0,evolution-de-la-production-du-p
2010,قفصة,500.0,evolution-de-la-production-du-p
2010,توزر,220.0,evolution-de-la-production-du-p
2010,قبلي,0.0,evolution-de-la-production-du-p
2010,قابس,3050.0,evolution-de-la-production-du-p
2010,مدنين,500.0,evolution-de-la-production-du-p
2010,تطاوين,100.0,evolution-de-la-production-du-p
