date,gouvernorat,superficie_ha,feuille
2010,الكاف,962.0,Evol-Super
2010,سليانة,1650.0,Evol-Super
2010,زغوان,335.0,Evol-Super
2010,سوسة,84.0,Evol-Super
2010,المنستير,311.0,Evol-Super
2010,المهدية,212.0,Evol-Super
2010,صفاقس,413.0,Evol-Super
2010,القيروان,1439.0,Evol-Super
2010,القصرين,5730.0,Evol-Super
2010,سيدي بوزيد,280.0,Evol-Super
2010,قفصة,130.0,Evol-Super
2010,توزر,120.0,Evol-Super
2010,قبلي,112.0,Evol-Super
2010,قابس,1175.0,Evol-Super
2010,مدنين,900.0,Evol-Super
2010,تطاوين,22.0,Evol-Super
