id,saep,gouvernorat,delegation,ouvrage,x,y
732,Frajnia,SFAX,,RSP 50m3/12m,631545.0,3841201.0
733,Frajnia,SFAX,,St de reprise,631198.0,3839425.0
734,Frajnia (Ben sahloun),SFAX,,Piquage,630472.0,3838440.0
735,Bou Ladhieb (aouled saada),SFAX,,RSP R2,619519.0,3846987.0
736,Rbai ouled aliya,SFAX,,RSE 50m3,600806.0,3852276.0
737,Oudrane sud,SFAX,,RSP R1 50m3/12m,585392.0,3833377.0
738,Oudrane Nord,SFAX,,Puits,592543.0,3843087.0
739,Chaaleb,SFAX,,St de reprise,622148.0,3873118.0
740,Chaaleb,SFAX,,Piquage,621708.0,3872428.0
741,L'abrage,SFAX,,St sur Frage,610103.0,3846533.0
742,Ltaifa 1,SFAX,,RSP,608361.0,3846240.0
743,Ltaifa 2,SFAX,,St sur forage,609141.0,3848139.0
744,ltafia2,SFAX,,RSP,607225.0,3852565.0
729,Sawa3ed,SFAX,,St de reprise,634387.0,3853053.0
745,Bir Abbes,SFAX,,RSP 50m3,656415.0,3860049.0
746,Bir Abbes et Sidi Abd LE KEFi,SFAX,,Piquage,655153.0,3860424.0
747,Sidi abd kafi,SFAX,,St de reprise,653868.0,3861429.0
748,Sidi Abd Kafi,SFAX,,RSP 25m3,651460.0,3864653.0
749,Sidi Issa,SFAX,,St de reprise,658874.0,3869867.0
750,Sidi issa_choucha,SFAX,,RSP 50m3/15m,654035.0,3871601.0
751,Attcha,SFAX,,St de reprise,638756.0,3856410.0
752,Kraima,SFAX,,Brise charge,638759.0,3856838.0
753,Attacha,SFAX,,RSE,639033.0,3856182.0
754,Raghayia,SFAX,,St de reprise,629797.0,3835636.0
755,Msadga,SFAX,,St de reprise,626611.0,3833328.0
757,Zelyana,SFAX,,RSP de 9m,621030.0,3857337.0
758,Om choucha1,SFAX,,St sur forage,609963.0,3845460.0
759,Om choucha 2,SFAX,,st sur forage,609942.0,3845368.0
761,choket,SFAX,,RSP,597581.0,3819422.0
762,Jerwala_Satour,SFAX,,RSP2 100m3/20m,585051.0,3795805.0
763,Jerwala_Satour(aouled Bahri),SFAX,,RSP1 50m3/15m,585098.0,3795801.0
764,Jerwala,SFAX,,RSE 100m3,586918.0,3795364.0
765,Melha SAEP Sbih,SFAX,,RSP,581216.0,3788543.0
766,Chfafra AEP Sbih,SFAX,,RSP,577240.0,3791518.0
767,Zobra AEP Sbih,SFAX,,RSP,573046.0,3795118.0
768,Zaboussa Khawala,SFAX,,Piquage,608812.0,3809455.0
769,Atil,SFAX,,Piquage,608372.0,3809465.0
770,Frichet,SFAX,,Piquage,604021.0,3804145.0
771,Zeliana,SFAX,,RSE,621223.0,3864203.0
772,Nawel -ouled gmar,SFAX,,Rés,588105.0,3811690.0
773,Kchabtia,SOUSSE,,Piquage Sonede,631234.6,4016892.5
774,Gtaf,SOUSSE,,Piquage Sonede,632252.9,4020024.0
775,Groa,SOUSSE,,Piquage Sonede,632730.5,4024702.6
776,Maazia,SOUSSE,,Borne fontaine,633385.8,4018075.5
777,Mdess Enawara,SOUSSE,,Station de pompage,628896.2,4024949.9
778,Chraifia,SOUSSE,,Réservoir,626003.5,4022372.1
779,Oled Mhamed,SOUSSE,,Borne fontaine,624388.0,3972976.4
780,Souani,SOUSSE,,Station de pompage,614261.3,3992023.0
781,Ghouirgua,SOUSSE,,Station de pompage,628330.3,4024677.1
782,Ouarrad,SOUSSE,,Station de pompage,624388.0,3972976.4
783,Oued Laya,SOUSSE,,Station de pompage,630198.5,3963103.3
784,Esabaghine,SOUSSE,,Station de pompage,637653.3,3965374.5
785,Ezzayat,SOUSSE,,Piquage Sonede,630016.0,3950517.4
786,Bellani,SOUSSE,,Piquage Sonede,645585.7,3950475.6
787,Gheriane,SOUSSE,,Piquage Sonede,636113.7,3945020.2
788,Jabline,SOUSSE,,Piquge Sonede,636014.2,3956220.8
789,Korhania,SOUSSE,,Piquge Sonede,631325.2,3992651.2
790,Gareet el Manjour,SOUSSE,,Piquge Sonede,631470.9,3952667.1
791,Bayadha,SOUSSE,,Station de pompage,648043.9,3950607.8
792,Ouked Ali,SOUSSE,,Piquage Sonede,627402.3,3950283.2
793,Ouled Ennajeh,SOUSSE,,Piquage Sonede,633525.1,3946343.4
794,Bhiret,SOUSSE,,Piquage Sonede,633443.5,3950501.3
795,Oukled El Faleh 1,SOUSSE,,Piquage Sonede,612145.7,3950001.0
796,Oukled El Faleh 2,SOUSSE,,Piquage Sonede,614262.1,3948720.8
797,Ennouaji,SOUSSE,,Piquage Sonede,611952.0,3956106.3
798,Ouled Abdallah,SOUSSE,,Piquage Sonede,621416.6,3944308.0
799,Ghabghoub,SOUSSE,,Piquage Sonede,627496.6,3950378.3
800,Ouled berrajeh et Mbarek,SOUSSE,,Piquage Sonede,616728.0,3950543.1
801,Bir Aicha,SOUSSE,,Puit de surface,623577.8,3986889.0
802,Chabet Zitouna,TATAOUINE,,Piquage Sonede,632930.1,3670413.0
803,Bir El Aati,TATAOUINE,,Piquage Sonede,639220.9,3672432.4
804,Sodd,TATAOUINE,,Piquage Sonede,639085.8,3673730.6
805,El Argoub,TATAOUINE,,SP,626493.6,3664134.7
806,El Mdhila,TATAOUINE,,Forage,622412.91,3654334.96
807,El Farch,TATAOUINE,,SP,627299.3,3647783.7
808,SAMAR Oudayet AbdOunis,TATAOUINE,,Piquage Sonede,669087.0,3653686.0
809,Stah Gheryani,TATAOUINE,,Bache de reprise,676994.0,3651041.0
810,Azaliik  Labaith,TATAOUINE,,Ouvrage OSD,666391.93,3654713.79
811,Kerchaw,TATAOUINE,,Forage,667826.47,3656536.01
813,Bni Yakhzer,TATAOUINE,,RSP 100m³ _16m,646023.11,3635794.04
814,bni blel,TATAOUINE,,Picuage Sonede,643606.0,3639495.0
815,Bir Amir village,TATAOUINE,,Forage,604189.15,3606200.68
816,Draina,TATAOUINE,,Forage,651062.3,3653399.96
817,Aiin Battoum 2,ZAGHOUAN,,Réservoir,589378.8,3990146.63
818,El Maidher,ZAGHOUAN,,Réservoir,591225.0,3999890.59
819,Saadine,ZAGHOUAN,,Réservoir,588083.19,3998200.38
820,Sidi Bennour Nsaibia,ZAGHOUAN,,Réservoir,588188.0,4003743.04
821,Zbidine,ZAGHOUAN,,Réservoir,587065.27,4001165.44
822,Souar,ZAGHOUAN,,Réservoir,590177.07,4006159.28
823,Soughass Nord,ZAGHOUAN,,Réservoir,583139.0,3991776.28
824,Soughass Sud,ZAGHOUAN,,Réservoir,585022.65,3991845.16
825,Rogba,ZAGHOUAN,,Réservoir,585349.22,3999613.36
826,Ain Jrass,ZAGHOUAN,,Réservoir,581086.64,4002802.31
827,Dhorbania,ZAGHOUAN,,Réservoir,592442.0,3987963.0
828,Chbaana,ZAGHOUAN,,Réservoir,590980.0,3996282.0
829,Glib El Ali,ZAGHOUAN,,Réservoir,589809.0,3992042.0
830,Hnainia,ZAGHOUAN,,Réservoir,591054.51,3992780.24
831,Hnainia Chatt,ZAGHOUAN,,Piquage Sonede,593282.0,3991278.0
832,Bouarar,ZAGHOUAN,,Réservoir,589314.47,3994616.02
833,Wekwek,ZAGHOUAN,,Réservoir,587782.0,3994261.0
834,Ouled Ben Hsann,ZAGHOUAN,,Réservoir,603603.33,4013879.67
835,Sidi Mansour,ZAGHOUAN,,Réservoir,607570.0,4011959.0
836,Brahmia,ZAGHOUAN,,Réservoir,608326.0,4009813.0
837,Hmira 1,ZAGHOUAN,,Réservoir,610805.73,4004934.37
838,Hmira 2,ZAGHOUAN,,Réservoir,606703.08,4005020.95
839,Saouaf 7,ZAGHOUAN,,Réservoir,607386.87,4009774.52
840,Sidi Dghim,ZAGHOUAN,,Réservoir,599411.47,4007347.46
841,Oued El Gsab,ZAGHOUAN,,Réservoir,601959.45,4008130.6
842,Khanguet Lemsine,ZAGHOUAN,,Réservoir,595832.58,4009036.26
843,Dbidiba Ayyashiyya,ZAGHOUAN,,Réservoir,561987.43,4009090.52
844,Ejjnahia,ZAGHOUAN,,Réservoir,567271.29,4006403.79
845,Sidi Naoui 2,ZAGHOUAN,,Réservoir,566531.7,4011873.56
846,Chraaba,ZAGHOUAN,,Réservoir,570377.88,4009204.04
847,Sfisifa,ZAGHOUAN,,Réservoir,572719.17,4004884.18
848,Tallit Ellaben,ZAGHOUAN,,Réservoir,568945.75,4006431.46
849,Chnenfa,ZAGHOUAN,,Réservoir,578410.97,4005557.8
850,Ouled Zouabi,ZAGHOUAN,,Réservoir,579099.0,3998014.34
851,Chirch/Zayatine,ZAGHOUAN,,Réservoir,571002.87,3997984.83
852,Dhomda,ZAGHOUAN,,Réservoir,580891.79,4014517.13
853,Jbel El Assa,ZAGHOUAN,,Réservoir,579044.51,4013545.46
854,LE KEF Lazreg,ZAGHOUAN,,Réservoir,577200.79,4014980.05
855,Bir Magra,ZAGHOUAN,,Réservoir,573095.56,4017345.27
856,Tlil Essalhi,ZAGHOUAN,,Réservoir,563236.0,4013016.0
857,Elhjara,ZAGHOUAN,,Réservoir,590229.08,4010713.84
858,El Ksour Sidi Ameur,ZAGHOUAN,,Réservoir,584916.67,4011304.48
859,Chouahia Hmaydia,ZAGHOUAN,,Réservoir,590138.93,4021703.02
860,Oum Laboueb Eljadida,ZAGHOUAN,,Réservoir,569338.04,4003114.6
861,Hichir Ksaiir,ZAGHOUAN,,Réservoir,623357.83,4026746.42
862,Henchir Bou Feris,ZAGHOUAN,,Réservoir,603347.0,4035943.0
863,Jimla,ZAGHOUAN,,Réservoir,603407.93,4036073.25
864,Sidi Ziid,ZAGHOUAN,,Réservoir,618610.0,4035124.84
865,Ouled Neji,ZAGHOUAN,,Réservoir,599844.61,4026932.28
866,Dmen El Feryess,ZAGHOUAN,,Réservoir,591934.21,4020573.48
867,Oued Sbayhia,ZAGHOUAN,,Réservoir,603796.78,4039193.71
868,Charchara (forage oued ezzit),ZAGHOUAN,,Réservoir,623229.68,4026738.04
869,Oued El Ghiren,ZAGHOUAN,,Réservoir,591160.0,4024552.0
870,Henchir Talla,ZAGHOUAN,,Réservoir,599057.12,4039991.06
871,Chguagua Souaissia,ZAGHOUAN,,Réservoir,605216.96,4042828.62
872,Tell Elmorgene,ZAGHOUAN,,Réservoir,581429.23,4047954.62
873,Nsaibiya Ouled Ayar,ZAGHOUAN,,Réservoir,595634.19,4043548.14
874,Dleyel El Arous,ZAGHOUAN,,Réservoir,580659.4,4038442.91
875,Bir El Ghaba,ZAGHOUAN,,Réservoir,582121.72,4042806.31
876,Boucha,ZAGHOUAN,,Réservoir,568748.22,4038006.56
877,El Jouf Ouest,ZAGHOUAN,,Réservoir,599532.97,4017863.18
878,Ain Battria,ZAGHOUAN,,Réservoir,612276.48,4013556.05
879,Jradou,ZAGHOUAN,,Réservoir,617782.84,4017360.3
880,Ain Safsaf,ZAGHOUAN,,Réservoir,603724.89,4039250.55
881,Araybia,ZAGHOUAN,,Réservoir,586224.81,4027598.18
882,Essarsar El Hmeimia,BEJA,,Source + sp,518097.2,4080970.6
883,Ksar Mezwar,BEJA,,SP FORAGE,528583.5,4072720.7
884,Jbel Echaara,BEJA,,SP+SOURCE,520687.3,4074220.8
885,Ouled Soula,BEJA,,R100,522742.6,4080123.5
886,Ennheichia,BEJA,,R40,523533.4,4080210.4
887,Ennoueichia,BEJA,,SP FORAGE,529667.8,4081204.3
888,El Karrek,BEJA,,SP,512685.4,4069584.9
889,Bou Kasslene Ain Chalou,BEJA,,SP FORAGE,523306.4,4068758.0
890,Sidi Mahmoud,BEJA,,SP,528474.7,4064987.3
891,Ain Essatara Echourfa,BEJA,,SP FORAGE,529791.0,4075864.2
892,Ezziedine,BEJA,,SP FORAGE,514542.8,4065976.5
893,Eddkheilia,BEJA,,SP FORAGE,522065.6,4074804.7
894,Bou Saada,BEJA,,R100 OULED SOLA,522742.6,4080123.5
896,Lafereg,BEJA,,SP FORAGE SEMENE,514447.4,4059162.9
897,Henchir Mansour Lengaa,BEJA,,SP,518773.0,4052882.0
898,El Welja Ezzouabi,BEJA,,R100 (Argoub El Khorchef),520046.7,4051071.5
899,Ouled Alya,BEJA,,SP Bouzaaroura,512936.6,4048790.0
900,El Mkhachbia,BEJA,,SP Gnadil,525606.2,4062274.3
901,El Araibia,BEJA,,Point de piquage,522356.5,4055612.9
902,Bichouk Guitouni,BEJA,,Surpresseur,522740.5,4054344.7
903,Ksar Hdid,BEJA,,SP Forage,507351.8,4057998.6
904,El Meleh,BEJA,,R40,505688.7,4057086.2
905,El yosr 2,BEJA,,R40,529901.7,4062273.1
906,El Houaoulia,BEJA,,SP,511246.7,4045686.4
907,Bou Khmira,BEJA,,compteur SONEDE,512356.5,4054570.9
908,Sbaa Ouynette,BEJA,,compteur SONEDE,518521.3,4064075.3
909,Ain El Acha,BEJA,,compteur SONEDE,516110.8,4063238.1
910,Bourouis,BEJA,,Compteur racc Ain Soltane,511990.7,4076715.1
911,Beni Malek1,BEJA,,SP,502940.1,4069255.8
17,Tarhouna,BEN AROUS,,Station de pompage,619371.2,4057204.6
912,El Homr El Fahema,BEJA,,R50,502911.2,4070334.3
913,Beni Malek 2,BEJA,,SP,501413.2,4074107.0
914,Echebia,BEJA,,SP,501029.3,4072888.9
915,El Jouza,BEJA,,SP FORAGE DOGHREG,504234.6,4078429.6
916,El Hamra El Fteitna,BEJA,,SP,501409.1,4082413.9
917,El Ghorfa,BEJA,,R100,495382.6,4072884.9
918,Meghraoua,BEJA,,SP,494446.5,4072666.9
919,Elaaraba,BEJA,,Compteur SONEDE,509035.3,4073476.6
920,Tamisa Ermathnia,BEJA,,R40,497397.3,4071675.8
921,El Gassaa,BEJA,,R40,503754.5,4079854.9
922,Argoub limama,BEJA,,R20/Source,497103.8,4073673.9
923,Weljet Edoukhane,BEJA,,Station de pompage,547244.6,4049148.3
924,Ain Younes,BEJA,,Réservoir,534777.9,4031999.6
925,Oued Lahmar,BEJA,,Réservoir,543522.0,4045674.1
926,Zaatriya Birmilia,BEJA,,Station de reprise,542342.0,4046057.1
927,Khawaldia,BEJA,,Piquage SONEDE,535148.9,4049371.0
928,Bir Bouneb,BEJA,,Réservoir,539968.3,4052592.1
929,Mezghouta Zeldou,BEJA,,réservoir,527862.0,4047810.8
930,Jlasse Bou Issa,BEJA,,Station de reprise,545195.4,4039834.6
931,Lahweche,BEJA,,Réservoir,530760.7,4038452.9
932,Oued Zitoun,BEJA,,Réservoir,544098.9,4062523.4
933,El Ksar,BEJA,,Réservoir,545214.2,4069224.6
934,Bou Sedra,BEJA,,Station de reprise,560347.7,4060370.5
935,Trabelsia,BEJA,,Réservoir,551567.6,4060654.3
936,Mabrek Ejmel,BEJA,,Réservoir,547303.3,4063174.6
937,Louatia,BEJA,,Piquage SONEDE,546071.2,4062635.4
938,Kbar Erroum,BEJA,,Piquage SONEDE,548502.9,4063255.9
939,Hidous,BEJA,,Station de pompage,552990.2,4065882.4
940,Ettella /Ben Guayass,BEJA,,Station de pompage,572959.75,4048463.3
941,Khacheb,BEJA,,réservoir,563552.5,4045057.3
942,Dour Ismail,BEJA,,Réservoir,569053.2,4049889.6
943,Sidi Nasser,BEJA,,Station de pompage,554619.7,4038150.6
944,Ettrifa,BEJA,,Réservoir,558445.4,4034937.4
945,Chikh El Wediane,BEJA,,Station de pompage,561280.3,4038825.5
946,Ouled Sidhom Ena‹mya,BEJA,,Réservoir,565539.9,4037378.6
947,Ennouayria,BEJA,,Station de pompage,559544.4,4046319.1
948,Jreidia Abebda,BEJA,,Réservoir,554861.1,4034372.5
949,Belhouane,BEJA,,Réservoir,550872.7,4040003.0
950,El Ghouaoura,BEJA,,Station de reprise,507466.0,4091585.0
951,Oued Damous,BEJA,,Forage,508785.5,4098553.8
952,Oued El Maadene,BEJA,,Réservoir,514349.1,4079945.9
953,Errmila Fatnassa,BEJA,,Réservoir,516288.6,4087270.9
954,Ain El Moussem,BEJA,,Station de reprise,510599.3,4083357.4
955,Ejmila El Kamara,BEJA,,Réservoir,507806.3,4088048.7
956,Ejmil et Daoua,BEJA,,Réservoir,504812.1,4088021.2
957,Edhirat Ettraiya,BEJA,,Réservoir,511425.9,4088515.6
958,Jbel Eddis,BEJA,,Station de pompage,510832.3,4097462.2
960,Bou Karnouna,BEJA,,Station de pompage,501603.3,4089595.8
961,Ghyadha,BEJA,,Forage,514011.8,4091258.6
962,Tabouba,BEJA,,Station de reprise,506768.4,4081464.6
963,Ouled Ali Essendiane,BEJA,,Forage,499808.9,4093113.8
964,Taberdega,BEJA,,Station de pompage,502992.3,4098399.4
965,El Mchergua,BEJA,,Réervoir,497269.7,4084843.9
966,Tabouba Oued maadene,BEJA,,Réservoir,510020.3,4079486.1
967,Bellif Cap Nigro,BEJA,,Réservoir,506596.3,4097477.6
968,El Oulija,BEJA,,Réservoir,498003.2,4094608.8
969,Hdhil,BEJA,,Station de reprise,517502.0,4094095.7
970,Iadhy Ain Melleti,BEJA,,Piquage SONEDE,515406.0,4038035.9
971,Ouled Marii,BEJA,,Réservoir,519788.8,4044285.0
972,chalagoua,BEJA,,Réservoir,524501.5,4037020.7
973,Rihana,BEJA,,Réservoir,509152.1,4033689.6
974,Neffet Zehna Garn Kebch,BEJA,,Forage,512650.9,4027853.6
975,Ain Hammem,BEJA,,Réservoir,511005.8,4026337.9
976,Bel Ich,BEJA,,Réservoir,507890.2,4034943.9
977,Dagher,SIDI BOUZID,,Reservoir,538026.02,3863920.96
978,Tahadi_Hnancha,SIDI BOUZID,,Reservoir,535726.95,3862953.98
979,Houajbia,SIDI BOUZID,,Reservoir,533557.03,3860974.9
980,Mlikat Azara,SIDI BOUZID,,Reservoir,546836.02,3866484.92
981,Ouled Omor Izitouna,SIDI BOUZID,,Reservoir,548095.02,3868577.93
982,Hsinat Awafi,SIDI BOUZID,,Reservoir,543426.05,3866331.44
983,Garaat Hadid,SIDI BOUZID,,Reservoir,550251.55,3871649.19
984,Lahwez,SIDI BOUZID,,Reservoir,546145.19,3871012.98
985,Mansour Ben Said,SIDI BOUZID,,Reservoir,550788.83,3898777.58
986,Ogla,SIDI BOUZID,,Reservoir,553503.67,3882325.32
987,Gotrana Nord,SIDI BOUZID,,Reservoir,561605.1,3894232.85
988,El Horeya,SIDI BOUZID,,Reservoir,539898.33,3896489.45
989,Enajeh,SIDI BOUZID,,Reservoir,531383.97,3903881.94
990,Imtiez,SIDI BOUZID,,Reservoir,523134.0,3912161.98
991,Zaghmar II,SIDI BOUZID,,Reservoir,530667.96,3913786.97
992,Zaghmar I,SIDI BOUZID,,Reservoir,528784.97,3918879.93
993,Ben Mrad,SIDI BOUZID,,Reservoir,539101.99,3920903.96
994,El Hamrouni,SIDI BOUZID,,Reservoir,542664.97,3921303.94
995,Echweiheya,SIDI BOUZID,,Reservoir,542921.92,3924605.9
996,Baten Laghzel Nord,SIDI BOUZID,,Reservoir,533698.52,3922380.82
997,Awled SaiId 2,SIDI BOUZID,,Reservoir,544128.77,3907304.58
998,El Amra,SIDI BOUZID,,Reservoir,526447.97,3887818.92
999,Felta,SIDI BOUZID,,Reservoir,524076.97,3893297.99
1000,El Khchouma,SIDI BOUZID,,Reservoir,527045.0,3896962.9
1001,Borj El Mahata,SIDI BOUZID,,Reservoir,522986.97,3900225.92
1002,El Mghila  II,SIDI BOUZID,,Reservoir,521484.01,3902847.93
1003,El Mghila  III,SIDI BOUZID,,Reservoir,519753.0,3902381.96
1004,El Ayoun,SIDI BOUZID,,Reservoir,521289.01,3906428.95
1005,El Blahdeya,SIDI BOUZID,,Reservoir,524203.99,3907217.95
1006,Izdihar Bir Bousbia,SIDI BOUZID,,Reservoir,523173.02,3861056.94
1007,Taoufik Wargha 1,SIDI BOUZID,,Reservoir,527832.62,3850781.98
1008,Amel Grawa Wargha 2,SIDI BOUZID,,Reservoir,526027.74,3854221.84
1009,"Ighramzia 
Ouled 
Slimane",SIDI BOUZID,,Reservoir,534329.63,3848780.26
1010,Rahal,SIDI BOUZID,,Reservoir,530597.96,3847646.27
1011,Baraka Bir El Hafy,SIDI BOUZID,,Reservoir,519305.97,3864976.21
1012,Baraka Ouled Slimane,SIDI BOUZID,,Reservoir,535283.92,3852119.37
1013,Ouled Slimane Amayria,SIDI BOUZID,,Reservoir,533170.01,3855888.91
1014,Ouled Khalifa,SIDI BOUZID,,Reservoir,513691.01,3871773.96
1015,EL Khir Bir Amama,SIDI BOUZID,,Reservoir,529215.6,3861612.75
1016,Hinchir Griaat,SIDI BOUZID,,Reservoir,523227.59,3857734.22
1017,Baraka Msalbya,SIDI BOUZID,,Reservoir,522410.26,3873922.56
1018,El Ezdihare Ben Bachir,SIDI BOUZID,,Reservoir,515869.62,3843000.15
1019,Douar Abd EL mlak,SIDI BOUZID,,Reservoir,504987.4,3855771.04
1020,Tharih,SIDI BOUZID,,Reservoir,506278.79,3860146.6
1021,Sabra Ennaser,SIDI BOUZID,,Reservoir,515986.73,3855768.54
1022,Damdoum,SIDI BOUZID,,Reservoir,521682.19,3841764.02
1023,Erraguba,SIDI BOUZID,,Reservoir,503995.5,3841113.61
1024,Wafa,SIDI BOUZID,,Reservoir,501617.68,3850520.71
1025,Intilaka Ounaysia,SIDI BOUZID,,Reservoir,510398.85,3863320.82
1026,Ouled Brahim,SIDI BOUZID,,Reservoir,499107.46,3844908.04
1027,Aouled Ben Jeddou,SIDI BOUZID,,Reservoir,542171.31,3833662.16
1028,Awled Bouaziz,SIDI BOUZID,,Reservoir,539238.76,3844592.22
1029,Khorchof,SIDI BOUZID,,Reservoir,541800.42,3845757.7
1030,Zairia,SIDI BOUZID,,Reservoir,532505.98,3832640.92
1031,Mahrouka,SIDI BOUZID,,Reservoir,525694.96,3828557.99
1032,Iglella,SIDI BOUZID,,Reservoir,528864.01,3823905.95
1033,Galel,SIDI BOUZID,,Reservoir,532236.52,3839327.1
1034,Birjehli,SIDI BOUZID,,Reservoir,528579.92,3833333.76
1035,Aouled zouaed,SIDI BOUZID,,Reservoir,536147.29,3841423.63
1036,Nouamer,SIDI BOUZID,,Reservoir,535509.66,3827178.92
1037,Dakhlet  haddej,SIDI BOUZID,,Reservoir,538964.3,3819990.1
1038,Jabbas-Zouara,SIDI BOUZID,,Reservoir,560305.24,3841190.13
1039,Mech,SIDI BOUZID,,Reservoir,546379.35,3818227.43
1040,Bouattouche,SIDI BOUZID,,Reservoir,553039.78,3863826.39
1041,Amamria,SIDI BOUZID,,Reservoir,549878.88,3869647.16
1042,Chifa _Rmilia,SIDI BOUZID,,Reservoir,551799.35,3849085.92
1043,Oufouk_Ksaira,SIDI BOUZID,,Reservoir,555182.84,3871567.01
1044,Ettawfik,SIDI BOUZID,,Reservoir,547836.14,3859787.8
1045,Ghriouis,SIDI BOUZID,,Reservoir,558673.98,3869168.13
1046,Zefzef,SIDI BOUZID,,Reservoir,545132.02,3848505.92
1047,Awled Dlela_El Khima,SIDI BOUZID,,Reservoir,584173.63,3821570.13
1048,El Karama,SIDI BOUZID,,Reservoir,576885.44,3826142.91
1049,Dawara,SIDI BOUZID,,Reservoir,573686.25,3826426.64
1050,Bouhedma,SIDI BOUZID,,Reservoir,589760.04,3815096.3
1051,El Najeh,SIDI BOUZID,,Reservoir,576646.96,3848656.94
1052,Atoumouh_Bir Echaref,SIDI BOUZID,,Reservoir,563256.95,3850300.93
1053,El Amal,SIDI BOUZID,,Reservoir,583192.95,3851421.98
1055,El Wifak,SIDI BOUZID,,Reservoir,578337.99,3859479.93
1056,El Entilaka,SIDI BOUZID,,Reservoir,575847.99,3861196.97
1057,Enour,SIDI BOUZID,,Reservoir,564539.0,3864042.95
1058,El Matleg,SIDI BOUZID,,Reservoir,565488.0,3867414.95
1059,Gobrar,SIDI BOUZID,,Reservoir,574489.01,3870017.93
1060,Radhaa,SIDI BOUZID,,Reservoir,574345.85,3836868.09
1061,Essaida Sud,SIDI BOUZID,,Reservoir,579074.79,3868309.5
1062,Bir Akerma,SIDI BOUZID,,Reservoir,582748.01,3865957.95
1063,Inaw,SIDI BOUZID,,Reservoir,576208.0,3875519.96
1064,Echwechneya,SIDI BOUZID,,Reservoir,577566.95,3876203.98
1065,El Mharzeya,SIDI BOUZID,,Reservoir,576543.97,3891085.96
1054,Raihan,SIDI BOUZID,,Reservoir,559553.01,3855005.94
1066,HERIA,SILIANA,ROUHIA,Forage,506131.9838,3952626.019
1067,JOUF ALHIRIA,SILIANA,ROUHIA,Puit de surface,504480.5809,3960075.873
1068,FONDOK DEBBICHE,SILIANA,ROUHIA,Forage,507847.993,3948326.996
1069,BOUAJILA,SILIANA,ROUHIA,Bache de reprise,509528.0021,3948278.995
1070,CHOUCHA,SILIANA,ROUHIA,Forage,533152.128,3931904.905
1071,MAGROUNA,SILIANA,ROUHIA,Puit de surface,537107.1486,3928217.884
1072,RHAMNA,SILIANA,ROUHIA,Forage,504186.9731,3946133.984
1073,DGUEGZA,SILIANA,ROUHIA,Forage,499539.9479,3948488.997
1074,ROUHIA 10,SILIANA,ROUHIA,Forage,507143.9892,3950053.005
1075,OULED LABIADH,SILIANA,ROUHIA,Forage,508923.9988,3947647.992
1076,MFETHIA,SILIANA,,Piquage SONEDE,518436.0518,3966637.095
1077,BOUMIA,SILIANA,,Piquage SONEDE,513203.0231,3967118.098
1078,SOUALEM,SILIANA,,Forage,515277.0341,3961569.068
1079,BLAADIA,SILIANA,,Piquage SONEDE,515934.0381,3966949.097
1080,AOULED HAMMOUDA,SILIANA,,Piquage GR,513674.0254,3961753.069
1081,GARAA,SILIANA,,Piquage SONEDE,519131.056,3971403.122
1082,AOULED CHIKH,SILIANA,,Piquage SONEDE,510735.0095,3965998.092
1083,SODGA -DKHILA,SILIANA,BARGOU,Forage,554133.2517,3982010.176
1084,BAYATH,SILIANA,BARGOU,Piquage GR,555615.2607,3985245.193
1085,ALKERMANIA,SILIANA,BARGOU,Piquage SONEDE,550773.2356,3994317.245
1086,AIN ZAKKAR,SILIANA,BARGOU,Forage,549913.2286,3983958.187
1087,AOULED ARFA,SILIANA,BARGOU,Piquage SONEDE,552946.2478,3994335.245
1088,AOULED BEN AMOR,SILIANA,BARGOU,Forage,560096.2876,3992846.235
1089,ALKNAZIZ,SILIANA,BARGOU,B?che de reprise,561458.2967,3998870.269
1090,AIN SLIMEN,SILIANA,SILIANA NORD,Forage,524364.0871,3993116.243
1091,JOUABRIA-ATAYAT,SILIANA,SILIANA NORD,Bache de reprise,534420.1441,3997086.264
1092,AIN DISSA,SILIANA,SILIANA NORD,Puit de surface,522191.0736,3978108.159
1093,AOULED SLEMA,SILIANA,SILIANA SUD,Source naturelle,528276.1068,3973609.133
1094,MEDIOUNA,SILIANA,SILIANA NORD,Bache de reprise,534523.1446,3996507.261
1095,LOUATA,SILIANA,SILIANA NORD,Forage,521156.0688,3989505.223
1096,AOULED ABDA,SILIANA,SILIANA SUD,Forage,539829.1718,3980294.169
1097,BALLOUTA-1,SILIANA,SILIANA SUD,Forage,536984.1552,3975102.14
1098,RAININE,SILIANA,SILIANA SUD,Bache de reprise,536559.1528,3974957.14
1099,LE KEFF ENNHAL,SILIANA,SILIANA SUD,Forage,536585.1534,3977654.155
1100,SIDI AMEUR,SILIANA,SILIANA SUD,Puit de surface,544316.1948,3969985.111
1101,NMEYRIYA,SILIANA,SILIANA SUD,Puit de surface,534581.1424,3978814.161
1102,MGUEDIL,SILIANA,SILIANA SUD,Forage,543565.1943,3989799.221
1103,FAOUAR JIBSSA,SILIANA,SILIANA SUD,Piquage GR,528276.1068,3973609.133
1104,Ouled Haj Tahar (EN ARRET) - Bichga 1+Bichga 2,SILIANA,BOUARADA,Piquage SONEDE,558385.0202,4024472.441
1105,FTISS,SILIANA,BOUARADA,Piquage SONEDE,558138.2846,4026386.427
1106,HINCHIR ROMENE,SILIANA,BOUARADA,Piquage SONEDE,554234.2596,4014732.361
