annee,gouvernorat,communal,non_communal,ensemble,feuille
2019,Ariana,0.9989105311594303,0.9451239739989508,0.9926871278681979,Feuil1
2019,Ben Arous,0.9994877164119237,0.8190102784754609,0.9837540000220891,Feuil1
2019,Manouba,0.9994958594856445,0.7892272883664191,0.9519759003392599,Feuil1
2019,Grand Tunis,0.9993265181592336,0.8491387342785899,0.9873716565205043,Feuil1
2019,Nabeul,0.9994898839023935,0.5845855247594638,0.8705728357931543,Feuil1
2019,Zaghouan,0.9970377861446359,0.4568543425528187,0.7025134353774323,Feuil1
2019,Bizerte,0.9945500907938076,0.5091084488725306,0.8305538731651001,Feuil1
2019,Nord Est,0.9975066606374278,0.5357712860797592,0.8374370035609107,Feuil1
2019,Beja,0.9994742450434426,0.4023815103256087,0.6739531797501752,Feuil1
2019,Jendouba,0.9994932498553599,0.3859030595257379,0.5784901548011615,Feuil1
2019,Le Kef,0.9892685776660327,0.2933678606607291,0.7023408853558424,Feuil1
2019,Siliana,0.9994801824453193,0.3473403586716161,0.6406359185888775,Feuil1
2019,Nord Ouest,0.9965077767179042,0.3682434372219234,0.6407032259005582,Feuil1
2019,Kairouan,0.9934651293815553,0.3147360342921954,0.5621586217676711,Feuil1
2019,Kasserine,0.9776665612283393,0.1161976128866738,0.5163090407187949,Feuil1
2019,Sidi Bouzid,0.9992613629512361,0.3091657685885973,0.5060036089606053,Feuil1
2019,Centre Ouest,0.9888934294324618,0.2626139143866742,0.5320104344464492,Feuil1
2019,Sousse,0.9984041385620018,0.7803532011085453,0.9626198519622515,Feuil1
2019,Monastir,0.9994913567918011,,0.9994913567918011,Feuil1
2019,Mahdia,0.9994743195762232,0.6555168836559816,0.8258223403401681,Feuil1
2019,Sfax,0.9994766282214437,0.5516310948433715,0.8468595979417135,Feuil1
2019,Centre Est,0.9991547999838116,0.6258080497703454,0.9069370740490321,Feuil1
2019,Gafsa,0.9949660709374918,0.3025639546308004,0.8337350524860635,Feuil1
2019,Tozeur,0.9994780838560178,0.9166868360390268,0.9765713214455817,Feuil1
2019,Kebili,0.999483059746914,0.9511020343045258,0.97721079523027,Feuil1
2019,Sud Ouest,0.9967060345894705,0.6609384387311475,0.8964646535170842,Feuil1
2019,Gabes,0.999454877385972,0.753036811025447,0.9350024180343698,Feuil1
2019,Medenine,0.9958892540139406,0.6164849103657124,0.9209629228458536,Feuil1
2019,Tataouine,0.9977479995413929,0.8017704633305102,0.9277731542176083,Feuil1
2019,Sud Est,0.9973771822514669,0.7055824779716697,0.9270382433194174,Feuil1
2019,Total,0.9978929501989946,0.4917123419238669,0.8468036173711703,Feuil1
2020,Tunis,0.9994489826074147,,0.9994489826074147,Feuil1
2020,Ariana,0.9989408466449988,0.9456335604256816,0.9927728976626138,Feuil1
2020,Ben Arous,0.9994900750244757,0.8185460489067479,0.9837156822697791,Feuil1
2020,Manouba,0.9994670721452273,0.7925030904814087,0.9526939386184807,Feuil1
2020,Grand Tunis,0.9993489500409983,0.8505539927657634,0.9874881797700882,Feuil1
2020,Nabeul,0.9994522228499332,0.584950152366637,0.8706601719005091,Feuil1
2020,Zaghouan,0.9976348976165457,0.4580807871976574,0.7034536783287904,Feuil1
2020,Bizerte,0.996062226789,0.5185017267997913,0.8347284866979401,Feuil1
2020,Nord Est,0.9980834147665735,0.5395833617235613,0.8392176565614479,Feuil1
2020,Beja,0.9994621253138669,0.404019313867851,0.67484055979654,Feuil1
2020,Jendouba,0.999475565879252,0.4183885766653568,0.6007739164553023,Feuil1
2020,Le Kef,0.990942884807898,0.2956211143763526,0.7042538986813919,Feuil1
2020,Siliana,0.9994640838486653,0.3518520567462767,0.6431112701447499,Feuil1
2020,Nord Ouest,0.9969780272026706,0.3833159422661909,0.6494436012172997,Feuil1
2020,Kairouan,0.994296758161508,0.3147435830177874,0.5624665790374261,Feuil1
2020,Kasserine,0.9790473994848007,0.116193854370761,0.5169483616692201,Feuil1
2020,Sidi Bouzid,0.9992743792580235,0.3091740115182296,0.5060132134135658,Feuil1
2020,Centre Ouest,0.9897290222219067,0.2624592204885681,0.5322747936925797,Feuil1
2020,Sousse,0.9983990161712087,0.78033,0.9626117626774613,Feuil1
2020,Monastir,0.9994899999999995,,0.9994899999999995,Feuil1
2020,Mahdia,0.99947,0.65864,0.8273969528664908,Feuil1
2020,Sfax,0.9994799999999995,0.5621899999999997,0.8504600897920688,Feuil1
2020,Centre Est,0.9991539624760533,0.632292327175853,0.908292735497906,Feuil1
2020,Gafsa,0.9959,0.3026037091485721,0.8344607663090081,Feuil1
2020,Tozeur,0.99948,0.9166299999999998,0.9765569819788227,Feuil1
2020,Kebili,0.9994799999999998,0.9511,0.9772082075470195,Feuil1
2020,Sud Ouest,0.9972729206960079,0.6596030431252782,0.8965798778108611,Feuil1
2020,Gabes,0.99945,0.75578,0.9357163176358694,Feuil1
2020,Medenine,0.99694,0.61648,0.921805193471162,Feuil1
2020,Tataouine,0.9977499999999995,0.8017599999999997,0.9277707044125139,Feuil1
2020,Sud Est,0.9979349766587542,0.7064200036122502,0.9277249256680017,Feuil1
2020,Total,0.998137435503754,0.4965078837049409,0.8482616223795014,Feuil1
2021,Tunis,0.9994599999999999,,0.9994599999999999,Feuil1
2021,Ariana,0.9989999999999999,0.94569,0.9928317370181227,Feuil1
2021,Ben Arous,0.9994900000000001,0.8180773005009053,0.9836747490962395,Feuil1
2021,Manouba,0.9994799999999996,0.7943458742082072,0.9531204074785473,Feuil1
2021,Grand Tunis,0.999366450221504,0.8518429642648285,0.9875237657509958,Feuil1
2021,Nabeul,0.99946,0.5867864589630242,0.8712361007544707,Feuil1
2021,Zaghouan,0.9976999999999996,0.4706399781812362,0.7103309356885459,Feuil1
2021,Bizerte,0.9973529726222103,0.537,0.8418324326343832,Feuil1
2021,Nord Est,0.998561645594616,0.549231097884346,0.8429579939457609,Feuil1
2021,Beja,0.9994699999999997,0.4072433705625786,0.6766018220768286,Feuil1
2021,Jendouba,0.99948,0.4276878410964245,0.607155819431193,Feuil1
2021,Le Kef,0.991324914016896,0.2984043304682777,0.7056259642480022,Feuil1
2021,Siliana,0.9994699999999999,0.354,0.6442958509178358,Feuil1
2021,Nord Ouest,0.99704000391019,0.3885373367975569,0.652868661013219,Feuil1
2021,Kairouan,0.9944189810240645,0.3188900828430492,0.5651460767464762,Feuil1
2021,Kasserine,0.9792372868832294,0.1160053814254423,0.5169356191407241,Feuil1
2021,Sidi Bouzid,0.9993,0.3092333230768876,0.5060629152490925,Feuil1
2021,Centre Ouest,0.9897886708642448,0.2636145003729212,0.5335100231275585,Feuil1
2021,Sousse,0.9986,0.780338997277687,0.9627812396397917,Feuil1
2021,Monastir,0.999490000000001,,0.999490000000001,Feuil1
2021,Mahdia,0.9994700000000001,0.6616907343783298,0.8289371610655174,Feuil1
2021,Sfax,0.99948,0.5796971173360669,0.8564261742061202,Feuil1
2021,Centre Est,0.999216127891516,0.6422961682776241,0.9101647766846979,Feuil1
2021,Gafsa,0.9955928661416189,0.302226038601629,0.8341372074544187,Feuil1
2021,Tozeur,0.9994800000000005,0.9200049299856224,0.9774907608669418,Feuil1
2021,Kebili,0.9994800000000007,0.9539999999999996,0.978543226110758,Feuil1
2021,Sud Ouest,0.997084390334694,0.6612851101430963,0.8969373433716548,Feuil1
2021,Gabes,0.9994600000000002,0.7673347801799814,0.9387459398829852,Feuil1
2021,Medenine,0.9978151803749042,0.62,0.923202683710008,Feuil1
2021,Tataouine,0.997999999999999,0.811159882058418,0.9312877195722497,Feuil1
2021,Sud Est,0.9984153876852959,0.7125440526807358,0.9298275326726182,Feuil1
2021,Total,0.9982538910138848,0.5010641567573028,0.8493722144485912,Feuil1
2022,Tunis,0.9994699999999999,,0.9994699999999999,Feuil1
2022,Ariana,0.9992,0.946,0.9930444646288527,Feuil1
2022,Ben Arous,0.9994900000000001,0.8181000000000004,0.9836767280000018,Feuil1
2022,Manouba,0.9994799999999999,0.7950000000000002,0.9532682376118725,Feuil1
2022,Grand Tunis,0.9994154163995664,0.852178386359632,0.9875736976740751,Feuil1
2022,Nabeul,0.9994657035589577,0.5878165465755574,0.8715600959037841,Feuil1
2022,Zaghouan,0.998823933804392,0.4708643693929087,0.7109644116655998,Feuil1
2022,Bizerte,0.9975000000000003,0.5507378076279766,0.8465708184025088,Feuil1
2022,Nord Est,0.9987056561286273,0.5545312840866978,0.8448661898253792,Feuil1
2022,Beja,0.9994899999999999,0.4095304969236532,0.6778578066154115,Feuil1
2022,Jendouba,0.9994900000000001,0.457,0.6272709315803101,Feuil1
2022,Le Kef,0.9928442088794214,0.2985311184195639,0.7065711128497114,Feuil1
2022,Siliana,0.9994878909445178,0.356,0.6454044105180138,Feuil1
2022,Nord Ouest,0.9975020521461472,0.4017206405118206,0.6605163276512356,Feuil1
2022,Kairouan,0.9945629506675846,0.33,0.5722584886726604,Feuil1
2022,Kasserine,0.9785940587582712,0.1160344351705838,0.516652429874125,Feuil1
2022,Sidi Bouzid,0.9993734279344463,0.30924,0.5060886317444336,Feuil1
2022,Centre Ouest,0.9896220982376873,0.2682469438983044,0.5363647614512562,Feuil1
2022,Sousse,0.9984673201060505,0.7796263833326847,0.9625533869090079,Feuil1
2022,Monastir,0.9994899999999999,,0.9994899999999999,Feuil1
2022,Mahdia,0.999467690313268,0.6616892052695924,0.8289352454650866,Feuil1
2022,Sfax,0.99948,0.581,0.8568701712277554,Feuil1
2022,Centre Est,0.9991748264004199,0.6430565489732022,0.9102492048898038,Feuil1
2022,Gafsa,0.9948079107408226,0.3022597827416467,0.833542892373261,Feuil1
2022,Tozeur,0.9994799999999999,0.92,0.9774893968337578,Feuil1
2022,Kebili,0.9994800000000003,0.9539999999999998,0.9785432261107577,Feuil1
2022,Sud Ouest,0.9966002101956651,0.6613154698397605,0.8965946054543276,Feuil1
2022,Gabes,0.9994557871422358,0.7677649850098511,0.9388553521695431,Feuil1
2022,Medenine,0.9978090154182564,0.619998106909851,0.9231973623791365,Feuil1
2022,Tataouine,0.998,0.81116,0.9312877616839336,Feuil1
2022,Sud Est,0.9984101915673255,0.7124510634563039,0.9298550139228711,Feuil1
2022,Total,0.9982723739012008,0.505744457651988,0.8507025671129061,Feuil1
2023,Tunis,0.9994700000000001,,0.9994700000000001,Feuil1
2023,Ariana,0.9993000000000001,0.946,0.9931328940736437,Feuil1
2023,Ben Arous,0.9994900000000001,0.819,0.9837551884708107,Feuil1
2023,Manouba,0.9994799999999999,0.7950000000000002,0.9532682376118725,Feuil1
2023,Grand Tunis,0.9994379147608844,0.8524173952845425,0.9876070847426697,Feuil1
2023,Nabeul,0.9994657035589577,0.617,0.8806278354591947,Feuil1
2023,Zaghouan,0.9988239338043919,0.485,0.718671584990935,Feuil1
2023,Bizerte,0.998,0.562,0.8507065980513642,Feuil1
2023,Nord Est,0.9988870680758114,0.5748778245388708,0.8520375658105765,Feuil1
2023,Beja,0.99949,0.428,0.6879269499281181,Feuil1
2023,Jendouba,0.99949,0.4590000000000001,0.6286431930723918,Feuil1
2023,Le Kef,0.9928442088794215,0.299,0.7067644379987645,Feuil1
2023,Siliana,0.9994878909445178,0.358,0.6465049237845704,Feuil1
2023,Nord Ouest,0.9975028421034217,0.4073118959455994,0.6636834871009838,Feuil1
2023,Kairouan,0.9945629506675846,0.338,0.5773421841940035,Feuil1
2023,Kasserine,0.9785940587582712,0.1160344351705838,0.516652429874125,Feuil1
2023,Sidi Bouzid,0.9993734279344463,0.30924,0.5060886317444336,Feuil1
2023,Centre Ouest,0.9896209954517348,0.271557485641677,0.538457001985381,Feuil1
2023,Sousse,0.9984673201060505,0.7796263833326847,0.9625533869090078,Feuil1
2023,Monastir,0.9994899999999998,,0.9994899999999998,Feuil1
2023,Mahdia,0.9994676903132679,0.662,0.8290921547638403,Feuil1
2023,Sfax,0.99948,0.583,0.8575517322522834,Feuil1
2023,Centre Est,0.9991747317428845,0.6441805488412418,0.9105423423028166,Feuil1
2023,Gafsa,0.9948079107408226,0.3022597827416467,0.833542892373261,Feuil1
2023,Tozeur,0.9994799999999999,0.92,0.9774893968337577,Feuil1
2023,Kebili,0.9994800000000003,0.9559999999999998,0.9794639285685078,Feuil1
2023,Sud Ouest,0.9966016345891606,0.6623628005040358,0.8968780046038788,Feuil1
2023,Gabes,0.9994557871422358,0.7680000000000001,0.9389168220703639,Feuil1
2023,Medenine,0.9978090154182564,0.619998106909851,0.9231973623791365,Feuil1
2023,Tataouine,0.998,0.81116,0.9312877616839337,Feuil1
2023,Sud Est,0.9984106156987888,0.7124959983195234,0.9298791794592368,Feuil1
2023,Total,0.99830379204374,0.5113302137435983,0.8523959870719474,Feuil1
