inv_declare,nbr_adi,nbr_emploi_pervu,mois,gouvernorat,feuille
859324,20,16,4,قبلي,SQL Results
1235642,22,29,4,جندوبة,SQL Results
5102000,5,35,4,سوسة,SQL Results
907129,25,20,4,باجة,SQL Results
1089377,28,13,4,قابس,SQL Results
162477,4,4,4,تــونس,SQL Results
1872484,23,27,4,بنزرت,SQL Results
2115573,40,3,4,سليانة,SQL Results
5943976,8,17,4,أريانة,SQL Results
564400,10,8,4,بن عروس,SQL Results
4855224,20,45,4,منــوبة,SQL Results
743735,14,6,4,زغوان,SQL Results
517782,12,45,4,الكاف,SQL Results
509500,13,14,4,القيروان,SQL Results
68789,2,1,4,توزر,SQL Results
5761746,59,109,4,سيدي بوزيد,SQL Results
1015279,21,12,4,تطاوين,SQL Results
717900,13,14,4,المنستير,SQL Results
2870788,38,51,4,القصرين,SQL Results
1792715,28,59,5,صفاقس,SQL Results
2504253,83,94,5,القصرين,SQL Results
1410081,18,18,5,زغوان,SQL Results
1228000,24,9,5,سليانة,SQL Results
1676679,13,33,5,تطاوين,SQL Results
776588,12,13,5,أريانة,SQL Results
1445500,7,19,5,سوسة,SQL Results
4451750,10,19,5,المنستير,SQL Results
1062643,10,9,5,مدنين,SQL Results
2707584,68,82,5,الكاف,SQL Results
2963040,63,47,5,سيدي بوزيد,SQL Results
4265157,17,22,5,باجة,SQL Results
2053729,28,30,5,منــوبة,SQL Results
1847302,17,31,5,نابل,SQL Results
1558200,16,61,5,بن عروس,SQL Results
2861260,22,14,5,قفصة,SQL Results
107505,2,1,5,قبلي,SQL Results
4567705,26,70,5,بنزرت,SQL Results
1063968,12,34,5,قابس,SQL Results
829406,15,17,5,جندوبة,SQL Results
2985000,30,69,5,القيروان,SQL Results
2726809,9,4,5,توزر,SQL Results
1624000,29,27,5,المهدية,SQL Results
424016,11,9,5,تــونس,SQL Results
3901932,19,24,6,منــوبة,SQL Results
320943,25,7,6,قابس,SQL Results
326037,6,3,6,توزر,SQL Results
1477386,16,71,6,باجة,SQL Results
3022368,48,64,6,القيروان,SQL Results
1935234,15,29,6,مدنين,SQL Results
641114,16,13,6,جندوبة,SQL Results
291948,8,7,6,تــونس,SQL Results
1604014,26,14,6,بنزرت,SQL Results
8771500,17,61,6,المهدية,SQL Results
3625388,68,49,6,نابل,SQL Results
4427767,66,68,6,سيدي بوزيد,SQL Results
130000,1,0,6,قبلي,SQL Results
3715570,57,80,6,الكاف,SQL Results
668000,12,23,6,المنستير,SQL Results
4355204,91,116,6,القصرين,SQL Results
583500,11,31,6,بن عروس,SQL Results
1883200,28,14,6,سليانة,SQL Results
5309800,9,33,6,سوسة,SQL Results
2610705,28,68,6,صفاقس,SQL Results
315846,10,5,6,تطاوين,SQL Results
32559,1,2,6,أريانة,SQL Results
2191011,17,37,6,قفصة,SQL Results
1205173,13,17,6,زغوان,SQL Results
3844610,10,36,7,قبلي,SQL Results
1641513,22,19,7,بنزرت,SQL Results
7309000,17,40,7,القيروان,SQL Results
260358,6,8,7,القصرين,SQL Results
482504,6,9,7,زغوان,SQL Results
198938,3,12,7,تــونس,SQL Results
2175780,16,41,7,نابل,SQL Results
997610,10,14,7,قفصة,SQL Results
766892,13,16,7,باجة,SQL Results
1343673,15,24,7,مدنين,SQL Results
1254862,17,27,7,صفاقس,SQL Results
720040,11,9,7,منــوبة,SQL Results
704122,8,13,7,جندوبة,SQL Results
113000,3,1,7,سوسة,SQL Results
15100,2,0,7,توزر,SQL Results
663933,7,17,7,الكاف,SQL Results
2028160,8,19,7,بن عروس,SQL Results
2773458,33,38,7,سيدي بوزيد,SQL Results
863000,8,11,7,سليانة,SQL Results
1770500,22,37,7,المهدية,SQL Results
2624100,14,65,7,المنستير,SQL Results
97054,1,1,7,أريانة,SQL Results
20795410,20,209,7,قابس,SQL Results
511500,7,8,7,تطاوين,SQL Results
828317,12,18,8,بنزرت,SQL Results
418000,5,6,8,المنستير,SQL Results
647690,9,7,8,مدنين,SQL Results
765300,9,11,8,بن عروس,SQL Results
1753138,25,47,8,الكاف,SQL Results
591746,8,10,8,قفصة,SQL Results
37839,1,1,8,أريانة,SQL Results
886100,15,14,8,المهدية,SQL Results
1303182,7,4,8,قبلي,SQL Results
624840,8,0,8,سليانة,SQL Results
10246985,9,11,8,نابل,SQL Results
3246988,14,8,8,زغوان,SQL Results
448344,6,13,8,تطاوين,SQL Results
4761709,56,94,8,سيدي بوزيد,SQL Results
79092,3,3,8,منــوبة,SQL Results
1031348,16,27,8,صفاقس,SQL Results
8972,2,3,8,تــونس,SQL Results
514527,10,10,8,جندوبة,SQL Results
748577,17,10,8,قابس,SQL Results
1771410,11,15,8,القصرين,SQL Results
2077675,28,36,8,القيروان,SQL Results
1032548,14,69,8,باجة,SQL Results
951028,16,25,9,باجة,SQL Results
4488483,37,58,9,سيدي بوزيد,SQL Results
1330900,18,23,9,القيروان,SQL Results
1011500,15,18,9,المهدية,SQL Results
317000,1,4,9,توزر,SQL Results
379600,8,12,9,سوسة,SQL Results
459916,12,9,9,قابس,SQL Results
1458696,15,18,9,قفصة,SQL Results
739038,11,18,9,تطاوين,SQL Results
4354215,71,57,9,نابل,SQL Results
3220400,15,37,9,المنستير,SQL Results
1771745,22,57,9,بن عروس,SQL Results
1138680,7,15,9,الكاف,SQL Results
450285,6,8,9,زغوان,SQL Results
449281,19,17,9,جندوبة,SQL Results
2272452,65,89,9,القصرين,SQL Results
1271802,24,27,9,صفاقس,SQL Results
376312,5,5,9,أريانة,SQL Results
811367,17,5,9,سليانة,SQL Results
1727969,22,25,9,مدنين,SQL Results
119344,3,3,9,تــونس,SQL Results
2288262,19,26,9,منــوبة,SQL Results
320343,14,6,9,قبلي,SQL Results
2200602,27,35,9,بنزرت,SQL Results
2470388,26,45,10,بنزرت,SQL Results
837330,18,45,10,قابس,SQL Results
309000,9,2,10,سليانة,SQL Results
3409613,40,59,10,قفصة,SQL Results
5792527,62,113,10,القصرين,SQL Results
4505230,54,48,10,سيدي بوزيد,SQL Results
1151760,28,18,10,صفاقس,SQL Results
4067190,60,62,10,الكاف,SQL Results
1342442,21,29,10,تطاوين,SQL Results
1158800,12,20,10,المنستير,SQL Results
1508401,3,2,10,قبلي,SQL Results
277666,9,9,10,أريانة,SQL Results
707177,12,9,10,منــوبة,SQL Results
407632,14,13,10,جندوبة,SQL Results
833699,9,9,10,باجة,SQL Results
8967385,45,140,10,نابل,SQL Results
5666050,34,41,10,المهدية,SQL Results
84000,12,10,10,توزر,SQL Results
2504000,64,49,10,القيروان,SQL Results
733095,12,22,10,مدنين,SQL Results
743426,8,11,10,زغوان,SQL Results
1326548,14,26,10,بن عروس,SQL Results
524300,5,11,10,سوسة,SQL Results
167995,5,4,10,تــونس,SQL Results
1936778,15,17,11,قفصة,SQL Results
1458089,20,34,11,مدنين,SQL Results
1676500,52,40,11,القيروان,SQL Results
1369450,21,11,11,بنزرت,SQL Results
1163985,8,7,11,تــونس,SQL Results
1112232,24,15,11,قابس,SQL Results
349331,7,5,11,قبلي,SQL Results
1618435,24,36,11,صفاقس,SQL Results
3176244,15,34,11,باجة,SQL Results
57000,1,2,11,توزر,SQL Results
2938130,20,27,11,زغوان,SQL Results
580500,6,2,11,سوسة,SQL Results
2831106,24,35,11,سيدي بوزيد,SQL Results
3763900,14,125,11,بن عروس,SQL Results
2336989,17,26,11,منــوبة,SQL Results
759991,12,12,11,الكاف,SQL Results
403507,15,13,11,جندوبة,SQL Results
5681800,13,38,11,المنستير,SQL Results
123249,4,5,11,أريانة,SQL Results
2105100,5,45,11,تطاوين,SQL Results
4297944,88,76,11,القصرين,SQL Results
14143523,51,46,11,نابل,SQL Results
1054000,13,15,11,سليانة,SQL Results
1026220,26,12,11,المهدية,SQL Results
2172926,21,39,12,سيدي بوزيد,SQL Results
2360810,25,42,12,تطاوين,SQL Results
2690957,22,51,12,صفاقس,SQL Results
2850778,18,31,12,زغوان,SQL Results
1039000,12,11,12,سليانة,SQL Results
630500,12,10,12,المنستير,SQL Results
949156,27,11,12,قابس,SQL Results
462252,10,5,12,قفصة,SQL Results
702309,16,20,12,جندوبة,SQL Results
6862509,94,182,12,نابل,SQL Results
1643064,20,30,12,بنزرت,SQL Results
3738744,74,64,12,الكاف,SQL Results
3292959,55,87,12,القيروان,SQL Results
1460000,29,19,12,المهدية,SQL Results
4436034,25,28,12,منــوبة,SQL Results
1780532,41,42,12,القصرين,SQL Results
881153,6,52,12,باجة,SQL Results
1321673,19,32,12,مدنين,SQL Results
387250,9,9,12,سوسة,SQL Results
813391,9,31,12,تــونس,SQL Results
1681963,15,15,12,بن عروس,SQL Results
14730,1,0,12,قبلي,SQL Results
341781,6,11,12,أريانة,SQL Results
908343,5,21,12,توزر,SQL Results
