id,ref,type,titre,date_text,keywords,link,feuille
2175,"J.O.R.T., 2-6 Dec 1988, V.131, No.82, p.1687-1688 (Ar, Fr)",Arrêté,Arrêté du Ministre de l'Agriculture du 29 novembre 1988 fixant l'uniforme des ingénieurs et agents de la Direction Générale des Forêts,1988-12-06,TENUE REGLEMENTAIRE INGENIEUR DIR. FORETS,http://www.onagri.tn/uploads/jortagri/2987.pdf,First Sheet
2176,"J.O.R.T., 2-6 Dec 1988, V.131, No.82, p.1689 (Ar, Fr)",Arrêté,Arrêté du Ministre de l'Agriculture du 29 novembre 1988 définissant les délits forestiers graves,1988-12-06,FORET,http://www.onagri.tn/uploads/jortagri/2988.pdf,First Sheet
2177,"J.O.R.T., 25 Nov 1988, V.131, No.80, p.1656 (Ar, Fr)",Décret,Décret no 88-1931 du 19 novembre 1988 portant attribution du grand prix du Président de la République pour le reboisement pour l'année 1988,1988-11-25,GRAND PRIX PRESIDENTIEL REBOISEMENT,http://www.onagri.tn/uploads/jortagri/2985.pdf,First Sheet
2178,"J.O.R.T., 18 Nov 1988, V.131, No.78, p.1593-1594 (Ar, Fr)",Arrêté,Arrêté du Ministre de l'Agriculture du 7 novembre 1988 relatif à la répartition en lots des stocks des produits de la mer congelés au niveau de l'entreposage,1988-11-18,PRODUIT SURGELE MER,http://www.onagri.tn/uploads/jortagri/2984.pdf,First Sheet
2179,"J.O.R.T., 8-11 Nov 1988, V.131, No. 76, p.1551 (Ar, Fr)",Loi,Loi no 88-123 du 4 novembre 1988 portant ratification de la convention entre la République Tunisienne et la Jamahirya Arabe Libyenne Socialiste dans le domaine de la pêche,1988-11-11,CONVENTION LIBYE PECHE,http://www.onagri.tn/uploads/jortagri/2983.pdf,First Sheet
2180,"J.O.R.T., 1 Nov 1988, V..131, No.74, p.1507 (Ar, Fr)",Loi,Loi no 88-115 du 27 octobre 1988 ratifiant le décret loi no 88-3 du 19 septembre 1988 portant ratification de la convention entre la République Tunisienne et la Jamahirya Arabe Libyenne Populaire Socialiste relative à la lutte anti-acridienne,1988-11-01,DECRET LOI CONVENTION LIBYE LUTTE ANTI ACRIDIENNE,http://www.onagri.tn/uploads/jortagri/2981.pdf,First Sheet
2181,"J.O.R.T., 1 Nov 1988, V.131, No.74, p.1507 (Ar, Fr)",Loi,"Loi no 88-117 du 27 octobre 1988 portant ratification des amendements a l'accord du 16 mars 1988, conclu entre le gouvernement de la République Tunisienne et le gouvernement des Etats Unis d'Amérique pour l'achat de produits agricoles",1988-11-01,ACCORD INTERNATIONAL ETATS UNIS PRODUIT AGRICOLE,http://www.onagri.tn/uploads/jortagri/2982.pdf,First Sheet
2182,"J.O.R.T., 28 Oct 1988, V.131, No.73, p.1498-1499 (Ar, Fr)",Décret,Décret no 88-1810 du 20 octobre 1988 portant suspension de la taxe sur la valeur ajoutée due à l'importation des céréales,1988-10-28,TVA IMPORTATION CEREALES,http://www.onagri.tn/uploads/jortagri/2979.pdf,First Sheet
2183,"J.O.R.T., 28 Oct 1988, V..131, No.73,p.1502 (Ar, Fr)",Arrêté,"Arrêté des Ministres du Plan , des Finances et de l'Agriculture du 20 octobre 1988 portant modification de l'arrêté du 26 mai 1977 relatif à la fixation de la durée et des taux des subventions et prêts à accorder aux exploitants agricoles au titre de l'encouragement de l'Etat pour l'acquisition du matériel agricole neuf ou la révision du matériel agricole usagé",1988-10-28,SUBVENTION PRET EXPLOITANT AGRICOLE ENCOURAGEMENT DE L'ETAT MATERIEL AGRICOLE,http://www.onagri.tn/uploads/jortagri/2980.pdf,First Sheet
2184,"J.O.R.T., 21 Oct 1988, V.131, No.71, p.1465 (Ar, Fr)",Décret,Décret no 88-1795 du 11 octobre 1988 modifiant et complétant le décret no 88-1158 du 17 juin 1988 fixant les conditions et les modalités d'octroi des dotations remboursables,1988-10-21,DOTATION,http://www.onagri.tn/uploads/jortagri/2977.pdf,First Sheet
2185,"J.O.R.T., 21 Oct 1988, V.131, No.71, p.1466 (Ar, Fr)",Arrêté,Arrêté du Ministre d'Etat chargé de l'Intérieur et du Ministre de l'Agriculture du 11 octobre 1988 relatif à l'autorisation de détention et de port d'armes par les agents des forêts,1988-10-21,PORT D'ARMES FORET,http://www.onagri.tn/uploads/jortagri/2978.pdf,First Sheet
2186,"J.O.R.T., 18 Oct 1988, V.131, No.70, p.1437 (Ar, Fr)",Arrêté,Arrêté du Premier Ministre du 3 octobre 1988 portant institution d'un cycle de formation continue pour la promotion au grade d'ingénieur principal,1988-10-18,ETABLISSEMENT D'ENSEIGNEMENT FORMATION CONTINUE INGENIEUR PRINCIPAL,http://www.onagri.tn/uploads/jortagri/2975.pdf,First Sheet
2187,"J.O.R.T., 18 Oct 1988, V..131, No.70, p.1437-1438 (Ar, Fr)",Arrêté,Arrêté du Premier Ministre du 3 octobre 1988 portant institution d'un cycle de formation continue pour la promotion au grade d'ingénieur des travaux,1988-10-18,ETABLISSEMENT D'ENSEIGNEMENT FORMATION CONTINUE INGENIEUR DES TRAVAUX,http://www.onagri.tn/uploads/jortagri/2976.pdf,First Sheet
2188,"J.O.R.T., 11 Oct 1988, V.131, No.68, p.1409-1411 (Ar, Fr)",Décret,Décret no 88-1751 du 11 octobre 1988 fixant l'organisation et les modalités de fonctionnement de la campagne de lutte anti-acridienne,1988-10-11,LUTTE ANTI ACRIDIENNE,http://www.onagri.tn/uploads/jortagri/2973.pdf,First Sheet
2189,"J.O.R.T., 11 Oct 1988, V.131, No.68, p.1411 (Ar, Fr)",Arrêté,Arrêté du Ministre de l'Agriculture du 13 octobre 1988 modifiant l'arrêté du 24 mai 1988 relatif à l'organisation de la chasse pendant la saison 1988-1989,1988-10-11,CHASSE,http://www.onagri.tn/uploads/jortagri/2974.pdf,First Sheet
2190,"J.O.R.T., 30 Sep 1988, V.. 131, No.65, p.1345-1346 (Ar, Fr)",Arrêté,Arrêté du Ministre de l'Agriculture du 23 septembre 1988 relatif à la fixation du calendrier d'ouverture de l'hippodrome de Ksar Said pendant la saison 1988-1989 et au programme des courses hippiques,1988-09-30,HIPPODROME DE KSAR SAID COURSE HIPPIQUE,http://www.onagri.tn/uploads/jortagri/2971.pdf,First Sheet
2191,"J.O.R.T., 27 Sep 1988, V.  131, No.64, p.1325 (Ar, Fr)",Décret,Décret no 88-1655 du 17 septembre 1988 portant attribution du grand prix du Président de la République pour la protection de la nature et de l'environnement pour l'année 1988,1988-09-27,GRAND PRIX PRESIDENTIEL PROTECTION DE LA NATURE ENVIRONNEMENT,http://www.onagri.tn/uploads/jortagri/2970.pdf,First Sheet
2192,"J.O.R.T., 23 Sep 1988, V.131, No.63, p.1307 (Ar, Fr)",Décret-Loi,Décret-Loi no 88-3 du 9 septembre 1988 portant ratification de la convention entre la République Tunisienne et la Jamahirya Arabe Libyenne Populaire Socialiste relative à la lutte anti-acridienne,1988-09-23,DECRET LOI CONVENTION LIBYE LUTTE ANTI ACRIDIENNE,http://www.onagri.tn/uploads/jortagri/2967.pdf,First Sheet
2193,"J.O.R.T., 23 Sep 1988, V.131, No.63, p.1311 (Ar, Fr)",Décret,Décret no 88-1649 du 8 septembre 1988 portant déclassement du domaine forestier de l'état au domaine privé de l'état de deux parcelles de terres sises à Sejnane du gouvernorat de Bizerte,1988-09-23,DECLASSEMENT DE PARCELLE DOMAINE DE L'ETAT FORET DOMAINE PRIVE DE L'ETAT SEDJENANE GOUVERNORAT DE BIZERTE,http://www.onagri.tn/uploads/jortagri/2968.pdf,First Sheet
2194,"J.O.R.T., 23 Sep 1988, V.131, No.63, p.1311 (Ar, Fr)",Décret,Décret no 88-1650 du 14 septembre 1988 fixant la zone de sauvegarde des terres agricoles du gouvernorat de Monastir,1988-09-23,ZONE DE SAUVEGARDE SUPERFICIES CULTIVEES GOUVERNORAT DE MONASTIR,http://www.onagri.tn/uploads/jortagri/2969.pdf,First Sheet
2195,"J.O.R.T., 16 Sep 1988, V. 131, NO.61, P.1277-1278 (Ar, Fr)",Décret,Décret no 88-1617 du 7 septembre 1988 relatif à l'institution du grand prix du Président de la République pour la promotion de l'oléiculture,1988-09-16,GRAND PRIX PRESIDENTIEL OLEICULTURE,http://www.onagri.tn/uploads/jortagri/2966.pdf,First Sheet
2196,"J.O.R.T., 26 Aug 1988, V.. 131, No. 56, p. 1186 (Ar, Fr)",Loi,Loi no 88-112 du 18 août 1988 modifiant et complétant la loi no 70-25 du 19 mai 1970 fixant les modalités de cession des terres domaniales a vocation agricole,1988-08-26,TERRES DOMANIALES,http://www.onagri.tn/uploads/jortagri/2925.pdf,First Sheet
2197,"J.O.R.T., 2 Aug 1988, V..131, No. 52, p. 1106 (Ar, Fr)",Loi,Loi no 88-94 du 2 août 1988 complétant le code des eaux,1988-08-02,CODE DES EAUX,http://www.onagri.tn/uploads/jortagri/2921.pdf,First Sheet
2198,"J.O.R.T., 2 Aug 1988, V.. 131, No. 52, p.1106-1109 (Ar, Fr)",Loi,Loi no 88-95 du 2 août 1988 relative aux archives,1988-08-02,ARCHIVES,http://www.onagri.tn/uploads/jortagri/2922.pdf,First Sheet
2199,"J.O.R.T., 2 Aug 1988, V.. 131, No. 52, p. 1109 (Ar, Fr)",Décret,Décret no 88-1398 du 16 juillet 1988 relatif à la rémunération du corps des personnels chargés du traitement automatique de l'informatique,1988-08-02,REMUNERATION PERSONNEL INFORMATIQUE,http://www.onagri.tn/uploads/jortagri/2923.pdf,First Sheet
2200,"J.O.R.T., 2 Aug 1988, V.. 131, No. 52, p. 1110 (Ar, Fr)",Arrêté,Arrêté du Premier Ministre du 22 juillet 1988 portant création d'un Comité Permanent des Programmes et des Budgets d'Informatisation.,1988-08-02,COMITE PERMANENT PROGRAMMES ET BUDGET D'INFORMATISATION,http://www.onagri.tn/uploads/jortagri/2924.pdf,First Sheet
2201,"J.O.R.T., 12-15 Jul 1988, V.131, No.48, p.1036 (Ar, Fr)",Loi,Loi no 88-80 du 11 juillet 1988 portant ratification de l'accord de prêt conclu à Koweït le 23 mai 1988 entre la République Tunisienne et le Fonds Arabe pour le Développement Economique et Social et relatif au projet d'irrigation de la plaine de Kairouan,1988-07-15,ACCORD INTERNATIONAL PRET FONDS ARABE POUR LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL IRRIGATION PLAINE KAIROUAN,http://www.onagri.tn/uploads/jortagri/2997.pdf,First Sheet
2202,"J.O.R.T., 12-15 Jul 1988, V.131, No.48, p.1036-1037 (Ar, Fr)",Loi,Loi no 88-82 du 11 juillet 1988 portant création de la Fondation nationale d'amélioration de la race chevaline,1988-07-15,ETABLISSEMENT PUBLIC FONDATION NATIONALE D'AMELIORATION DE LA RACE CHEVALINE,http://www.onagri.tn/uploads/jortagri/2998.pdf,First Sheet
2203,"J.O.R.T., 8 Jul 1988, V.131, No.47, p.1030 (Ar, Fr)",Décret,Décret no 88-1272 du 1 juillet 1988 fixant les conditions d'attribution de subventions aux associations de chasseurs et aux associations de la protection de la faune et de la flore sauvage,1988-07-08,SUBVENTION ASSOCIATION DE CHASSEURS ASSOCIATION DE PROTECTION DE LA FAUNE ET FLORE SAUVAGE,http://www.onagri.tn/uploads/jortagri/2918.pdf,First Sheet
2204,"J.O.R.T., 8 Jul 1988, V..131, No. 47, p. 1030-1031 (Ar, Fr)",Décret,Décret no 88-1273 du 1 juillet 1988 portant composition et fonctionnement du Conseil Supérieur de la chasse et de la Conservation du Gibier,1988-07-08,CONSEIL SUPERIEUR DE LA CHASSE ET CONSERVATION DU GIBIER,http://www.onagri.tn/uploads/jortagri/2919.pdf,First Sheet
2205,"J.O.R.T., 8 Jul 1988, V..131, No. 47, p. 1031-1032 (Ar, Fr)",Arrêté,Arrêté des Ministres des Finances et de l'Agriculture du 29 juin 1988 fixant le montant de la subvention sur le carburant consommé par les bateaux de pêche,1988-07-08,SUBVENTION CARBURANT BATEAU DE PECHE,http://www.onagri.tn/uploads/jortagri/2920.pdf,First Sheet
2206,"J.O.R.T., 1 Jul 1988, V..131, No.45, p. 974-975 (Ar, Fr)",Décret,Décret no 88-1169 du 23 juin 1988 fixant la nomenclature et les tarifs des redevances afférentes à l'utilisation de l'outillage public des ports de pêche,1988-07-01,NOMENCLATURE TARIF OUTILLAGE PORT DE PECHE,http://www.onagri.tn/uploads/jortagri/2913.pdf,First Sheet
2207,"J.O.R.T., 1 Jul 1988, V.. 131, No. 45, p. 976-978 (Ar, Fr)",Décret,Décret no 88-1172 du 18 juin 1988 fixant les conditions de mise en valeur des terres domaniales agricoles par les Sociétés de Mise en Valeur et de Développement Agricole et les modalités d'exercice du suivi de la réalisation de leur progamme de développement,1988-07-01,MISE EN VALEUR AGRICOLE TERRES DOMANIALES SOCIETE DE MISE EN VALEUR ET DE DEVELOPPEMENT AGRICOLE PROGRAMME DE DEVELOPPEMENT,http://www.onagri.tn/uploads/jortagri/2914.pdf,First Sheet
2208,"J.O.R.T., 1 Jul 1988, V..131, No.45, p.978-986 (Ar, Fr)",Décret,Décret no 88-1173 du 18 juin 1988 portant définition des petits et moyens agriculteurs et des petits et moyens pêcheurs,1988-07-01,PETITS ET MOYENS AGRICULTEURS PECHEUR,http://www.onagri.tn/uploads/jortagri/2915.pdf,First Sheet
2209,"J.O. R.T., 1 Jul 1988, V..131, No. 45, p. 987 (Ar, Fr)",Arrêté,Arrêté du Ministre des Finances et du Ministre de l'Agriculture du 23 juin 1988 fixant le taux de subvention accordé au titre de l'acquisition du matériel agricole,1988-07-01,SUBVENTION MATERIEL AGRICOLE,http://www.onagri.tn/uploads/jortagri/2916.pdf,First Sheet
2210,"J.O.R.T., 1 Jul 1988, V..131,No. 45,p.987-988 (Ar, Fr)",Arrêté,Arrêté du Ministre des Finances et du Ministre délégué auprès du Premier Ministre chargé du Plan et du Ministre de l'Agriculture du 23 juin 1988 fixant le montant maximum des petits et moyens projets agricoles et de pêche,1988-07-01,PROJET AGRICOLE PECHE,http://www.onagri.tn/uploads/jortagri/2917.pdf,First Sheet
2211,"J.O.R.T., 28 Jun 1988, V..131, No.44, p.960-961 (Ar, Fr)",Décret,Décret no 88-1158 du 17 juin 1988 fixant les conditions et les modalités d'octroi des dotations remboursables,1988-06-28,DOTATION INVESTISSEMENT AGRICOLE,http://www.onagri.tn/uploads/jortagri/2911.pdf,First Sheet
2212,"J.O.R.T., 28 Jun 1988, V..131, No. 44,p. 961 (Ar, Fr)",Décret,Décret no 88-1159 du 17 juin 1988 fixant les conditions et les modalités d'octroi des prêts fonciers,1988-06-28,PRET FONCIER,http://www.onagri.tn/uploads/jortagri/2912.pdf,First Sheet
2213,"J.O.R.T., 24 Jun 1988, V.. 131, No. 43, p.937-938 (Ar, Fr)",Décret,Décret no 88-1119 du 11 juin 1988 portant réduction des droits de douane et suspension à la taxe à la production dus à l'importation des bovins et des viandes bovines et ovines,1988-06-24,DROIT DE DOUANE TAXE PRODUCTION IMPORTATION BOVIN VIANDE OVIN,http://www.onagri.tn/uploads/jortagri/2909.pdf,First Sheet
2214,"J.O.R.T., 24 Jun 1988, V..131, No.43, p. 940 (Ar, Fr)",Décret,Décret no 88-1132 du 15 juin 1988 relatif à l'encouragement octroyé aux projets réalisés dans les régions aux conditions climatiques difficiles ou dans les gouvernorats côtiers dont les ressources de pêche sont insuffisamment exploitées,1988-06-24,ENCOURAGEMENT DE L'ETAT GOUVERNORAT RESSOURCES HALIEUTIQUES,http://www.onagri.tn/uploads/jortagri/2910.pdf,First Sheet
2215,"J.O.R.T., 21 Jun 1988, V..131, No. 42, p. 926 (Ar, Fr)",Décret,Décret no 88-1101 rattachant les structures de l'ex-Ministère de la Production Agricole et de l'Agro-Alimentaire au Ministère de l'Agriculture,1988-06-21,STRUCTURES ADMINISTRATIVES MIN. PAA. MIN. AGR.,http://www.onagri.tn/uploads/jortagri/2907.pdf,First Sheet
2216,"J.O.R.T., 21 Jun 1988, V..131, No.42, p. 926 (Ar, Fr)",Arrêté,Arrêté du Ministre de l'Agriculture du 9 juin 1988 modifiant l'arrêté du 16 novembre 1981 fixant le nombre et les attributions des arrondissements techniques placés sous l'autorité des Commissaires Régionaux au Développement Agricole,1988-06-21,ARRONDISSEMENT TECHNIQUE CRDA,http://www.onagri.tn/uploads/jortagri/2908.pdf,First Sheet
2217,"J.O.R.T., 14 Jun 1988, V..131, No.40, p.878-880 (Ar, Fr)",Décret,Décret no 88-1041 du 6 juin 1988 relatif à l'organisation et au fonctionnement des chambres d'agriculture et à la fixation de leurs limites territoriales,1988-06-14,ORGANISATION ADMINISTRATIVE CHAMBRE D'AGRICULTURE,http://www.onagri.tn/uploads/jortagri/2906.pdf,First Sheet
2218,"J.O.R.T., 7 Jun 1988, V.. 131, No. 38,p. 810 (Ar, Fr)",Arrêté,Arrêté du Ministre de l'Agriculture du 24 mai 1988 fixant les modalités de soumission au régime forestier de certains terrains forestiers non domaniaux et les conditions de leur surveillance,1988-06-07,REGIME FORESTIER,http://www.onagri.tn/uploads/jortagri/2901.pdf,First Sheet
2219,"J.O.R.T., 7 Jun 1988, V..131, No. 38, p.810-811 (Ar, Fr)",Arrêté,"Arrêté du Ministre de l'Agriculture du 24 mai 1988 fixant les conditions d'exploitabilité imposées aux propriétaires des forêts , non soumises au régime forestier",1988-06-07,CONDITION D'EXPLOITABILITE FORET REGIME FORESTIER,http://www.onagri.tn/uploads/jortagri/2902.pdf,First Sheet
2220,"J.O.R.T., 7 Jun 1988, V.. 131, No. 38, p. 811 (Ar, Fr)",Arrêté,Arrêté du Ministre de l'Agriculture du 24 mai 1988 relatif au transport et à la vente des produits forestiers,1988-06-07,TRANSPORT COMMERCIALISATION PRODUITS DE LA FORET,http://www.onagri.tn/uploads/jortagri/2903.pdf,First Sheet
2221,"J.O.R.T., 7 Jun 1988, V..131, No. 38 p. 811-812 (Ar, Fr)",Arrêté,Arrêté du Ministre de l'Agriculture du 24 mai 1988 fixant les uniformes des ingénieurs et agents des forêts,1988-06-07,TENUE REGLEMENTAIRE INGENIEUR FORET,http://www.onagri.tn/uploads/jortagri/2904.pdf,First Sheet
2222,"J.O.R.T., 7 Jun 1988, V.. 131, No. 38 p. 812-816 (Ar, Fr)",Arrêté,"Arrêté du Ministre de l'Agriculture du 24 mai 1988 , relatif à l'organisation de la chasse pendant la saison 1988-1989",1988-06-07,CHASSE,http://www.onagri.tn/uploads/jortagri/2905.pdf,First Sheet
2223,"J.O.R.T., 3 Jun 1988, V..131, No.37, p.799 (Ar, Fr)",Loi,Loi no 88-57 du 2 juin 1988 portant ratification de l'accord de prêt conclu à Koweit le 13 octobre 1987 entre la République Tunisienne et le Fonds Arabe pour le Développement Economique et Social et relatif au projet de port de pêche de Monastir,1988-06-03,ACCORD INTERNATIONAL PRET FONDS ARABE POUR LE DEVELOPPEMENT ECONOMIQUE ET SOCIAL PORT DE PECHE MONASTIR,http://www.onagri.tn/uploads/jortagri/2954.pdf,First Sheet
2224,"J.O.R.T., 31 Mai 1988, V..131, No.36, p.791 (Ar, Fr)",Décret,"Décret no 88-948 du 21 mai 1988 fixant à partir de la campagne Agricole 1988-1989 le champ d'intervention, le montant de la contribution et le taux d'indemnisation des agriculteurs relatifs au Fonds de Mutualité pour l'Indemnisation des Dommages Agricoles dus aux Calamités Naturelles",1988-05-31,CAMPAGNE AGRICOLE INDEMNISATION AGRICULTEUR FONDS DE MUTUALITE POUR INDEMNISATION DES DOMMAGES AGRICOLES,http://www.onagri.tn/uploads/jortagri/2891.pdf,First Sheet
2225,"J.O.R.T., 31 Mai 1988, V..131, No.36 p.791-792 (Ar, Fr)",Décret,Décret no 88-949 du 21 mai 1988 fixant les modalités et les conditions d'intervention et de gestion du Fonds de Mutualité pour l'Indemnisation des Dommages Agricoles dus aux Calamités Naturelles,1988-05-31,GESTION FONDS DE MUTUALITE POUR INDEMNISATION DES DOMMAGES AGRICOLES,http://www.onagri.tn/uploads/jortagri/2892.pdf,First Sheet
2226,"J.O.R.T., 27 Mai 1988, V.. 131, No. 35, p. 782 (Ar, Fr)",Arrêté,Arrêté du Ministre de l'Agriculture du 19 mai 1988 fixant la liste des produits prioritaires,1988-05-27,PRODUIT AGRICOLE,http://www.onagri.tn/uploads/jortagri/2900.pdf,First Sheet
2227,"J.O.R.T., 13-17 MAI 1988, V.131, NO.33, P.748 (Ar, Fr)",Décret,Décret no 88-916 du 7 mai 1988 modifiant le décret no 84-53 du 27 janvier 1984 fixant les conditions et les modalités d'intervention et de gestion du Fonds National de Garantie,1988-05-17,GESTION FONDS NATIONAL DE GARANTIE,http://www.onagri.tn/uploads/jortagri/2953.pdf,First Sheet
2228,"J.O.R.T., 10 Mai 1988, V..131, No. 32,p. 721-723 (Ar, Fr)",Décret,Décret no 88-894 du 29 avril 1988 modifiant et complétant le décret no 65-327 du 2 juillet 1965 fixant les modalités d'application de la loi no 64-28 du 4 juin 1964 fixant le régime des terres collectives,1988-05-10,TERRES COLLECTIVES,http://www.onagri.tn/uploads/jortagri/2887.pdf,First Sheet
