annee,ctv,type_de_la_thematique,theme,nombre_jours_dinformation,nombre_seances_application,nombre_beneficiaires_intervention_sur_champs,nombre_beneficiaires_parcelle_pilote,feuille
2024.0,خلية الإرشاد الفلاحي بالحنشة,مواضيع ذات أولوية,الزراعات الكبرى (حبوب - بقول جافة),0.0,0.0,25.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالحنشة,مواضيع ذات أولوية,تربية الماشية (أغنام، حيوانات مرفقة),0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالحنشة,مواضيع ذات أولوية,المراعي والغابات,0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالحنشة,مواضيع ذات أولوية,هياكل الدعم,4.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالحنشة,الحملات المكثفة,تنمية قطاع الزياتين (الشويكة الصفراء),0.0,0.0,276.0,1.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالحنشة,الحملات المكثفة,الفلاحة البيولوجية,1.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالحنشة,الحملات المكثفة,تحسين التقنيات الزراعية تحت البيوت الحامية,0.0,0.0,114.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالحنشة,الحملات المكثفة,تنمية اللحوم والألبان,0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالحنشة,الحملات المكثفة,الهندسة ريفية (مناطق سقوية - الاقتصاد في الري - ميكنة),1.0,0.0,273.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالحنشة,الحملات المكثفة,الزراعات العلفية,3.0,0.0,95.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالمحرس,مواضيع ذات أولوية,الأشجار المثمرة,0.0,0.0,350.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالمحرس,مواضيع ذات أولوية,الخضروات,0.0,0.0,427.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالمحرس,مواضيع ذات أولوية,الزراعات الكبرى (حبوب - بقول جافة),0.0,0.0,31.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالمحرس,مواضيع ذات أولوية,تربية الماشية (أغنام، حيوانات مرفقة),0.0,0.0,206.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالمحرس,مواضيع ذات أولوية,المراعي والغابات,0.0,0.0,22.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالمحرس,مواضيع ذات أولوية,هياكل الدعم,1.0,0.0,191.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالمحرس,الحملات المكثفة,تنمية قطاع الزياتين (الشويكة الصفراء),1.0,0.0,459.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالمحرس,الحملات المكثفة,الفلاحة البيولوجية,2.0,0.0,52.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالمحرس,الحملات المكثفة,تحسين التقنيات الزراعية تحت البيوت الحامية,0.0,0.0,305.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالمحرس,الحملات المكثفة,تنمية اللحوم والألبان,0.0,0.0,187.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالمحرس,الحملات المكثفة,الهندسة ريفية (مناطق سقوية - الاقتصاد في الري - ميكنة),0.0,0.0,142.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالمحرس,الحملات المكثفة,الزراعات العلفية,0.0,0.0,45.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بمنزل شاكر,مواضيع ذات أولوية,الأشجار المثمرة,0.0,0.0,2.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بمنزل شاكر,مواضيع ذات أولوية,الخضروات,0.0,0.0,14.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بمنزل شاكر,مواضيع ذات أولوية,الزراعات الكبرى (حبوب - بقول جافة),0.0,0.0,4.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بمنزل شاكر,مواضيع ذات أولوية,تربية الماشية (أغنام، حيوانات مرفقة),0.0,0.0,4.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بمنزل شاكر,مواضيع ذات أولوية,المراعي والغابات,0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بمنزل شاكر,مواضيع ذات أولوية,هياكل الدعم,0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بمنزل شاكر,الحملات المكثفة,تنمية قطاع الزياتين (الشويكة الصفراء),0.0,0.0,61.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بمنزل شاكر,الحملات المكثفة,الفلاحة البيولوجية,0.0,0.0,15.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بمنزل شاكر,الحملات المكثفة,تحسين التقنيات الزراعية تحت البيوت الحامية,0.0,0.0,10.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بمنزل شاكر,الحملات المكثفة,تنمية اللحوم والألبان,0.0,0.0,4.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بمنزل شاكر,الحملات المكثفة,الهندسة ريفية (مناطق سقوية - الاقتصاد في الري - ميكنة),0.0,0.0,36.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بمنزل شاكر,الحملات المكثفة,الزراعات العلفية,1.0,0.0,15.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالصخيرة,مواضيع ذات أولوية,الأشجار المثمرة (التين الشوكي),1.0,0.0,175.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالصخيرة,مواضيع ذات أولوية,الخضروات,0.0,0.0,483.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالصخيرة,مواضيع ذات أولوية,الزراعات الكبرى (حبوب - بقول جافة),0.0,0.0,40.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالصخيرة,مواضيع ذات أولوية,تربية الماشية (أغنام، حيوانات مرفقة),0.0,0.0,85.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالصخيرة,مواضيع ذات أولوية,المراعي والغابات,0.0,0.0,19.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالصخيرة,مواضيع ذات أولوية,هياكل الدعم,0.0,0.0,337.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالصخيرة,الحملات المكثفة,تنمية قطاع الزياتين (الشويكة الصفراء),0.0,0.0,127.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالصخيرة,الحملات المكثفة,الفلاحة البيولوجية,1.0,0.0,19.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالصخيرة,الحملات المكثفة,تحسين التقنيات الزراعية تحت البيوت الحامية,0.0,0.0,391.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالصخيرة,الحملات المكثفة,تنمية اللحوم والألبان,0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالصخيرة,الحملات المكثفة,الهندسة ريفية (مناطق سقوية - الاقتصاد في الري - ميكنة),0.0,0.0,73.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالصخيرة,الحملات المكثفة,الزراعات العلفية,1.0,0.0,22.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بصفاقس,مواضيع ذات أولوية,الأشجار المثمرة (التين الشوكي),1.0,0.0,33.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بصفاقس,مواضيع ذات أولوية,الخضروات,0.0,0.0,41.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بصفاقس,مواضيع ذات أولوية,الزراعات الكبرى (حبوب - بقول جافة),0.0,0.0,5.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بصفاقس,مواضيع ذات أولوية,تربية الماشية (أغنام، حيوانات مرفقة),0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بصفاقس,مواضيع ذات أولوية,المراعي والغابات,0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بصفاقس,مواضيع ذات أولوية,هياكل الدعم,0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بصفاقس,الحملات المكثفة,تنمية قطاع الزياتين (الشويكة الصفراء),0.0,0.0,63.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بصفاقس,الحملات المكثفة,الفلاحة البيولوجية,0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بصفاقس,الحملات المكثفة,تحسين التقنيات الزراعية تحت البيوت الحامية,0.0,0.0,38.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بصفاقس,الحملات المكثفة,تنمية اللحوم والألبان,0.0,0.0,29.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بصفاقس,الحملات المكثفة,الهندسة ريفية (مناطق سقوية - الاقتصاد في الري - ميكنة),1.0,0.0,9.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بصفاقس,الحملات المكثفة,الزراعات العلفية,0.0,0.0,38.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالغريبة,مواضيع ذات أولوية,الأشجار المثمرة (التين الشوكي),3.0,0.0,107.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالغريبة,مواضيع ذات أولوية,الخضروات,0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالغريبة,مواضيع ذات أولوية,الزراعات الكبرى (حبوب - بقول جافة),0.0,0.0,22.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالغريبة,مواضيع ذات أولوية,تربية الماشية (أغنام، حيوانات مرفقة),3.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالغريبة,مواضيع ذات أولوية,المراعي والغابات,0.0,0.0,12.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالغريبة,مواضيع ذات أولوية,هياكل الدعم,0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالغريبة,الحملات المكثفة,تنمية قطاع الزياتين (الشويكة الصفراء),0.0,0.0,87.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالغريبة,الحملات المكثفة,الفلاحة البيولوجية,0.0,0.0,,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالغريبة,الحملات المكثفة,تحسين التقنيات الزراعية تحت البيوت الحامية,0.0,0.0,27.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالغريبة,الحملات المكثفة,تنمية اللحوم والألبان,0.0,0.0,,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالغريبة,الحملات المكثفة,الهندسة ريفية (مناطق سقوية - الاقتصاد في الري - ميكنة),0.0,0.0,10.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالغريبة,الحملات المكثفة,الزراعات العلفية,0.0,0.0,9.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالعامرة,مواضيع ذات أولوية,الأشجار المثمرة,0.0,0.0,35.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالعامرة,مواضيع ذات أولوية,الخضروات,1.0,0.0,144.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالعامرة,مواضيع ذات أولوية,الزراعات الكبرى (حبوب - بقول جافة),0.0,0.0,19.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالعامرة,مواضيع ذات أولوية,تربية الماشية (أغنام، حيوانات مرفقة),0.0,0.0,15.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالعامرة,مواضيع ذات أولوية,المراعي والغابات,0.0,0.0,12.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالعامرة,مواضيع ذات أولوية,هياكل الدعم,1.0,0.0,28.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالعامرة,الحملات المكثفة,تنمية قطاع الزياتين,1.0,0.0,68.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالعامرة,الحملات المكثفة,الفلاحة البيولوجية,0.0,0.0,4.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالعامرة,الحملات المكثفة,تحسين التقنيات الزراعية تحت البيوت الحامية,0.0,0.0,90.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالعامرة,الحملات المكثفة,تنمية اللحوم والألبان,0.0,0.0,6.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالعامرة,الحملات المكثفة,الهندسة ريفية (مناطق سقوية - الاقتصاد في الري - ميكنة),1.0,0.0,119.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بالعامرة,الحملات المكثفة,الزراعات العلفية,0.0,0.0,37.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بقرقنة,مواضيع ذات أولوية,الأشجار المثمرة (التين الشوكي),7.0,1.0,294.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بقرقنة,مواضيع ذات أولوية,الخضروات,0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بقرقنة,مواضيع ذات أولوية,الزراعات الكبرى (حبوب - بقول جافة),0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بقرقنة,مواضيع ذات أولوية,تربية الماشية (أغنام، حيوانات مرفقة),1.0,0.0,837.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بقرقنة,مواضيع ذات أولوية,المراعي والغابات,0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بقرقنة,مواضيع ذات أولوية,هياكل الدعم,0.0,0.0,14.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بقرقنة,الحملات المكثفة,تنمية قطاع الزياتين,2.0,0.0,125.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بقرقنة,الحملات المكثفة,الفلاحة البيولوجية,0.0,0.0,4.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بقرقنة,الحملات المكثفة,تحسين التقنيات الزراعية تحت البيوت الحامية,0.0,0.0,0.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بقرقنة,الحملات المكثفة,تنمية اللحوم والألبان,0.0,0.0,9.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بقرقنة,الحملات المكثفة,الهندسة ريفية (مناطق سقوية - الاقتصاد في الري - ميكنة),0.0,0.0,103.0,0.0,Feuil1
2024.0,خلية الإرشاد الفلاحي بقرقنة,الحملات المكثفة,الزراعات العلفية,0.0,0.0,0.0,0.0,Feuil1
,,,,,,,,Feuil1
,,,,,,,,Feuil1
