annee,usage,code_district,domestique_branche,domestique_non_branche,commerce,administration,municipal,industrie,tourisme,divers,feuille
2007,Tataouine,29,2623.1549999999997,273.452,37.818,284.172,137.29500000000002,65.02799999999999,36.199,4.396,Consommation par usage
2007,Tunis,14,7184.417,8.565,1018.134,3602.478,769.387,1167.915,564.637,111.995,Consommation par usage
2007,La Marsa,15,9065.327000000001,0.282,599.021,1803.4209999999998,261.40500000000003,212.83899999999997,854.1880000000001,294.42400000000004,Consommation par usage
2007,Bardo,17,8183.834,3.369,407.006,511.807,144.392,251.01100000000002,0.0,41.565999999999995,Consommation par usage
2007,Tunis Sud,19,6140.421,0.8330000000000001,205.942,601.037,143.825,633.934,4.245,11.18,Consommation par usage
2007,El Manar,20,5269.16,0.0,155.451,343.20599999999996,51.507999999999996,8.487,0.0,72.16399999999999,Consommation par usage
2007,Ariana,25,9909.11,23.480006219872493,435.974,667.424,142.156,387.03599999999994,0.0,178.13099999999997,Consommation par usage
2007,Ben arous,16,8503.085000000001,24.246000000000002,316.80100000000004,349.31600000000003,150.403,1897.4160000000002,0.0,55.209,Consommation par usage
2007,Ezzahra,26,9297.937,61.139,426.23,642.199,240.44,1764.7620000000002,299.76699999999994,122.011,Consommation par usage
2007,El Omrane Supérieur,27,6212.965999999999,25.398999999999997,169.239,207.56099999999998,58.483,116.27600000000001,0.0,0.305,Consommation par usage
2007,Manouba,54,8277.684,196.027,251.06,820.726,972.2259999999999,1040.587,0.052,33.559,Consommation par usage
2008,Bizerte,45,9410.139,220.987,252.937,1273.782,260.628,1089.549,146.46599999999998,170.212,Consommation par usage
2008,M. Bourguiba,46,3513.945,34.774,79.764,368.09,103.17200000000001,447.859,0.711,16.421,Consommation par usage
2008,Jendouba,5,5352.1320000000005,193.474,201.298,759.5519999999999,173.20800000000003,200.54900000000004,383.82699999999994,16.977,Consommation par usage
2008,Le Kef,8,3675.2430000000004,389.989,176.202,446.614,121.975,45.535000000000004,12.289,5.237,Consommation par usage
2008,Siliana,24,2959.5,250.65599999999998,134.12699999999998,323.51800000000003,92.569,38.391999999999996,1.6840000000000002,14.362,Consommation par usage
2008,Beja,1,5138.232,730.504,217.95399999999998,607.314,133.171,705.5939999999999,9.832999999999998,87.43299999999999,Consommation par usage
2008,Nabeul,48,10286.415,495.215,520.512,592.847,251.43200000000002,736.568,4116.555,69.401,Consommation par usage
2008,M. Temime,49,4131.2789999999995,272.417,125.94900000000001,158.737,55.88,183.02299999999997,78.12599999999999,1.7930000000000001,Consommation par usage
2008,Grombalia,52,4465.692,91.776,300.96500000000003,465.822,90.916,1610.5960000000002,27.715,16.418999999999997,Consommation par usage
2008,Zaghouan,13,2987.043,18.751,139.392,328.187,94.388,511.01800000000003,0.0,28.047000000000004,Consommation par usage
2008,Sousse,36,13289.726,97.63499999999999,453.168,1120.21,367.964,1139.664,1467.877,76.314,Consommation par usage
2008,H. Sousse,37,7387.349,71.266,232.659,236.666,204.98000000000002,407.59000000000003,1357.298,108.691,Consommation par usage
2008,Moknine,42,6887.901,0.638,95.4,194.47000000000003,90.546,1251.83,7.657,2.737,Consommation par usage
2008,Monastir,44,8212.707,2.042,279.25,732.7819999999999,231.53699999999998,1560.9389999999999,2258.415,27.206000000000003,Consommation par usage
2008,Mahdia,22,9499.1,935.659,342.517,575.374,155.09500000000003,814.024,872.187,42.463,Consommation par usage
2008,Kairouan,6,6798.746,240.742,185.879,916.02,219.243,186.685,34.937,6.444999999999999,Consommation par usage
2008,Kasserine,7,4171.233,90.39,194.682,665.325,158.317,139.071,21.177,8.266,Consommation par usage
2008,Sfax,32,9347.808,34.809,374.219,1169.2730000000001,558.571,1259.252,180.13,45.916999999999994,Consommation par usage
2008,Sfax Nord,33,9303.804,820.716,138.529,244.673,81.741,739.1460000000001,0.0,73.82300000000001,Consommation par usage
2008,Sfax Sud,34,7511.652999999999,1260.099,94.99900000000001,515.495,78.27000000000001,923.4810000000001,29.239,67.542,Consommation par usage
2008,Gafsa,4,7306.706,124.741,165.63299999999998,746.2170000000001,174.011,88.496,24.090999999999998,3.645,Consommation par usage
2008,Tozeur,31,2811.0600000000004,2.3400000000000003,103.87999999999998,247.05700000000002,111.16199999999999,21.012,296.78999999999996,9.796999999999999,Consommation par usage
2008,Sidi Bouzid,21,3773.193,374.64200000000005,166.311,415.63300000000004,104.339,70.007,0.627,229.31199999999998,Consommation par usage
2008,Gabes,3,9252.136,516.496,202.536,765.299,267.472,7305.052,53.733999999999995,35.318999999999996,Consommation par usage
2008,Kebili,28,4057.996,0.0,58.934,273.295,60.678000000000004,8.875,71.901,6.763999999999999,Consommation par usage
2008,Medenine,9,6349.438,457.109,176.819,762.4939999999999,115.313,261.678,510.14,171.066,Consommation par usage
2008,Jerba,53,5736.942000000001,12.100999999999999,378.348,395.653,197.517,48.459999999999994,4601.264,15.757,Consommation par usage
2008,Tataouine,29,2780.6470000000004,309.231,37.218999999999994,330.981,120.55499999999998,69.465,39.287000000000006,3.3049999999999997,Consommation par usage
2008,Tunis,14,7364.463000000001,7.394,1035.864,3425.7769999999996,726.904,1215.279,534.817,127.10399999999998,Consommation par usage
2008,La Marsa,15,9563.535,0.7869999999999999,670.233,1653.0159999999996,284.406,202.669,847.446,347.27599999999995,Consommation par usage
2008,Bardo,17,8594.787,4.7219999999999995,413.072,536.165,165.15599999999998,285.452,0.0,18.928,Consommation par usage
2008,Tunis Sud,19,6325.702,1.741,203.134,554.98,139.942,582.356,4.513,19.426999999999996,Consommation par usage
2008,El Manar,20,5507.162,0.145,166.124,365.332,63.82900000000001,8.041,0.047,74.321,Consommation par usage
2008,Ariana,25,10556.378999999999,25.226999999999997,434.576,698.946,140.96,401.759,0.0,224.88299999999998,Consommation par usage
2008,Ben arous,16,8764.112,32.14,328.66200000000003,384.48699999999997,211.401,2139.378,0.0,53.883,Consommation par usage
2008,Ezzahra,26,9693.82,70.64399999999999,432.015,619.246,234.471,1723.571,300.712,129.36,Consommation par usage
2008,El Omrane Supérieur,27,6462.098,29.635,186.358,210.75699999999998,59.370999999999995,111.92500000000001,0.0,1.018,Consommation par usage
2008,Manouba,54,8717.539,242.826,259.77000000000004,773.032,1133.77,911.073,0.0,33.519999999999996,Consommation par usage
2009,Bizerte,45,9704.579,232.45299999999997,257.533,1359.348,220.743,998.076,151.01099999999997,147.941,Consommation par usage
2009,M. Bourguiba,46,3564.413,36.209,92.02,345.403,96.124,471.425,0.205,22.937,Consommation par usage
2009,Jendouba,5,5470.17,224.38700000000003,195.31600000000003,750.268,157.411,193.52300000000002,346.566,13.805,Consommation par usage
2009,Le Kef,8,3799.0779999999995,419.106,189.96699999999998,456.5129999999999,98.72200000000001,83.249,11.725999999999999,8.846,Consommation par usage
2009,Siliana,24,3013.823,292.454,140.29000000000002,345.198,78.056,59.397000000000006,1.267,5.475,Consommation par usage
2009,Beja,1,5215.669,725.538,213.96699999999998,641.7270000000001,118.691,643.375,14.057,106.865,Consommation par usage
2009,Nabeul,48,10681.632000000001,483.894,547.462,575.575,225.49899999999997,731.368,3934.7980000000002,69.771,Consommation par usage
2009,M. Temime,49,4246.304,277.133,123.12400000000001,157.839,52.548,164.50400000000002,74.244,4.83,Consommation par usage
2009,Grombalia,52,4656.454,98.89500000000001,340.495,451.199,83.706,1731.6659999999997,31.881999999999998,20.111,Consommation par usage
2009,Zaghouan,13,3070.7209999999995,26.775000000000002,138.97899999999998,349.572,83.219,699.967,0.0,10.542,Consommation par usage
2009,Sousse,36,13664.326,113.488,481.01399999999995,1122.356,361.322,1093.749,1395.561,72.091,Consommation par usage
2009,H. Sousse,37,7541.048000000001,80.029,228.938,232.824,214.88199999999998,538.876,1302.8890000000001,97.432,Consommation par usage
2009,Moknine,42,7049.7880000000005,0.565,92.657,198.067,81.30199999999999,1204.6509999999998,0.044,2.488,Consommation par usage
2009,Monastir,44,8434.228000000001,2.3920000000000003,293.124,741.961,263.356,1781.266,2163.703,26.182999999999996,Consommation par usage
2009,Mahdia,22,9683.201,925.7869999999999,376.731,593.0540000000001,144.075,868.4540000000001,816.06,37.801,Consommation par usage
2009,Kairouan,6,7119.5,235.947,197.516,929.18,227.035,180.128,34.49,18.003,Consommation par usage
2009,Kasserine,7,4288.618,67.561,191.111,712.3709999999999,152.88400000000001,140.204,19.633,11.002,Consommation par usage
2009,Sfax,32,9246.662,31.349,364.79200000000003,1204.5829999999999,545.504,1157.429,168.37400000000002,48.479000000000006,Consommation par usage
2009,Sfax Nord,33,9392.004,809.515,155.411,255.83599999999998,75.73400000000001,758.0939999999999,0.0,19.628000000000004,Consommation par usage
2009,Sfax Sud,34,7749.485000000001,1123.637,92.483,535.078,76.70100000000001,871.348,36.523,68.03800000000001,Consommation par usage
2009,Gafsa,4,7359.968,93.65,162.416,694.733,174.964,128.737,21.582,4.155,Consommation par usage
2009,Tozeur,31,2861.772,6.931000000000001,110.717,279.069,91.144,26.587000000000003,230.77800000000002,3.739,Consommation par usage
2009,Sidi Bouzid,21,3998.544,277.504,190.66599999999997,418.809,96.623,90.977,0.315,158.209,Consommation par usage
2009,Gabes,3,9341.012999999999,451.288,171.854,784.948,372.77899999999994,7954.354000000001,161.767,78.748,Consommation par usage
2009,Kebili,28,4142.817,0.0,60.65899999999999,257.032,66.904,9.7,55.923,0.565,Consommation par usage
2009,Medenine,9,6562.593,495.15200000000004,188.913,742.047,144.558,286.816,476.624,168.003,Consommation par usage
2009,Jerba,53,5871.396,11.866,355.534,371.44,192.66899999999998,44.063,4375.585,20.003,Consommation par usage
2009,Tataouine,29,2929.7329999999997,271.475,38.361000000000004,331.217,106.63199999999999,68.085,43.414,16.357,Consommation par usage
2009,Tunis,14,7227.023,7.062,1107.153,3432.947,796.619,1139.511,526.874,108.95100000000001,Consommation par usage
2009,La Marsa,15,10102.336,1.06,687.218,1688.363,290.075,152.355,816.339,402.17,Consommation par usage
2009,Bardo,17,8854.531,4.564,424.31100000000004,532.9359999999999,157.055,298.673,0.0,40.006,Consommation par usage
2009,Tunis Sud,19,6440.352,0.0,198.052,630.989,134.557,533.5070000000001,5.03,11.117,Consommation par usage
2009,El Manar,20,5694.534,0.0,163.262,373.85900000000004,52.853,8.774,3.2920000000000003,70.021,Consommation par usage
2009,Ariana,25,10802.661,28.121,476.313,708.7069999999999,141.545,379.152,0.0,219.46099999999998,Consommation par usage
2009,Ben arous,16,9111.266,33.77,324.311,420.028,207.02800000000002,2193.9039999999995,0.0,65.123,Consommation par usage
2009,Ezzahra,26,9927.936000000002,71.005,599.1610000000001,927.021,245.571,1253.452,259.94,113.243,Consommation par usage
2009,El Omrane Supérieur,27,6622.02,39.809,192.341,196.167,59.144,108.87899999999999,0.0,4.7,Consommation par usage
2009,Manouba,54,8813.555,245.81700000000004,284.589,785.437,1078.564,930.252,0.0,22.276000000000003,Consommation par usage
2010,Bizerte,45,10097.525000000001,277.568,250.76500000000001,1356.359,174.113,955.4269999999999,144.227,186.859,Consommation par usage
2010,M. Bourguiba,46,3753.9759999999997,46.187999999999995,89.985,386.345,85.983,466.99800000000005,0.193,18.745,Consommation par usage
2010,Jendouba,5,5728.798,367.54299999999995,206.662,769.0680000000001,187.587,244.79000000000002,343.297,20.68,Consommation par usage
2010,Le Kef,8,4027.8469999999998,462.555,209.48200000000003,457.742,120.54,93.923,16.006999999999998,8.421999999999999,Consommation par usage
2010,Siliana,24,3238.6890000000003,351.288,142.316,361.509,86.577,68.99000000000001,1.7510000000000001,5.302,Consommation par usage
2010,Beja,1,5504.066999999999,874.894,231.2,657.442,118.39100000000002,662.516,11.859,111.87700000000001,Consommation par usage
2010,Nabeul,48,11229.016,557.345,526.3,588.4649999999999,237.02599999999998,866.432,4078.2949999999996,65.618,Consommation par usage
2010,M. Temime,49,4477.396999999999,294.156,126.044,165.345,52.075,164.20600000000002,78.553,34.112,Consommation par usage
2010,Grombalia,52,4938.153,99.681,355.235,485.91200000000003,78.463,1781.221,31.307000000000002,33.948,Consommation par usage
2010,Zaghouan,13,3280.3120000000004,32.882999999999996,138.621,361.22299999999996,91.81700000000001,842.789,0.0,9.64,Consommation par usage
2010,Sousse,36,14356.382,119.504,509.82500000000005,1135.168,364.929,1134.483,1467.888,65.517,Consommation par usage
2010,H. Sousse,37,7976.923,100.97200000000001,231.11,236.34600000000003,231.382,797.5409999999999,1375.3850000000002,58.637,Consommation par usage
2010,Moknine,42,7481.625,0.396,96.009,199.955,92.391,1400.71,6.59,2.7560000000000002,Consommation par usage
2010,Monastir,44,8844.918,2.2359999999999998,301.012,752.3779999999999,285.172,1923.7090000000003,2095.726,24.588,Consommation par usage
2010,Mahdia,22,10565.201000000001,1108.779,416.48,555.565,155.41,984.5649999999999,866.1529999999999,15.071000000000002,Consommation par usage
2010,Kairouan,6,7443.745,231.322,187.853,863.665,206.796,171.881,40.516,30.302999999999997,Consommation par usage
2010,Kasserine,7,4659.235000000001,106.306,203.81799999999998,771.822,166.32600000000002,147.29899999999998,22.469,10.893,Consommation par usage
2010,Sfax,32,9584.577000000001,48.638999999999996,365.76099999999997,1215.25,613.44,1186.021,157.48100000000002,36.494,Consommation par usage
2010,Sfax Nord,33,10160.335000000001,1677.2089999999998,169.44,251.67100000000005,76.121,650.054,0.0,34.946999999999996,Consommation par usage
2010,Sfax Sud,34,8348.228000000001,1345.8919999999998,93.604,552.423,91.167,1127.3940000000002,32.344,67.292,Consommation par usage
2010,Gafsa,4,7707.601,114.03099999999999,185.046,645.309,167.151,119.728,36.206,7.423,Consommation par usage
2010,Tozeur,31,2993.1169999999997,14.035,117.36200000000001,265.586,88.32,28.454,226.383,4.51,Consommation par usage
2010,Sidi Bouzid,21,4276.196,370.919,178.662,414.732,109.27,85.222,0.482,201.82000000000002,Consommation par usage
2010,Gabes,3,9823.15,427.069,206.12,889.206,317.502,8583.869999999999,55.023,200.75,Consommation par usage
2010,Kebili,28,4358.876,0.0,63.237,266.824,100.35,8.378,57.01100000000001,4.303,Consommation par usage
2010,Medenine,9,7096.312999999999,620.982,190.555,694.478,129.529,269.959,484.94199999999995,199.745,Consommation par usage
2010,Jerba,53,6329.011,4.9030000000000005,374.016,435.46900000000005,195.00300000000001,41.073,4382.655,30.874000000000002,Consommation par usage
2010,Tataouine,29,3144.565,366.288,38.863,301.147,161.571,61.268,36.893,18.873,Consommation par usage
2010,Tunis,14,7339.183,5.417,1113.424,3680.931,707.014,1353.307,487.93999999999994,107.488,Consommation par usage
2010,La Marsa,15,10719.286,0.231,756.087,1766.8200000000002,381.51700000000005,163.103,873.4960000000001,449.38800000000003,Consommation par usage
2010,Bardo,17,9330.767,5.77,428.92299999999994,519.9580000000001,166.123,336.332,0.0,66.514,Consommation par usage
2010,Tunis Sud,19,6527.522,1.282,195.17399999999998,593.4219999999999,148.46099999999998,521.033,4.4239999999999995,11.704,Consommation par usage
2010,El Manar,20,5905.346,0.0,173.68599999999998,377.00300000000004,58.769000000000005,8.689,14.781,70.859,Consommation par usage
2010,Ariana,25,11578.909000000001,30.192,535.925,715.1120000000001,139.54399999999998,376.624,1.21,285.199,Consommation par usage
2010,Ben arous,16,9609.596000000001,45.641,335.408,434.762,218.53499999999997,2492.13,0.0,95.569,Consommation par usage
2010,Ezzahra,26,10247.630000000001,72.47999999999999,477.995,543.266,232.046,1792.237,454.54100000000005,97.011,Consommation par usage
2010,El Omrane Supérieur,27,6964.547,47.682,200.68399999999997,197.058,61.948,115.8,0.0,6.041,Consommation par usage
2010,Manouba,54,9440.545,274.012,300.386,988.0150000000001,1004.0709999999999,902.813,0.0,50.090999999999994,Consommation par usage
2011,Bizerte,45,10203.931999999999,317.268,262.842,1399.97,254.635,1200.962,201.37800000000001,22.828,Consommation par usage
2011,M. Bourguiba,46,3997.28,63.246,97.61399999999999,407.38,80.049,488.092,0.117,22.219,Consommation par usage
2011,Jendouba,5,6089.781999999999,503.31899999999996,198.651,841.121,177.937,214.138,216.59699999999998,20.487,Consommation par usage
2011,Le Kef,8,4159.23,490.343,201.82,459.38100000000003,122.80399999999999,82.237,12.137,1.3780000000000001,Consommation par usage
2011,Siliana,24,3378.3269999999998,408.368,143.436,379.727,98.39699999999999,68.229,1.5210000000000001,10.518,Consommation par usage
2011,Beja,1,5782.605,1011.755,235.862,662.265,126.04,856.2170000000001,8.072,105.648,Consommation par usage
2011,Nabeul,48,11528.627,531.188,504.675,575.341,202.64199999999997,884.241,3224.053,63.015,Consommation par usage
2011,M. Temime,49,4725.657,317.251,127.047,165.29899999999998,54.742,177.909,69.139,21.632,Consommation par usage
2011,Grombalia,52,5273.523,120.645,368.081,562.4979999999999,88.055,1805.499,21.226,24.131,Consommation par usage
2011,Zaghouan,13,3373.222,53.75299999999999,140.533,379.922,113.626,1087.387,0.0,18.802,Consommation par usage
2011,Sousse,36,14571.07,137.529,497.365,1020.485,370.497,1203.532,1199.525,56.488,Consommation par usage
2011,H. Sousse,37,8292.628,132.581,233.346,228.21699999999998,202.34199999999998,813.7470000000001,952.344,47.74100000000001,Consommation par usage
2011,Moknine,42,7638.192999999999,0.0,87.477,189.60299999999998,89.00800000000001,1363.867,19.612000000000002,4.656999999999999,Consommation par usage
2011,Monastir,44,9053.731,1.692,297.508,717.822,281.099,1972.447,1642.3609999999999,27.663,Consommation par usage
2011,Mahdia,22,10781.922,1189.01,451.169,498.02900000000005,158.76,1029.797,672.9920000000001,15.996,Consommation par usage
2011,Kairouan,6,7827.842999999999,369.44300000000004,195.363,941.125,220.65800000000002,161.14600000000002,36.896,37.018,Consommation par usage
2011,Kasserine,7,4705.927,79.939,192.641,774.021,166.929,142.465,12.639,5.064,Consommation par usage
2011,Sfax,32,9724.243,36.718,368.88,1186.405,633.3679999999999,1120.2640000000001,132.54,23.570999999999998,Consommation par usage
2011,Sfax Nord,33,10747.121000000001,1013.765,179.411,249.149,79.887,567.125,0.0,97.60399999999998,Consommation par usage
2011,Sfax Sud,34,8666.994999999999,1345.31,97.208,580.728,90.481,1138.7640000000001,40.338,54.985,Consommation par usage
2011,Gafsa,4,7665.209,129.666,168.194,583.04,152.412,111.536,32.515,10.815,Consommation par usage
2011,Tozeur,31,3063.315,14.053,112.591,249.637,95.241,23.377,106.80799999999999,2.754,Consommation par usage
2011,Sidi Bouzid,21,4558.531,365.158,260.229,454.46299999999997,123.653,82.521,0.9159999999999999,187.863,Consommation par usage
2011,Gabes,3,10305.437,370.93600000000004,181.87599999999998,915.331,335.529,3635.715,35.894,127.16599999999998,Consommation par usage
2011,Kebili,28,4581.24,0.0,67.695,303.007,82.351,7.628,31.012999999999998,1.927,Consommation par usage
2011,Medenine,9,7406.11,560.171,207.805,1097.051,232.135,270.769,317.761,64.833,Consommation par usage
2011,Jerba,53,6589.853000000001,3.618,359.919,346.446,160.60299999999998,45.101,3146.777,31.14,Consommation par usage
2011,Tataouine,29,3316.685,284.81,43.391000000000005,362.23900000000003,127.693,46.885,31.948000000000004,34.657,Consommation par usage
2011,Tunis,14,7479.579,5.853999999999999,1075.966,3514.0429999999997,660.9279999999999,1793.59,434.954,103.89399999999999,Consommation par usage
2011,La Marsa,15,11318.964,0.0,747.654,1761.5570000000002,318.745,179.60600000000002,809.904,392.42100000000005,Consommation par usage
2011,Bardo,17,9630.786999999998,7.3020000000000005,436.48,521.616,154.178,333.568,0.156,55.343,Consommation par usage
2011,Tunis Sud,19,6665.657999999999,1.75,186.43200000000002,590.867,134.278,580.33,3.445,19.322,Consommation par usage
2011,El Manar,20,6137.567999999999,0.0,169.39,359.12,56.268,8.652000000000001,11.808,58.952,Consommation par usage
2011,Ariana,25,12222.301,31.194000000000003,538.251,716.488,120.664,342.075,0.0,302.15,Consommation par usage
2011,Ben arous,16,10165.824999999999,39.358000000000004,400.004,457.737,227.768,2430.192,0.0,72.84,Consommation par usage
2011,Ezzahra,26,10403.731,70.258,492.41300000000007,551.265,242.975,1678.989,120.267,114.564,Consommation par usage
2011,El Omrane Supérieur,27,7135.476000000001,55.751999999999995,203.14,200.819,68.697,114.58,0.0,4.775,Consommation par usage
2011,Manouba,54,9866.54,388.20399999999995,305.604,989.8340000000001,1313.302,953.123,0.0,141.27700000000002,Consommation par usage
2012,Bizerte,45,10743.047,332.11,267.611,1375.123,186.45499999999998,1076.728,108.794,15.36,Consommation par usage
2012,M. Bourguiba,46,4348.050000000001,69.362,103.44299999999998,431.873,93.12700000000001,480.255,0.079,26.985,Consommation par usage
2012,Jendouba,5,6767.825999999999,421.447,209.786,921.973,178.21,273.039,254.49099999999999,16.768,Consommation par usage
2012,Le Kef,8,4513.562,575.4970000000001,212.809,453.19,103.092,105.184,14.955000000000002,15.97,Consommation par usage
2012,Siliana,24,3736.1280000000006,426.87,144.303,398.20399999999995,97.83099999999999,62.397000000000006,1.0779999999999998,8.411999999999999,Consommation par usage
2012,Beja,1,6159.338000000001,996.435,233.19,675.726,122.412,804.616,9.604,97.23400000000001,Consommation par usage
2012,Nabeul,48,12220.996000000001,623.057,530.2909999999999,542.367,220.64499999999998,855.67,3771.933,64.311,Consommation par usage
2012,M. Temime,49,4922.732,330.696,128.339,177.15800000000002,55.014,196.21800000000002,76.135,5.521,Consommation par usage
2012,Grombalia,52,5871.715,190.328,407.81,607.541,83.912,1934.109,35.966,20.137,Consommation par usage
2012,Zaghouan,13,3729.082,50.30500000000001,149.322,394.618,128.301,1240.054,0.0,30.848,Consommation par usage
2012,Sousse,36,15385.395,170.20499999999998,526.848,1032.479,340.211,1169.2620000000002,1305.3609999999999,55.538,Consommation par usage
2012,H. Sousse,37,8905.875,180.091,226.625,239.865,194.921,729.6659999999999,1278.065,58.643,Consommation par usage
2012,Moknine,42,8123.205,0.0,93.25300000000001,202.67999999999998,82.509,1360.668,9.894,0.33799999999999997,Consommation par usage
2012,Monastir,44,9493.225999999999,2.165,299.38399999999996,711.1450000000001,285.447,1860.3590000000002,1940.3600000000001,20.54,Consommation par usage
2012,Mahdia,22,11704.654999999999,1302.26,459.79600000000005,530.8979999999999,161.979,1031.0720000000001,870.3059999999999,21.189999999999998,Consommation par usage
2012,Kairouan,6,8533.623,363.40799999999996,214.35999999999999,934.914,231.06599999999997,169.383,39.168,34.731,Consommation par usage
2012,Kasserine,7,5253.525,77.844,193.82600000000002,763.438,187.792,157.943,14.058,4.862,Consommation par usage
2012,Sfax,32,10596.228000000001,26.307000000000002,401.08399999999995,1239.683,677.362,1223.328,149.699,29.076999999999998,Consommation par usage
2012,Sfax Nord,33,11427.056,1210.542,198.07500000000002,266.228,76.37400000000001,718.044,0.0,28.278000000000002,Consommation par usage
2012,Sfax Sud,34,9417.274,1624.592,103.91799999999999,592.3570000000001,93.98,1499.88,31.625999999999998,39.693,Consommation par usage
2012,Gafsa,4,8498.645,214.947,171.51,581.85,154.315,153.361,45.924,11.642,Consommation par usage
2012,Tozeur,31,3295.0299999999997,11.614,121.97299999999998,272.971,100.081,36.144,122.708,1.6870000000000003,Consommation par usage
2012,Sidi Bouzid,21,5452.898999999999,483.422,264.784,563.1949999999999,141.407,96.78399999999999,1.3010000000000002,224.5,Consommation par usage
2012,Gabes,3,11289.559000000001,296.323,170.83999999999997,817.078,300.338,5522.478999999999,46.239,86.729,Consommation par usage
2012,Kebili,28,5238.705,0.0,77.713,274.366,86.398,9.25,47.151,1.8890000000000002,Consommation par usage
2012,Medenine,9,7780.235,663.963,241.137,738.677,207.97400000000002,287.24699999999996,304.125,90.57300000000001,Consommation par usage
2012,Jerba,53,6859.544,5.435,369.021,392.505,140.87,43.373999999999995,3753.774,16.355,Consommation par usage
2012,Tataouine,29,3399.206,390.722,50.333999999999996,303.86300000000006,127.168,57.09,29.713,26.991999999999997,Consommation par usage
2012,Tunis,14,7533.822,7.712,1116.219,3561.6059999999998,703.266,1357.969,474.07800000000003,88.049,Consommation par usage
2012,La Marsa,15,11717.417000000001,0.0,780.5880000000001,1835.777,379.283,218.16099999999997,968.3389999999999,335.22299999999996,Consommation par usage
2012,Bardo,17,10290.699999999999,14.946000000000002,459.101,541.949,165.822,353.705,0.0,87.854,Consommation par usage
2012,Tunis Sud,19,6920.786,0.0,195.44199999999998,534.255,141.127,558.751,3.532,26.213,Consommation par usage
2012,El Manar,20,6282.4220000000005,0.0,181.84099999999998,338.525,60.672000000000004,6.904999999999999,11.635,60.077000000000005,Consommation par usage
2012,Ariana,25,12842.132,27.338,521.589,701.292,115.594,360.01099999999997,0.0,287.491,Consommation par usage
