nbr_projets,inv_declare,nbr_emploi,gouv_ar,gouv_fr,delegation_ar,delegation_fr,secteur_act_ar,secteur_act_ar_1,mois_ar,mois_fr,annee_doa,feuille
1.0,69000,0,تطاوين,TATAWINE,البئر الأحمر,BIR LAHMER,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,220000,2,القيروان,KAIROUAN,عين جلولة,AIN JALOULA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
5.0,374000,5,القيروان,KAIROUAN,الشراردة,CHRARDA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
11.0,628045,1,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الغربية,SIDI BOUZID OUST,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,182975,3,صفاقس,SFAXE,قرقنة,KAREKNA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
5.0,626676,1,سيدي بوزيد,SIDI BOUZIDE,السعيدة,ASSAIDA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
5.0,459972,3,القصرين,KASSERINE,سبيبة,SBIBA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,311500,4,بن عروس,BEN AROUSSE,بومهل البساتين,BOUMHAL ALBASSATIN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,1000000,6,المنستير,MOUNASTIR,المكنين,MEKNIN,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
1.0,121825,0,جندوبة,JENDOUBA,بوسا لم,BOUSALEM,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,55167,0,سيدي بوزيد,SIDI BOUZIDE,سوق الجديد,SOUK EJDID,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,15000,1,المنستير,MOUNASTIR,قصر هلال,KASR HLEL,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
4.0,351000,5,القيروان,KAIROUAN,حفوز,HAFOUZ,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,199500,1,قابس,GABES,المطوية,EL METWEYA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,235000,5,المنستير,MOUNASTIR,الساحلين,SAHLIN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
11.0,531870,11,تطاوين,TATAWINE,رمادة,REMEDA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,31000,0,أريانة,ARIANA,سيدي ثابت,SID THABET,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,80306,2,سليانة,SILIANA,سليانة الجنوبية,SILIANA SUD,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,66700,0,صفاقس,SFAXE,طينة,TINA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,296800,0,الكاف,KEF,الدهماني,DAHMENI,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,187705,0,الكاف,KEF,تاجروين,TAJERWIN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,163473,3,صفاقس,SFAXE,جبنيانة,JEBINYANA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,360000,0,أريانة,ARIANA,قلعة الأندلس,KALAT AL ANDALOUS,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
2.0,488066,2,زغوان,ZAGHOUANE,الزريبة,ZRIBA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,94000,1,المهدية,MAHDIA,أولاد الشامخ,AWLED CHAMEKH,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,26994,10,باجة,BEJA,تيبار,TIBAR,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,186980,3,بنزرت,BIZERTE,ماطر,MATEUR,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
17.0,2197206,27,القصرين,KASSERINE,سبيطلة,SBITLA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,204878,3,تــونس,TUNIS,سيدي حسين,SID HSSIN,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
6.0,350942,2,باجة,BEJA,باجة الجنوبية,BEJA SUD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,1410007,1,صفاقس,SFAXE,الحنشة,HANCHA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,91304,1,قبلي,KEBELLI,سوق الأحد,SOUK LAHAD,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
4.0,125284,2,بنزرت,BIZERTE,العا لية,ELALIYA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
7.0,543366,5,سليانة,SILIANA,قعفور,GAAFOUR,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,625951,5,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,145080,0,جندوبة,JENDOUBA,غارالدماء,GAR DIMA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
3.0,159151,0,نابل,NABEUL,تاكلسة,TAKELSSA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,69000,1,المنستير,MOUNASTIR,بنبلة,BENBLA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,846760,7,سوسة,SOUSSE,بوفيشة,BOUFICHA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,143373,1,قفصة,GAFSA,سيدي عيش,SIDI ICH,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,275000,0,المهدية,MAHDIA,سيدي علوان,SIDI ALWEN,التحويل الأولي,PREMIERE TRANSFORMATION,فيفري,févr.,2018,SQL Results
6.0,269176,6,القصرين,KASSERINE,فريانة,FERYANA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,21639,0,نابل,NABEUL,الهوارية,HAWARIYA,الصيد البحري,PECHE,فيفري,févr.,2018,SQL Results
6.0,4757909,16,منــوبة,MANOUBA,طبربة,TOUBOURBA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
6.0,432000,6,القيروان,KAIROUAN,السبيخة,SBIKHA,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
17.0,1242784,15,القصرين,KASSERINE,فوسانة,FOUSENA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
2.0,244696,2,باجة,BEJA,نفزة,NEFZA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,54306,1,الكاف,KEF,الكاف الشرقية,KEF EST,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,79000,1,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,52442,1,بن عروس,BEN AROUSSE,رادس,RADES,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,10500,2,المنستير,MOUNASTIR,الوردانين,WIRDANIN,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,98320,0,سيدي بوزيد,SIDI BOUZIDE,المزونة,ELMZOUNA,تربية الأحياء المائية,AQUACULTURE,فيفري,févr.,2018,SQL Results
1.0,94000,2,تــونس,TUNIS,حي الخضراء,CITE EL KHATHRA,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,49709,0,جندوبة,JENDOUBA,بلطة بوعوان,BALTA BOU OUN,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,242000,0,المهدية,MAHDIA,المهدية,MAHDIA,الصيد البحري,PECHE,فيفري,févr.,2018,SQL Results
1.0,53000,1,بنزرت,BIZERTE,بنزرت الجنوبية,BIZETE SUD,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
1.0,109000,2,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
4.0,428086,13,مدنين,MEDENINE,بني خداش,BENI KHEDECH,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
4.0,242900,4,المنستير,MOUNASTIR,المكنين,MEKNIN,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
2.0,99178,2,صفاقس,SFAXE,ساقية الدائر,SAKIYET EDAYER,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
3.0,200673,3,بنزرت,BIZERTE,راس الجبل,RAS JBEL,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
1.0,55300,1,مدنين,MEDENINE,ميدون,MIDOUN,الخدمات,SERVICE,فيفري,févr.,2018,SQL Results
5.0,736000,5,قفصة,GAFSA,سيدي عيش,SIDI ICH,الفلاحي,AGRICULTURE,فيفري,févr.,2018,SQL Results
13.0,5195373,7,زغوان,ZAGHOUANE,زغوان,ZAGOUAN,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2.0,159084,2,قبلي,KEBELLI,دوز الشما لية,DOUZ NORD,التحويل الأولي,PREMIERE TRANSFORMATION,مارس,mars,2018,SQL Results
5.0,259000,4,المهدية,MAHDIA,هبيرة,HBIRA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
6.0,388000,4,المهدية,MAHDIA,السواسي,ESSWASSI,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
10.0,1108732,7,سيدي بوزيد,SIDI BOUZIDE,المزونة,ELMZOUNA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
13.0,2811710,7,صفاقس,SFAXE,منزل شاكر,MANZEL CHAKKER,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,78133,2,بنزرت,BIZERTE,ماطر,MATEUR,الخدمات,SERVICE,مارس,mars,2018,SQL Results
4.0,547100,7,قفصة,GAFSA,قفصة الجنوبية,GAFSA SUD,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,77000,6,القيروان,KAIROUAN,السبيخة,SBIKHA,التحويل الأولي,PREMIERE TRANSFORMATION,مارس,mars,2018,SQL Results
1.0,55540,1,صفاقس,SFAXE,الحنشة,HANCHA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,77590,0,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الخدمات,SERVICE,مارس,mars,2018,SQL Results
8.0,627276,4,صفاقس,SFAXE,عقارب,AGAREB,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
3.0,372930,12,مدنين,MEDENINE,حومة السوق,HOUMMET SOUK,الصيد البحري,PECHE,مارس,mars,2018,SQL Results
1.0,581,0,بنزرت,BIZERTE,غار الملح,GAR EL MELH,الصيد البحري,PECHE,مارس,mars,2018,SQL Results
4.0,304929,0,جندوبة,JENDOUBA,واد مليز,WAD MLIZ,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
4.0,329000,5,القيروان,KAIROUAN,الشراردة,CHRARDA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
3.0,229617,2,سيدي بوزيد,SIDI BOUZIDE,أولاد حفوز,AWLED HAFOUZ,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
3.0,193903,3,القصرين,KASSERINE,تا لة,TELA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
7.0,847352,6,سيدي بوزيد,SIDI BOUZIDE,الرقاب,ERGAB,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,4500,0,تــونس,TUNIS,تونس باب البحر,TUNIS BAB BHAR,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,155000,0,توزر,TOZEUR,نفطة,NAFTA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
3.0,115308,0,منــوبة,MANOUBA,واد الليل,WAD ELIL,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2.0,179703,2,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الخدمات,SERVICE,مارس,mars,2018,SQL Results
2.0,110458,2,صفاقس,SFAXE,بئر علي بن خليفة,BIR ALI KHELIFFA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,77000,0,أريانة,ARIANA,رواد,RAWED,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,590000,1,المنستير,MOUNASTIR,طبلبة,TBOLBA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,78525,0,سيدي بوزيد,SIDI BOUZIDE,جلمة,JELMA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,57971,1,صفاقس,SFAXE,صفاقس الجنوبية,SFAXE SUD,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,10000,0,المهدية,MAHDIA,المهدية,MAHDIA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,48000,0,أريانة,ARIANA,قلعة الأندلس,KALAT AL ANDALOUS,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2.0,2638000,0,المنستير,MOUNASTIR,البقا لطة,BKALTA,تربية الأحياء المائية,AQUACULTURE,مارس,mars,2018,SQL Results
2.0,118000,2,القيروان,KAIROUAN,السبيخة,SBIKHA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,47000,1,صفاقس,SFAXE,عقارب,AGAREB,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,50070,1,زغوان,ZAGHOUANE,زغوان,ZAGOUAN,الخدمات,SERVICE,مارس,mars,2018,SQL Results
5.0,687262,3,سيدي بوزيد,SIDI BOUZIDE,السعيدة,ASSAIDA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,335000,0,سيدي بوزيد,SIDI BOUZIDE,أولاد حفوز,AWLED HAFOUZ,التحويل الأولي,PREMIERE TRANSFORMATION,مارس,mars,2018,SQL Results
3.0,321713,3,قابس,GABES,مارث,MARETH,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,67506,1,قفصة,GAFSA,القصر,EL KSSAR,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
7.0,869497,1,سيدي بوزيد,SIDI BOUZIDE,سبا لة أولاد عسكر,SEBELET AWLED ASKAR,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
13.0,2914916,16,قابس,GABES,منزل الحبيب,MANZE EL HABIB,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
4.0,674142,5,توزر,TOZEUR,توزر,TOZEUR,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
10.0,613623,9,سليانة,SILIANA,الروحية,ROUHIYA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,199990,0,باجة,BEJA,تستور,TASTOUR,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,79000,1,سوسة,SOUSSE,سيدي الهاني,SIDI ELHANI,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,55178,1,صفاقس,SFAXE,الصخيرة,SKHIRA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
2.0,138179,1,نابل,NABEUL,الميدة,ELMIDA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,66000,1,القيروان,KAIROUAN,العلا,AL ALAA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
5.0,2347318,16,بنزرت,BIZERTE,أوتيك,UTIK,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2.0,244724,0,سيدي بوزيد,SIDI BOUZIDE,سيدي بوزيد الشرقية,SIDI BOUZID EST,الخدمات,SERVICE,مارس,mars,2018,SQL Results
3.0,170000,3,سليانة,SILIANA,قعفور,GAAFOUR,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2.0,404991,5,قبلي,KEBELLI,سوق الأحد,SOUK LAHAD,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
3.0,123773,2,قابس,GABES,غنوش,GANOUCH,الصيد البحري,PECHE,مارس,mars,2018,SQL Results
1.0,111650,1,قبلي,KEBELLI,الفوار,ELFAWAR,الخدمات,SERVICE,مارس,mars,2018,SQL Results
5.0,3691066,2,بنزرت,BIZERTE,ماطر,MATEUR,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,250000,3,أريانة,ARIANA,سكرة,SOUKRRA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
13.0,1074395,12,القصرين,KASSERINE,فوسانة,FOUSENA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
11.0,622361,11,القصرين,KASSERINE,القصرين الجنوبية,KASSERINE SUD,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
6.0,755599,5,سيدي بوزيد,SIDI BOUZIDE,سيدي علي بن عون,SIDI ALI BEN OUN,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
3.0,977000,0,المهدية,MAHDIA,الشابة,CHEBBA,الصيد البحري,PECHE,مارس,mars,2018,SQL Results
7.0,2041428,28,زغوان,ZAGHOUANE,بئر مشارقة,BIR MCHARGA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
10.0,3013500,17,بن عروس,BEN AROUSSE,مرناق,MORNAG,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2.0,213044,3,تــونس,TUNIS,تونس المدينة,TUNIS ELMADINA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,185907,1,قبلي,KEBELLI,دوز الجنوبية,DOUZ SUD,التحويل الأولي,PREMIERE TRANSFORMATION,مارس,mars,2018,SQL Results
1.0,8000,0,بن عروس,BEN AROUSSE,فوشانة,FOUCHANA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
2.0,94000,0,المهدية,MAHDIA,الشابة,CHEBBA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,7200,0,باجة,BEJA,باجة الشما لية,BEJANORD,الخدمات,SERVICE,مارس,mars,2018,SQL Results
3.0,251000,3,القيروان,KAIROUAN,القيروان الشما لية,KAIROUAN NORD,الخدمات,SERVICE,مارس,mars,2018,SQL Results
2.0,503795,3,باجة,BEJA,باجة الشما لية,BEJANORD,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
5.0,314459,4,مدنين,MEDENINE,جرجيس,JERJIS,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2.0,660000,6,أريانة,ARIANA,سيدي ثابت,SID THABET,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,97000,0,المهدية,MAHDIA,سيدي علوان,SIDI ALWEN,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,71500,2,قفصة,GAFSA,زانوش,,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
4.0,216993,4,سليانة,SILIANA,سيدي بورويس,SIDI BOURWIS,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,222848,2,سليانة,SILIANA,بوعرادة,BOU ARADA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
4.0,497436,1,الكاف,KEF,تاجروين,TAJERWIN,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,3610,0,نابل,NABEUL,بني خلاد,BENI KHALLED,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,73100,2,قفصة,GAFSA,بلخير,BELKHIR,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,77500,0,جندوبة,JENDOUBA,بلطة بوعوان,BALTA BOU OUN,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,81400,1,سليانة,SILIANA,العروسة,ALAROUSSA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,166000,0,قابس,GABES,مارث,MARETH,الصيد البحري,PECHE,مارس,mars,2018,SQL Results
1.0,895000,0,الكاف,KEF,تاجروين,TAJERWIN,التحويل الأولي,PREMIERE TRANSFORMATION,مارس,mars,2018,SQL Results
1.0,131500,2,قفصة,GAFSA,أم  العرائس,OM ELARAYES,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,45000,0,أريانة,ARIANA,قلعة الأندلس,KALAT AL ANDALOUS,الخدمات,SERVICE,مارس,mars,2018,SQL Results
2.0,69000,3,المنستير,MOUNASTIR,صيادة لمطة بوحجر,SAYADAT LAMTA BOUHJAR,الصيد البحري,PECHE,مارس,mars,2018,SQL Results
1.0,54800,1,قابس,GABES,قابس الغربية,GABES WEST,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,83000,1,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الخدمات,SERVICE,مارس,mars,2018,SQL Results
1.0,173000,1,قابس,GABES,مطماطة الجديدة,MATMATA ELJADIDA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
6.0,4601380,49,نابل,NABEUL,تاكلسة,TAKELSSA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
7.0,4962000,9,القيروان,KAIROUAN,القيروان الجنوبية,KAIROUAN SUD,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
4.0,346000,4,تطاوين,TATAWINE,الصمّار,SAMMAR,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,39192,0,نابل,NABEUL,حمام الغزاز,HAMMEM GZEZ,الخدمات,SERVICE,مارس,mars,2018,SQL Results
7.0,720880,28,القصرين,KASSERINE,ماجل با لعباس,MAJEL BELABBES,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2.0,142958,2,قبلي,KEBELLI,قبلي الشما لية,KEBELLI NORD,التحويل الأولي,PREMIERE TRANSFORMATION,مارس,mars,2018,SQL Results
9.0,715480,7,مدنين,MEDENINE,بن قردان,BEN GERDAN,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,357000,0,قابس,GABES,الحامة,HAMMA,التحويل الأولي,PREMIERE TRANSFORMATION,مارس,mars,2018,SQL Results
3.0,251000,10,القيروان,KAIROUAN,الوسلاتية,WESLATIYA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
4.0,266719,1,الكاف,KEF,السرس,SERS,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,78000,2,بن عروس,BEN AROUSSE,بن عروس,BEN AROUSSE,الخدمات,SERVICE,مارس,mars,2018,SQL Results
4.0,262000,4,القيروان,KAIROUAN,السبيخة,SBIKHA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
3.0,141481,2,قبلي,KEBELLI,دوز الجنوبية,DOUZ SUD,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2.0,299492,1,نابل,NABEUL,منزل بوزلفة,MANZEL BOUZALFA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2.0,159400,2,تطاوين,TATAWINE,البئر الأحمر,BIR LAHMER,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
1.0,103885,1,توزر,TOZEUR,نفطة,NAFTA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
8.0,854910,8,قفصة,GAFSA,سيدي عيش,SIDI ICH,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2.0,228810,2,قبلي,KEBELLI,رجيم معتوق,ٌRegim Maatoug,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
2.0,210000,2,سوسة,SOUSSE,النفيضة,NFIDHA,الفلاحي,AGRICULTURE,مارس,mars,2018,SQL Results
4.0,137355,3,صفاقس,SFAXE,قرقنة,KAREKNA,الخدمات,SERVICE,مارس,mars,2018,SQL Results
