date,gouvernorat,type_peche,main_œuvre,feuille
2020,قـــــــــابـــس,صيد السمك الأزرق,810.0,Feuil1
2020,قـــــــــابـــس,صيد التن,60.0,Feuil1
2020,قـــــــــابـــس,تربية أحياء مائية,0.0,Feuil1
2020,قـــــــــابـــس,صيدعلى الأقدام,0.0,Feuil1
2020,مــــــدنــيـــــــن,صيد ساحلي,6688.0,Feuil1
2020,مــــــدنــيـــــــن,صيد بالجر,34.0,Feuil1
2020,مــــــدنــيـــــــن,صيد السمك الأزرق,368.0,Feuil1
2020,مــــــدنــيـــــــن,صيد التن,90.0,Feuil1
2020,مــــــدنــيـــــــن,تربية أحياء مائية,0.0,Feuil1
2020,مــــــدنــيـــــــن,صيدعلى الأقدام,0.0,Feuil1
2020,الـــــكـــاف,صيد ساحلي,0.0,Feuil1
2020,الـــــكـــاف,صيد بالجر,0.0,Feuil1
2020,الـــــكـــاف,صيد السمك الأزرق,0.0,Feuil1
2020,الـــــكـــاف,صيد التن,0.0,Feuil1
2020,الـــــكـــاف,تربية أحياء مائية,48.0,Feuil1
2020,الـــــكـــاف,صيدعلى الأقدام,0.0,Feuil1
2020,ســـليـــــانة,صيد ساحلي,0.0,Feuil1
2020,ســـليـــــانة,صيد بالجر,0.0,Feuil1
2020,ســـليـــــانة,صيد السمك الأزرق,0.0,Feuil1
2020,ســـليـــــانة,صيد التن,0.0,Feuil1
2020,ســـليـــــانة,تربية أحياء مائية,12.0,Feuil1
2020,ســـليـــــانة,صيدعلى الأقدام,0.0,Feuil1
2020,زغــــوان,صيد ساحلي,0.0,Feuil1
2020,زغــــوان,صيد بالجر,0.0,Feuil1
2020,زغــــوان,صيد السمك الأزرق,0.0,Feuil1
2020,زغــــوان,صيد التن,0.0,Feuil1
2020,زغــــوان,تربية أحياء مائية,8.0,Feuil1
2020,زغــــوان,صيدعلى الأقدام,0.0,Feuil1
2020,الـــقــيروان,صيد ساحلي,0.0,Feuil1
2020,الـــقــيروان,صيد بالجر,0.0,Feuil1
2020,الـــقــيروان,صيد السمك الأزرق,0.0,Feuil1
2020,الـــقــيروان,صيد التن,0.0,Feuil1
2020,الـــقــيروان,تربية أحياء مائية,76.0,Feuil1
2020,الـــقــيروان,صيدعلى الأقدام,0.0,Feuil1
2021,جــنــدوبــة و بــــــــاجة,صيد ساحلي,504.0,Feuil1
2021,جــنــدوبــة و بــــــــاجة,صيد بالجر,90.0,Feuil1
2021,جــنــدوبــة و بــــــــاجة,صيد السمك الأزرق,36.0,Feuil1
2021,جــنــدوبــة و بــــــــاجة,صيد التن,0.0,Feuil1
2021,جــنــدوبــة و بــــــــاجة,تربية أحياء مائية,139.0,Feuil1
2021,جــنــدوبــة و بــــــــاجة,صيدعلى الأقدام,0.0,Feuil1
2021,بــــنـــــزرت,صيد ساحلي,4134.0,Feuil1
2021,بــــنـــــزرت,صيد بالجر,240.0,Feuil1
2021,بــــنـــــزرت,صيد السمك الأزرق,450.0,Feuil1
2021,بــــنـــــزرت,صيد التن,16.0,Feuil1
2021,بــــنـــــزرت,تربية أحياء مائية,67.0,Feuil1
2021,بــــنـــــزرت,صيدعلى الأقدام,0.0,Feuil1
2021,أريـــــــــانة,صيد ساحلي,1070.0,Feuil1
2021,أريـــــــــانة,صيد بالجر,0.0,Feuil1
2021,أريـــــــــانة,صيد السمك الأزرق,0.0,Feuil1
2021,أريـــــــــانة,صيد التن,0.0,Feuil1
2021,أريـــــــــانة,تربية أحياء مائية,0.0,Feuil1
2021,أريـــــــــانة,صيدعلى الأقدام,0.0,Feuil1
2021,تـــــونــس,صيد ساحلي,1180.0,Feuil1
2021,تـــــونــس,صيد بالجر,299.0,Feuil1
2021,تـــــونــس,صيد السمك الأزرق,54.0,Feuil1
2021,تـــــونــس,صيد التن,0.0,Feuil1
2021,تـــــونــس,تربية أحياء مائية,0.0,Feuil1
2021,تـــــونــس,صيدعلى الأقدام,0.0,Feuil1
2021,بن عروس,صيد ساحلي,610.0,Feuil1
