annee,mois,valeur,feuille
2010,6,8.0,Sheet1
2010,7,8.4,Sheet1
2010,8,8.4,Sheet1
2010,9,8.4,Sheet1
2010,10,8.4,Sheet1
2010,11,8.4,Sheet1
2010,12,8.4,Sheet1
2011,1,8.4,Sheet1
2011,2,8.4,Sheet1
2011,3,8.4,Sheet1
2011,4,8.4,Sheet1
2011,5,8.4,Sheet1
2011,6,8.4,Sheet1
2011,7,9.0,Sheet1
2011,8,9.0,Sheet1
2011,9,9.0,Sheet1
2011,10,9.0,Sheet1
2011,11,9.0,Sheet1
2011,12,9.0,Sheet1
2012,1,9.0,Sheet1
2012,2,9.0,Sheet1
2012,3,9.0,Sheet1
2012,4,9.0,Sheet1
2012,5,9.0,Sheet1
2012,6,9.0,Sheet1
2012,7,10.6,Sheet1
2012,8,10.6,Sheet1
2012,9,10.6,Sheet1
2012,10,10.6,Sheet1
2012,11,10.6,Sheet1
2012,12,11.6,Sheet1
2013,1,11.6,Sheet1
2013,2,11.6,Sheet1
2013,3,11.6,Sheet1
2013,4,11.6,Sheet1
2013,5,11.6,Sheet1
2013,6,11.6,Sheet1
2013,7,11.6,Sheet1
2013,8,11.6,Sheet1
2013,9,11.6,Sheet1
2013,10,11.6,Sheet1
2013,11,11.6,Sheet1
2013,12,11.6,Sheet1
2014,1,11.6,Sheet1
2014,2,11.6,Sheet1
2014,3,11.6,Sheet1
2014,4,11.6,Sheet1
2014,5,11.6,Sheet1
2014,6,11.6,Sheet1
2014,7,11.6,Sheet1
2014,8,11.6,Sheet1
2014,9,12.3,Sheet1
2014,10,12.3,Sheet1
2014,11,12.3,Sheet1
2014,12,12.3,Sheet1
2015,1,12.3,Sheet1
2015,2,12.3,Sheet1
2015,3,12.3,Sheet1
2015,4,12.3,Sheet1
2015,5,12.3,Sheet1
2015,6,12.3,Sheet1
2015,7,12.3,Sheet1
2015,8,12.3,Sheet1
2015,9,12.304,Sheet1
2015,10,12.304,Sheet1
2015,11,13.0,Sheet1
2015,12,13.0,Sheet1
2016,1,13.0,Sheet1
2016,2,13.0,Sheet1
2016,3,13.0,Sheet1
2016,4,13.0,Sheet1
2016,5,13.0,Sheet1
2016,6,13.0,Sheet1
2016,7,13.0,Sheet1
2016,8,13.0,Sheet1
2016,9,13.0,Sheet1
2016,10,13.0,Sheet1
2016,11,13.0,Sheet1
2016,12,13.0,Sheet1
2017,1,13.0,Sheet1
2017,2,13.0,Sheet1
2017,3,13.0,Sheet1
2017,4,13.0,Sheet1
2017,5,13.0,Sheet1
2017,6,13.763,Sheet1
2017,7,13.763,Sheet1
2017,8,13.763,Sheet1
2017,9,13.763,Sheet1
2017,10,13.763,Sheet1
2017,11,13.763,Sheet1
2017,12,13.763,Sheet1
2018,1,13.8,Sheet1
2018,2,13.8,Sheet1
2018,3,13.8,Sheet1
2018,4,13.8,Sheet1
2018,5,13.8,Sheet1
2018,6,13.8,Sheet1
2018,7,13.8,Sheet1
2018,8,14.559999999999999,Sheet1
2018,9,14.559999999999999,Sheet1
2018,10,14.559999999999999,Sheet1
2018,11,14.559999999999999,Sheet1
2018,12,14.559999999999999,Sheet1
2019,1,14.559999999999999,Sheet1
2019,2,14.559999999999999,Sheet1
