date,gouvernorat,production_tonne,feuille
2017,صفاقس,337.0,Evo-grenadier
2017,القيروان,10500.0,Evo-grenadier
2017,القصرين,270.0,Evo-grenadier
2017,سيدي بوزيد,2104.0,Evo-grenadier
2017,قفصة,214.0,Evo-grenadier
2017,توزر,675.0,Evo-grenadier
2017,قبلي,200.0,Evo-grenadier
2017,قابس,35000.0,Evo-grenadier
2017,مدنين,490.0,Evo-grenadier
2017,تطاوين,170.0,Evo-grenadier
2016,تونس,0.0,Evo-grenadier
2016,أريانة,1260.0,Evo-grenadier
2016,منوبة,1472.0,Evo-grenadier
2016,بن عروس,2100.0,Evo-grenadier
2016,نابل,9360.0,Evo-grenadier
2016,بنزرت,948.0,Evo-grenadier
2016,باجة,13000.0,Evo-grenadier
2016,جندوبة,488.0,Evo-grenadier
2016,الكاف,110.0,Evo-grenadier
2016,سليانة,694.0,Evo-grenadier
2016,زغوان,931.0,Evo-grenadier
2016,سوسة,2200.0,Evo-grenadier
2016,المنستير,1258.0,Evo-grenadier
2016,المهدية,459.5,Evo-grenadier
2016,صفاقس,320.0,Evo-grenadier
2016,القيروان,9600.0,Evo-grenadier
2016,القصرين,230.0,Evo-grenadier
2016,سيدي بوزيد,1240.0,Evo-grenadier
2016,قفصة,214.0,Evo-grenadier
2016,توزر,569.0,Evo-grenadier
2016,قبلي,200.0,Evo-grenadier
2016,قابس,33000.0,Evo-grenadier
2016,مدنين,438.0,Evo-grenadier
2016,تطاوين,210.0,Evo-grenadier
2015,تونس,0.0,Evo-grenadier
2015,أريانة,1260.0,Evo-grenadier
2015,منوبة,1280.0,Evo-grenadier
2015,بن عروس,2400.0,Evo-grenadier
2015,نابل,9240.0,Evo-grenadier
2015,بنزرت,920.0,Evo-grenadier
2015,باجة,12200.0,Evo-grenadier
2015,جندوبة,420.0,Evo-grenadier
2015,الكاف,105.0,Evo-grenadier
2015,سليانة,1280.0,Evo-grenadier
2015,زغوان,681.0,Evo-grenadier
2015,سوسة,2700.0,Evo-grenadier
2015,المنستير,890.0,Evo-grenadier
2015,المهدية,734.0,Evo-grenadier
2015,صفاقس,552.0,Evo-grenadier
2015,القيروان,8500.0,Evo-grenadier
2015,القصرين,200.0,Evo-grenadier
2015,سيدي بوزيد,1345.0,Evo-grenadier
2015,قفصة,214.0,Evo-grenadier
2015,توزر,644.0,Evo-grenadier
2015,قبلي,240.0,Evo-grenadier
2015,قابس,35000.0,Evo-grenadier
2015,مدنين,458.0,Evo-grenadier
2015,تطاوين,260.0,Evo-grenadier
2014,تونس,0.0,Evo-grenadier
2014,أريانة,1008.0,Evo-grenadier
2014,منوبة,1280.0,Evo-grenadier
2014,بن عروس,3725.0,Evo-grenadier
2014,نابل,8050.0,Evo-grenadier
2014,بنزرت,926.0,Evo-grenadier
2014,باجة,12500.0,Evo-grenadier
2014,جندوبة,411.0,Evo-grenadier
2014,الكاف,230.0,Evo-grenadier
2014,سليانة,1280.0,Evo-grenadier
2014,زغوان,465.0,Evo-grenadier
2014,سوسة,4000.0,Evo-grenadier
2014,المنستير,1500.0,Evo-grenadier
2014,المهدية,346.0,Evo-grenadier
2014,صفاقس,135.0,Evo-grenadier
2014,القيروان,8270.0,Evo-grenadier
2014,القصرين,230.0,Evo-grenadier
2014,سيدي بوزيد,1072.0,Evo-grenadier
2014,قفصة,214.0,Evo-grenadier
2014,توزر,469.0,Evo-grenadier
2014,قبلي,200.0,Evo-grenadier
2014,قابس,30000.0,Evo-grenadier
2014,مدنين,420.0,Evo-grenadier
2014,تطاوين,110.0,Evo-grenadier
2013,تونس,0.0,Evo-grenadier
2013,أريانة,1159.0,Evo-grenadier
2013,منوبة,1200.0,Evo-grenadier
2013,بن عروس,2700.0,Evo-grenadier
2013,نابل,4725.0,Evo-grenadier
2013,بنزرت,900.0,Evo-grenadier
2013,باجة,12100.0,Evo-grenadier
2013,جندوبة,344.0,Evo-grenadier
2013,الكاف,198.0,Evo-grenadier
2013,سليانة,960.0,Evo-grenadier
2013,زغوان,276.0,Evo-grenadier
2013,سوسة,5740.0,Evo-grenadier
2013,المنستير,1274.0,Evo-grenadier
2013,المهدية,447.0,Evo-grenadier
2013,صفاقس,222.0,Evo-grenadier
2013,القيروان,7800.0,Evo-grenadier
2013,القصرين,275.0,Evo-grenadier
2013,سيدي بوزيد,792.0,Evo-grenadier
2013,قفصة,1500.0,Evo-grenadier
2013,توزر,500.0,Evo-grenadier
2013,قبلي,500.0,Evo-grenadier
2013,قابس,23000.0,Evo-grenadier
2013,مدنين,440.0,Evo-grenadier
2013,تطاوين,110.0,Evo-grenadier
2012,تونس,0.0,Evo-grenadier
2012,أريانة,1260.0,Evo-grenadier
2012,منوبة,1560.0,Evo-grenadier
2012,بن عروس,3037.0,Evo-grenadier
2012,نابل,4500.0,Evo-grenadier
2012,بنزرت,905.0,Evo-grenadier
2012,باجة,12000.0,Evo-grenadier
2012,جندوبة,416.0,Evo-grenadier
2012,الكاف,180.0,Evo-grenadier
2012,سليانة,960.0,Evo-grenadier
2012,زغوان,268.0,Evo-grenadier
2012,سوسة,4100.0,Evo-grenadier
2012,المنستير,2270.0,Evo-grenadier
2012,المهدية,833.0,Evo-grenadier
2012,صفاقس,410.0,Evo-grenadier
2012,القيروان,8000.0,Evo-grenadier
2012,القصرين,260.0,Evo-grenadier
2012,سيدي بوزيد,1320.0,Evo-grenadier
2012,قفصة,1700.0,Evo-grenadier
2012,توزر,598.0,Evo-grenadier
2012,قبلي,500.0,Evo-grenadier
2012,قابس,25000.0,Evo-grenadier
2012,مدنين,500.0,Evo-grenadier
2012,تطاوين,227.0,Evo-grenadier
2011,تونس,0.0,Evo-grenadier
2011,أريانة,1440.0,Evo-grenadier
2011,منوبة,1008.0,Evo-grenadier
2011,بن عروس,3375.0,Evo-grenadier
2011,نابل,5000.0,Evo-grenadier
2011,بنزرت,955.0,Evo-grenadier
2011,باجة,11900.0,Evo-grenadier
2011,جندوبة,340.0,Evo-grenadier
2011,الكاف,168.0,Evo-grenadier
2011,سليانة,500.0,Evo-grenadier
2011,زغوان,400.0,Evo-grenadier
2011,سوسة,5000.0,Evo-grenadier
2011,المنستير,2300.0,Evo-grenadier
2011,المهدية,100.0,Evo-grenadier
2011,صفاقس,600.0,Evo-grenadier
2011,القيروان,7800.0,Evo-grenadier
2011,القصرين,265.0,Evo-grenadier
2011,سيدي بوزيد,1200.0,Evo-grenadier
2011,قفصة,1550.0,Evo-grenadier
2011,توزر,626.0,Evo-grenadier
2011,قبلي,1000.0,Evo-grenadier
2011,قابس,28000.0,Evo-grenadier
2011,مدنين,700.0,Evo-grenadier
2011,تطاوين,370.0,Evo-grenadier
2010,تونس,0.0,Evo-grenadier
2010,أريانة,2040.0,Evo-grenadier
2010,منوبة,1000.0,Evo-grenadier
2010,بن عروس,4500.0,Evo-grenadier
2010,نابل,4250.0,Evo-grenadier
2010,بنزرت,913.0,Evo-grenadier
2010,باجة,11900.0,Evo-grenadier
2010,جندوبة,440.0,Evo-grenadier
2010,الكاف,171.0,Evo-grenadier
2010,سليانة,480.0,Evo-grenadier
2010,زغوان,375.0,Evo-grenadier
2010,سوسة,4500.0,Evo-grenadier
2010,المنستير,2300.0,Evo-grenadier
2010,المهدية,1300.0,Evo-grenadier
2010,صفاقس,150.0,Evo-grenadier
2010,القيروان,8500.0,Evo-grenadier
2010,القصرين,240.0,Evo-grenadier
2010,سيدي بوزيد,700.0,Evo-grenadier
2010,قفصة,1200.0,Evo-grenadier
2010,توزر,588.0,Evo-grenadier
2010,قبلي,1000.0,Evo-grenadier
2010,قابس,19000.0,Evo-grenadier
2010,مدنين,650.0,Evo-grenadier
2010,تطاوين,400.0,Evo-grenadier
