الولاية_gouvernorat,ع_ر,اسم_المجمع,عدد_العايلات_المنتفعة,عدد_الوصلات_الفردية,عدد_الموسسات_العمومية,عدد_المنظومات_المتوقفة,feuille
باجة,1,بوكسلان عين شالو,280.0,260.0,2,,AEP
باجة,1,السرسار,200.0,20.0,1,,AEP
باجة,1,سيدي محمود,80.0,60.0,0,,AEP
باجة,1,جبل الشعرة,300.0,296.0,1,,AEP
باجة,1,القراق,230.0,216.0,1,,AEP
باجة,1,قصر مزوار,280.0,250.0,1,,AEP
باجة,1,الشرفة عين الستارة,260.0,160.0,2,,AEP
باجة,1,النهايشية,125.0,74.0,0,,AEP
باجة,1,الزيادين,230.0,210.0,0,,AEP
باجة,1,اولاد صولة,112.0,60.0,0,,AEP
باجة,1,النوايشية,72.0,52.0,0,,AEP
باجة,1,عين سلطان,800.0,780.0,2,,AEP
باجة,1,الأمل بوسعادة,64.0,64.0,0,,AEP
باجة,1,الصفايا الجوابلية,80.0,80.0,0,,AEP
باجة,1,الدخايلية,83.0,83.0,0,,AEP
باجة,1,لفارق,180.0,170.0,0,,AEP
باجة,1,اولاد علية,82.0,80.0,0,,AEP
باجة,1,التوافق,120.0,90.0,0,,AEP
باجة,1,المخشبية,135.0,,0,,AEP
باجة,1,بالشوك,120.0,,1,,AEP
باجة,1,العرايبية,90.0,70.0,0,,AEP
باجة,1,قصر حديد,225.0,200.0,1,,AEP
باجة,1,عين العشا,45.0,40.0,0,,AEP
باجة,1,المالح,70.0,40.0,1,,AEP
باجة,1,اليسر 2,45.0,45.0,0,,AEP
باجة,1,الحواولية,70.0,60.0,0,,AEP
باجة,1,سبعة عوينات,80.0,80.0,0,,AEP
باجة,1,القرية,86.0,72.0,0,,AEP
باجة,1,بورويس,200.0,120.0,1,,AEP
باجة,1,بني مالك 1,248.0,120.0,1,,AEP
باجة,1,بني مالك 2,165.0,130.0,0,,AEP
باجة,1,الشابية,120.0,100.0,0,,AEP
باجة,1,الجوزة,280.0,120.0,2,,AEP
باجة,1,الحمراء الفتاتنة,185.0,70.0,1,,AEP
باجة,1,الغرفة,102.0,56.0,1,,AEP
باجة,1,مغرواة,110.0,80.0,1,,AEP
باجة,1,الرماضنية,160.0,100.0,0,,AEP
باجة,1,القوسة ( الحمر الفحامة),120.0,120.0,0,,AEP
باجة,1,العرابة,120.0,60.0,0,,AEP
باجة,1,سوايبية,105.0,105.0,0,,AEP
باجة,1,القصعة 1 و2,42.0,38.0,0,,AEP
باجة,1,الغواورة,65.0,65.0,0,,AEP
باجة,1,وادي الداموس,390.0,290.0,1,,AEP
باجة,1,االحياة (واد المعدن),250.0,180.0,1,,AEP
باجة,1,الرميلة فطناسة,326.0,180.0,1,,AEP
باجة,1,عين المسوم,65.0,45.0,0,,AEP
باجة,1,بوزنة,90.0,45.0,0,,AEP
باجة,1,الجميلة القمارة,211.0,200.0,1,,AEP
باجة,1,الجميل,220.0,200.0,0,,AEP
باجة,1,الظهيرات,205.0,185.0,1,,AEP
باجة,1,برطوكس,60.0,0.0,0,,AEP
باجة,1,جبل الديس,500.0,400.0,1,,AEP
باجة,1,زاقة,400.0,0.0,0,,AEP
باجة,1,النقيشة,100.0,,0,,AEP
باجة,1,عين الدم بوقرنونة,236.0,220.0,1,,AEP
باجة,1,غياضة,370.0,100.0,1,,AEP
باجة,1,اولاد علي السنديان,240.0,220.0,0,,AEP
باجة,1,الوليجة,120.0,,0,,AEP
باجة,1,المرجى-  الصنوبر,120.0,145.0,0,,AEP
باجة,1,تبردقة,420.0,180.0,2,,AEP
باجة,1,المشارقة,120.0,120.0,0,,AEP
باجة,1,التلة بن قياس,156.0,60.0,1,,AEP
باجة,1,خشاب,300.0,300.0,1,,AEP
باجة,1,دور إسماعيل,390.0,320.0,1,,AEP
باجة,1,سيدي نصر,65.0,,0,,AEP
باجة,1,شيخ الوديان         ( النعايمية اولاد سيدهم),380.0,300.0,1,,AEP
باجة,1,النوايرية,100.0,100.0,0,,AEP
باجة,1,الجرايدية العبابدة,120.0,64.0,0,,AEP
باجة,1,بلهوان,130.0,112.0,1,,AEP
باجة,1,واد الأحمر,95.0,88.0,1,,AEP
باجة,1,ولجة الدخان,202.0,180.0,0,,AEP
باجة,1,مزوغة زلدو,360.0,325.0,1,,AEP
باجة,1,جلاص بوعيسى,200.0,125.0,0,,AEP
باجة,1,الخوالدية,30.0,25.0,0,,AEP
باجة,1,بئر بوناب,30.0,30.0,0,,AEP
باجة,1,غار كريز,230.0,100.0,0,,AEP
باجة,1,لحواش,90.0,84.0,0,,AEP
باجة,1,الرميلية الزعاترية,30.0,25.0,0,,AEP
باجة,1,دجبة العليا,410.0,390.0,1,,AEP
باجة,1,أم الخمل,259.0,225.0,1,,AEP
باجة,1,بلعيش,250.0,,1,1,AEP
باجة,1,القصر,382.0,380.0,1,,AEP
باجة,1,بوسدرة,225.0,225.0,0,,AEP
باجة,1,الطرابلسية,30.0,30.0,0,,AEP
باجة,1,مبرك الجمل,20.0,20.0,0,,AEP
باجة,1,اللوايتية,23.0,23.0,0,,AEP
باجة,1,قبر الروم,39.0,30.0,0,,AEP
باجة,1,حيدوس,80.0,75.0,1,,AEP
باجة,1,عياضي عين مليتي,216.0,210.0,1,,AEP
باجة,1,شلقوة,60.0,45.0,0,,AEP
باجة,1,أولاد مرعي,382.0,320.0,0,1,AEP
باجة,1,الشعابنية/عين الحمام,125.0,116.0,0,,AEP
باجة,1,نفات زهنة,150.0,120.0,1,,AEP
بن عروس,1,العبابسة,93.0,88.0,2,,AEP
بن عروس,1,سيدي سالم المدرسة,34.0,33.0,1,,AEP
بن عروس,1,جباس س. سالم القرية,39.0,39.0,1,,AEP
بن عروس,1,بوستيتة – بن شعبان,72.0,68.0,,,AEP
بن عروس,1,عرقوب صويد,25.0,25.0,,,AEP
بن عروس,1,دوار بن ضو,18.0,18.0,,,AEP
بن عروس,1,النوالي,28.0,27.0,,,AEP
بن عروس,1,البلاص- بن عيسى,71.0,69.0,,,AEP
بن عروس,1,طرهونة,173.0,173.0,1,,AEP
بن عروس,1,هنشير خليل,81.0,78.0,,,AEP
بن عروس,1,الرحمة  سيدي فرج,165.0,161.0,2,,AEP
بن عروس,1,سيدي مسعود,280.0,280.0,2,,AEP
بن عروس,1,القنة,174.0,174.0,2,,AEP
بن عروس,1,القنة الغربية,140.0,140.0,1,,AEP
بن عروس,1,الطياري,16.0,10.0,,1,AEP
بن عروس,1,عين الرقاد,272.0,268.0,4,,AEP
بن عروس,1,القصيبي,528.0,510.0,2,,AEP
بن عروس,1,برج السوقي,115.0,115.0,3,,AEP
بن عروس,1,اولاد خليفة,8.0,8.0,,,AEP
بن عروس,1,القصير,68.0,64.0,,,AEP
بن عروس,1,العلايات,189.0,189.0,,,AEP
بن عروس,1,الروايسية,31.0,31.0,,,AEP
جندوبة,1,عين الخراريب,349.0,275.0,4,,AEP
جندوبة,1,أولاد أحمد,554.0,356.0,4,1,AEP
جندوبة,1,عتاب,124.0,0.0,1,1,AEP
جندوبة,1,الدخايلية,400.0,86.0,2,,AEP
جندوبة,1,التاغوت,42.0,42.0,0,,AEP
جندوبة,1,الكربة,153.0,153.0,0,,AEP
جندوبة,1,الغرايبية,112.0,102.0,0,,AEP
جندوبة,1,الغوايلية,300.0,180.0,3,,AEP
جندوبة,1,شمتو,469.0,187.0,3,,AEP
جندوبة,1,أولاد جمعة,71.0,,,,AEP
جندوبة,1,المعدن,70.0,65.0,4,,AEP
جندوبة,1,عين السلطان,148.0,148.0,4,,AEP
جندوبة,1,العيون,160.0,160.0,3,,AEP
جندوبة,1,الحوش,44.0,4.0,2,,AEP
جندوبة,1,البلدة,230.0,124.0,4,1,AEP
جندوبة,1,الجليل,249.0,249.0,3,,AEP
جندوبة,1,الدورة,288.0,288.0,4,,AEP
جندوبة,1,بوشهبون,15.0,15.0,0,,AEP
جندوبة,1,السلاطنية - القوارص,120.0,120.0,1,,AEP
جندوبة,1,الصرية,245.0,245.0,4,,AEP
جندوبة,1,الطغزاز,150.0,150.0,3,,AEP
جندوبة,1,سيدي روين,16.0,16.0,3,,AEP
جندوبة,1,الفجة,336.0,336.0,2,,AEP
جندوبة,1,ماجل الرومي,261.0,201.0,1,1,AEP
جندوبة,1,الملايكية الريحان,153.0,80.0,0,,AEP
جندوبة,1,المهلهلية,196.0,115.0,1,,AEP
جندوبة,1,النصانيص,63.0,51.0,0,,AEP
جندوبة,1,العقيبة,90.0,0.0,0,,AEP
جندوبة,1,الخنابشة,47.0,47.0,0,,AEP
جندوبة,1,عين التراريب,471.0,0.0,8,1,AEP
جندوبة,1,لذياب,81.0,81.0,1,,AEP
جندوبة,1,أولاد الحاج,41.0,37.0,1,,AEP
جندوبة,1,دزيرة سيدي عبيد,527.0,527.0,4,,AEP
جندوبة,1,الحنانشة - العبدة,274.0,259.0,2,,AEP
جندوبة,1,مجاز الشرف,375.0,365.0,4,,AEP
جندوبة,1,بوشقرة,90.0,80.0,0,,AEP
جندوبة,1,دوار القطوس,245.0,245.0,3,,AEP
جندوبة,1,القرايعية,35.0,32.0,0,,AEP
جندوبة,1,الطلابية,125.0,125.0,0,,AEP
جندوبة,1,المحاميد,18.0,18.0,0,,AEP
جندوبة,1,الزرزاية,142.0,28.0,0,,AEP
جندوبة,1,غزالة بولعابة,763.0,763.0,4,1,AEP
جندوبة,1,الطبرقية,110.0,110.0,0,1,AEP
جندوبة,1,سيدي عبد الله,390.0,80.0,1,,AEP
جندوبة,1,الشواولة,421.0,51.0,0,,AEP
جندوبة,1,البلدية,236.0,25.0,0,,AEP
جندوبة,1,حوش رزيق,104.0,46.0,0,,AEP
جندوبة,1,الصكاكحة,303.0,0.0,3,1,AEP
جندوبة,1,الرويعي,581.0,0.0,5,,AEP
جندوبة,1,الجردونية,32.0,8.0,0,,AEP
جندوبة,1,الجداونية,45.0,15.0,0,,AEP
جندوبة,1,العليات,106.0,98.0,0,,AEP
جندوبة,1,الإصلاح,116.0,48.0,2,,AEP
جندوبة,1,الصوالحية,84.0,23.0,0,,AEP
جندوبة,1,أولاد ضيف الله,531.0,0.0,5,,AEP
جندوبة,1,الحمران,232.0,149.0,1,,AEP
جندوبة,1,عين سعيدة,194.0,0.0,5,,AEP
جندوبة,1,العثامينة,232.0,180.0,2,,AEP
جندوبة,1,الهزهازة,110.0,0.0,0,,AEP
جندوبة,1,السعايدية - الروازق,25.0,25.0,0,,AEP
جندوبة,1,جبل عبدة,22.0,22.0,0,,AEP
جندوبة,1,الحفايضية,35.0,35.0,0,,AEP
جندوبة,1,الجحفة,500.0,310.0,8,,AEP
جندوبة,1,الحاج حسين,221.0,0.0,2,1,AEP
جندوبة,1,التلة ـ الرميلة,567.0,,,,AEP
جندوبة,1,وادي غزالة,253.0,238.0,1,,AEP
جندوبة,1,المعاليم,469.0,0.0,4,1,AEP
جندوبة,1,الجواودة ـ البطاحة,1268.0,0.0,10,1,AEP
منوبة,1,الطيايرة(الرحمة),88.0,88.0,0,0,AEP
منوبة,1,باجة القديمة(الأفق),176.0,176.0,0,0,AEP
منوبة,1,بو خروبة(البدور),98.0,,0,0,AEP
منوبة,1,دوار الباي اللزقة(الوفاء),136.0,136.0,0,0,AEP
منوبة,1,بو حامد,88.0,88.0,0,0,AEP
منوبة,1,عين الكرمة,169.0,169.0,0,0,AEP
منوبة,1,سيدي علي الحطاب,174.0,174.0,0,0,AEP
منوبة,1,المعافرين سيدي عطية,71.0,,1,0,AEP
منوبة,1,الدريجة(الحياة),250.0,250.0,3,0,AEP
منوبة,1,العويلية,84.0,84.0,0,0,AEP
منوبة,1,بئر الجديد,218.0,218.0,0,0,AEP
منوبة,1,المساعدين,70.0,70.0,0,0,AEP
منوبة,1,العلوين(الفتح),126.0,126.0,0,0,AEP
منوبة,1,النفيض,329.0,329.0,4,0,AEP
منوبة,1,بئر الطويل,90.0,,0,0,AEP
منوبة,1,فيض العامرين,136.0,136.0,0,0,AEP
منوبة,1,سيدي عاشور,42.0,,0,0,AEP
منوبة,1,برج الخلصي(المياه العذبة),63.0,63.0,0,0,AEP
منوبة,1,منزل سهل,80.0,80.0,1,0,AEP
منوبة,1,حنة,66.0,,0,0,AEP
منوبة,1,منزل عمر,153.0,153.0,0,0,AEP
منوبة,1,الحكايمية(المروج),70.0,70.0,0,0,AEP
منوبة,1,قشبة سيدي سالم,240.0,240.0,0,0,AEP
منوبة,1,قنطورية,89.0,89.0,0,,AEP
منوبة,1,حنة والذنيبة (الرحمة),68.0,68.0,0,0,AEP
منوبة,1,قفاية(العهد الجديد),116.0,116.0,2,,AEP
منوبة,1,الفزانين(الشفاء),40.0,40.0,0,0,AEP
منوبة,1,بو علي,33.0,33.0,0,0,AEP
منوبة,1,الجنايدية(الطموح),263.0,263.0,2,1,AEP
منوبة,1,المقطع،الناظور،البوابة وبرج التوتة(جودة الحياة),154.0,154.0,0,0,AEP
منوبة,1,الملاحة(الألفة),28.0,28.0,0,0,AEP
منوبة,1,المحفورة القوسة(النجاح),313.0,313.0,3,0,AEP
منوبة,1,الحلفاوي,37.0,37.0,0,0,AEP
منوبة,1,الزويتينة,240.0,240.0,0,0,AEP
منوبة,1,الربطة,71.0,71.0,0,0,AEP
منوبة,1,الخريبة(الإنصاف),90.0,90.0,0,0,AEP
منوبة,1,البعلي,22.0,,0,0,AEP
منوبة,1,الترسات,48.0,48.0,0,0,AEP
منوبة,1,بن غنية(التعاون),31.0,31.0,0,0,AEP
توزر,1,فم الخنقة 1,90.0,42.0,,,AEP
توزر,1,الظافرية القرية,100.0,21.0,,,AEP
توزر,1,الرشيق,13.0,,,,AEP
تونس,1,المعيو,16.0,0.0,0,,AEP
تونس,1,بونوارة,29.0,0.0,0,,AEP
تونس,1,التلة 1,54.0,0.0,0,,AEP
تونس,1,التلة 2,20.0,0.0,0,,AEP
تونس,1,النفاتي,95.0,0.0,0,,AEP
زغوان,1,جيملة,75.0,72.0,,,AEP
زغوان,1,واد الصبايحية,425.0,151.0,4,,AEP
زغوان,1,أولاد ناجي,144.0,144.0,,,AEP
زغوان,1,واد الغيران,107.0,66.0,,,AEP
زغوان,1,ادمان الفرياس,68.0,68.0,,,AEP
زغوان,1,هنشير القصير,103.0,103.0,,,AEP
زغوان,1,هنشير بوفارس,26.0,26.0,,,AEP
زغوان,1,الشرشارة,24.0,22.0,,,AEP
زغوان,1,الجوف الغربية,357.0,,1,,AEP
زغوان,1,البطرية,135.0,135.0,,,AEP
زغوان,1,تل المرجان,44.0,44.0,,1,AEP
زغوان,1,النصايبية وأولاد عيار,38.0,38.0,,,AEP
زغوان,1,عين الصفصاف,120.0,110.0,1,,AEP
زغوان,1,دلايل العروس,128.0,32.0,2,,AEP
زغوان,1,بئر الغابة,45.0,45.0,,,AEP
زغوان,1,بوشة,188.0,76.0,,,AEP
زغوان,1,هنشير التلة,108.0,108.0,,,AEP
زغوان,1,السوايسية والشقاقة,95.0,95.0,,,AEP
زغوان,1,الخمايسية,299.0,299.0,4,,AEP
زغوان,1,عين مزاش,82.0,43.0,2,,AEP
زغوان,1,أم الابواب,70.0,8.0,3,,AEP
زغوان,1,الشنانفة,177.0,177.0,3,,AEP
زغوان,1,العرايبية,8.0,8.0,,,AEP
زغوان,1,ضمدة,122.0,47.0,2,,AEP
زغوان,1,بئر مقرة,232.0,232.0,,,AEP
زغوان,1,الكاف الأزرق,115.0,110.0,2,,AEP
زغوان,1,الشراعبة,84.0,84.0,1,,AEP
زغوان,1,جبيلات العسة,40.0,40.0,,,AEP
زغوان,1,شيرش,130.0,130.0,,,AEP
زغوان,1,الدبيديبة,53.0,53.0,1,1,AEP
زغوان,1,الحجارة,123.0,123.0,1,,AEP
زغوان,1,الجنايحية,39.0,39.0,,,AEP
زغوان,1,سيدي الناوي 2,175.0,175.0,4,,AEP
زغوان,1,أولاد الزوابي,51.0,51.0,3,,AEP
زغوان,1,تلة اللبن,32.0,32.0,,,AEP
زغوان,1,الشوايحية الحمايدية,153.0,153.0,,,AEP
زغوان,1,العياشية,60.0,60.0,,1,AEP
زغوان,1,القصور سيدي عامر,108.0,96.0,1,,AEP
زغوان,1,سيدي دغيم,452.0,412.0,2,,AEP
زغوان,1,خنقة لمسين,77.0,77.0,1,1,AEP
زغوان,1,أولاد بن حسن,45.0,45.0,,,AEP
زغوان,1,البراهمية,105.0,105.0,1,,AEP
زغوان,1,الحميرة 1,177.0,90.0,3,,AEP
زغوان,1,السواني 1,76.0,42.0,,,AEP
زغوان,1,الشباعنة,250.0,250.0,2,,AEP
زغوان,1,الضربانية,266.0,266.0,2,,AEP
زغوان,1,المعيذر الشمالي2,320.0,320.0,2,,AEP
زغوان,1,القليب العالي,636.0,246.0,4,,AEP
زغوان,1,عين الزرس,127.0,127.0,3,,AEP
زغوان,1,سيدي بنور,81.0,,1,,AEP
زغوان,1,صوغاس,512.0,368.0,3,,AEP
زغوان,1,عين البطوم,213.0,213.0,1,,AEP
زغوان,1,الوكواك,98.0,98.0,1,,AEP
زغوان,1,الحناينية الشط,109.0,,,,AEP
زغوان,1,الحناينية 2,232.0,232.0,2,,AEP
زغوان,1,سوغاس الجنوبي 2,173.0,173.0,2,,AEP
أريانة,1,العشيش,445.0,,,,AEP
أريانة,1,خط الجلاص,63.5018162947587,15.0,,,AEP
أريانة,1,حي الجلاص,24.832,27.0,,,AEP
أريانة,1,سبالة بن عمار,41.888,48.0,,,AEP
أريانة,1,جبل عمار,14.796963017389174,21.0,,,AEP
أريانة,1,الأمل شرفش 24,6.26989958363948,7.0,,,AEP
أريانة,1,حي الفلاحين,9.53024736713201,10.0,,,AEP
أريانة,1,شباو,21.678177810433503,24.0,,,AEP
أريانة,1,جبل التوبة,8.754347293656625,10.0,,,AEP
أريانة,1,سيدي فنار,9.028655400440853,10.0,,,AEP
أريانة,1,الميصرة,16.0,16.0,,,AEP
أريانة,1,الفجة,12.866624810126584,,,,AEP
أريانة,1,سيدي عبيد,15.011062278481011,16.0,,,AEP
أريانة,1,المشتى,53.31313417721519,62.0,,,AEP
أريانة,1,الخليج,28.51645569620253,30.0,,,AEP
القصرين,1,سيدي عسكر,480.0,260.0,,0,AEP
القصرين,1,الذواودة,500.0,169.0,,0,AEP
القصرين,1,وادي معيو,380.0,390.0,,0,AEP
القصرين,1,سيدي عبد الله,180.0,70.0,,0,AEP
القصرين,1,الرحيات,380.0,350.0,,1,AEP
القصرين,1,اولاد هلال,253.0,250.0,,0,AEP
القصرين,1,المزارة,400.0,200.0,,0,AEP
القصرين,1,وجه القرعة,56.0,56.0,,0,AEP
القصرين,1,مشرق الشمس,500.0,185.0,,0,AEP
القصرين,1,هنشير العسل,329.0,329.0,,0,AEP
القصرين,1,سيدي علي المجنون,170.0,47.0,,0,AEP
القصرين,1,اولاد بوعزيز,227.0,123.0,,1,AEP
القصرين,1,الوساعية 2,400.0,129.0,,0,AEP
القصرين,1,القساسمية,340.0,170.0,,1,AEP
القصرين,1,عش الكبش,465.0,200.0,,1,AEP
القصرين,1,هنشير القلال,170.0,127.0,,0,AEP
القصرين,1,السلاطنية,156.0,134.0,,0,AEP
القصرين,1,اولاد عبد مولاه,200.0,150.0,,0,AEP
القصرين,1,فيض المثنان 1,350.0,300.0,,0,AEP
القصرين,1,فج الطفل,230.0,176.0,,0,AEP
القصرين,1,بوكحيل,208.0,80.0,,0,AEP
القصرين,1,الغرادق4,110.0,70.0,,0,AEP
القصرين,1,الغرادق1,8.0,4.0,,0,AEP
القصرين,1,سفيسيفة,193.0,169.0,,0,AEP
القصرين,1,بئر حمودة,300.0,200.0,,0,AEP
القصرين,1,المقرون الساهلة,400.0,350.0,,0,AEP
القصرين,1,الكامور,300.0,300.0,,0,AEP
القصرين,1,اليتيمة,320.0,233.0,,0,AEP
القصرين,1,طفواية قصر الطويل,500.0,450.0,,0,AEP
القصرين,1,السودان,80.0,60.0,,0,AEP
القصرين,1,دخلة العجاج,60.0,45.0,,0,AEP
القصرين,1,الرميلة,70.0,10.0,,0,AEP
القصرين,1,جبل الزيتون,40.0,20.0,,0,AEP
القصرين,1,دخلة الزميط,60.0,20.0,,1,AEP
القصرين,1,زلفان,1000.0,,,0,AEP
القصرين,1,الشافعي,480.0,,,0,AEP
القصرين,1,زلفان الرطيبات,652.0,0.95,,0,AEP
القصرين,1,بئر شعبان 1,480.0,480.0,,0,AEP
القصرين,1,الجوى,200.0,200.0,,0,AEP
القصرين,1,برماجنة,200.0,,,0,AEP
القصرين,1,سيدي سهيل 3,320.0,,,0,AEP
القصرين,1,شاكر,50.0,16.0,,0,AEP
القصرين,1,عمرون,250.0,250.0,,0,AEP
القصرين,1,ابراهيم الزهار,520.0,520.0,,0,AEP
القصرين,1,واد الكرم,190.0,190.0,,0,AEP
القصرين,1,بو مفتاح,326.0,326.0,,0,AEP
القصرين,1,الشعايبية,280.0,280.0,,0,AEP
القصرين,1,ام خشيبة,39.0,39.0,,0,AEP
القصرين,1,البعازة,127.0,27.0,,0,AEP
القصرين,1,عين زيان 1,290.0,290.0,,0,AEP
القصرين,1,عين زيان 2,110.0,110.0,,1,AEP
القصرين,1,الغلايقية,200.0,200.0,,0,AEP
القصرين,1,الجباس,20.0,20.0,,0,AEP
القصرين,1,هنشير الغنم,175.0,,,0,AEP
القصرين,1,الطعاملية,79.0,,,0,AEP
القصرين,1,آبار تاغورت,220.0,,,0,AEP
القصرين,1,الدعاسية,75.0,,,0,AEP
القصرين,1,الفحيص,180.0,120.0,,0,AEP
القصرين,1,هنشير بن صغيرو,320.0,,,0,AEP
القصرين,1,القرين,470.0,,,0,AEP
القصرين,1,المرثوم,12.0,12.0,,0,AEP
القصرين,1,اولاد  بونجاح,500.0,500.0,,0,AEP
القصرين,1,البنانة,207.0,170.0,,0,AEP
القصرين,1,خمودة 2,361.0,361.0,,0,AEP
القصرين,1,ام فدغة,137.0,,,مستغلة من قبل صاحب البئر,AEP
القصرين,1,خمودة1,525.0,525.0,,0,AEP
القصرين,1,2 الجلال,200.0,,,1,AEP
القصرين,1,اولاد مسعود,170.0,170.0,,0,AEP
القصرين,1,الساطور,201.0,201.0,,0,AEP
القصرين,1,الرطيبات,360.0,360.0,,0,AEP
القصرين,1,لسقية ام الاحواض,160.0,160.0,,0,AEP
القصرين,1,اولاد نصر الله,124.0,100.0,,0,AEP
القصرين,1,لبيرة 2,212.0,212.0,,0,AEP
القصرين,1,الحازة 1,150.0,,,0,AEP
القصرين,1,اولاد زيد,276.0,276.0,,0,AEP
القصرين,1,عين جنان,208.0,,,0,AEP
القصرين,1,الحازة العطف,,,,1,AEP
القصرين,1,ذراع الجديد,,,,1,AEP
القصرين,1,الحساينية + خمودة 3,747.0,747.0,,0,AEP
القصرين,1,العذيرة 3,300.0,150.0,,0,AEP
القصرين,1,الحمار,450.0,,,1,AEP
القصرين,1,بودرياس 4,170.0,,,تجهيز وقتي,AEP
القصرين,1,سيدي الظاهر,120.0,,,تجهيز وقتي,AEP
القصرين,1,الغرايسيسة والروايسية,200.0,110.0,,0,AEP
القصرين,1,الفوار البلد,25.0,15.0,,0,AEP
القصرين,1,عين الجديدة,85.0,85.0,,0,AEP
القصرين,1,فج الفاهم,655.0,400.0,,0,AEP
القصرين,1,عين ام الجدور,115.0,100.0,,0,AEP
القصرين,1,الزلافنة الحوالة,117.0,117.0,,0,AEP
القصرين,1,عين الحمادنة,70.0,70.0,,0,AEP
القصرين,1,الهداية,500.0,500.0,,0,AEP
القصرين,1,البركة اولاد سالم,230.0,230.0,,0,AEP
القصرين,1,المزارة اللطايفية,60.0,60.0,,1,AEP
القصرين,1,السراقية اولاد عبيد,120.0,120.0,,1,AEP
القصرين,1,اولاد عبد الرحيم,180.0,180.0,,0,AEP
القصرين,1,بو حية,305.0,305.0,,1,AEP
القصرين,1,عبد العظيم,82.0,82.0,,1,AEP
القصرين,1,الجوامع,69.0,69.0,,0,AEP
القصرين,1,السنك,670.0,670.0,,1,AEP
القصرين,1,قوبل 1,140.0,140.0,,0,AEP
القصرين,1,طم صميدة 2,100.0,100.0,,0,AEP
القصرين,1,بئر الصافية,80.0,80.0,,0,AEP
القصرين,1,هنشير الطيب 1,27.0,27.0,,0,AEP
القصرين,1,البراهمية و السوالمية,108.0,108.0,,0,AEP
القصرين,1,اولاد احمد,25.0,25.0,,0,AEP
القصرين,1,قارة النعام,220.0,220.0,,0,AEP
القصرين,1,العمايرية,384.0,384.0,,0,AEP
القصرين,1,الجدرة العليا,46.0,0.0,,0,AEP
القصرين,1,العكروت,180.0,180.0,,0,AEP
القصرين,1,الكرشون,120.0,120.0,,0,AEP
القصرين,1,المسيلة,150.0,150.0,,0,AEP
القصرين,1,صولة التوافق,120.0,120.0,,0,AEP
القصرين,1,صولة 1,400.0,400.0,,0,AEP
القصرين,1,قور الادام,68.0,68.0,,0,AEP
القصرين,1,بروكة 1 = القرايرية,150.0,150.0,,0,AEP
القصرين,1,بروكة 2,113.0,113.0,,0,AEP
القصرين,1,هنشير أم الخير 3,200.0,200.0,,0,AEP
القصرين,1,الزنايدية,35.0,35.0,,0,AEP
القصرين,1,الناظور2,70.0,70.0,,0,AEP
القصرين,1,هنشير اللوزة,120.0,120.0,,0,AEP
القصرين,1,السديد 1,24.0,24.0,,0,AEP
القصرين,1,قروع الجدرة,70.0,70.0,,0,AEP
القصرين,1,النجاح,80.0,78.0,,0,AEP
القصرين,1,الهرية 1,220.0,220.0,,0,AEP
القصرين,1,الحراشنة الجديات,120.0,120.0,,0,AEP
القصرين,1,الصغايرية,50.0,50.0,,0,AEP
القصرين,1,اولاد عباس,180.0,180.0,,0,AEP
القصرين,1,الفرايحية = الربايعية,13.0,13.0,,0,AEP
القصرين,1,الشتاتحية,125.0,125.0,,0,AEP
القصرين,1,السماعلية,130.0,130.0,,0,AEP
القصرين,1,القطايفية,33.0,33.0,,0,AEP
القصرين,1,فيض الامل,170.0,50.0,,0,AEP
القصرين,1,أولاد احمد,190.0,190.0,,0,AEP
القصرين,1,العاتق,14.0,14.0,,0,AEP
القصرين,1,الفكة البعلية,35.0,8.0,,0,AEP
القصرين,1,اولاد ضيف واولاد خلفة,120.0,100.0,,0,AEP
القصرين,1,عين الدفلة,120.0,0.0,,0,AEP
القصرين,1,اولاد مسعود القرقار,35.0,35.0,,1,AEP
القصرين,1,المكيمن,55.0,55.0,,0,AEP
القصرين,1,فم الضفا,100.0,100.0,,0,AEP
القصرين,1,عين الكحل,50.0,50.0,,0,AEP
القصرين,1,الطوالبية,58.0,58.0,,0,AEP
القصرين,1,الهشة,60.0,20.0,,0,AEP
القصرين,1,البريج فج الطين,320.0,320.0,,0,AEP
القصرين,1,سيدي حراث 2,174.0,,,0,AEP
القصرين,1,المثنانية,43.0,41.0,,0,AEP
القصرين,1,الصغايرية,180.0,180.0,,0,AEP
القصرين,1,"س,مسعود",200.0,200.0,,0,AEP
القصرين,1,"س, عمار",108.0,108.0,,0,AEP
القصرين,1,هنشير القصعة,480.0,480.0,,0,AEP
القصرين,1,فج النعام 2,120.0,60.0,,0,AEP
القصرين,1,فج بو حسين1,20.0,5.0,,0,AEP
القصرين,1,اولاد بوعزيز,150.0,150.0,,0,AEP
القصرين,1,المقيسمات,135.0,,,0,AEP
القصرين,1,الطرش,190.0,190.0,,0,AEP
القصرين,1,اولاد جابله,150.0,150.0,,1,AEP
الكاف,1,واد السواني,130.0,100.0,4,,AEP
الكاف,1,الإزدهار,180.0,108.0,3,,AEP
الكاف,1,كبوش,200.0,200.0,2,,AEP
الكاف,1,الفراشيش,220.0,199.0,4,,AEP
الكاف,1,عين البيضة,200.0,130.0,3,,AEP
الكاف,1,النعيمة,215.0,80.0,2,,AEP
الكاف,1,سيدي رابح,539.0,197.0,14,,AEP
الكاف,1,الحزيم,87.0,0.0,1,,AEP
