nbr_adi,mt_investissement_declaree,gouvernorat,delegation,secteur_activite,feuille
3,244194,جندوبة,عين دراهم,الفلاحي,SQL Results
3,503976,أريانة,رواد,الخدمات,SQL Results
3,400000,سليانة,الروحية,الخدمات,SQL Results
3,1781824,أريانة,سكرة,الخدمات,SQL Results
3,516357,الكاف,الدهماني,الخدمات,SQL Results
3,232133,بنزرت,غار الملح,الصيد البحري,SQL Results
3,664510,نابل,منزل تميم,الخدمات,SQL Results
3,334000,المنستير,الوردانين,الفلاحي,SQL Results
3,182088,قبلي,دوز الجنوبية,الخدمات,SQL Results
3,719002,سليانة,قعفور,الخدمات,SQL Results
3,338583,الكاف,الكاف الغربية,الخدمات,SQL Results
3,300096,مدنين,حومة السوق,الخدمات,SQL Results
3,1459600,سيدي بوزيد,أولاد حفوز,التحويل الأولي,SQL Results
3,273865,سيدي بوزيد,المكناسي,الخدمات,SQL Results
3,2420000,القيروان,سيدي عمر بوحجلة,التحويل الأولي,SQL Results
3,288893,توزر,حزوة,الخدمات,SQL Results
3,684354,سليانة,برقو,الخدمات,SQL Results
3,1004700,منــوبة,منوبة,الفلاحي,SQL Results
3,185172,صفاقس,الحنشة,الخدمات,SQL Results
3,411335,نابل,منزل بوزلفة,الخدمات,SQL Results
3,282000,المهدية,سيدي علوان,الخدمات,SQL Results
3,448016,نابل,بوعرقوب,الخدمات,SQL Results
3,155800,بن عروس,المروج,الخدمات,SQL Results
3,300994,تــونس,المرسى,الخدمات,SQL Results
3,298000,المهدية,بو مرداس,الخدمات,SQL Results
3,241000,المنستير,زرمدين,الخدمات,SQL Results
3,1398000,المنستير,طبلبة,التحويل الأولي,SQL Results
3,362902,نابل,دار شعبان الفهري,الخدمات,SQL Results
3,745632,منــوبة,طبربة,الخدمات,SQL Results
3,263995,المنستير,المنستير,الخدمات,SQL Results
3,332000,المنستير,قصر هلال,الخدمات,SQL Results
3,279612,سيدي بوزيد,أولاد حفوز,الخدمات,SQL Results
4,296038,تــونس,تونس المدينة,الخدمات,SQL Results
4,248452,صفاقس,الغريبة,الخدمات,SQL Results
4,282575,الكاف,الجريصة,الفلاحي,SQL Results
4,1828594,صفاقس,ساقية الزيت,الفلاحي,SQL Results
4,227525,بنزرت,أوتيك,الخدمات,SQL Results
4,170000,قفصة,قفصة الشما لية,الخدمات,SQL Results
4,270000,بنزرت,جومين,الخدمات,SQL Results
4,577419,الكاف,قلعة سنان,الخدمات,SQL Results
4,1571000,سوسة,مساكن,الفلاحي,SQL Results
4,240202,القيروان,العلا,الخدمات,SQL Results
4,2518800,المنستير,البقا لطة,تربية الأحياء المائية,SQL Results
4,373000,سوسة,بوفيشة,الفلاحي,SQL Results
4,821350,باجة,تستور,الخدمات,SQL Results
4,290800,المنستير,قصيبة المديوني,الخدمات,SQL Results
4,1474609,سليانة,مكثر,الخدمات,SQL Results
4,443481,القصرين,حيدرة,الفلاحي,SQL Results
4,3400000,قابس,مطماطة,الفلاحي,SQL Results
4,538321,باجة,باجة الجنوبية,الخدمات,SQL Results
4,322214,تــونس,باردو,الخدمات,SQL Results
4,491054,نابل,قليبية,الخدمات,SQL Results
4,341885,سوسة,سيدي الهاني,الفلاحي,SQL Results
4,704824,قبلي,دوز الشما لية,التحويل الأولي,SQL Results
4,1124976,الكاف,قلعة الخصبة,الخدمات,SQL Results
4,987311,قبلي,دوز الشما لية,الفلاحي,SQL Results
4,1069112,بنزرت,راس الجبل,الفلاحي,SQL Results
4,512570,بنزرت,سجنان,الخدمات,SQL Results
4,643100,قفصة,سيدي عيش,الخدمات,SQL Results
4,614075,قبلي,سوق الأحد,التحويل الأولي,SQL Results
4,966446,بنزرت,العا لية,الخدمات,SQL Results
4,9821000,المهدية,قصور الساف,تربية الأحياء المائية,SQL Results
4,666362,القصرين,ماجل با لعباس,الخدمات,SQL Results
4,135800,سليانة,سيدي بورويس,الخدمات,SQL Results
4,455118,قبلي,سوق الأحد,الخدمات,SQL Results
4,1559300,المنستير,المكنين,الفلاحي,SQL Results
4,691914,بنزرت,ماطر,الخدمات,SQL Results
4,350000,المهدية,شربان,الخدمات,SQL Results
4,237286,أريانة,سيدي ثابت,الخدمات,SQL Results
4,369972,مدنين,بني خداش,الخدمات,SQL Results
4,96135,بنزرت,بنزرت الشما لية,الخدمات,SQL Results
4,445920,سوسة,سيدي بوعلي,الفلاحي,SQL Results
4,407000,أريانة,قلعة الأندلس,الفلاحي,SQL Results
4,765816,توزر,تمغزة,الفلاحي,SQL Results
4,348400,تطاوين,البئر الأحمر,الفلاحي,SQL Results
4,1717000,قابس,غنوش,الفلاحي,SQL Results
5,329354,صفاقس,الصخيرة,الخدمات,SQL Results
5,464347,قبلي,قبلي الشما لية,التحويل الأولي,SQL Results
5,475500,المنستير,جمال,الفلاحي,SQL Results
5,2145000,المنستير,صيادة لمطة بوحجر,الصيد البحري,SQL Results
5,976000,المهدية,أولاد الشامخ,الخدمات,SQL Results
5,277423,قبلي,دوز الجنوبية,الفلاحي,SQL Results
5,1531384,القصرين,سبيطلة,الخدمات,SQL Results
5,739000,المنستير,زرمدين,الفلاحي,SQL Results
5,473412,باجة,نفزة,الخدمات,SQL Results
5,301000,زغوان,زغوان,الخدمات,SQL Results
5,318343,القيروان,الوسلاتية,الخدمات,SQL Results
5,2087253,القصرين,فوسانة,التحويل الأولي,SQL Results
5,3179601,نابل,قربة,التحويل الأولي,SQL Results
5,263818,سيدي بوزيد,المزونة,الخدمات,SQL Results
5,310765,مدنين,ميدون,الفلاحي,SQL Results
5,264000,المهدية,هبيرة,الخدمات,SQL Results
5,368529,قفصة,زانوش,الخدمات,SQL Results
5,1505895,زغوان,الناظور,الخدمات,SQL Results
5,275727,القيروان,العلا,الفلاحي,SQL Results
6,1975740,قبلي,الفوار,الفلاحي,SQL Results
6,711000,المهدية,قصور الساف,الفلاحي,SQL Results
6,589102,القيروان,حفوز,الخدمات,SQL Results
6,503159,القيروان,سيدي علي نصرالله,الخدمات,SQL Results
6,1820995,القصرين,سبيبة,التحويل الأولي,SQL Results
6,456798,سيدي بوزيد,سبا لة أولاد عسكر,الخدمات,SQL Results
6,18505755,القيروان,السبيخة,التحويل الأولي,SQL Results
6,494925,المنستير,البقا لطة,الفلاحي,SQL Results
6,1011820,نابل,قليبية,الفلاحي,SQL Results
6,5809065,بنزرت,منزل جميل,تربية الأحياء المائية,SQL Results
6,506713,القيروان,منزل المهيري,الفلاحي,SQL Results
6,461000,المهدية,ملولش,الخدمات,SQL Results
6,1613500,بن عروس,المحمدية,الفلاحي,SQL Results
6,681062,سليانة,سليانة الشما لية,الخدمات,SQL Results
6,1428440,نابل,بني خيار,الصيد البحري,SQL Results
6,466890,تطاوين,الذهيبة,الفلاحي,SQL Results
6,359806,قبلي,قبلي الشما لية,الخدمات,SQL Results
6,6536000,المنستير,طبلبة,تربية الأحياء المائية,SQL Results
6,318696,قابس,قابس المدينة,الخدمات,SQL Results
6,229802,توزر,الحامة,الفلاحي,SQL Results
6,549000,المهدية,الشابة,الخدمات,SQL Results
6,5074570,صفاقس,عقارب,الخدمات,SQL Results
7,657788,قبلي,دوز الشما لية,الخدمات,SQL Results
7,770220,صفاقس,العامرة,الفلاحي,SQL Results
7,713470,جندوبة,غارالدماء,الخدمات,SQL Results
7,5070000,المهدية,الجم,التحويل الأولي,SQL Results
7,1115041,منــوبة,المرناقية,الفلاحي,SQL Results
7,479175,صفاقس,ساقية الزيت,الخدمات,SQL Results
7,535900,المنستير,المكنين,الخدمات,SQL Results
7,585000,المهدية,قصور الساف,الخدمات,SQL Results
7,543500,المنستير,البقا لطة,الخدمات,SQL Results
7,965883,جندوبة,جندوبة الشما لية,الخدمات,SQL Results
7,1898251,باجة,باجة الشما لية,الخدمات,SQL Results
7,795730,زغوان,الفحص,الخدمات,SQL Results
7,296600,تطاوين,تطاوين الجنوبية,الخدمات,SQL Results
7,994507,منــوبة,واد الليل,الفلاحي,SQL Results
7,389000,المهدية,الشابة,الفلاحي,SQL Results
7,468534,أريانة,قلعة الأندلس,الخدمات,SQL Results
7,425676,صفاقس,العامرة,الخدمات,SQL Results
7,3260555,مدنين,حومة السوق,الصيد البحري,SQL Results
7,1021551,سيدي بوزيد,بئر الحفي,الخدمات,SQL Results
7,2499407,صفاقس,جبنيانة,الفلاحي,SQL Results
7,638695,قابس,منزل الحبيب,الخدمات,SQL Results
7,14492000,المهدية,سيدي علوان,التحويل الأولي,SQL Results
8,849890,قفصة,زانوش,الفلاحي,SQL Results
8,1310969,قبلي,دوز الجنوبية,التحويل الأولي,SQL Results
8,1642405,باجة,مجاز الباب,الخدمات,SQL Results
8,560925,قابس,الحامة,الخدمات,SQL Results
8,718346,باجة,عمدون,الفلاحي,SQL Results
8,614000,المهدية,ملولش,الفلاحي,SQL Results
8,644287,تــونس,حلق الوادي,الصيد البحري,SQL Results
8,1298479,القيروان,عين جلولة,الفلاحي,SQL Results
8,16685183,بن عروس,مرناق,التحويل الأولي,SQL Results
8,406482,باجة,تيبار,الفلاحي,SQL Results
8,6095850,المنستير,بني حسان,الفلاحي,SQL Results
8,472543,صفاقس,طينة,الخدمات,SQL Results
8,658474,نابل,قليبية,الصيد البحري,SQL Results
8,425965,باجة,تبرسق,الخدمات,SQL Results
8,4699162,صفاقس,ساقية الدائر,الفلاحي,SQL Results
8,623429,سليانة,الكريب,الخدمات,SQL Results
8,505474,صفاقس,بئر علي بن خليفة,الخدمات,SQL Results
8,452000,المهدية,الجم,الخدمات,SQL Results
8,904117,جندوبة,فرنانة,الخدمات,SQL Results
8,513618,باجة,نفزة,الفلاحي,SQL Results
8,1901000,المهدية,السواسي,الخدمات,SQL Results
9,1232426,توزر,دقاش,الخدمات,SQL Results
9,709190,تــونس,حلق الوادي,الخدمات,SQL Results
9,934257,نابل,قرمبا لية,الخدمات,SQL Results
9,1188763,سيدي بوزيد,جلمة,الخدمات,SQL Results
9,2241521,القيروان,الشبيكة,الخدمات,SQL Results
9,1225574,توزر,توزر,الخدمات,SQL Results
9,604791,قبلي,رجيم معتوق,الفلاحي,SQL Results
9,359271,نابل,دار شعبان الفهري,الفلاحي,SQL Results
9,3456713,نابل,منزل تميم,الفلاحي,SQL Results
9,2762985,الكاف,تاجروين,الخدمات,SQL Results
9,619200,المهدية,أولاد الشامخ,الفلاحي,SQL Results
9,1031000,المنستير,طبلبة,الخدمات,SQL Results
10,10591000,المهدية,المهدية,الخدمات,SQL Results
10,1473500,قفصة,القصر,الفلاحي,SQL Results
10,1422318,سوسة,النفيضة,الفلاحي,SQL Results
10,1248000,المهدية,سيدي علوان,الفلاحي,SQL Results
10,685223,صفاقس,ساقية الدائر,الخدمات,SQL Results
10,1203280,سيدي بوزيد,منزل بوزيان,الخدمات,SQL Results
10,921848,بنزرت,منزل جميل,الفلاحي,SQL Results
10,672250,القيروان,الشراردة,الخدمات,SQL Results
10,1259306,مدنين,أجيم,الفلاحي,SQL Results
10,13697000,المهدية,المهدية,تربية الأحياء المائية,SQL Results
10,968918,بنزرت,غار الملح,تربية الأحياء المائية,SQL Results
11,1182198,سليانة,كسرى,الفلاحي,SQL Results
11,1451790,قابس,قابس الغربية,الفلاحي,SQL Results
11,1026900,تطاوين,بني مهيرة,الفلاحي,SQL Results
11,1666727,صفاقس,الغريبة,الفلاحي,SQL Results
11,1268000,المهدية,الجم,الفلاحي,SQL Results
11,1748619,بنزرت,الغزالة,الفلاحي,SQL Results
11,1282530,سيدي بوزيد,سيدي بوزيد الشرقية,الخدمات,SQL Results
11,1097007,جندوبة,بلطة بوعوان,الخدمات,SQL Results
11,3027300,المهدية,بو مرداس,الفلاحي,SQL Results
11,2289960,القصرين,جدليان,الفلاحي,SQL Results
11,2053853,نابل,منزل بوزلفة,الفلاحي,SQL Results
11,1050575,قفصة,القطار,الفلاحي,SQL Results
11,686463,صفاقس,منزل شاكر,الخدمات,SQL Results
11,880826,أريانة,أريانة المدينة,الخدمات,SQL Results
11,945952,القيروان,حاجب العيون,الخدمات,SQL Results
12,1874157,زغوان,الناظور,الفلاحي,SQL Results
12,7239147,بنزرت,العا لية,الفلاحي,SQL Results
12,373202,جندوبة,فرنانة,الفلاحي,SQL Results
12,17241000,المهدية,المهدية,الفلاحي,SQL Results
12,1072668,سوسة,كندار,الفلاحي,SQL Results
12,4299691,زغوان,الزريبة,الفلاحي,SQL Results
12,1413158,جندوبة,جندوبة,الخدمات,SQL Results
12,1103425,جندوبة,جندوبة الشما لية,الفلاحي,SQL Results
12,922375,الكاف,قلعة سنان,الفلاحي,SQL Results
13,955074,القيروان,القيروان الشما لية,الخدمات,SQL Results
13,971383,قبلي,قبلي الجنوبية,الخدمات,SQL Results
13,807297,قفصة,السند,الخدمات,SQL Results
13,2032430,نابل,نابل,الفلاحي,SQL Results
13,945383,صفاقس,صفاقس الجنوبية,الخدمات,SQL Results
13,1211000,المهدية,هبيرة,الفلاحي,SQL Results
14,896564,تــونس,الكرم,الخدمات,SQL Results
14,2105061,نابل,الميدة,الفلاحي,SQL Results
14,2720309,بنزرت,غار الملح,الفلاحي,SQL Results
14,850799,صفاقس,صفاقس المدينة,الخدمات,SQL Results
14,980722,مدنين,بن قردان,الخدمات,SQL Results
14,855920,توزر,دقاش,الفلاحي,SQL Results
14,3846000,المهدية,المهدية,الصيد البحري,SQL Results
14,1455233,سيدي بوزيد,سيدي بوزيد الغربية,الخدمات,SQL Results
14,1505722,سيدي بوزيد,الرقاب,الخدمات,SQL Results
14,1801833,قابس,مطماطة الجديدة,الفلاحي,SQL Results
14,1091600,تطاوين,تطاوين الجنوبية,الفلاحي,SQL Results
15,7795887,نابل,سليمان,الفلاحي,SQL Results
15,2123253,نابل,الحمامات,الفلاحي,SQL Results
15,1627723,الكاف,قلعة الخصبة,الفلاحي,SQL Results
16,1778248,قفصة,المتلوي,الفلاحي,SQL Results
16,1351082,سيدي بوزيد,سوق الجديد,الخدمات,SQL Results
16,1188015,تطاوين,الصمّار,الفلاحي,SQL Results
16,1731613,الكاف,الكاف الغربية,الفلاحي,SQL Results
16,2046417,قبلي,قبلي الجنوبية,التحويل الأولي,SQL Results
16,2027594,منــوبة,البطان,الفلاحي,SQL Results
16,845836,الكاف,الطويرف,الفلاحي,SQL Results
16,1432425,القصرين,حاسي الفريد,الفلاحي,SQL Results
16,2745052,القيروان,سيدي علي نصرالله,الفلاحي,SQL Results
16,1432916,قبلي,الفوار,الخدمات,SQL Results
16,1832590,القيروان,القيروان الجنوبية,الخدمات,SQL Results
16,1861163,تطاوين,تطاوين الشما لية,الخدمات,SQL Results
16,1311685,القيروان,السبيخة,الخدمات,SQL Results
16,1967932,سليانة,بوعرادة,الفلاحي,SQL Results
17,939512,مدنين,مدنين الشما لية,الفلاحي,SQL Results
17,2049400,المهدية,شربان,الفلاحي,SQL Results
18,2217728,توزر,نفطة,الفلاحي,SQL Results
18,1769916,صفاقس,الحنشة,الفلاحي,SQL Results
18,7103057,منــوبة,طبربة,الفلاحي,SQL Results
18,1110064,قبلي,قبلي الشما لية,الفلاحي,SQL Results
18,4498150,المنستير,طبلبة,الصيد البحري,SQL Results
18,1429049,قابس,مارث,الخدمات,SQL Results
18,4357922,بنزرت,منزل بورقيبة,الفلاحي,SQL Results
18,4016000,المهدية,السواسي,الفلاحي,SQL Results
18,1071960,مدنين,مدنين الجنوبية,الخدمات,SQL Results
18,2099742,جندوبة,بوسا لم,الخدمات,SQL Results
18,1726196,بنزرت,سجنان,الفلاحي,SQL Results
