inv_declare,nbr_adi,nbr_emploi_pervu,mois,gouvernorat,feuille
3451619,33,43,5,قفصة,SQL Results
1733389,14,208,6,جندوبة,SQL Results
585900,13,12,6,تطاوين,SQL Results
194484,4,3,6,تــونس,SQL Results
9967518,42,81,6,القصرين,SQL Results
2847700,19,119,6,المنستير,SQL Results
1014500,3,16,6,بن عروس,SQL Results
1811776,16,16,6,باجة,SQL Results
7936174,51,63,6,سيدي بوزيد,SQL Results
4520630,21,31,6,سليانة,SQL Results
13017730,22,91,6,بنزرت,SQL Results
1624010,8,13,6,سوسة,SQL Results
1176900,23,22,6,قبلي,SQL Results
1575791,19,33,6,القيروان,SQL Results
9869583,56,59,6,صفاقس,SQL Results
2596208,29,41,6,قفصة,SQL Results
1966555,7,111,6,منــوبة,SQL Results
2544297,19,41,6,زغوان,SQL Results
3070784,34,32,6,قابس,SQL Results
7463494,28,47,6,مدنين,SQL Results
1818598,5,13,6,توزر,SQL Results
2356762,25,83,6,نابل,SQL Results
8048000,18,32,6,المهدية,SQL Results
76206,1,2,6,أريانة,SQL Results
1351965,19,13,6,الكاف,SQL Results
61222,1,1,7,تــونس,SQL Results
2139949,12,122,7,نابل,SQL Results
5021387,55,53,7,القصرين,SQL Results
5354726,14,10,7,باجة,SQL Results
3885195,15,96,7,بنزرت,SQL Results
5248674,23,193,7,زغوان,SQL Results
2122286,29,27,7,مدنين,SQL Results
2931890,28,36,7,قفصة,SQL Results
1137400,10,19,7,المنستير,SQL Results
2692229,24,17,7,قابس,SQL Results
2465720,25,0,7,جندوبة,SQL Results
1707972,10,14,7,منــوبة,SQL Results
378880,8,4,7,قبلي,SQL Results
3231349,14,34,7,توزر,SQL Results
1192573,19,10,7,سليانة,SQL Results
2142600,14,20,7,تطاوين,SQL Results
733452,8,18,7,سوسة,SQL Results
11283260,87,99,7,سيدي بوزيد,SQL Results
11602000,35,83,7,القيروان,SQL Results
6500883,69,57,7,صفاقس,SQL Results
180900,2,0,7,أريانة,SQL Results
6159000,22,46,7,المهدية,SQL Results
851500,9,21,7,بن عروس,SQL Results
641937,4,1,7,الكاف,SQL Results
3084500,21,46,8,المهدية,SQL Results
9125235,37,77,8,القيروان,SQL Results
3814459,30,24,8,قابس,SQL Results
312190,3,4,8,تــونس,SQL Results
2178500,14,13,8,تطاوين,SQL Results
5684511,49,58,8,القصرين,SQL Results
2001420,11,197,8,زغوان,SQL Results
2556536,16,35,8,بنزرت,SQL Results
4108160,18,50,8,باجة,SQL Results
15972787,27,92,8,نابل,SQL Results
4620181,42,66,8,صفاقس,SQL Results
1040865,6,7,8,توزر,SQL Results
2246652,23,19,8,سليانة,SQL Results
1000922,8,13,8,سوسة,SQL Results
1392032,21,20,8,قبلي,SQL Results
1606900,10,14,8,المنستير,SQL Results
4498869,30,48,8,مدنين,SQL Results
367395,3,54,8,بن عروس,SQL Results
3553444,21,26,8,قفصة,SQL Results
2498148,7,21,8,منــوبة,SQL Results
2484634,32,9,8,الكاف,SQL Results
6071895,46,50,8,سيدي بوزيد,SQL Results
1762050,7,1,8,أريانة,SQL Results
1491719,20,24,8,جندوبة,SQL Results
1439453,8,34,9,بن عروس,SQL Results
272466,4,6,9,تــونس,SQL Results
1086497,15,4,9,جندوبة,SQL Results
1127072,11,10,9,توزر,SQL Results
357535,6,0,9,زغوان,SQL Results
2777146,11,98,9,منــوبة,SQL Results
351781,3,1,9,أريانة,SQL Results
4549897,32,69,9,نابل,SQL Results
3745171,34,30,9,قابس,SQL Results
3211463,37,36,9,مدنين,SQL Results
7488976,7,42,9,سوسة,SQL Results
2106379,22,11,9,باجة,SQL Results
9287075,82,126,9,سيدي بوزيد,SQL Results
11642564,77,142,9,القصرين,SQL Results
3029833,30,36,9,قفصة,SQL Results
3263344,49,16,9,الكاف,SQL Results
4741430,39,114,9,سليانة,SQL Results
23132981,44,64,9,القيروان,SQL Results
4702265,24,29,9,تطاوين,SQL Results
4111000,34,19,9,المهدية,SQL Results
1464252,15,15,9,قبلي,SQL Results
9260645,39,184,9,بنزرت,SQL Results
589200,11,7,9,المنستير,SQL Results
13232939,78,83,9,صفاقس,SQL Results
7490157,81,81,10,القصرين,SQL Results
3876831,30,3,10,الكاف,SQL Results
1211159,21,17,10,تطاوين,SQL Results
1013675,12,8,10,قبلي,SQL Results
6591623,56,61,10,سيدي بوزيد,SQL Results
1328700,15,16,10,المنستير,SQL Results
1764341,11,149,10,زغوان,SQL Results
482000,6,4,10,بن عروس,SQL Results
3532300,27,54,10,المهدية,SQL Results
548523,7,25,10,توزر,SQL Results
24457160,48,558,10,القيروان,SQL Results
1556532,4,1,10,أريانة,SQL Results
1516956,6,24,10,منــوبة,SQL Results
2520520,35,32,10,مدنين,SQL Results
1193473,13,16,10,سوسة,SQL Results
2676477,30,26,10,باجة,SQL Results
1552552,26,0,10,جندوبة,SQL Results
10450842,80,71,10,صفاقس,SQL Results
3568773,38,100,10,سليانة,SQL Results
2674447,27,1233,10,قابس,SQL Results
2917631,27,38,10,نابل,SQL Results
8953414,44,151,10,بنزرت,SQL Results
101705,2,2,10,تــونس,SQL Results
6298191,38,67,10,قفصة,SQL Results
992941,7,5,11,توزر,SQL Results
11808500,7,45,11,بن عروس,SQL Results
5935697,23,41,11,الكاف,SQL Results
7862608,17,41,11,باجة,SQL Results
6330519,21,21,11,زغوان,SQL Results
1022412,8,8,11,سوسة,SQL Results
4022706,13,27,11,قابس,SQL Results
13007982,62,52,11,صفاقس,SQL Results
4701284,27,78,11,نابل,SQL Results
8846247,26,47,11,قفصة,SQL Results
3139167,43,48,11,مدنين,SQL Results
4441576,46,45,11,القصرين,SQL Results
7051187,34,202,11,بنزرت,SQL Results
4507200,25,79,11,المنستير,SQL Results
3853109,24,26,11,سليانة,SQL Results
9915588,91,99,11,سيدي بوزيد,SQL Results
934000,3,14,11,تــونس,SQL Results
8396554,42,54,11,القيروان,SQL Results
1273776,15,13,11,قبلي,SQL Results
12435525,14,48,11,منــوبة,SQL Results
10746471,18,906,11,جندوبة,SQL Results
3879000,15,8,11,تطاوين,SQL Results
9157000,38,65,11,المهدية,SQL Results
3711789,5,8,11,أريانة,SQL Results
1850032,16,177,12,نابل,SQL Results
2490828,16,40,12,سيدي بوزيد,SQL Results
2072466,10,38,12,سليانة,SQL Results
1338500,10,25,12,المنستير,SQL Results
2485000,5,36,12,سوسة,SQL Results
1099575,12,22,12,قفصة,SQL Results
1360323,12,9,12,قابس,SQL Results
1970000,11,16,12,المهدية,SQL Results
201638,2,3,12,منــوبة,SQL Results
3073000,22,31,12,القيروان,SQL Results
383867,6,6,12,قبلي,SQL Results
1647162,9,11,12,القصرين,SQL Results
380996,7,463,12,جندوبة,SQL Results
2117606,11,101,12,بنزرت,SQL Results
243200,4,2,12,تطاوين,SQL Results
313500,3,3,12,مدنين,SQL Results
3684812,26,15,12,صفاقس,SQL Results
855500,4,11,12,بن عروس,SQL Results
1229125,4,5,12,أريانة,SQL Results
14577,1,0,12,توزر,SQL Results
8000,1,1,12,تــونس,SQL Results
243318,2,9,12,الكاف,SQL Results
1719957,3,37,12,باجة,SQL Results
7275949,5,80,12,زغوان,SQL Results
