n,annee_prog,gouvernorat,nom,delegation,secteur,xlamb,ylamb,xutm_corriges,yutm_corriges,s_b_v_ha,cap_m3,cap_m3_sed,cout_paye,avancement,objectifs,financemen,zone_2626,equip,lat,long,feuille
494,2008,SFAX,Etarfaoui2,Bir Ali,Eltayef,531200.0,168200.0,612638.5173,3852682.5054,400.0,300000,270000.0,191000.0,100,Recharge,Pn,Non,Non,34.81016495717153,10.231501770695342,feuille1
495,2008,SFAX,Mdarej,Agareb,Bou Lthyeb,541000.0,156250.0,623537.566,3841008.4411,215.0,120000,105000.0,148000.0,100,Recharge,GCP/TUN/028,Non,Non,34.703655685845604,10.348922551455718,feuille1
496,2009,SFAX,Sidi Abd Lk,Sfax sud,Sidi Abd Lk,569000.0,178000.0,651542.7194,3862024.5309,670.0,120000,110000.0,148000.0,100,Recharge,GCP/TUN/028,Non,Non,34.889325942624254,10.65840185941046,feuille1
497,2009,SFAX,El Jebs,El Mahres,Echaffar,554750.0,150500.0,632882.64,3889142.6822,545.0,180000,160000.0,148000.0,100,Recharge,GCP/TUN/028,Non,Non,35.13639666856796,10.458593022226385,feuille1
498,2009,SFAX,El Akayer,Menzel Chak,Elakayer,538500.0,203000.0,620325.574,3887544.6807,350.0,150000,140000.0,260000.0,100,Recharge,Pn,Non,Non,35.12357141516396,10.320561337488105,feuille1
499,2011,SFAX,Abdallah,Bir Ali,Elhammem-Ec,510000.0,180000.0,595110.4351,3867495.5887,320.0,150000,150000.0,120000.0,100,Recharge,Pn,Non,Non,34.945510115134134,10.041577452967552,feuille1
500,2011,SFAX,Ezrous,Agareb,Markez Etti,540000.0,167000.0,622268.5654,3851912.4966,500.0,120000,120000.0,148000.0,100,Recharge,Pn,Non,Non,34.80211215500499,10.336652771324994,feuille1
501,2012,SFAX,Karkour,Agareb,Gargour,562000.0,151000.0,640116.6481,3839838.4258,300.0,120000,120000.0,177000.0,100,Recharge,Pn,Non,Non,34.6909702423786,10.529703914910579,feuille1
502,2012,SFAX,"O,Elgorfa",Bir Ali,Elhammem-Ec,526500.0,167000.0,609373.5005,3852024.5037,400.0,200000,200000.0,180000.0,100,Recharge,Pn,Non,Non,34.80458857719137,10.195725902935646,feuille1
503,1992,SIDI BOUZID,Mrira,Jelma,Lizireg,447378.0,225292.0,528843.1023,3908076.8174,950.0,220000,60000.0,180200.0,100,Exploitation,CEE,Non,Non,35.31549026595594,9.317305228239318,feuille1
504,1992,SIDI BOUZID,Zemlet El H,Jelma,Ain Jaffel,443294.0,226303.0,524257.0786,3911234.8347,625.0,150000,0.0,162400.0,100,Exploitation,CEE,Non,Non,35.34408749939772,9.26694815915063,feuille1
505,1993,SIDI BOUZID,Gantra,Cebala,Mghila,458406.0,218486.0,542172.172,3904882.7986,1288.0,255000,255000.0,142800.0,100,Recharge,CEE,Non,Non,35.286217098207246,9.463771414398432,feuille1
506,1993,SIDI BOUZID,Besbes,Cebala,El Ayoun,441619.0,221138.0,522416.0682,3905192.8029,200.0,145000,145000.0,90900.0,100,Recharge,CEE,Non,Non,35.289650235192305,9.246522699899996,feuille1
507,1994,SIDI BOUZID,Ennaguar,Ben Aoun,Rabta,497327.0,152273.0,581310.3535,3835426.4318,1160.0,120000,120000.0,113700.0,100,Recharge,Pn,Non,Non,34.657555611589835,9.887362623110503,feuille1
508,1994,SIDI BOUZID,"O,Hidri",Jelma,Celta,446004.0,231801.0,527408.0956,3915192.8554,425.0,207000,40000.0,239700.0,100,Exploitation,CEE,Non,Non,35.37969453582181,9.301757333851791,feuille1
509,1995,SIDI BOUZID,"O,Fidh Ezz",Cebala,El Ayoun,440428.0,224350.0,521777.0652,3908080.8182,450.0,67000,67000.0,113600.0,100,Exploitation,CEE,Non,Non,35.31570533096802,9.239572009723576,feuille1
510,1995,SIDI BOUZID,"O,Houd Abbe",Cebala,El Ayoun,441654.0,222617.0,522884.0708,3906361.809,180.0,43000,43000.0,74600.0,100,Exploitation,CEE,Non,Non,35.30018046448006,9.251702188337052,feuille1
511,1995,SIDI BOUZID,Bouriga,Jelma,Baten Leghz,449883.0,230515.0,531016.1146,3914488.8512,180.0,50000,0.0,102800.0,100,Exploitation,Pn,Non,Non,35.373240993657994,9.341453525598789,feuille1
512,1995,SIDI BOUZID,"O,Lizerg",Jelma,Lizireg,453334.0,219775.0,533389.1256,3903320.7918,910.0,123000,123000.0,94300.0,100,Exploitation,Pn,Non,Non,35.272464479604224,9.367121838844765,feuille1
513,1996,SIDI BOUZID,"O, Falta",Jelma,Baten Leghz,447083.0,232115.0,528896.1035,3914853.8535,200.0,55000,0.0,127500.0,100,Exploitation,CEE,Non,Non,35.37659582032347,9.318127768724315,feuille1
514,1996,SIDI BOUZID,"O, Zitouna",Jelma,Baten Leghz,451483.0,233315.0,530721.114,3921599.8892,430.0,200000,200000.0,223500.0,100,Exploitation,CEE,Non,Non,35.43736807538559,9.338473873730472,feuille1
515,1996,SIDI BOUZID,"O,Ezzogmar",Jelma,Zogmar,447883.0,231115.0,528657.1022,3915138.855,180.0,100000,100000.0,156400.0,100,Exploitation,CEE,Non,Non,35.37917250377461,9.315506555093497,feuille1
516,1997,SIDI BOUZID,Araar,Jelma,Baten Leghz,448400.0,236800.0,530014.1101,3920516.8835,475.0,110000,110000.0,217000.0,100,Exploitation,Pn,Non,Non,35.427624580966764,9.330644563046839,feuille1
517,1997,SIDI BOUZID,Kharroub,Jelma,Celta,444400.0,230000.0,526199.089,3913760.8479,416.0,162000,162000.0,181400.0,100,Exploitation,Pn,Non,Oui,35.36681496234371,9.288400639611408,feuille1
518,1998,SIDI BOUZID,Zarzour,Cebala,Mghila,445200.0,216800.0,527159.0926,3900542.7779,450.0,212000,50000.0,144750.0,100,Exploitation,Pn,Non,Non,35.24760378582112,9.298530105291059,feuille1
519,1998,SIDI BOUZID,Sidi Khlif,Ouled Haffo,Sidi Khlif,483346.0,204695.0,565043.2877,3888516.7075,1600.0,290000,212000.0,152000.0,100,Exploitation,CEE,Non,Non,35.1374277817844,9.713979774150244,feuille1
520,1998,SIDI BOUZID,Dhissa,Jelma,Zogmar,445100.0,234300.0,527008.0938,3917730.8689,800.0,140000,0.0,164100.0,100,Exploitation,Pn,Non,Non,35.40259005218818,9.297437463560378,feuille1
521,1999,SIDI BOUZID,"O, Zarga",Cebala,Mghila,442800.0,219500.0,524687.0799,3902949.7909,2100.0,480000,480000.0,369000.0,100,Exploitation,Pn,Non,oui,35.269371688468595,9.271430620715044,feuille1
522,1999,SIDI BOUZID,"O,Kebir",Ouled Haffo,Mbarkia,492300.0,191500.0,575499.3376,3874996.6344,235.0,122000,122000.0,140000.0,100,Exploitation,CEE,Non,Non,35.01479508262861,9.827514132037678,feuille1
523,2000,SIDI BOUZID,"O,Zemla",Jelma,Lizireg,445250.0,223500.0,527123.0932,3907027.8121,800.0,200000,200000.0,194500.0,100,Exploitation,Pn,Non,oui,35.306079707599714,9.298348775332677,feuille1
524,2000,SIDI BOUZID,Jerouala,Jelma,Lizireg,450100.0,216500.0,531930.1176,3900069.7749,210.0,200000,200000.0,169890.0,100,Exploitation,Pn,Non,Non,35.24319804023485,9.350953560789602,feuille1
525,2001,SIDI BOUZID,Jebs,Sidi Bouzid,Lassouda,467800.0,203200.0,550516.2118,3886067.6984,250.0,80000,80000.0,99340.0,100,Exploitation,CEE,Non,Non,35.1161800547882,9.55437407047536,feuille1
526,2001,SIDI BOUZID,Ain Jeffel,Jelma,Celta,439400.0,229000.0,521421.0637,3912372.841,350.0,180000,180000.0,212000.0,100,Exploitation,Pn,Non,Non,35.354413618592396,9.235767997324633,feuille1
527,2001,SIDI BOUZID,Ressaf,Jelma,Celta,438850.0,228000.0,520660.0596,3911655.8373,1365.0,250000,250000.0,224000.0,100,Exploitation,Pn,Non,Non,35.34796455437214,9.22737405025817,feuille1
528,2002,SIDI BOUZID,El Mdaouer,Jelma,Celta,439308.0,228445.0,521164.0623,3911939.8387,550.0,100000,100000.0,189600.0,100,Exploitation,Pn,Non,Non,35.35051479020976,9.232928157400314,feuille1
529,2003,SIDI BOUZID,Hmila,Jelma,Lizireg,444915.0,225027.0,526761.0915,3908563.8203,350.0,100000,50000.0,126000.0,100,Exploitation,Pn,Non,Non,35.31993942934897,9.294417059234858,feuille1
530,2005,SIDI BOUZID,Fith lhachi,Cebala,El Ayoun,436154.0,220320.0,517947.0447,3903839.7962,1320.0,190000,190000.0,211418.0,100,Exploitation,Pn,Non,oui,35.2775404018535,9.197344905259353,feuille1
531,2006,SIDI BOUZID,Themed,Sidi bouzid,El Mkarem,478544.0,215114.0,560393.2663,3899401.7658,442.0,170000,170000.0,144866.0,100,Exploitation,Pn,Non,Non,35.23586350120378,9.663737276750153,feuille1
532,2006,SIDI BOUZID,Amor Zillar,Jelma,Baten Laghz,455298.0,228081.0,537185.1469,3911740.8357,2130.0,420000,420000.0,172500.0,100,Exploitation,Pn,Non,Non,35.34825204926188,9.40924136308752,feuille1
533,2006,SIDI BOUZID,El Frayjia,Jelma,zgmar,447581.0,230876.0,529378.1059,3914430.8511,280.0,80000,80000.0,149500.0,100,Exploitation,Pn,Non,Non,35.3727676309039,9.32341901641737,feuille1
534,2007,SIDI BOUZID,Sicha,Ergueb,Ksar Lahmem,487850.0,182397.0,570137.3074,3866236.591,250.0,150000,150000.0,163390.0,100,Exploitation,Pn,Non,Non,34.936195168871045,9.768010467745244,feuille1
535,2008,SIDI BOUZID,Frayjia2,Jelma,zgmar,447133.0,232200.0,528498.1014,3915273.8557,180.0,60000,60000.0,69850.0,100,Exploitation,Pn,Non,Non,35.3803943281831,9.313760737490538,feuille1
536,2009,SIDI BOUZID,Friou,Sidi bouzid,El Hichreyy,450311.36,177887.8,532533.1153,3861472.5751,940.0,160000,160000.0,314000.0,100,Exploitation,Pn,Non,Non,34.89514139049955,9.356066396437019,feuille1
537,2010,SIDI BOUZID,El Hidri2,Jelma,Selta,446397.18,230997.77,528174.0996,3914618.8523,796.0,250000,250000.0,371679.0,100,Exploitation,FCGBV,Non,oui,35.37449753933705,9.310170960414112,feuille1
538,2012,SIDI BOUZID,Kef Lhammem,Jelma,zgmar,446144.66,233992.43,529787.1086,3918868.8747,975.0,260000,,309980.0,98,Exploitation,FCGBV,Non,Non,35.41277185662665,9.328083631691046,feuille1
539,2012,SIDI BOUZID,Zabbag,Menzel Bouz,El khorchof,460161.77,161518.83,542567.1633,3845245.4913,687.0,120000,,617490.0,99,Exploitation,Pn,Non,Non,34.74844386338575,9.465060426372286,feuille1
540,2012,SIDI BOUZID,Khasfa,Souk Ejdid,Souk Ejdid,467418.34,185377.55,549545.2032,3869123.6112,189.0,42000,,553380.0,65,Exploitation,Pn,Non,Non,34.96344389370854,9.542707242555984,feuille1
541,2012,SIDI BOUZID,Om Etboul,Sidi bouzid,Sidi bouzid,459426.56,182834.77,541603.1621,3866052.5969,776.0,82000,,683521.0,35,Exploitation,FCGBV,Non,Non,34.93610942958941,9.455561323644899,feuille1
542,1967,SILIANA,Skhira 2,Makthar,Skhira,443800.0,279300.0,525495.0905,3962117.11,157.0,79000,0.0,20000.0,100,Protection,Pn,Non,Non,35.80283545577791,9.282176582660545,feuille1
543,1967,SILIANA,Skhira 3,Makthar,Skhira,442800.0,278700.0,525288.0893,3961513.1067,211.0,38000,0.0,20000.0,100,Protection,Pn,Non,Non,35.79739503452243,9.27986644193563,feuille1
544,1967,SILIANA,Skhira 1,Makthar,Skhira,443700.0,279600.0,526489.096,3962180.1102,150.0,52000,0.0,20000.0,100,Protection,Pn,Non,Non,35.80337714941358,9.293180076209437,feuille1
545,1967,SILIANA,Skhira 4,Makthar,Skhira,443200.0,278400.0,524653.0857,3960058.0987,474.0,181000,0.0,30000.0,100,Protection,Pn,Non,Non,35.78429260734082,9.272794012731396,feuille1
546,1967,SILIANA,Skhira 12,Makthar,Skhira,443200.0,273000.0,524181.0826,3955961.0762,148.0,60000,0.0,20000.0,100,Protection,Pn,Non,Non,35.74736477617573,9.267447520459392,feuille1
547,1967,SILIANA,Skhira 18,Makthar,Skhira,440800.0,276800.0,520880.0651,3960826.1033,183.0,160000,0.0,30000.0,100,Protection,Pn,Non,Non,35.79130454341651,9.23106474667788,feuille1
548,1968,SILIANA,Garia 1,Kessra,Garia,459200.0,271800.0,538998.1637,3956053.0747,172.0,18000,0.0,15000.0,100,Protection,Pn,Non,Non,35.74771831362399,9.43132845576616,feuille1
549,1968,SILIANA,Garia 2,Kessra,Garia,461500.0,273300.0,544721.1955,3958680.0881,64.0,19000,0.0,20000.0,100,Protection,Pn,Non,Non,35.77115979489374,9.494771120524721,feuille1
550,1968,SILIANA,Garia 3,Kessra,Garia,461100.0,271600.0,547366.2099,3957976.0838,114.0,28000,0.0,20000.0,100,Protection,Pn,Non,Non,35.76468861253873,9.523991430452117,feuille1
551,1968,SILIANA,Skhira 5,Makthar,Skhira,444200.0,276900.0,525114.0883,3960779.1026,266.0,120000,0.0,30000.0,100,Protection,Pn,Non,Non,35.79078161208663,9.277917725890838,feuille1
552,1968,SILIANA,Skhira 20,Makthar,Skhira,438800.0,277200.0,519662.0583,3960368.1008,309.0,72000,0.0,20000.0,100,Protection,Pn,Non,Non,35.78720024879506,9.217574770713352,feuille1
553,1968,SILIANA,Skhira 22,Makthar,Skhira,435500.0,276500.0,519937.0598,3959490.096,175.0,90000,0.0,20000.0,100,Protection,Pn,Non,Non,35.77927843452435,9.220595966883998,feuille1
554,1968,SILIANA,Skhira 27,Makthar,Skhira,436800.0,277300.0,518380.0513,3960747.1031,113.0,16000,0.0,15000.0,100,Protection,Pn,Non,Non,35.790642242343594,9.203397233650433,feuille1
555,1987,SILIANA,Jelleb 1,Rouhia,Jalleb,439300.0,264050.0,520524.0619,3947418.0297,25.0,4000,0.0,15000.0,100,Protection,Pn,Oui,Non,35.67042112997797,9.226782176151817,feuille1
556,1987,SILIANA,Louza 1,Kessra,Louza,441800.0,268800.0,522485.0733,3954616.069,238.0,200000,0.0,50000.0,100,Protection,Pn,Non,Non,35.73527809589059,9.248651778150533,feuille1
557,1988,SILIANA,Jelleb 4,Rouhia,Jalleb,440200.0,264500.0,522787.0744,3949597.0415,47.0,8000,0.0,25000.0,100,Protection,Pn,Non,Non,35.69001814586094,9.251849027302216,feuille1
558,1988,SILIANA,Jelleb 5,Rouhia,Jalleb,438400.0,264600.0,519755.0578,3948164.0339,65.0,4000,0.0,15000.0,100,Protection,Pn,Non,Non,35.677163082579916,9.218303378823357,feuille1
559,1988,SILIANA,Ain Karma,Rouhia,Abdessadek,440000.0,263000.0,521537.0674,3946271.0234,92.0,15000,0.0,25000.0,100,Protection,Pn,Non,Non,35.660057696096715,9.237944684884857,feuille1
560,1988,SILIANA,Hmaima 1,Rouhia,Hmaima,423750.0,262500.0,505625.9811,3951632.0536,96.0,4000,0.0,15000.0,100,Protection,Pn,Non,Non,35.708613989583725,9.062194392737107,feuille1
