annee,delegation,type_de_peche,production_en_tonne,feuille
2023.0,Médenine Nord,Peche_au_lac_de_Bibans,0.0,Feuil1
2023.0,Médenine Sud,Peche_a_la_lumiere,0.0,Feuil1
2023.0,Sidi Makhlouf,Peche_a_la_lumiere,0.0,Feuil1
2023.0,Ajim,Peche_a_la_lumiere,0.0,Feuil1
2023.0,Houmt Souk,Peche_a_la_lumiere,474.0,Feuil1
2023.0,Midoun,Peche_a_la_lumiere,0.0,Feuil1
2023.0,Zarzis,Peche_a_la_lumiere,5396.0,Feuil1
2023.0,Ben Guerdane,Peche_a_la_lumiere,0.0,Feuil1
2023.0,Médenine Nord,Peche_a_la_lumiere,0.0,Feuil1
2023.0,Médenine Sud,Peche_a_l’eponge,0.0,Feuil1
2023.0,Sidi Makhlouf,Peche_a_l’eponge,0.0,Feuil1
2023.0,Ajim,Peche_a_l’eponge,0.0,Feuil1
2023.0,Houmt Souk,Peche_a_l’eponge,0.0,Feuil1
2023.0,Midoun,Peche_a_l’eponge,0.0,Feuil1
2023.0,Zarzis,Peche_a_l’eponge,10.0,Feuil1
2023.0,Ben Guerdane,Peche_a_l’eponge,0.0,Feuil1
2023.0,Médenine Nord,Peche_a_l’eponge,0.0,Feuil1
2023.0,Médenine Sud,Aquaculture,0.0,Feuil1
2023.0,Sidi Makhlouf,Aquaculture,0.0,Feuil1
2023.0,Ajim,Aquaculture,0.0,Feuil1
2023.0,Houmt Souk,Aquaculture,0.0,Feuil1
2023.0,Midoun,Aquaculture,0.0,Feuil1
2023.0,Zarzis,Aquaculture,0.0,Feuil1
2023.0,Ben Guerdane,Aquaculture,0.0,Feuil1
2023.0,Médenine Nord,Aquaculture,1.0,Feuil1
2023.0,Médenine Sud,Peche_aux_mollusques,0.0,Feuil1
2023.0,Sidi Makhlouf,Peche_aux_mollusques,0.0,Feuil1
2023.0,Ajim,Peche_aux_mollusques,0.0,Feuil1
2023.0,Houmt Souk,Peche_aux_mollusques,0.0,Feuil1
2023.0,Midoun,Peche_aux_mollusques,0.0,Feuil1
2023.0,Zarzis,Peche_aux_mollusques,0.0,Feuil1
2023.0,Ben Guerdane,Peche_aux_mollusques,0.0,Feuil1
2023.0,Médenine Nord,Peche_aux_mollusques,0.0,Feuil1
,,,,Feuil1
2024.0,Médenine Nord,Peche cotiere,0.0,Feuil1
2024.0,Médenine Sud,Peche cotiere,1973.0,Feuil1
2024.0,Sidi Makhlouf,Peche cotiere,895.0,Feuil1
2024.0,Ajim,Peche cotiere,1142.0,Feuil1
2024.0,Houmt Souk,Peche cotiere,5175.0,Feuil1
2024.0,Midoun,Peche cotiere,0.0,Feuil1
2024.0,Zarzis,Peche cotiere,2584.0,Feuil1
2024.0,Ben Guerdane,Peche cotiere,571.0,Feuil1
2024.0,Médenine Nord,Pêche au chalut benthique,0.0,Feuil1
2024.0,Médenine Sud,Pêche au chalut benthique,0.0,Feuil1
2024.0,Sidi Makhlouf,Pêche au chalut benthique,0.0,Feuil1
2024.0,Ajim,Pêche au chalut benthique,0.0,Feuil1
2024.0,Houmt Souk,Pêche au chalut benthique,0.0,Feuil1
2024.0,Midoun,Pêche au chalut benthique,0.0,Feuil1
2024.0,Zarzis,Pêche au chalut benthique,58.0,Feuil1
2024.0,Ben Guerdane,Pêche au chalut benthique,0.0,Feuil1
2024.0,Médenine Nord,Pêche au thon rouge,0.0,Feuil1
2024.0,Médenine Sud,Pêche au thon rouge,0.0,Feuil1
2024.0,Sidi Makhlouf,Pêche au thon rouge,0.0,Feuil1
2024.0,Ajim,Pêche au thon rouge,0.0,Feuil1
2024.0,Houmt Souk,Pêche au thon rouge,0.0,Feuil1
2024.0,Midoun,Pêche au thon rouge,0.0,Feuil1
2024.0,Zarzis,Pêche au thon rouge,450.0,Feuil1
2024.0,Ben Guerdane,Pêche au thon rouge,0.0,Feuil1
2024.0,Médenine Nord,Pêche lagunaire,0.0,Feuil1
2024.0,Médenine Sud,Pêche lagunaire,0.0,Feuil1
2024.0,Sidi Makhlouf,Pêche lagunaire,0.0,Feuil1
2024.0,Ajim,Pêche lagunaire,0.0,Feuil1
2024.0,Houmt Souk,Pêche lagunaire,0.0,Feuil1
2024.0,Midoun,Pêche lagunaire,0.0,Feuil1
2024.0,Zarzis,Pêche lagunaire,125.0,Feuil1
2024.0,Ben Guerdane,Pêche lagunaire,0.0,Feuil1
2024.0,Médenine Nord,Pêche au feu,0.0,Feuil1
2024.0,Médenine Sud,Pêche au feu,0.0,Feuil1
2024.0,Sidi Makhlouf,Pêche au feu,0.0,Feuil1
2024.0,Ajim,Pêche au feu,0.0,Feuil1
2024.0,Houmt Souk,Pêche au feu,190.0,Feuil1
2024.0,Midoun,Pêche au feu,0.0,Feuil1
2024.0,Zarzis,Pêche au feu,4619.0,Feuil1
2024.0,Ben Guerdane,Pêche au feu,0.0,Feuil1
2024.0,Médenine Nord,Pêche au éponges,0.0,Feuil1
2024.0,Médenine Sud,Pêche au éponges,0.0,Feuil1
2024.0,Sidi Makhlouf,Pêche au éponges,0.0,Feuil1
2024.0,Ajim,Pêche au éponges,0.0,Feuil1
2024.0,Houmt Souk,Pêche au éponges,0.0,Feuil1
2024.0,Midoun,Pêche au éponges,0.0,Feuil1
2024.0,Zarzis,Pêche au éponges,7.0,Feuil1
2024.0,Ben Guerdane,Pêche au éponges,0.0,Feuil1
2024.0,Médenine Nord,Aquaculture,0.0,Feuil1
2024.0,Médenine Sud,Aquaculture,0.0,Feuil1
2024.0,Sidi Makhlouf,Aquaculture,0.0,Feuil1
2024.0,Ajim,Aquaculture,0.0,Feuil1
2024.0,Houmt Souk,Aquaculture,0.0,Feuil1
2024.0,Midoun,Aquaculture,0.0,Feuil1
2024.0,Zarzis,Aquaculture,0.0,Feuil1
2024.0,Ben Guerdane,Aquaculture,0.0,Feuil1
2024.0,Médenine Nord,Collecte de palourdes,0.0,Feuil1
2024.0,Médenine Sud,Collecte de palourdes,0.0,Feuil1
2024.0,Sidi Makhlouf,Collecte de palourdes,0.0,Feuil1
2024.0,Ajim,Collecte de palourdes,0.0,Feuil1
2024.0,Houmt Souk,Collecte de palourdes,0.0,Feuil1
2024.0,Midoun,Collecte de palourdes,0.0,Feuil1
2024.0,Zarzis,Collecte de palourdes,0.0,Feuil1
2024.0,Ben Guerdane,Collecte de palourdes,0.0,Feuil1
