annee,gouvernorat,superficie_ha,nombre,feuille
2007,أريانة,54.7085,12.0,الحرائق الغابية
2007,بن عروس,4.77,7.0,الحرائق الغابية
2007,منوبة,17.2,5.0,الحرائق الغابية
2007,نابل,8.089,25.0,الحرائق الغابية
2007,زغوان,86.46,9.0,الحرائق الغابية
2007,بنزرات,7.0,2.0,الحرائق الغابية
2007,باجة,117.0,9.0,الحرائق الغابية
2007,جندوبة,135.13,36.0,الحرائق الغابية
2007,الكاف,19.62,2.0,الحرائق الغابية
2007,سليانة,4.096,13.0,الحرائق الغابية
2007,القصرين,0.2445,8.0,الحرائق الغابية
2007,سيدي بوزيد,3.0,1.0,الحرائق الغابية
2007,القيروان,0.0,0.0,الحرائق الغابية
2007,قفصة,0.0,0.0,الحرائق الغابية
2007,سوسة,0.0,0.0,الحرائق الغابية
2007,صفاقس,0.0,0.0,الحرائق الغابية
2007,المهدية,0.0,0.0,الحرائق الغابية
2007,المنستير,0.0,0.0,الحرائق الغابية
2007,قابس,0.0,0.0,الحرائق الغابية
2007,توزر,0.0,0.0,الحرائق الغابية
2007,تطاوين,0.0,0.0,الحرائق الغابية
2007,مدنين,0.0,0.0,الحرائق الغابية
2007,قبلي,0.0,0.0,الحرائق الغابية
2008,تونس,0.35,1.0,الحرائق الغابية
2008,أريانة,0.108,3.0,الحرائق الغابية
2008,بن عروس,3.78,10.0,الحرائق الغابية
2008,منوبة,4.0,2.0,الحرائق الغابية
2008,نابل,19.446,19.0,الحرائق الغابية
2008,زغوان,114.25,8.0,الحرائق الغابية
2008,بنزرات,29.5,3.0,الحرائق الغابية
2008,باجة,112.03,9.0,الحرائق الغابية
2008,جندوبة,26.555,11.0,الحرائق الغابية
2008,الكاف,93.27,8.0,الحرائق الغابية
2008,سليانة,17.03,23.0,الحرائق الغابية
2008,القصرين,9.853,13.0,الحرائق الغابية
2008,سيدي بوزيد,0.14,1.0,الحرائق الغابية
2008,القيروان,11.03,4.0,الحرائق الغابية
2008,قفصة,0.0,0.0,الحرائق الغابية
2008,سوسة,0.5,1.0,الحرائق الغابية
2008,صفاقس,0.0,0.0,الحرائق الغابية
2008,المهدية,0.0,0.0,الحرائق الغابية
2008,المنستير,0.0,0.0,الحرائق الغابية
2008,قابس,0.0,0.0,الحرائق الغابية
2008,توزر,0.0,0.0,الحرائق الغابية
2008,تطاوين,0.0,0.0,الحرائق الغابية
2008,مدنين,0.0,0.0,الحرائق الغابية
2008,قبلي,0.0,0.0,الحرائق الغابية
2009,تونس,1.5,1.0,الحرائق الغابية
2009,أريانة,2.69,10.0,الحرائق الغابية
2009,بن عروس,0.0,0.0,الحرائق الغابية
2009,منوبة,0.26,4.0,الحرائق الغابية
2009,نابل,2.8,17.0,الحرائق الغابية
2009,زغوان,2.56,6.0,الحرائق الغابية
2009,بنزرات,5.75,10.0,الحرائق الغابية
2009,باجة,11.04,8.0,الحرائق الغابية
2009,جندوبة,1.51,8.0,الحرائق الغابية
2009,الكاف,3.1,7.0,الحرائق الغابية
2009,سليانة,4.69,7.0,الحرائق الغابية
2009,القصرين,20.48,11.0,الحرائق الغابية
2009,سيدي بوزيد,1.5,1.0,الحرائق الغابية
2009,القيروان,4.03,2.0,الحرائق الغابية
2009,قفصة,0.0,0.0,الحرائق الغابية
2009,سوسة,0.35,2.0,الحرائق الغابية
2009,صفاقس,0.0,0.0,الحرائق الغابية
2009,المهدية,0.02,1.0,الحرائق الغابية
2009,المنستير,0.0,0.0,الحرائق الغابية
2009,قابس,0.0075,1.0,الحرائق الغابية
2009,توزر,0.0,0.0,الحرائق الغابية
2009,تطاوين,0.0,0.0,الحرائق الغابية
2009,مدنين,0.0,0.0,الحرائق الغابية
2009,قبلي,0.0,0.0,الحرائق الغابية
2010,تونس,3.7,1.0,الحرائق الغابية
2010,أريانة,3.415,10.0,الحرائق الغابية
2010,بن عروس,1.6245,3.0,الحرائق الغابية
2010,منوبة,9.86,9.0,الحرائق الغابية
2010,نابل,3.912,7.0,الحرائق الغابية
2010,زغوان,178.235,10.0,الحرائق الغابية
2010,بنزرات,2.14,2.0,الحرائق الغابية
2010,باجة,320.76,19.0,الحرائق الغابية
2010,جندوبة,15.4205,22.0,الحرائق الغابية
2010,الكاف,2.6,2.0,الحرائق الغابية
2010,سليانة,171.1027,35.0,الحرائق الغابية
2010,القصرين,0.584,4.0,الحرائق الغابية
2010,سيدي بوزيد,0.006,2.0,الحرائق الغابية
2010,القيروان,0.5,1.0,الحرائق الغابية
2010,قفصة,0.22,1.0,الحرائق الغابية
2010,سوسة,0.11,3.0,الحرائق الغابية
2010,صفاقس,0.0,0.0,الحرائق الغابية
2010,المهدية,0.012,1.0,الحرائق الغابية
2010,المنستير,0.0,0.0,الحرائق الغابية
2010,قابس,0.0,0.0,الحرائق الغابية
2010,توزر,0.0,0.0,الحرائق الغابية
2010,تطاوين,0.0,0.0,الحرائق الغابية
2010,مدنين,0.0,0.0,الحرائق الغابية
2010,قبلي,0.0,0.0,الحرائق الغابية
2011,تونس,0.02,1.0,الحرائق الغابية
2011,أريانة,4.428,10.0,الحرائق الغابية
2011,بن عروس,2.1,3.0,الحرائق الغابية
2011,منوبة,7.6,3.0,الحرائق الغابية
2011,نابل,489.9936,28.0,الحرائق الغابية
2011,زغوان,6.135,8.0,الحرائق الغابية
2011,بنزرات,494.304,13.0,الحرائق الغابية
2011,باجة,116.75,7.0,الحرائق الغابية
2011,جندوبة,100.7802,43.0,الحرائق الغابية
2011,الكاف,365.7435,27.0,الحرائق الغابية
2011,سليانة,77.423,24.0,الحرائق الغابية
2011,القصرين,0.0,0.0,الحرائق الغابية
2011,سيدي بوزيد,0.0,0.0,الحرائق الغابية
2011,القيروان,22.0,6.0,الحرائق الغابية
2011,قفصة,2.0,1.0,الحرائق الغابية
2011,سوسة,0.0,0.0,الحرائق الغابية
2011,صفاقس,0.0,0.0,الحرائق الغابية
2011,المهدية,0.6,1.0,الحرائق الغابية
2011,المنستير,0.0,0.0,الحرائق الغابية
2011,قابس,0.0,0.0,الحرائق الغابية
2011,توزر,0.0,0.0,الحرائق الغابية
2011,تطاوين,0.0,0.0,الحرائق الغابية
2011,مدنين,0.0,0.0,الحرائق الغابية
2011,قبلي,0.0,0.0,الحرائق الغابية
2012,تونس,0.0,0.0,الحرائق الغابية
2012,أريانة,22.51,17.0,الحرائق الغابية
2012,بن عروس,19.4,12.0,الحرائق الغابية
2012,منوبة,14.55,5.0,الحرائق الغابية
2012,نابل,72.675,28.0,الحرائق الغابية
2012,زغوان,92.45,26.0,الحرائق الغابية
2012,بنزرات,10.0,11.0,الحرائق الغابية
2012,باجة,161.7,20.0,الحرائق الغابية
2012,جندوبة,316.26,76.0,الحرائق الغابية
2012,الكاف,487.79,19.0,الحرائق الغابية
2012,سليانة,831.03,36.0,الحرائق الغابية
2012,القصرين,24.32,35.0,الحرائق الغابية
2012,سيدي بوزيد,4.79,4.0,الحرائق الغابية
2012,القيروان,28.63,13.0,الحرائق الغابية
2012,قفصة,1.725,5.0,الحرائق الغابية
2012,سوسة,2.0,1.0,الحرائق الغابية
2012,صفاقس,2.0,1.0,الحرائق الغابية
2012,المهدية,0.0,0.0,الحرائق الغابية
2012,المنستير,0.0,0.0,الحرائق الغابية
2012,قابس,1.245,2.0,الحرائق الغابية
2012,توزر,0.0,0.0,الحرائق الغابية
2012,تطاوين,0.0,0.0,الحرائق الغابية
2012,مدنين,0.0,0.0,الحرائق الغابية
2012,قبلي,0.0,0.0,الحرائق الغابية
2013,تونس,0.15,1.0,الحرائق الغابية
2013,أريانة,67.658,21.0,الحرائق الغابية
2013,بن عروس,0.0,0.0,الحرائق الغابية
2013,منوبة,38.0,3.0,الحرائق الغابية
2013,نابل,111.329,16.0,الحرائق الغابية
2013,زغوان,1036.0826,42.0,الحرائق الغابية
2013,بنزرات,734.525,34.0,الحرائق الغابية
2013,باجة,245.06,34.0,الحرائق الغابية
2013,جندوبة,47.2855,28.0,الحرائق الغابية
2013,الكاف,1257.52,22.0,الحرائق الغابية
2013,سليانة,345.975,20.0,الحرائق الغابية
2013,القصرين,220.4289,3.0,الحرائق الغابية
2013,سيدي بوزيد,21.24,3.0,الحرائق الغابية
2013,القيروان,20.8275,22.0,الحرائق الغابية
2013,قفصة,0.025,1.0,الحرائق الغابية
2013,سوسة,0.5375,3.0,الحرائق الغابية
2013,صفاقس,0.0,0.0,الحرائق الغابية
2013,المهدية,0.0,0.0,الحرائق الغابية
2013,المنستير,0.004,1.0,الحرائق الغابية
2013,قابس,0.036,1.0,الحرائق الغابية
2013,توزر,0.0,0.0,الحرائق الغابية
2013,تطاوين,0.0,0.0,الحرائق الغابية
2013,مدنين,0.0,0.0,الحرائق الغابية
2013,قبلي,0.0,0.0,الحرائق الغابية
2014,تونس,0.25,3.0,الحرائق الغابية
2014,أريانة,94.705,28.0,الحرائق الغابية
2014,بن عروس,141.346,54.0,الحرائق الغابية
2014,منوبة,126.05,7.0,الحرائق الغابية
2014,نابل,150.411,41.0,الحرائق الغابية
2014,زغوان,753.6465,55.0,الحرائق الغابية
2014,بنزرات,1198.7231,49.0,الحرائق الغابية
2014,باجة,439.695,72.0,الحرائق الغابية
2014,جندوبة,97.2645,111.0,الحرائق الغابية
2014,الكاف,1645.34,32.0,الحرائق الغابية
2014,سليانة,1399.591,48.0,الحرائق الغابية
2014,القصرين,5.033,13.0,الحرائق الغابية
2014,سيدي بوزيد,25.0,1.0,الحرائق الغابية
2014,القيروان,17.897,21.0,الحرائق الغابية
2014,قفصة,1.5685,4.0,الحرائق الغابية
2014,سوسة,18.486,12.0,الحرائق الغابية
2014,صفاقس,0.0,0.0,الحرائق الغابية
2014,المهدية,0.87,3.0,الحرائق الغابية
2014,المنستير,0.0,0.0,الحرائق الغابية
2014,قابس,0.25,1.0,الحرائق الغابية
2014,توزر,0.0,0.0,الحرائق الغابية
2014,تطاوين,0.0,0.0,الحرائق الغابية
2014,مدنين,0.0,0.0,الحرائق الغابية
2014,قبلي,0.0,0.0,الحرائق الغابية
2015,تونس,0.12,3.0,الحرائق الغابية
2015,أريانة,4.608,10.0,الحرائق الغابية
2015,بن عروس,0.0,0.0,الحرائق الغابية
2015,منوبة,7.0,1.0,الحرائق الغابية
2015,نابل,13.1085,24.0,الحرائق الغابية
2015,زغوان,18.045,24.0,الحرائق الغابية
2015,بنزرات,89.648,31.0,الحرائق الغابية
2015,باجة,50.046,28.0,الحرائق الغابية
2015,جندوبة,317.7105,51.0,الحرائق الغابية
2015,الكاف,132.222,47.0,الحرائق الغابية
2015,سليانة,87.87,42.0,الحرائق الغابية
2015,القصرين,22.0825,13.0,الحرائق الغابية
2015,سيدي بوزيد,17.1106,9.0,الحرائق الغابية
2015,القيروان,34.714,22.0,الحرائق الغابية
2015,قفصة,4.0525,8.0,الحرائق الغابية
2015,سوسة,0.055,2.0,الحرائق الغابية
2015,صفاقس,2.0,1.0,الحرائق الغابية
2015,المهدية,0.0,0.0,الحرائق الغابية
2015,المنستير,0.0,0.0,الحرائق الغابية
2015,قابس,1.0,2.0,الحرائق الغابية
2015,توزر,0.0,0.0,الحرائق الغابية
2015,تطاوين,0.0,0.0,الحرائق الغابية
2015,مدنين,0.0,0.0,الحرائق الغابية
2015,قبلي,0.5,1.0,الحرائق الغابية
2016,تونس,0.0,0.0,الحرائق الغابية
2016,أريانة,36.58,15.0,الحرائق الغابية
2016,بن عروس,37.25,7.0,الحرائق الغابية
2016,منوبة,6.75,3.0,الحرائق الغابية
2016,نابل,7.33,8.0,الحرائق الغابية
2016,زغوان,47.397,31.0,الحرائق الغابية
2016,بنزرات,44.79,43.0,الحرائق الغابية
2016,باجة,76.58,44.0,الحرائق الغابية
2016,جندوبة,125.292,139.0,الحرائق الغابية
2016,الكاف,792.305,20.0,الحرائق الغابية
2016,سليانة,638.8836,45.0,الحرائق الغابية
2016,القصرين,8.688,17.0,الحرائق الغابية
2016,سيدي بوزيد,0.0,0.0,الحرائق الغابية
2016,القيروان,58.28,27.0,الحرائق الغابية
2016,قفصة,0.0,0.0,الحرائق الغابية
2016,سوسة,0.0,0.0,الحرائق الغابية
2016,صفاقس,0.0,0.0,الحرائق الغابية
2016,المهدية,0.0,0.0,الحرائق الغابية
2016,المنستير,0.0,0.0,الحرائق الغابية
2016,قابس,0.0,0.0,الحرائق الغابية
2016,توزر,0.0,0.0,الحرائق الغابية
2016,تطاوين,0.0,0.0,الحرائق الغابية
2016,مدنين,0.0,0.0,الحرائق الغابية
2016,قبلي,0.0,0.0,الحرائق الغابية
2017,تونس,0.75,2.0,الحرائق الغابية
2017,أريانة,4.25,10.0,الحرائق الغابية
2017,بن عروس,2.77,7.0,الحرائق الغابية
2017,منوبة,2.005,2.0,الحرائق الغابية
2017,نابل,6.884,17.0,الحرائق الغابية
2017,زغوان,546.597,18.0,الحرائق الغابية
2017,بنزرات,4394.661,70.0,الحرائق الغابية
2017,باجة,516.769,41.0,الحرائق الغابية
2017,جندوبة,1857.579,97.0,الحرائق الغابية
2017,الكاف,157.43,26.0,الحرائق الغابية
2017,سليانة,2526.789,45.0,الحرائق الغابية
2017,القصرين,1017.521,16.0,الحرائق الغابية
2017,سيدي بوزيد,0.0,0.0,الحرائق الغابية
2017,القيروان,230.258,50.0,الحرائق الغابية
2017,قفصة,0.0,0.0,الحرائق الغابية
2017,سوسة,0.0,0.0,الحرائق الغابية
2017,صفاقس,0.0,0.0,الحرائق الغابية
2017,المهدية,0.0,0.0,الحرائق الغابية
2017,المنستير,0.0,0.0,الحرائق الغابية
2017,قابس,0.0,0.0,الحرائق الغابية
2017,توزر,0.0,0.0,الحرائق الغابية
2017,تطاوين,0.0,0.0,الحرائق الغابية
2017,مدنين,0.0,0.0,الحرائق الغابية
2017,قبلي,0.0,0.0,الحرائق الغابية
2018,تونس,0.8,2.0,الحرائق الغابية
2018,أريانة,35.875,9.0,الحرائق الغابية
2018,بن عروس,5.5,4.0,الحرائق الغابية
2018,منوبة,0.0,0.0,الحرائق الغابية
2018,نابل,35.186,11.0,الحرائق الغابية
2018,زغوان,17.049,14.0,الحرائق الغابية
2018,بنزرات,6.619,19.0,الحرائق الغابية
2018,باجة,76.149,55.0,الحرائق الغابية
2018,جندوبة,29.139,10.0,الحرائق الغابية
2018,الكاف,155.05,4.0,الحرائق الغابية
2018,سليانة,710.205,25.0,الحرائق الغابية
2018,القصرين,1.995,11.0,الحرائق الغابية
2018,سيدي بوزيد,0.0,0.0,الحرائق الغابية
2018,القيروان,8.0,2.0,الحرائق الغابية
2018,قفصة,0.0,0.0,الحرائق الغابية
2018,سوسة,0.0,0.0,الحرائق الغابية
2018,صفاقس,0.0,0.0,الحرائق الغابية
2018,المهدية,0.0,0.0,الحرائق الغابية
2018,المنستير,0.0,0.0,الحرائق الغابية
2018,قابس,0.0,0.0,الحرائق الغابية
2018,توزر,0.0,0.0,الحرائق الغابية
2018,تطاوين,0.0,0.0,الحرائق الغابية
2018,مدنين,0.0,0.0,الحرائق الغابية
2018,قبلي,0.0,0.0,الحرائق الغابية
2019,تونس,0.0,0.0,الحرائق الغابية
2019,أريانة,26.654,8.0,الحرائق الغابية
2019,بن عروس,10.25,4.0,الحرائق الغابية
2019,منوبة,10.0,1.0,الحرائق الغابية
2019,نابل,191.042,13.0,الحرائق الغابية
2019,زغوان,5.207,11.0,الحرائق الغابية
2019,بنزرات,1.556,14.0,الحرائق الغابية
2019,باجة,204.91,18.0,الحرائق الغابية
2019,جندوبة,74.737,23.0,الحرائق الغابية
2019,الكاف,8.07,7.0,الحرائق الغابية
2019,سليانة,12.58,9.0,الحرائق الغابية
2019,القصرين,1179.536,13.0,الحرائق الغابية
2019,سيدي بوزيد,0.0,0.0,الحرائق الغابية
2019,القيروان,54.56,12.0,الحرائق الغابية
2019,قفصة,0.0,0.0,الحرائق الغابية
2019,سوسة,0.0,0.0,الحرائق الغابية
2019,صفاقس,0.0,0.0,الحرائق الغابية
2019,المهدية,0.0,0.0,الحرائق الغابية
2019,المنستير,0.0,0.0,الحرائق الغابية
2019,قابس,0.0,0.0,الحرائق الغابية
2019,توزر,0.0,0.0,الحرائق الغابية
2019,تطاوين,0.0,0.0,الحرائق الغابية
2019,مدنين,0.0,0.0,الحرائق الغابية
2019,قبلي,0.0,0.0,الحرائق الغابية
2020,تونس,0.3,3.0,الحرائق الغابية
2020,أريانة,17.0,8.0,الحرائق الغابية
2020,بن عروس,4.1,4.0,الحرائق الغابية
2020,منوبة,40.26,9.0,الحرائق الغابية
2020,نابل,68.71,17.0,الحرائق الغابية
2020,زغوان,35.4,17.0,الحرائق الغابية
2020,بنزرات,526.191,74.0,الحرائق الغابية
2020,باجة,1084.49,97.0,الحرائق الغابية
2020,جندوبة,342.481,148.0,الحرائق الغابية
2020,الكاف,17.07,6.0,الحرائق الغابية
2020,سليانة,64.035,32.0,الحرائق الغابية
2020,القصرين,22.026,25.0,الحرائق الغابية
2020,سيدي بوزيد,0.0,0.0,الحرائق الغابية
2020,القيروان,53.712,17.0,الحرائق الغابية
2020,قفصة,0.0,0.0,الحرائق الغابية
2020,سوسة,0.0,0.0,الحرائق الغابية
2020,صفاقس,0.0,0.0,الحرائق الغابية
2020,المهدية,0.0,0.0,الحرائق الغابية
2020,المنستير,0.0,0.0,الحرائق الغابية
2020,قابس,0.0,0.0,الحرائق الغابية
2020,توزر,0.0,0.0,الحرائق الغابية
2020,تطاوين,0.0,0.0,الحرائق الغابية
2020,مدنين,0.0,0.0,الحرائق الغابية
2020,قبلي,0.0,0.0,الحرائق الغابية
2021,تونس,0.32,2.0,الحرائق الغابية
2021,أريانة,40.45,8.0,الحرائق الغابية
2021,بن عروس,11.0,5.0,الحرائق الغابية
2021,منوبة,49.79,16.0,الحرائق الغابية
2021,نابل,464.387,34.0,الحرائق الغابية
2021,زغوان,1426.89,26.0,الحرائق الغابية
2021,بنزرات,408.24,87.0,الحرائق الغابية
2021,باجة,189.468,37.0,الحرائق الغابية
2021,جندوبة,4057.919,144.0,الحرائق الغابية
2021,الكاف,3142.32,11.0,الحرائق الغابية
2021,سليانة,61.18,33.0,الحرائق الغابية
2021,القصرين,14122.48,27.0,الحرائق الغابية
2021,سيدي بوزيد,0.0,0.0,الحرائق الغابية
2021,القيروان,1833.18,27.0,الحرائق الغابية
2021,قفصة,0.0,,الحرائق الغابية
2021,سوسة,0.0,0.0,الحرائق الغابية
2021,صفاقس,0.0,0.0,الحرائق الغابية
2021,المهدية,0.0,0.0,الحرائق الغابية
2021,المنستير,0.0,0.0,الحرائق الغابية
2021,قابس,0.0,0.0,الحرائق الغابية
2021,توزر,0.0,0.0,الحرائق الغابية
2021,تطاوين,0.0,0.0,الحرائق الغابية
2021,مدنين,0.0,0.0,الحرائق الغابية
2021,قبلي,0.0,0.0,الحرائق الغابية
2022,تونس,0.007,1.0,الحرائق الغابية
2022,أريانة,846.9,10.0,الحرائق الغابية
2022,بن عروس,885.5,11.0,الحرائق الغابية
2022,منوبة,14.0235,9.0,الحرائق الغابية
2022,نابل,243.168,63.0,الحرائق الغابية
2022,زغوان,675.055,25.0,الحرائق الغابية
2022,بنزرات,880.623,86.0,الحرائق الغابية
2022,باجة,2166.735,111.0,الحرائق الغابية
2022,جندوبة,1139.2298,180.0,الحرائق الغابية
2022,الكاف,86.952,6.0,الحرائق الغابية
2022,سليانة,1250.515,18.0,الحرائق الغابية
2022,القصرين,2.5005,10.0,الحرائق الغابية
2022,سيدي بوزيد,0.0,0.0,الحرائق الغابية
2022,القيروان,382.774,19.0,الحرائق الغابية
2022,قفصة,0.0,0.0,الحرائق الغابية
2022,سوسة,0.0,0.0,الحرائق الغابية
2022,صفاقس,0.0,0.0,الحرائق الغابية
2022,المهدية,0.0,0.0,الحرائق الغابية
2022,المنستير,0.0,0.0,الحرائق الغابية
2022,قابس,0.0,0.0,الحرائق الغابية
2022,توزر,0.0,0.0,الحرائق الغابية
2022,تطاوين,0.0,0.0,الحرائق الغابية
2022,مدنين,0.0,0.0,الحرائق الغابية
2022,قبلي,0.0,0.0,الحرائق الغابية
2023,تونس,0.0,0.0,الحرائق الغابية
2023,أريانة,18.5,4.0,الحرائق الغابية
2023,بن عروس,0.0,0.0,الحرائق الغابية
2023,منوبة,0.5,3.0,الحرائق الغابية
2023,نابل,114.65,40.0,الحرائق الغابية
2023,زغوان,12.91,14.0,الحرائق الغابية
2023,بنزرات,539.72,49.0,الحرائق الغابية
2023,باجة,624.43,47.0,الحرائق الغابية
2023,جندوبة,1484.68,100.0,الحرائق الغابية
2023,الكاف,2.4,10.0,الحرائق الغابية
2023,سليانة,1242.03,38.0,الحرائق الغابية
2023,القصرين,9.17,5.0,الحرائق الغابية
2023,سيدي بوزيد,0.0,0.0,الحرائق الغابية
2023,القيروان,475.12,22.0,الحرائق الغابية
2023,قفصة,0.0,0.0,الحرائق الغابية
2023,سوسة,0.0,0.0,الحرائق الغابية
2023,صفاقس,0.0,0.0,الحرائق الغابية
2023,المهدية,0.0,0.0,الحرائق الغابية
2023,المنستير,0.0,0.0,الحرائق الغابية
2023,قابس,0.0,0.0,الحرائق الغابية
2023,توزر,0.0,0.0,الحرائق الغابية
2023,تطاوين,0.0,0.0,الحرائق الغابية
2023,مدنين,0.0,0.0,الحرائق الغابية
2023,قبلي,0.0,0.0,الحرائق الغابية
2024,تونس,0.0,0.0,الحرائق الغابية
2024,أريانة,11.55,11.0,الحرائق الغابية
